Name,lat,lng,weight
楊梅區公所,24.907467,121.145683,1
金鋒市場,24.946243,121.24659799999999,1
桃園醫院門診中心,24.977221,121.26823799999998,1
國際路二段,24.994392,121.28803300000001,1
琪富,24.84378,121.28341,1
承恩,24.82745,121.29866000000001,1
同心二路,24.995832,121.33018899999999,1
大崗國小,25.05418,121.35936000000001,1
李屋,24.929317,121.213751,1
頂南崁,25.043210000000002,121.29852,1
大坡(二),24.95937,121.03933,1
龍仁龍泉街口,24.93604,121.23347,1
仁德新村,24.98169,121.1942,1
樹林,25.03831,121.12908,1
蘆竹國小,25.05051,121.26661000000001,1
游厝,25.02905,121.24398000000001,1
大崙,24.989057,121.179648,1
崙子路口,24.93326,121.28643000000001,1
關爺北路36巷,24.931720000000002,121.21818,1
萬欣,25.0211,121.07141999999999,1
陸光四村,24.962241,121.300018,1
富林橋,25.035999999999998,121.11603999999998,1
長榮南山路口,25.05716,121.28862,1
蘆竹,25.0495,121.26601000000001,1
大湖國小,25.05797,121.36015,1
福源國小,24.98839,121.35805,1
燈塔,25.036379999999998,121.07925,1
員笨,24.995825,121.06346,1
供應站,24.92622,121.24531999999999,1
南竹路口,25.03821,121.28348999999999,1
丹鳳國小(新北大道),25.0236,121.4139,1
長榮空廚,25.06768,121.270721,1
富林,25.036839999999998,121.12325,1
大丘田,24.98903,121.20943,1
三民介壽路口,24.982304,121.307698,1
高榮,24.95863,121.16497,1
南平國民運動中心,25.02074,121.30516000000001,1
三民路口,24.964609,121.204424,1
電信器材場,24.940927,121.25117900000001,1
下王屋,24.922501,121.21173799999998,1
大皇冠社區,25.054744,121.158049,1
金山街口,24.94351,121.2225,1
遠東紡織公司,25.034582999999998,121.086818,1
南勢國小,24.91282,121.21059,1
青埔花墅,25.03182,121.21223,1
舊路橋,25.01703,121.36178999999998,1
中正東路平安路口,25.059856,121.209405,1
八德區公所(三元宮),24.929765,121.28445500000001,1
大竹,25.02422,121.25901999999999,1
新興路口,24.948970000000003,121.28453999999999,1
新世紀,25.048000000000002,121.35717,1
富豐里3鄰,24.926097,121.092727,1
利台,24.976897,121.303053,1
大利新村,25.08202,121.28575,1
南平中埔六街口,25.016966,121.29559099999999,1
福豐公園,24.986320000000003,121.31133,1
大崙,24.98902,121.1797,1
南崁,25.047810000000002,121.29188,1
橋仔頭,24.93521,121.32799999999999,1
裕元紡織,25.00787,121.35351000000001,1
合隆公司,25.036589000000003,121.18080900000001,1
興中宮,24.88344,121.24072,1
新庄村,25.024379,121.24686899999999,1
連都社區,24.96024,121.25766999999999,1
溪坪,24.815479999999997,121.29638,1
活動中心,24.929828,121.283172,1
平東路,24.917757,121.252273,1
幼獅路三段416巷,24.9302,121.15025,1
利台,24.976879999999998,121.30291000000001,1
糠榔,24.97542,121.02713,1
桃園高中,24.999032,121.325969,1
公西,25.062160000000002,121.35982,1
新勢國小(新勢公園),24.95059,121.21687,1
台北囍家社區,25.002295,121.370103,1
中山路,24.993108,121.3089,1
崎頂,24.898139999999998,121.28477,1
啟英高中,24.975142,121.23628300000001,1
鹽庫西街口,25.024576999999997,121.306628,1
雙龍街口,24.98094,121.268523,1
建德長興路口,24.931439,121.281251,1
大嶺頂,24.98528,121.10553999999999,1
成功國宅,24.997405999999998,121.32495,1
領航北民權路口,25.007737,121.202352,1
雙龍街口,24.98113,121.26835,1
公溝,25.085139,121.293292,1
同德環保公園,25.0152,121.2951,1
莊敬路口,25.017813,121.284209,1
懷寧醫院(志廣路),24.961226,121.20670600000001,1
巴黎富邑,25.018783,121.304483,1
華夏公司,25.05787,121.26805,1
大江購物中心,25.0012,121.22957,1
萬壽山鶯路口,24.991767000000003,121.32214499999999,1
三龍新村,24.915029999999998,121.18628999999999,1
龜山國中,24.99742,121.33944,1
山子頂,24.899472,121.210879,1
世紀社區,24.94277,121.30073999999999,1
國強一街口,24.99287,121.28782,1
婦幼公園,25.051329,121.359113,1
忠恕家園,24.8876,121.21247,1
草嶺,24.84135,121.28915,1
蚵間里,24.94045,120.99363000000001,1
中興龍安街口,25.010170000000002,121.25715,1
中壢聯合辦公大樓,24.962932000000002,121.229483,1
中福市場,24.968212,121.23373400000001,1
游厝,25.014059,121.17826799999999,1
明碁電腦,24.98819,121.32508,1
西勢湖,25.02487,121.36781,1
天乙藥局,24.90795,121.147283,1
中山育樂街口,24.99211,121.30391000000002,1
十三號坡,25.010455,121.280276,1
龍潭科學園區二,24.886259,121.187752,1
鍾愛社區,24.9808,121.25533999999999,1
過路坡,24.955679999999997,121.29267,1
普仁國小,24.94793,121.24481999999999,1
中壢高中,24.962172,121.21158100000001,1
慈惠堂,24.92101,121.22885,1
東元,25.02141,121.11935,1
北興加油站,24.939220000000002,121.22358999999999,1
大聯邦社區,25.03997,121.28796000000001,1
下埔(五權村),25.034484,121.23060100000001,1
復興中正路口,24.99072,121.3137,1
歡喜莊,24.914491,121.18438300000001,1
國際名邸社區(護國宮),24.9709,121.29002,1
國立體育大學體育館,25.035532,121.38569,1
三元宮,24.912512,121.083918,1
觀音分駐所,25.03643,121.0825,1
龍吟社區,24.967585,121.29231599999999,1
祐民醫院,24.95724,121.20393999999999,1
建德國小,24.97755,121.31515,1
國際社區,25.100920000000002,121.23941,1
三民,24.9653,121.20427,1
葉厝,25.065325,121.19258,1
太武,24.902411999999998,121.28408,1
陽明公園站(G06),24.98094,121.30651,1
新明公司,24.974,121.09692,1
復興中正路口,24.990682,121.31360900000001,1
嶺頂,25.001904,121.363272,1
益興,24.86153,121.282628,1
民權路口,24.965966,121.217155,1
永豐市場,24.89643,121.21130600000001,1
普仁國小,24.9478,121.24467,1
萊爾富海口店對面,25.107816,121.24208,1
建國五村,25.034760000000002,121.2518,1
第八公墓,24.90406,121.28461999999999,1
呂厝,25.09144,121.20251,1
關爺南路241巷,24.921570000000003,121.22045,1
青果市場,24.957489000000002,121.20752,1
未來城社區,25.072197,121.3645,1
河川教育中心,24.955070000000003,121.21919,1
三民建國路口,24.98464,121.30735,1
興國市場,24.96171,121.21986000000001,1
埔心後火車站,24.920032,121.18313,1
煉油廠,25.030921,121.30398999999998,1
南竹蘆興街口,25.036711999999998,121.27989,1
仁德公園,24.952989000000002,121.26673600000001,1
雄華,24.87675,121.25391,1
金仙寺,24.894358,121.27956499999999,1
萬壽山鶯路口,24.991747,121.322429,1
蘆竹農會,25.03483,121.27091000000001,1
仁和路口,24.90268,121.27457,1
中壢監理站,24.959933,121.2253,1
陳厝,25.00154,121.15483,1
丹鳳國小,25.0235,121.415,1
永吉新村,25.016607,121.308977,1
和泰,24.96779,121.13946000000001,1
十三號坡,25.02309,121.16405,1
忠勇西街站(G05),24.96818,121.30134,1
王屋,24.920479999999998,121.21158999999999,1
捷運山鼻站,25.08036,121.28591999999999,1
非常大地,24.935703,121.21581100000002,1
建國路口,24.985321,121.31103999999999,1
頂興路口,24.993048,121.327403,1
南上路350巷口,25.04576,121.30318,1
海巡署,25.113846,121.27181999999999,1
南豐三街,24.98167,121.30623,1
永安溫州街口,25.004728,121.2958,1
退輔會,24.949313,121.24275700000001,1
大安社區活動中心,24.957169,121.312826,1
電通館,25.09999,121.23885,1
中央東路,24.956448,121.22551000000001,1
環南路二段,24.942420000000002,121.21133999999999,1
電研所,24.95664,121.16703000000001,1
大江購物中心,25.001026,121.22973999999999,1
下後湖,24.98347,121.08866,1
敬三街口,25.020139,121.28963300000001,1
海山大有街口,25.093579000000002,121.26718600000001,1
桃德路安福宮,24.96971,121.29556000000001,1
民治七街,24.82256,121.23602,1
永珍,24.95748,121.222298,1
游屋莊,24.96284,121.0368,1
大安活動中心,24.957167000000002,121.31282399999999,1
南竹路三段99號,25.03296,121.27434,1
八股路口,25.064441,121.26317,1
和平市場,24.94835,121.22135,1
黃厝,25.00797,121.18316999999999,1
老街溪河川教育中心,24.95365,121.21866999999999,1
柴梳崙,25.02642,121.19513,1
萬聖堂,24.80976,121.2614,1
八德國中,24.92921,121.28733999999999,1
青埔高鐵站,25.012103,121.215204,1
沙崙廟,25.09328,121.223717,1
復興橋,24.990933,121.315804,1
廟前,25.02427,121.24855,1
甘蔗園橋,25.035339999999998,121.30208999999999,1
集會所,25.021810000000002,121.36385,1
大新路1018巷211號,25.029139999999998,121.23646000000001,1
供應站,24.92625,121.24568000000001,1
三陽公司,25.020515,121.213856,1
桃園醫院門診中心,24.977221,121.26823799999998,1
龍廷社區,25.003476000000003,121.35041799999999,1
大溪公賣局,24.869522,121.25839599999999,1
桃德路49巷,24.966639999999998,121.2946,1
六合街31號,25.04239,121.13765,1
草漯,25.0477,121.14311000000001,1
永福西街,24.96385,121.29498999999998,1
建國路口,24.98526,121.3116,1
景雲新村,24.959516,121.294795,1
民安路口,24.999537,121.301025,1
日月光公司,24.970157,121.252338,1
紹興街口,24.989464,121.317925,1
甲蟲公園,24.97758,121.25288,1
徐厝,25.041,121.08786,1
永安橋,24.91444,121.29803000000001,1
半嶺,25.0004,121.34755,1
國際路二段,24.994418,121.288091,1
加油站,25.033732999999998,121.30272099999999,1
崙頂,25.04797,121.188445,1
寶聰牧場,25.0277,121.22989,1
南亞(好市多),25.054993,121.282303,1
南埔里活動中心,25.006012,121.29408400000001,1
中庄,24.9878,121.041,1
北區健保局,24.937182999999997,121.254811,1
莊敬里,24.901641,121.21145800000001,1
崎頂,24.899,121.28432,1
無線電台,24.972023999999998,121.301873,1
中福,25.014111,121.253786,1
富林社區,25.03616,121.11766999999999,1
北門口,25.06652,121.198314,1
長榮吉邸,25.04835,121.30123,1
寶蓮寺,25.015897,121.129769,1
美夢成真社區,25.019963,121.09211699999999,1
興仁國小,24.968022,121.26241100000001,1
興豐友聯街口,24.930004999999998,121.290531,1
苗圃,25.098513,121.21477,1
湳子,25.054393,121.207194,1
民安路口,24.999565,121.300821,1
長榮吉邸,25.04822,121.30111000000001,1
德明路口,24.989953,121.34461599999999,1
