Name,lat,lng,weight
五權國小(凱旋二路),22.621083,120.325116,1
中華復興路口,22.605988,120.304769,1
安正路口,22.791377999999998,120.34343100000001,1
龍德路口(博愛一路),22.654063,120.303486,1
新莊高中(民族一路),22.680711,120.319445,1
桂林國小(機場咖啡),22.58333,120.35006000000001,1
北屋社區,22.684123,120.33951499999999,1
前鎮國小,22.584999,120.308724,1
青年路口(建國路三段),22.63735,120.35203,1
捷運市議會站,22.628386,120.29337199999999,1
台灣時報,22.697860000000002,120.32285,1
和平二路口,22.606478,120.32135600000001,1
天祥一路,22.667820000000003,120.3182,1
圖書資訊大樓,22.734538,120.285895,1
民生二路,22.624385999999998,120.293081,1
華榮路,22.6677,120.29587,1
七賢二路,22.634643,120.300634,1
木業公司(安招),22.789179999999998,120.33113,1
民族陸橋,22.640383,120.315071,1
中華復興路口,22.605853,120.30486599999999,1
果菜公司,22.645067,120.314576,1
中正國小,22.631178,120.33436699999999,1
金府路口,22.569760000000002,120.35528000000001,1
澄清路,22.642727999999998,120.34605,1
八卦寮,22.696312,120.34791899999999,1
鳳鳴國小,22.515283,120.35778300000001,1
大學西路口(第一綜合大樓),22.729994,120.278457,1
加昌軍校路口,22.712606,120.291711,1
包公廟路口,22.5917,120.41376000000001,1
左營南站,22.679377,120.28739099999999,1
義華路口(大昌二路),22.644883,120.332022,1
龍泉寺,22.65608,120.275205,1
憲德市場,22.605164000000002,120.32646399999999,1
九如三路口,22.641533,120.291669,1
自強路口,22.632344,120.293378,1
大立百貨(文武二街口),22.621858,120.297517,1
林內,22.531779999999998,120.39956000000001,1
興中路口,22.617607999999997,120.3112,1
獅湖國小(鼎中路),22.673579999999998,120.3217,1
本館路口,22.655102,120.335102,1
永安,22.818720000000003,120.22641999999999,1
路竹,22.85891,120.2601,1
明誠中學,22.665329999999997,120.29234,1
鎮東二街口,22.591435,120.31140500000001,1
小港醫院(漢民路口),22.56822,120.362385,1
楠梓加工區,22.716825,120.302343,1
文明巷,22.653679,120.33843600000002,1
五福民權路口(高雄高商),22.626212,120.309872,1
文安二街口,22.705951000000002,120.35353,1
五甲派出所,22.5976,120.33523999999998,1
樹人醫校,22.87347,120.25423,1
復興三路口,22.611416000000002,120.31031000000002,1
曹公路,22.628343,120.357147,1
捷運鳳山國中站(郵局),22.624426,120.371579,1
左營禮拜堂(海功路),22.693532,120.29359,1
土庫二路,22.739276999999998,120.32559199999999,1
新興高中,22.624622,120.305681,1
高雄餐旅大學(校區),22.565423000000003,120.371872,1
海青工商,22.674389,120.286519,1
三鳳中街,22.637288,120.29399699999999,1
鳳鳴國小,22.515283,120.35778300000001,1
西門,22.626762,120.35281100000002,1
大崎腳(大寮),22.582060000000002,120.40681000000001,1
公正路口,22.601993,120.332678,1
安正路口,22.79125,120.34345,1
金獅湖站,22.665757,120.32178700000001,1
捷運凱旋站,22.597351,120.314777,1
高雄少年法院,22.73102,120.33527,1
銘傳路口(鼓山三路),22.666726,120.28148300000001,1
本工六路口,22.81241,120.26346000000001,1
苓雅市場,22.616757999999997,120.29678899999999,1
紫竹林精舍,22.612022,120.33723,1
民族路(明誠路口),22.661179,120.315977,1
鳥松區公所(中正路),22.659848999999998,120.36416000000001,1
建國三路,22.635328,120.288253,1
蚵仔寮漁港,22.726960000000002,120.25582,1
左營農會,22.682472,120.28825800000001,1
高雄電台,22.655469,120.278778,1
自由路(被服廠),22.624935,120.34536999999999,1
仁愛路(鳳山),22.62394,120.37263,1
梓官,22.759970000000003,120.26709,1
東方路口(東方技術學院),22.88146,120.24916,1
美術園區,22.653370000000002,120.288133,1
慈惠醫院,22.638720000000003,120.39748999999999,1
樹人醫校,22.8735,120.25421000000001,1
青山國小,22.57325,120.36195,1
灣子內(仁武),22.682282,120.35503100000001,1
高松(高松路),22.572969,120.36805,1
七賢三路口,22.629628,120.28473000000001,1
健仁醫院,22.72373,120.329434,1
燕巢區公所(中興路),22.787834,120.362385,1
左營高中,22.693566,120.297096,1
仁愛三街口,22.616006,120.31049399999999,1
捷運凹子底站(大順一路),22.65607,120.3027,1
高雄火車站(捷運高雄車站),22.636446,120.30219,1
高雄高商(五褔二路),22.625308999999998,120.307797,1
復興路,22.801841,120.234043,1
小港高中,22.566860000000002,120.357242,1
北路竹,22.86298,120.25793999999999,1
翠峰路,22.671722,120.2889,1
後勁國中(捷運後勁站),22.722133,120.31546599999999,1
鳳山高中,22.62803,120.34633999999998,1
哨船街,22.62231,120.26943700000001,1
三信家商,22.62195,120.32931599999999,1
一甲(鳳山),22.60016,120.33846000000001,1
大順陸橋(科工館),22.63999,120.3277,1
榮佑路,22.681866,120.32054699999999,1
鳳山商工(建國路三段),22.636457,120.356191,1
五甲尾加油站,22.81281,120.30085,1
建國一路,22.629583,120.339,1
鼓山三路,22.644926,120.277749,1
八德路口(大灣),22.676543,120.340368,1
高雄科大(楠梓),22.724822,120.313741,1
左營市場,22.687519,120.2936,1
義華路口(大昌二路),22.644820000000003,120.33216000000002,1
仁和公園,22.681009,120.35233799999999,1
勞工公園(復興三路),22.607685999999998,120.307731,1
山明里活動中心,22.562501,120.366974,1
愛之船國賓站,22.62414,120.29033600000001,1
武營路,22.620517,120.336052,1
南京路(衛武營藝術文化中心),22.617856,120.345472,1
潮寮活動中心,22.5659,120.42863,1
自由三路,22.673482999999997,120.31178899999999,1
楠梓運動園區(土庫路),22.7358,120.3331,1
文府國小,22.69107,120.31432,1
宏文路口,22.57153,120.36376000000001,1
鹽埕中路口,22.788587,120.244914,1
中華路口(明誠三路),22.66123,120.29333000000001,1
建楠路口,22.727225,120.32938,1
二苓國小(捷運小港站),22.565746,120.35163899999999,1
八德一路,22.635719,120.30581799999999,1
飛鳳宮,22.587426,120.34730800000001,1
左營南站,22.67974,120.28748,1
台灣銀行(健保署),22.627425,120.290028,1
橋頭市場,22.754897,120.31156399999999,1
正修科大宿舍,22.647420999999998,120.35143500000001,1
德惠路口,22.726181,120.30219299999999,1
鎮州路,22.589311,120.30946899999999,1
河堤公園,22.664619000000002,120.31288899999998,1
德民路(右昌森林公園),22.7217,120.29326999999999,1
木業公司(梓官),22.744557,120.25724699999999,1
菜公路口(左營大路),22.691827,120.298144,1
左營南站,22.679731,120.28738100000001,1
自強新村,22.664776999999997,120.28011599999999,1
捷運市議會站,22.628839000000003,120.29431000000001,1
道明中學,22.633374,120.322428,1
臺鐵鳳山站,22.630563000000002,120.35743300000001,1
林進興醫院(寶獅里),22.637106,120.33913600000001,1
忠誠路口,22.658,120.3609,1
三山國王廟,22.625911,120.283767,1
瑞源路口,22.629885,120.297425,1
福山國中,22.679284,120.314725,1
澄新街,22.673048,120.356369,1
榮總,22.67755,120.322199,1
翡翠晶鑽,22.588332,120.360151,1
高雄文化中心(和平一路),22.627597,120.31886200000001,1
仁美活動中心,22.6537,120.3938,1
瑞祥高中(忠誠路),22.600361,120.32393799999998,1
龍華國中(忠言路口),22.658728,120.308848,1
民權一路,22.624547,120.311452,1
林森路口(高雄火車站),22.637686,120.304302,1
臺鐵鳳山站,22.630563000000002,120.35743300000001,1
勵志新城,22.789953,120.296269,1
前鎮站,22.591476999999998,120.30506299999999,1
岡山農會,22.79533,120.29563,1
大豐一路口,22.6529,120.3311,1
八德一路口,22.692185000000002,120.332412,1
朝鳳寺(紅毛港路),22.585687,120.342933,1
大公路,22.627369,120.283119,1
建軍路口,22.628657999999998,120.34153300000001,1
民族一路口,22.668523,120.31576299999999,1
覺民路口(澄清路),22.637320000000003,120.34485,1
曹公路,22.628343,120.357147,1
大成街口(輕軌真愛碼頭站),22.621217,120.28844699999999,1
國軍岡山醫院,22.78879,120.28509,1
加昌樂群路口,22.715917,120.297933,1
漁港東二路口,22.572789999999998,120.31893000000001,1
味全公司,22.82745,120.26626,1
後庄(鳳屏一路),22.637439999999998,120.39484099999999,1
輔英科大,22.60848,120.39473999999998,1
牧場,22.81875,120.24045,1
榮總側門,22.679533,120.32174099999999,1
民族大順路口,22.657673000000003,120.315572,1
捷運巨蛋站,22.665601000000002,120.30356499999999,1
長庚醫院,22.650924,120.356848,1
安東街口(九如二路),22.641706,120.295414,1
高雄文化中心(五福國中站),22.628794,120.317774,1
高雄火車站(捷運高雄車站),22.636446,120.30219,1
楠陽國小,22.724996,120.32983700000001,1
鳳北路口,22.527294,120.34104099999999,1
國際商場,22.625289000000002,120.281508,1
華中路,22.5897,120.42883,1
高雄女中(成功一路),22.622355,120.294327,1
忠誠路口,22.657953,120.36101799999999,1
草衙市場,22.578485999999998,120.322336,1
元亨寺(興隆路),22.637736999999998,120.27936799999999,1
長庚醫院,22.650679999999998,120.35691000000001,1
光復路,22.628953,120.35906200000001,1
新光路口(圖書總館),22.611047,120.303041,1
銘傳路口(九如四路),22.665905,120.284042,1
愛之船國賓站,22.624177,120.290346,1
中崙國中,22.603208,120.35313799999999,1
灣子內(岡山),22.80912,120.28278,1
八五大樓,22.612371,120.29960200000001,1
亞洲城社區,22.7225,120.29513100000001,1
鼎山街,22.6592,120.32193999999998,1
橫山國小,22.76768,120.37938999999999,1
曹公路,22.628343,120.357147,1
道明中學,22.63307,120.322799,1
豐穀宮(進學路口),22.690507999999998,120.29637199999999,1
塔仔腳,22.770805,120.38526499999999,1
林園區公所,22.50769,120.39497,1
樹德科技大學(橫山路),22.764739000000002,120.37449299999999,1
民族路(明誠路口),22.661294,120.316005,1
哈囉市場(孔廟),22.69115,120.30089,1
建興市場,22.644485999999997,120.32493400000001,1
塑膠公司,22.79172,120.34548999999998,1
國軍左營醫院,22.70216,120.29243000000001,1
瑞隆東路,22.606275,120.34308500000002,1
澄清路,22.64259,120.34581999999999,1
河南二路口,22.63273,120.28855,1
樂安醫院,22.79239,120.2809,1
左營南站,22.679433,120.287181,1
六合二路口,22.63116,120.2952,1
東高雄,22.584078,120.369,1
大舍甲,22.74805,120.26321000000002,1
鳳新高中,22.61301,120.34291,1
南汕里,22.585557,120.28838400000001,1
新富路口,22.611953,120.341531,1
青年國中,22.630081,120.34936,1
五福中正路口,22.62943,120.32038,1
宏平路口,22.572786999999998,120.366615,1
十九灣,22.67089,120.3611,1
國軍高雄總醫院(捷運衛武營站),22.624905,120.34146000000001,1
合作一村,22.581364,120.36243400000001,1
高雄大學(大學南路),22.732135,120.28508500000001,1
鼎西里,22.660645000000002,120.32198100000001,1
海青工商,22.674878,120.286322,1
大華里(本館路),22.648188,120.346152,1
前鎮站,22.591333,120.30558,1
歷史博物館(高雄國際會議中心),22.626216,120.2869,1
本館路口,22.655339,120.33535400000001,1
育才路口,22.805049,120.27694699999999,1
大明街口,22.590978,120.418976,1
右昌國中,22.714433,120.28765,1
岡山農會,22.79533,120.29563,1
保安宮(梓官),22.72941,120.25596000000002,1
肉品市場,22.80765,120.3119,1
高鐵基地,22.695086,120.320982,1
後勁,22.71862,120.310414,1
高雄大學(德中路),22.72774,120.27396,1
廠邊三路口(宏平路),22.569760000000002,120.35763,1
五塊厝(三多一路),22.623010999999998,120.331962,1
林森路口(高雄火車站),22.637507,120.30466100000001,1
鳳山行政中心(澄清路),22.63041,120.34446000000001,1
大樂民族店,22.659776,120.31478100000001,1
鼎金國小,22.656789,120.321102,1
高雄客運鳳山站(中山路),22.625083,120.356834,1
大業北路,22.562976000000003,120.348092,1
臨加北路,22.577408,120.318472,1
國際商工,22.621042000000003,120.326439,1
南屏別院,22.658273,120.307805,1
加昌國小,22.720369,120.296213,1
文信路口,22.664266,120.300063,1
河東路口,22.630619,120.287719,1
大順陸橋(科工館),22.64015,120.32778,1
高雄火車站(捷運高雄車站),22.636963,120.30221399999999,1
文英里,22.637662,120.356498,1
左營大路,22.686166,120.290566,1
鼎貴路口(獅湖國小),22.67245,120.32311999999999,1
勵志新城,22.789953,120.296269,1
黃埔公園,22.62201,120.36825,1
國昌路口(國泰路二段),22.61723,120.35185600000001,1
新光路口(圖書總館),22.610922,120.302847,1
銘傳路口(九如四路),22.665668,120.28431599999999,1
新莊高中(民族一路),22.680717,120.31933899999999,1
高雄展覽館,22.609026999999998,120.29970700000001,1
成功南路,22.75075,120.31388000000001,1
捷運鳳山站,22.626113,120.356035,1
金福路口(翠亨南路),22.57712,120.33105,1
捷運前鎮高中站(勞工行政中心),22.587664,120.32236200000001,1
菜公路口(民族一路),22.67521,120.31846000000002,1
昭明變電所,22.547829999999998,120.41145,1
灣仔內,22.648754999999998,120.314755,1
覺民路口(大昌二路),22.641731,120.332172,1
臺鐵科工館站,22.636927,120.327265,1
捷運鳳山站,22.625963,120.35613799999999,1
岡山轉運站(岡山火車站),22.79233,120.299444,1
物產館蓮潭站,22.678353,120.295943,1
員工服務中心,22.723854,120.30656200000001,1
德祥路口,22.726779999999998,120.30696,1
青年國中,22.630186,120.34944499999999,1
福山國小,22.68424,120.31561200000002,1
富民路口,22.665791,120.30488899999999,1
海青工商,22.674379000000002,120.286705,1
龍德路口(神農路),22.657863,120.29668600000001,1
五甲尾,22.82134,120.30311999999999,1
先鋒路,22.678641,120.28263799999999,1
東寶公司,22.734579999999998,120.26815,1
南嘉興,22.81934,120.30243999999999,1
高鐵路口(左營新光三越),22.68896,120.31158,1
蓮潭會館,22.678275,120.299575,1
捷運凱旋站,22.596836,120.31563500000001,1
過溪路口,22.575375,120.416178,1
左營農會,22.68229,120.28806000000002,1
勞工公園(民權二路),22.606082999999998,120.309882,1
新莊高中(民族一路),22.680678,120.319534,1
內惟,22.66238,120.27786100000002,1
大華里(本館路),22.647872,120.34638100000001,1
北極殿(鳳山),22.610773000000002,120.33736999999999,1
左營市場,22.687638,120.29339399999999,1
仁美國小,22.657972,120.39449499999999,1
九大加油站,22.658441,120.424777,1
捷運美麗島站,22.63014,120.30193,1
林內橋,22.534118,120.40087700000001,1
松柏街口,22.570337,120.362058,1
明善堂,22.62343,120.367028,1
大業北路,22.563372,120.34798500000001,1
昭明國小,22.540760000000002,120.40978,1
大順三路口,22.629966,120.3242,1
三山國王廟,22.625925,120.283781,1
加昌國小,22.72025,120.29638600000001,1
新庄(鳳仁路),22.69291,120.34965,1
五福社區,22.71902,120.28397,1
通法寺,22.69888,120.34655,1
常德路,22.73933,120.337,1
後庄農會,22.636210000000002,120.39277,1
右昌(三山街口),22.710869,120.28950800000001,1
文信路口,22.664066000000002,120.300152,1
中山國中,22.566834,120.355383,1
新康街口,22.61722,120.34388,1
天祥一路,22.667876,120.318417,1
文明巷,22.65375,120.338416,1
莒光新村(軍校路),22.706149,120.29293799999999,1
新光三越(捷運三多商圈站),22.614466,120.306183,1
仁壽宮,22.728194000000002,120.283277,1
高雄火車站(同愛街口),22.637808,120.300921,1
草衙,22.577057999999997,120.323756,1
小港站,22.565398000000002,120.34057800000001,1
高坪22路口,22.559256,120.38861299999999,1
苓雅國中,22.61769,120.305019,1
右昌(三山街口),22.710822,120.28945800000001,1
工業區(本洲),22.808161,120.25161999999999,1
美麗華大廈,22.568531,120.365812,1
國軍左營醫院(世運大道路口),22.701082,120.292391,1
五甲尾,22.821274,120.303205,1
楠梓高中(清豐路口),22.74314,120.330674,1
路竹,22.8595,120.25991,1
臺鐵科工館站,22.636954,120.327104,1
新田路口(中山二路),22.62186,120.3016,1
路竹宿舍,22.844332,120.24537,1
蓮池潭(勝利路),22.679861,120.29218300000001,1
高雄科大(楠梓),22.724894,120.312925,1
五福社區,22.71902,120.28397,1
半屏山(左營大路),22.693914000000003,120.29933899999999,1
莒光國小,22.710107999999998,120.29620800000001,1
瑞豐站(瑞隆路),22.606142000000002,120.338347,1
小港分局,22.565633,120.344206,1
