grid,StationUID,StationID,StationName,StationAddress,BikesCapacity,lat,lng
143,HSZ6128,6128,千甲火車站,千甲路138-5號(民宅對面人行道),32,24.807119,121.002064
176,HSZ9611,9611,力行一路力行六路口,力行一路/力行六路口(北側),36,24.77395,121.0155
140,HSZ6122,6122,天公壇,中山路450-1號(對面西雅公園),32,24.799426,120.957256
176,HSZ9603,9603,靜心湖,竹村七路7號前人行道,48,24.77874,121.01078
141,HSZ6108,6108,建國公園(城隍廟),西門街1號(對面汽車停車格),38,24.803382,120.966675
160,HSZ6127,6127,新莊火車站,關東路310號(車站出口右側人行道),56,24.788026,121.02166
175,HSZ9609,9609,交通大學-新安路,新安路/園區三路口(東南側),60,24.78386,120.9942
160,HSZ6138,6138,新莊公園,新莊街212號旁(公園人行道),30,24.78743,121.01736
173,HSZ6141,6141,青草湖(煙波大飯店),新竹市東區明湖路773號對面公園人行道,20,24.77386,120.97008
126,HSZ6111,6111,新竹三民公園,中央路364-1號(網球場前人行道),40,24.811226,120.979624
143,HSZ6114,6114,新源建功一路口,新源街138號(對面人行道),40,24.802771,120.9932
159,HSZ6131,6131,交通大學(大學路),大學路200號(對面人行道),60,24.7894,121.00026
141,HSZ6105,6105,辛志平校長故居,東門街32號(汽車停車場),42,24.804317,120.973662
177,HSZ9606,9606,篤行會館,篤行路6號前人行道,50,24.77092,121.02517
175,HSZ9613,9613,園區三路研新一路口,研新一路/園區三路口(西北側),40,24.77678,120.99512
125,HSZ6144,6144,新竹市文化局,新竹市北區東大路二段15巷1號前人行道,34,24.81127,120.9693
175,HSZ9614,9614,同業公會,展業一路/新安路(北側),36,24.78228,121.00198
154,HSZ6149,6149,大庄國小,新竹市香山區大庄路46號(北側),24,24.78943,120.92778
125,HSZ6139,6139,東大武陵路口,東大路二段261號(旁人行道),40,24.81713,120.96398
176,HSZ9604,9604,金山寺,湖濱二路201號旁(人行道),50,24.77739,121.01466
139,HSZ6143,6143,虎林棒球場,新竹市東區延平路一段541號對面人行道,30,24.8052,120.94388
142,HSZ6146,6146,新竹動物園,新竹市東區博愛街111號(南側)人行道,32,24.80018,120.98126
143,HSZ6136,6136,赤土崎公園,光復路二段153號(對面人行道),42,24.799007,120.993876
124,HSZ6133,6133,樹林頭公園,東大路二段511號(對面汽車停車場),32,24.821419,120.960248
141,HSZ6101,6101,新竹火車站(前站),新竹市東區中正路1號(火車站前廣場),37,24.801905,120.971134
175,HSZ9608,9608,研發四路公園,園區二路15號(斜對面人行道),50,24.77884,120.99843
141,HSZ6118,6118,竹蓮寺,竹蓮街72號(對面人行道),46,24.798283,120.97042
125,HSZ6121,6121,湳雅公園,武陵路157號(對面人行道),44,24.820368,120.967956
