Name,lat,lng,weight
大甲,24.3431,120.62543500000001,1
和大公司,24.092512,120.721542,1
逢甲橋,24.1784033333333,120.737186666667,1
錦州吉峰西路口,24.078112,120.70879099999999,1
庄頭,24.258164999999998,120.66305,1
建興,24.41268333,120.61458329999999,1
莒光新城,24.1540812521,120.68814039200001,1
幼二青三路3巷口,24.403374,120.645721,1
興大附農(臺中路),24.127463333333303,120.684413333333,1
秋紅谷(朝陽橋),24.16892,120.63968,1
台灣薄膜,24.159867000000002,120.601869,1
太原二號橋,24.164894,120.70656799999999,1
西屯河南路口,24.173170000000002,120.644803333333,1
福科永福路口,24.183679,120.62128600000001,1
南勢里,24.221262,120.556128,1
仁化里,24.09618,120.701108,1
中興堂,24.146209,120.68463100000001,1
仁化中興路口,24.092471,120.691819,1
東山建和路口,24.17611,120.72452,1
新庄里,24.180242,120.583272,1
摘星山莊,24.223937300000003,120.69658611,1
向上大墩路口,24.146745000000003,120.64936499999999,1
國安社區(宜寧中學),24.193204,120.60659,1
林祖厝,24.132556,120.678273,1
中山合作街口,24.204888480500003,120.70464670700001,1
安眉福美路口,24.33047862,120.73607150000001,1
栗林活動中心,24.230215,120.71087659999998,1
文武公園,24.3551,120.622028,1
文昌祠,24.347431,120.622473,1
福華公司,24.250989999999998,120.676223,1
三線三月路口,24.307094,120.689334,1
單冬,24.205082,120.79031100000002,1
臺灣體大體育場,24.152036,120.68852,1
安仁里,24.2536090616,120.52854627399999,1
林森三民路口,24.136091,120.672256,1
四塊厝(甲后路),24.31694,120.67448999999999,1
茄投中,24.1793365478516,120.527275085449,1
普濟寺,24.184337300000003,120.60848090000002,1
國豐停車場,24.192429999999998,120.613212,1
新庄車庫,24.281017000000002,120.65244299999999,1
新厝路550巷口,24.049253,120.686523,1
臺中二中,24.152335,120.677398,1
臺銀中港分行,24.25995,120.53662,1
忠明南五權南路口,24.11905,120.67083000000001,1
啟明學校(大山路),24.304665,120.722654,1
中峰,24.255416,120.568852,1
復興八街口,24.03869,120.73013999999999,1
秋紅谷(市政北七路),24.166446685791016,120.6383056640625,1
至善國中(逢甲路),24.175592,120.64013700000001,1
幸福新城,24.157718002800003,120.57341694799999,1
家扶中心,24.2468,120.56281000000001,1
后科圳寮路口,24.314262,120.74026,1
秀水里,24.27205,120.55688,1
臺灣氣球博物館,24.247307,120.699072,1
逢甲橋,24.178497,120.73708300000001,1
水源地(豐原漆藝館),24.255622,120.743672,1
勤工派出所,24.112248,120.65113000000001,1
國豐三豐路口,24.277309,120.724627,1
和平街,24.25233,120.719862,1
中台駕訓班,24.163877,120.71666699999999,1
下龜殼,24.360782,120.58588,1
