Name,lat,lng,weight
建功高中,24.797065,121.001682,1
營房口,24.813760000000002,120.92827,1
湳雅,24.819329999999997,120.97246000000001,1
冠軍廠,24.824279999999998,120.92735,1
中山路,24.80101,120.95948,1
生科館(人社院),24.789443,120.989571,1
交大南大門,24.783541,120.99639199999999,1
聖經書院,24.79279,120.97316000000001,1
清華大學,24.796310000000002,120.99745,1
三德,24.83158,120.92913,1
金山街口,24.778178,121.018622,1
西門市場,24.80322,120.96477,1
二分局,24.80324,120.98695,1
西大路,24.796860000000002,120.968616,1
學園商場,24.798593,120.97802800000001,1
公學新城,24.80149,120.99616,1
水田,24.815820000000002,120.96778,1
海軍新村,24.79938,120.99226999999999,1
光華國中,24.81805,120.97426000000002,1
高鐵新竹站,24.80743,121.04026999999999,1
西門派出所,24.8017,120.96078999999999,1
海口,24.815479999999997,120.92891000000002,1
金竹路,24.82401,120.97213,1
瑞光街口,24.79293,120.92358,1
大庄里活動中心,24.793056,120.920795,1
地方法院,24.807570000000002,120.96778,1
忠孝社區,24.79149,120.96408999999998,1
新竹下站,24.80047,120.96938,1
民享一站,24.78496,121.00893,1
下路北,24.781685999999997,120.98783799999998,1
文教新村,24.79542,120.99878000000001,1
林森路口,24.79697,120.961855,1
竹蓮街,24.79768,120.96949,1
林森路口,24.79678,120.96155,1
文興嘉豐南路口,24.80876,121.03186000000001,1
北大橋,24.81034,120.96862,1
關新公園,24.785826999999998,121.018707,1
科學園區別墅,24.78458,121.01426000000001,1
古奇峰,24.778906,120.97971899999999,1
文興嘉興路口,24.812839999999998,121.02393000000001,1
仙水,24.7829,121.01873,1
埔羌圍,24.80005,120.9509,1
世界高中,24.782252,121.020146,1
過溝,24.79276,121.00237,1
高翠,24.78012,120.98697,1
同步輻射中心,24.783587,120.994429,1
美術館,24.806379999999997,120.96968000000001,1
罟寮,24.80593,120.92199,1
黃帝神宮,24.77117,120.97107,1
農會,24.79658,120.95456999999999,1
城隍廟,24.80534,120.96645,1
曙光女中,24.81265,120.97247,1
香山高中,24.78518,120.9306,1
竹蓮國小,24.796229999999998,120.97473000000001,1
大庄里,24.79174,120.92732,1
隘口,24.782729999999997,120.93301000000001,1
里辦公處,24.841265,120.936121,1
上南寮,24.84422,120.93073999999999,1
雞蛋面,24.78739,120.98592,1
新東藥廠,24.80011,120.94663,1
重義橋,24.79804,120.9436,1
建功高中,24.796959996,121.0012749135,1
三姓橋火車站,24.78656,120.92948,1
中埔里,24.79747,120.94495,1
民生民族路口,24.808529999999998,120.97843,1
新竹國小,24.796110000000002,120.96688999999999,1
大庄里活動中心,24.792973,120.920803,1
台大醫院新竹分院,24.81566,120.98053,1
文興嘉興路口,24.812720000000002,121.02408,1
監獄邊,24.80432,120.95728000000001,1
武陵路口,24.81769,120.96354,1
西門國小,24.80244,120.96003,1
警察宿舍,24.800232,120.973903,1
高翠,24.78032,120.98713000000001,1
高峰路口,24.7943,120.97303000000001,1
建功高中,24.79703,121.00128000000001,1
苗圃,24.78837,120.98201999999999,1
大潤發2站,24.805897,120.983924,1
