grid,StopUID,AuthorityID,Bearing,City,StationID,StopAddress,StopName,lat,lng
233,KHH159,009,none,Kaohsiung,00838,none,五權國小(凱旋二路),22.621083,120.325116
245,KHH1311,009,none,Kaohsiung,00743,none,中華復興路口,22.605988,120.304769
90,KHH7048,009,none,Kaohsiung,01645,none,安正路口,22.791378,120.343431
206,KHH3612,009,none,Kaohsiung,04519,none,龍德路口(博愛一路),22.654063,120.303486
185,KHH4288,009,none,Kaohsiung,03595,none,新莊高中(民族一路),22.680711,120.319445
271,KHH5534,009,none,Kaohsiung,02682,none,桂林國小(機場咖啡),22.58333,120.35006
186,KHH6085,009,none,Kaohsiung,01209,none,北屋社區,22.684123,120.339515
268,KHH1233,009,none,Kaohsiung,02299,none,前鎮國小,22.584999,120.308724
222,KHH8416,009,none,Kaohsiung,02249,none,青年路口(建國路三段),22.63735,120.35203
231,KHH19186,009,none,Kaohsiung,03076,none,捷運市議會站,22.628386,120.293372
175,KHH8104,009,none,Kaohsiung,01293,none,台灣時報,22.69786,120.32285
246,KHH718,009,none,Kaohsiung,01899,none,和平二路口,22.606478,120.321356
196,KHH4641,009,none,Kaohsiung,00989,none,天祥一路,22.66782,120.3182
141,KHH5039,009,none,Kaohsiung,03933,none,圖書資訊大樓,22.734538,120.285895
231,KHH229,009,none,Kaohsiung,01419,none,民生二路,22.624386,120.293081
194,KHH4152,009,none,Kaohsiung,03417,none,華榮路,22.6677,120.29587
219,KHH663,009,none,Kaohsiung,00026,none,七賢二路,22.634643,120.300634
90,KHH12059,009,none,Kaohsiung,01090,none,木業公司(安招),22.78918,120.33113
220,KHH2312,009,none,Kaohsiung,01448,none,民族陸橋,22.640383,120.315071
245,KHH6818,009,none,Kaohsiung,00743,none,中華復興路口,22.605853,120.304866
219,KHH6768,009,none,Kaohsiung,02072,none,果菜公司,22.645067,120.314576
234,KHH2668,009,none,Kaohsiung,00636,none,中正國小,22.631178,120.334367
281,KHH1173,009,none,Kaohsiung,02188,none,金府路口,22.56976,120.35528
222,KHH2507,009,none,Kaohsiung,04308,none,澄清路,22.642728,120.34605
177,KHH12047,009,none,Kaohsiung,00100,none,八卦寮,22.696312,120.347919
322,KHH8134,009,none,Kaohsiung,04241,none,鳳鳴國小,22.515283,120.357783
140,KHH16328,009,none,Kaohsiung,00484,none,大學西路口(第一綜合大樓),22.729994,120.278457
163,KHH4957,009,none,Kaohsiung,01166,none,加昌軍校路口,22.712606,120.291711
264,KHH6321,009,none,Kaohsiung,01182,none,包公廟路口,22.5917,120.41376
183,KHH5415,009,none,Kaohsiung,01325,none,左營南站,22.679377,120.287391
221,KHH4008,009,none,Kaohsiung,03773,none,義華路口(大昌二路),22.644883,120.332022
204,KHH3479,009,none,Kaohsiung,04500,none,龍泉寺,22.65608,120.275205
246,KHH374,009,none,Kaohsiung,04372,none,憲德市場,22.605164,120.326464
218,KHH2782,009,none,Kaohsiung,00044,none,九如三路口,22.641533,120.291669
218,KHH648,009,none,Kaohsiung,01750,none,自強路口,22.632344,120.293378
231,KHH12287,009,none,Kaohsiung,00283,none,大立百貨(文武二街口),22.621858,120.297517
316,KHH6338,009,none,Kaohsiung,02081,none,林內,22.53178,120.39956
245,KHH2376,009,none,Kaohsiung,04442,none,興中路口,22.617608,120.3112
185,KHH7082,009,none,Kaohsiung,03710,none,獅湖國小(鼎中路),22.67358,120.3217
208,KHH17213,009,none,Kaohsiung,01393,none,本館路口,22.655102,120.335102
51,KHH15543,009,none,Kaohsiung,01479,none,永安,22.81872,120.22642
20,KHH8137,009,none,Kaohsiung,03812,none,路竹,22.85891,120.2601
194,KHH17567,009,none,Kaohsiung,02027,none,明誠中學,22.66533,120.29234
257,KHH2408,009,none,Kaohsiung,04623,none,鎮東二街口,22.591435,120.311405
282,KHH1696,009,none,Kaohsiung,00549,none,小港醫院(漢民路口),22.56822,120.362385
154,KHH3351,009,none,Kaohsiung,03652,none,楠梓加工區,22.716825,120.302343
208,KHH9115,009,none,Kaohsiung,01037,none,文明巷,22.653679,120.338436
232,KHH9271,009,none,Kaohsiung,01471,none,五福民權路口(高雄高商),22.626212,120.309872
167,KHH6076,009,none,Kaohsiung,01025,none,文安二街口,22.705951,120.35353
259,KHH10767,009,none,Kaohsiung,00808,none,五甲派出所,22.5976,120.33524
10,KHH8140,009,none,Kaohsiung,04384,none,樹人醫校,22.87347,120.25423
245,KHH17879,009,none,Kaohsiung,03331,none,復興三路口,22.611416,120.31031
235,KHH8547,009,none,Kaohsiung,03136,none,曹公路,22.628343,120.357147
236,KHH11884,009,none,Kaohsiung,03126,none,捷運鳳山國中站(郵局),22.624426,120.371579
173,KHH4829,009,none,Kaohsiung,01338,none,左營禮拜堂(海功路),22.693532,120.29359
143,KHH19144,009,none,Kaohsiung,04934,none,土庫二路,22.739277,120.325592
232,KHH2632,009,none,Kaohsiung,03634,none,新興高中,22.624622,120.305681
282,KHH18196,009,none,Kaohsiung,04780,none,高雄餐旅大學(校區),22.565423,120.371872
183,KHH3239,009,none,Kaohsiung,02711,none,海青工商,22.674389,120.286519
218,KHH2908,009,none,Kaohsiung,00205,none,三鳳中街,22.637288,120.293997
