grid,StationUID,StationID,StationName,StationAddress,BikesCapacity,lat,lng
221,TAO2176,2176,常樂公園,文化二路237-243號旁公園人行道,40,24.976881,121.250856
98,TAO2313,2313,觀音中興停車場,中興路與玉林路口,32,25.038199,121.080987
168,TAO2108,2108,慈文國中,中正路835號前方人行道,50,25.008916,121.301842
221,TAO2083,2083,桃園市立圖書館內壢分館,光華三街10號前方人行道,50,24.977945,121.257972
196,TAO2245,2245,向陽公園,正光路186巷50號對面人行道,40,24.997013,121.29609
272,TAO2152,2152,晉元路仁德一街口,仁德一街28-4號對面路側,30,24.950926,121.261293
161,TAO2275,2275,竹風青田,永園路一段130號前方人行道,28,25.011504,121.20184
42,TAO2097,2097,捷運山鼻站(A10),南山路三段176號旁自行車停放區,22,25.080942,121.285489
271,TAO2011,2011,莒光公園,寧夏二街43號對面莒光公園入口圓環,30,24.951472,121.235693
140,TAO2140,2140,桃園中正公園(同安街),同安街601號旁公園人行道,60,25.023701,121.297919
86,TAO2320,2320,光明國中,洛陽街139號之1對面人行道,38,25.044194,121.290175
197,TAO2020,2020,朝陽森林公園,朝陽街104-108號對面機車停車場,40,24.999107,121.31282
384,TAO2372,2372,中科院五號門,石園路615號前方空地,60,24.867174,121.256142
188,TAO2233,2233,內厝社區活動中心,中正路四段112號前方路側,32,24.989317,121.179425
296,TAO2149,2149,黎明公園,同慶路榮民南路口西南側公園前方路側,30,24.939894,121.256127
172,TAO2211,2211,中央造幣廠,振興路577號前方人行道,40,25.013917,121.36006
276,TAO2307,2307,大安果樹公園,建安街長安街口公園廣場,32,24.950006,121.318555
162,TAO2343,2343,高鐵桃園站(3號出口),高鐵北路一段6號前人行道,48,25.012423,121.215221
118,TAO2223,2223,美光晶圓公司,復興三路667號前方人行道,40,25.038673,121.374561
87,TAO2125,2125,蘆竹區公所,南上路3號對面路側,40,25.047325,121.294341
317,TAO2227,2227,建德公園,長興路61號對面公園,38,24.931091,121.281626
163,TAO2247,2247,公七公園,青商路288-298斜對面公園內,34,25.008599,121.219904
196,TAO2111,2111,桃園市立游泳池,吉昌街86號(對面人行道),40,24.989458,121.292088
252,TAO2272,2272,大仁里遊樂場,中華段 764地號,36,24.968349,121.319564
224,TAO2226,2226,八德霖園公園,介壽路一段16巷73號旁公園人行道,34,24.97847,121.300762
251,TAO2051,2051,君臨公園,忠勇六街1號對面人行道,42,24.964524,121.305469
337,TAO2214,2214,埔頂公園,仁善街102號對面停車場內,36,24.90904,121.28357
137,TAO2290,2290,大竹游泳池,大新一街115號旁空地,40,25.021193,121.257617
222,TAO2354,2354,高城公園,高城六街48巷9號旁公園,30,24.979318,121.274198
294,TAO2060,2060,健行科技大學,健行路229號(商學大樓後人行道),66,24.946778,121.229011
162,TAO2224,2224,兒九公園,致遠街致維街口公園內,34,25.005083,121.212793
314,TAO2228,2228,龍岡圓環,龍東路龍岡路三段路口,30,24.926002,121.244046
171,TAO2237,2237,南崁溪自行車道(長壽路口),半嶺段 44地號,38,25.001722,121.347685
243,TAO2182,2182,南方莊園,樹籽路8號對面停車場旁人行道,22,24.967284,121.177906
335,TAO2133,2133,東安國中,平東路168號(面東安國中右側人行道),34,24.916497,121.249757
140,TAO2165,2165,經國國中,經國路276號(面經國國中校門左側人行道),32,25.0217,121.303596
272,TAO2235,2235,普忠路770巷口,普忠路605號對面人行道,32,24.954231,121.251253
294,TAO2340,2340,平鎮棒球場,德育路240號旁人行道,34,24.946102,121.219066
140,TAO2259,2259,同安國小,同德十一街33號對面人行道,38,25.021257,121.297788
330,TAO2350,2350,埔心停車場,金龍三路95號前停車場,32,24.912472,121.185342
63,TAO2293,2293,蘆竹親子公園,六福路163號對面廣場,36,25.059,121.295414
332,TAO2316,2316,平鎮國民運動中心,興安路20號對面空地,62,24.913957,121.209701
196,TAO2080,2080,桃園市政府,縣府路3號對面廣場,74,24.992799,121.30168
194,TAO2213,2213,龍安公園,國豐七街122號對面公園,30,24.99153,121.27619
196,TAO2068,2068,西門綠園,文康街61號對面人行道,32,24.993968,121.303884
356,TAO2266,2266,十大觀光小城公園,介壽路965號對面公園,40,24.905108,121.284806
222,TAO2069,2069,衛福部桃園醫院,龍壽街60號對面人行道,34,24.979389,121.268981
92,TAO2094,2094,大華公園,文化七路142號(右側人行道),38,25.051615,121.366364
92,TAO2121,2121,文興公園,復興南路及復興南路26巷口東南側公園旁人行道,38,25.055851,121.371531
269,TAO2002,2002,中壢高中,中央西路二段215號對面人行道,52,24.960815,121.212038
246,TAO2006,2006,銀河廣場,九和一街48號對面銀河廣場人行道,58,24.961716,121.224241
189,TAO2254,2254,青松農場,聖德路一段596之20號前方空地,30,24.995065,121.194071
92,TAO2093,2093,文化二復興三路口,文化二路復興三路口西南側人行道,36,25.051205,121.372325
299,TAO2297,2297,八德區衛生所,介壽路二段361巷28號前廣場,30,24.947541,121.298567
169,TAO2260,2260,文昌國中,民生路729號前方人行道,36,25.010094,121.308003
294,TAO2344,2344,環南金陵路口,環南路三段243號前方人行道,32,24.940731,121.222884
78,TAO2201,2201,大園國中,園科路400號前人行道,38,25.053976,121.171991
197,TAO2042,2042,桃園火車站(前站),中正路1號面火車站右方人行道,66,24.989618,121.313022
225,TAO2022,2022,福豐公園,建國路昆明路口(西北側),38,24.985652,121.311513
224,TAO2155,2155,大同西路簡易公園,大同西路7巷4號對面公園,40,24.988164,121.304047
67,TAO2015,2015,文化三復興一路口,復興一路227-235號前方人行道,48,25.057653,121.364843
197,TAO2032,2032,東溪綠園,成功路二段1號旁小公園,70,24.993122,121.313558
246,TAO2335,2335,新街國小,環北路564號旁步道,40,24.964378,121.228734
199,TAO2066,2066,龜山區公所,中山街26號前方人行道,40,24.992532,121.33766
223,TAO2269,2269,茄明公園,明光街56號對面公園人行道,32,24.98279,121.279858
86,TAO2342,2342,台茂購物中心,南崁路一段112號前方人行道,40,25.05246,121.28779
247,TAO2336,2336,福州橋,福州二街513號對面步道,34,24.968299,121.234777
285,TAO2291,2291,富岡運動公園,新富七街180號斜對面,40,24.93788,121.089127
329,TAO2330,2330,頭重溪公園,三元街99號對面公園綠地,32,24.911118,121.171616
57,TAO2098,2098,捷運大園站(A15),橫湳一路1號捷運站旁人行道,32,25.056627,121.209741
87,TAO2137,2137,五福停車場,五福一路120號對面人行道,36,25.055851,121.294575
68,TAO2136,2136,桃園酒廠,文化一路55號前方人行道,38,25.056078,121.375319
196,TAO2326,2326,南門公園,文化街64號對面公園,42,24.991347,121.306248
195,TAO2038,2038,國強公園,國強一街益壽一街口(東北側人行道),56,24.993077,121.289327
112,TAO2053,2053,光明國小,南昌路忠孝西路口東北側人行道,36,25.041275,121.290229
269,TAO2009,2009,翠堤橋,義民路105號旁人行道,46,24.953265,121.215878
223,TAO2243,2243,中德里市民活動中心,國際路一段與國際路一段678巷口,32,24.977868,121.287946
86,TAO2294,2294,好市多南崁店,南崁路一段369號 前方人行道,30,25.054957,121.282179
196,TAO2056,2056,桃園市政府文化局,縣府路21號面文化局左側路側,46,24.994184,121.300537
293,TAO2084,2084,宋屋公園,廣泰路152號對面公園旁人行道,34,24.945284,121.204192
269,TAO2081,2081,五權公園,正大街五族二街西北側人行道,42,24.958867,121.204579
372,TAO2346,2346,三元公園,員林路二段450號對面公園,32,24.882799,121.266547
168,TAO2110,2110,桃園永康公園,力行路中正五街口東南側人行道,34,25.00189,121.302925
299,TAO2312,2312,瑞泰公園,介壽路2段583巷16弄12號對面空地,32,24.941473,121.298571
140,TAO2043,2043,瑞慶公園,中埔一街362號對面瑞慶公園旁人行道,40,25.019129,121.292954
195,TAO2113,2113,國強一街上海路口,國強一街上海路口西北側高架橋下廣場,40,24.992059,121.282126
276,TAO2173,2173,同福公園,和義街50號對面人行道,32,24.959257,121.308382
161,TAO2104,2104,領航公園,領航北路一段永裕路口北側公園旁人行道,38,25.007413,121.201054
135,TAO2099,2099,捷運領航站(A17),領航北路四段358號對面人行道,40,25.023021,121.222169
162,TAO2103,2103,青埔國中,領航北路二段281號前方人行道,36,25.010832,121.205798
119,TAO2345,2345,文青一文青二路口,文青路文青一路口東北側人行道,32,25.039422,121.3914
147,TAO2122,2122,迴龍國中小,萬壽路一段168號前方人行道,40,25.019115,121.404963
267,TAO2181,2181,過嶺國中,松智路過嶺路一段路口人行道,30,24.960203,121.175517
98,TAO2314,2314,觀音國小,文化路61號對面人行道,32,25.03451,121.083586
225,TAO2337,2337,陽明運動公園(建新街),建新街163號對面公園籃球場旁,36,24.980992,121.311016
351,TAO2144,2144,莊敬里民集會所,自強街莊福路口東北側人行道,30,24.90408,121.214821
224,TAO2333,2333,介壽公園,介壽段16地號公園,34,24.979016,121.306013
269,TAO2357,2357,廣明停車場,廣明路78號旁停車場,40,24.954579,121.214063
333,TAO2324,2324,桃園市立圖書館東勢分館,金陵路五段55號前方空地,30,24.9105,121.231206
196,TAO2107,2107,桃園市政府警察局桃園分局,永安路375號旁人行道,34,25.000418,121.299434
167,TAO2315,2315,中路兒2公園,永安路765巷8號對面公園,30,25.007402,121.290432
91,TAO2183,2183,工四工業區(頂湖路),頂湖路33號(面工廠大門左側人行道),38,25.042612,121.362294
76,TAO2331,2331,觀音區棒壘球場,福興街147之1號對面停車場,32,25.044671,121.138213
191,TAO2221,2221,大江購物中心,中園路二段501號前方人行道,44,25.00127,121.22939
198,TAO2334,2334,桃園高中,成功路三段8號旁邊空地,62,24.997204,121.324855
225,TAO2141,2141,建新公園,陽明十二街25號對面公園旁人行道,38,24.979206,121.310324
157,TAO2203,2203,觀音高中,文中路46號對面人行道,42,25.014978,121.133881
275,TAO2118,2118,重慶公園,重慶街183號對面公園旁人行道,30,24.955984,121.304068
194,TAO2231,2231,龍安國小,文中路一段35號,32,24.99242,121.27288
137,TAO2249,2249,上興公園,上興路182號對面路側,34,25.018738,121.261501
248,TAO2070,2070,環中東永福路口,環中東路325號前人行道,44,24.96203,121.255168
69,TAO2329,2329,龜山長樂公園,長庚路169號對面公園,40,25.056873,121.383066
294,TAO2033,2033,桃園市立圖書館平鎮分館,環南路三段88號右前方人行道,56,24.940031,121.218322
91,TAO2052,2052,中國科技大樓,復興一路361號前方人行道,36,25.05557,121.361496
249,TAO2150,2150,興仁公園,興仁路二段120號對面公園內人行道,48,24.966256,121.263548
226,TAO2295,2295,山頂里集會所,明興街36號旁人行道及路側,36,24.986224,121.33042
293,TAO2091,2091,新寶公園,新富五街41號(左側公園綠帶),34,24.939561,121.214068
196,TAO2225,2225,永定二保定三街89巷口,永定二街保定三街89巷口公園內,32,24.99746,121.298213
197,TAO2142,2142,中正一正康一街口,正康一街1號對面機車停車場,34,24.999637,121.308633
196,TAO2305,2305,復興路大同路200巷口,復興路293號旁停車場,44,24.989177,121.306037
56,TAO2132,2132,華興池,華興路205號對面路側,36,25.059125,121.194852
56,TAO2131,2131,大中華幼兒園,中正三街9號對面空地,34,25.06179,121.201825
383,TAO2219,2219,國軍桃園總醫院,中興路179號對面人行道,36,24.87498,121.23637
197,TAO2035,2035,三民運動公園,三民路一段200號前方人行道,50,25.000577,121.319691
244,TAO2085,2085,中央大學依仁堂,中大路300號(松苑餐廳前方廣場),58,24.967119,121.190958
296,TAO2207,2207,華勛公園,華仁街68巷34號對面公園,38,24.946622,121.261741
251,TAO2174,2174,大勇國小,忠勇街373號對面人行道,44,24.968624,121.303459
294,TAO2082,2082,中壢新興公園,林森路90號前方人行道,36,24.945265,121.22605
248,TAO2028,2028,內壢復興公園,復華街191號對面復興公園旁人行道,40,24.97363,121.248114
315,TAO2303,2303,龍岡停車場,龍東路202號機車停車場,36,24.930088,121.253064
355,TAO2341,2341,大溪永昌宮,仁和路二段190巷27號前方廣場,32,24.904152,121.26523
221,TAO2062,2062,內壢文化公園,文化路長春二路西北側公園旁人行道,42,24.979567,121.250102
238,TAO2279,2279,新屋區公所,中山路267巷1號對面路側,42,24.972532,121.105284
248,TAO2318,2318,中華路一段文化二路口,中華路一段480號前方人行道,50,24.970929,121.253549
248,TAO2151,2151,自立新村(榮安一街),榮安一街自立三街2巷北側人行道,32,24.965432,121.253381
296,TAO2251,2251,至善綠園, 龍昌路32號對面公園,32,24.940354,121.249948
246,TAO2286,2286,六和兒童公園,六和路55號對面公園,32,24.963642,121.224583
269,TAO2034,2034,新勢公園,延平路一段181號對面新勢公園旁人行道,48,24.950692,121.216686
225,TAO2041,2041,桃園市立圖書館大林分館,樹仁二街37號後方人行道,46,24.977812,121.321076
171,TAO2325,2325,光榮光峰路口,光峰路299號旁公園,30,25.006866,121.343263
223,TAO2156,2156,霖園兒童公園,國鼎二街132號(對面公園東側人行道),66,24.986079,121.287879
313,TAO2205,2205,忠愛公園,金陵路二段454巷18號旁公園,34,24.93306,121.22493
169,TAO2186,2186,大檜溪公園,興一街65巷50號(地下停車場出入口旁公園),32,25.013781,121.31682
275,TAO2076,2076,大和休閒廣場,銀和街83號對面公園人行道,36,24.955938,121.298334
169,TAO2112,2112,寶山公園,民有三街517號對面公園旁人行道,34,25.013132,121.313903
272,TAO2285,2285,功學社新村,功學路156號前方空地,30,24.954249,121.256356
195,TAO2054,2054,桃園龍岡公園,國豐一街101號對面龍岡公園旁人行道,34,24.99039,121.281064
87,TAO2338,2338,南美國小,南上路南美街口東北側人行道,34,25.048012,121.296449
284,TAO2255,2255,富岡車站,成功路58號斜對面廣場,32,24.934444,121.082367
315,TAO2273,2273,萬坪公園,龍昌路龍川九街路口旁人行道,36,24.932823,121.249297
63,TAO2232,2232,綠九公園,六福路/六福路247巷路口旁公園,36,25.061109,121.29726
273,TAO2282,2282,中壢仁德公園,崁頂路崁頂路1401巷口旁人行道,38,24.953347,121.266529
137,TAO2230,2230,新福大新一街口,新福街125-127號對面,30,25.02428,121.25673
295,TAO2274,2274,龍興國中,龍勇路100號前方人行道,40,24.937841,121.236378
225,TAO2023,2023,桃園火車站(後站),延平路26號對面人行道,70,24.987795,121.314279
169,TAO2319,2319,春日路民富九街口,春日路618號前方人行道,34,25.007974,121.311688
12,TAO2287,2287,海湖農會,海湖東路77號旁空地,24,25.101066,121.263396
294,TAO2143,2143,平鎮和平公園,莒光路39號對面路側,32,24.947529,121.221136
271,TAO2309,2309,莒光公園 (環中東路),環中東路二段288號前人行道,34,24.948936,121.235966
211,TAO2202,2202,清華高中,中華路658號前方人行道,32,24.981699,121.107716
137,TAO2139,2139,中興環保公園,大興四街61巷及大興四街路口公園內,32,25.016221,121.260268
197,TAO2019,2019,民族公園,汕頭街15號對面民族公園旁人行道,44,24.995946,121.306636
270,TAO2017,2017,中正公園(元化路),元化路197巷對面中正公園旁人行道,40,24.960415,121.2273
168,TAO2044,2044,中寧公園,同德二街177號對面中寧公園旁人行道,32,25.009993,121.29956
248,TAO2048,2048,莊敬廣場,莊敬路38-1號對面自行車停放區,48,24.971851,121.257255
191,TAO2063,2063,萬能科技大學,萬能路1號(萬芳樓後方人行道),60,24.992749,121.229925
198,TAO2065,2065,桃園巨蛋,三民路100號對面人行道,72,24.995393,121.323924
140,TAO2347,2347,同安親子公園,同安街358號對面公園,34,25.017355,121.302291
332,TAO2168,2168,民俗文化公園,上海路及上海路119巷口西南側廣場,38,24.911914,121.206352
199,TAO2120,2120,龜山國小,大同路23號對面人行道,50,24.994765,121.340557
270,TAO2040,2040,信義國小,成都路36號對面人行道,30,24.951017,121.231454
296,TAO2177,2177,金鋒太子,金鋒四街50巷2號對面,30,24.945911,121.248625
221,TAO2115,2115,甲蟲公園,元生二街元生三街口西北側公園旁人行道,36,24.977542,121.252751
189,TAO2101,2101,捷運桃園體育園區站(A19),高鐵南路二段369號對面人行道,30,25.001568,121.202782
249,TAO2029,2029,元智大學,遠東路135號(面元智大學左側人行道),64,24.970346,121.263249
317,TAO2240,2240,溪濱公園,廣興二路廣興五街口旁公園,32,24.933108,121.278891
86,TAO2073,2073,光明河濱公園,光明路二段100號對面路側,36,25.046808,121.287677
55,TAO2129,2129,桃禧航空城酒店,大觀路777號(桃禧航空城酒店園航路側人行道),26,25.061756,121.175354
195,TAO2280,2280,國信公園,國信街1號對面公園,40,24.994389,121.286743
409,TAO2376,2376,三坑自然生態公園,永福段1148地號,32,24.838888,121.25862
314,TAO2050,2050,龍岡森林公園,龍岡路三段289號對面龍岡森林公園旁人行道,44,24.933974,121.235924
168,TAO2109,2109,同新公園,同安街經國路251巷口(東南側人行道),42,25.012389,121.305633
293,TAO2117,2117,新榮公園,振興西路新德街口西北側公園旁人行道,40,24.945991,121.214981
118,TAO2298,2298,大埔國小,振興路1169號前人行道,32,25.030009,121.375351
275,TAO2161,2161,和盛公園,大和路101號對面公園側人行道,34,24.954289,121.296402
330,TAO2278,2278,四維兒童公園,四維二路95號對面公園,32,24.91279,121.18062
169,TAO2171,2171,桃園觀光夜市旅客服務中心,正康三街8號旁停車場,36,25.004089,121.308517
199,TAO2123,2123,大同公園,德明路77巷65號對面公園旁人行道,48,24.989332,121.342481
294,TAO2167,2167,紫雲宮,自忠二街126號對面停車場,34,24.944845,121.222832
251,TAO2087,2087,思源公園,思源街122號(對面公園綠帶),32,24.973517,121.298761
253,TAO2218,2218,大明公園,興隆街2號對面公園,32,24.96875,121.32744
140,TAO2157,2157,家樂福經國店,天祥三街10號對面人行道,44,25.016383,121.30502
119,TAO2096,2096,捷運體育大學站(A7),文化一路688號(捷運站出口前方人行道),32,25.040707,121.385161
373,TAO2217,2217,大溪河濱公園,瑞興段2407地號內停車格,42,24.89212,121.28389
225,TAO2021,2021,桃園延平公園,大豐路187號對面延平公園旁人行道,70,24.980482,121.314998
317,TAO2241,2241,豐德公園,豐田一路87號對面公園,38,24.926655,121.28745
318,TAO2268,2268,八德藝文廣場,瑞發街興豐路825巷口旁空地,30,24.933575,121.299289
140,TAO2299,2299,水汴頭音樂廣場,鹽庫西街70號對面空地,36,25.023323,121.305316
40,TAO2257,2257,菓林國小,菓林里12鄰41號前方人行道,26,25.077668,121.256217
245,TAO2008,2008,光明公園,民權路322號對面停車場,96,24.962812,121.217385
224,TAO2158,2158,玉山公園,南豐二街120號斜前方公園側,34,24.982621,121.301174
317,TAO2349,2349,八德區公所,中山路40號對面人行道,34,24.929308,121.284555
294,TAO2304,2304,平鎮市廿公園,德育路二段104號對向人行道上,40,24.942799,121.218962
225,TAO2045,2045,陽明運動公園,介壽路199號前方人行道,42,24.982285,121.308126
