StationID,StationName,lat,lng,StationAddress,StationClass
4270,中洲,22.90466,120.25286,71754臺南市仁德區中洲五街236號,2
7334,嶺腳,25.03021,121.74784,22641新北市平溪區嶺腳里嶺腳寮 22 號,5
1206,合興,24.71649,121.15434,31243新竹縣橫山鄉力行村中山街一段 17 號,2
6120,三民,23.42463,121.34561,98191花蓮縣玉里鎮三民里三民 10 號,3
4250,保安,22.93289,120.23143,71755臺南市仁德區保安里文賢路一段 529 巷 10 號,3
7090,南澳,24.46342,121.80103,27092宜蘭縣蘇澳鎮南強里大通路 22 號,3
0900,基隆,25.13401,121.74013,104基隆市中山區民治里1鄰中山一路16之 1號,1
3450,林內,23.75967,120.61499,64341雲林縣林內鄉林中村中山路 42 號,3
6030,瑞源,22.95613,121.15902,95543臺東縣鹿野鄉瑞源村瑞景路一段 336 巷 8 號 之 1,3
4272,沙崙,22.92419,120.28635,71151臺南市歸仁區沙崙里歸仁大道 102 號,4
1220,三姓橋,24.78723,120.92838,30093新竹市 香山區香山里元培街 32 巷 30 號,1
5060,崁頂,22.51311,120.51481,92442屏東縣崁頂鄉崁頂村中正路 122 號,5
2200,大甲,24.34455,120.62703,43744臺中市大甲區大甲里中山路一段 828 號,2
4350,左營,22.67441,120.29441,81351高雄市左營區翠華路1050號地下1層,4
4050,大林,23.60112,120.45585,62242嘉義縣大林鎮吉林里中山路 2 號,3
3410,社頭,23.89571,120.58082,51155彰化縣社頭鄉廣興村社站路 10 號,3
1203,竹東,24.73811,121.09465,31047新竹縣竹東鎮雞林里東林路 196 號,1
4470,六塊厝,22.66619,120.46491,90082屏東縣屏東市長安里光復路 392 號,5
4100,南靖,23.41346,120.38647,60859嘉義縣水上鄉三鎮村三鎮路 26 號,4
2240,龍井,24.19745,120.54336,43450臺中市龍井區龍泉里龍新路 1 號,3
0910,三坑,25.12305,121.74202,20045基隆市仁愛區德厚里龍安街 206 號,4
3290,精武,24.14917,120.69773,40151臺中市東區東南里東光路 161號,4
7060,和平,24.29825,121.75322,97291花蓮縣秀林鄉和平村和平 276 號,2
6250,吉安,23.96825,121.58261,97350花蓮縣吉安鄉南昌村南昌路 200 號,3
3480,斗南,23.67302,120.48082,63042雲林縣斗南鎮南昌里中山路 2 號,2
3430,二水,23.81321,120.61805,53042彰化縣二水鄉光化村光文路 1 號,2
7330,三貂嶺,25.06555,121.82259,22446新北市瑞芳區碩仁里魚寮路 1 號,3
2130,後龍,24.61621,120.78731,35641苗栗縣後龍鎮北龍里車站街 127-2 號,3
7362,八斗子,25.13534,121.80285,202基隆市中正區砂子里省道臺 2 線 (與新北市瑞芳區交界處、無站房),5
4360,內惟,22.66611,120.28691,804高雄市鼓山區翠華路500號地下1層,4
7050,和仁,24.24219,121.71192,97291花蓮縣秀林鄉和平村和仁 71 號,3
3220,后里,24.30933,120.73288,42142臺中市后里區義里里甲后路一段 1 號,3
6000,臺東,22.79375,121.12326,95058臺東縣臺東市岩灣里岩灣路 101 巷 598 號,1
1030,浮洲,25.00419,121.44477,22058新北市板橋區僑中里僑中二街 156 號,4
3350,成功,24.11424,120.59021,41453臺中市烏日區榮泉里中山路三段 550 號,3
7333,望古,25.03445,121.76349,226新北市平溪區望古里 (無站房),5
6140,富源,23.58028,121.38003,97843花蓮縣瑞穗鄉富源村富源路 2 號,3
4310,岡山,22.79225,120.29981,82065高雄市岡山區碧紅里岡燕路 111 號,1
3250,潭子,24.21283,120.70557,42751臺中市潭子區中山路二段352-1號,3
5010,歸來,22.65214,120.50294,90043屏東縣屏東市歸來里歸仁路 5 之 4 號,5
2250,大肚,24.15401,120.54255,43242臺中市大肚區頂街里平和街 121 號,3
3340,新烏日,24.10976,120.61429,41456臺中市烏日區三和里高鐵東一路 26 號,2
7190,宜蘭,24.75462,121.75791,26043宜蘭縣宜蘭市和睦里光復路 1 號,1
7380,四腳亭,25.10281,121.76192,22449新北市瑞芳區吉慶里中央路 65 號,3
5200,瀧溪,22.46072,120.94188,96345臺東縣太麻里鄉多良村大溪 37 號,4
6040,瑞和,22.98001,121.15573,95543臺東縣鹿野鄉瑞和村瑞景路三段 1 之 1 號,5
3460,石榴,23.73167,120.57998,64071雲林縣斗六市榴北里文明路 31 號,5
7080,武塔,24.44879,121.77601,27245宜蘭縣南澳鄉武塔村新溪路 18 號,5
1140,新富,24.93107,121.06759,32649桃園市楊梅區富豐里富全街 1 號,5
3400,永靖,23.92811,120.57165,51241彰化縣永靖鄉崙子村永崙路 25 號,5
4150,隆田,23.19271,120.31917,72041臺南市官田區隆田里中山路一段 1 號,2
1180,竹北,24.83892,121.00936,30265新竹縣竹北市竹義里和平街 59 號,3
6080,富里,23.17935,121.24864,98341花蓮縣富里鄉富里村車站街 56 號,3
7332,十分,25.04111,121.77514,22643新北市平溪區十分里十分街 51 號,4
3180,銅鑼,24.48648,120.78616,36641苗栗縣銅鑼鄉銅鑼村大同路 13 號,3
7130,蘇澳新,24.60852,121.82719,27048宜蘭縣蘇澳鎮聖愛里中山路二段 238 之 1 號 ,1
6100,東里,23.27127,121.30575,98392花蓮縣富里鄉東里村大莊路 15 之 6 號,3
3270,松竹,24.17983,120.70197,406臺中市北屯區舊社里松竹路一段1473巷100號,4
3433,龍泉,23.83521,120.74996,552南投縣集集鎮隘寮村龍泉巷 (無站房),5
2260,追分,24.12061,120.57014,43245臺中市大肚區王田里追分街 13 號,3
3190,三義,24.42066,120.77393,36741苗栗縣三義鄉雙湖村雙湖 90 號,3
7260,大溪,24.93834,121.88987,26145宜蘭縣頭城鎮大溪里濱海路五段 63 號,5
1240,崎頂,24.72281,120.87213,35054苗栗縣竹南鎮崎頂里北戶 55 號,4
1204,橫山,24.72051,121.11657,31241新竹縣橫山鄉橫山村橫山路 97 號 (無站房),5
6110,玉里,23.33161,121.31181,98143花蓮縣玉里鎮中城里康樂街 39 號,1
3150,豐富,24.60131,120.82357,35648苗栗縣後龍鎮校椅里高鐵一路 66 號,4
2120,大山,24.64565,120.80376,35658苗栗縣後龍鎮大山里明山路 180 號,4
7200,四城,24.78684,121.76268,26245宜蘭縣礁溪鄉吳沙村站前路 24 號,4
4180,南科,23.10714,120.30175,74443臺南市新市區大營里大營 287-300 號,4
6130,瑞穗,23.49739,121.37689,97841花蓮縣瑞穗鄉瑞穗村四維街 13 號,3
3490,石龜,23.63951,120.47106,630雲林縣斗南鎮石龜里,5
1060,山佳,24.97233,121.39273,23852新北市樹林區中山里山佳街 28 號,3
2110,談文,24.65641,120.85825,36143苗栗縣造橋鄉談文村仁愛路 29 號,6
7336,菁桐,25.02384,121.72394,22642新北市平溪區菁桐里菁桐街 52 號,4
4190,新市,23.06816,120.29004,74448臺南市新市區新和里中華路 1 號,3
7100,東澳,24.51828,121.83071,27291宜蘭縣南澳鄉東岳村東岳路 1 號,2
1202,榮華,24.74851,121.08296,310新竹縣竹東鎮仁愛里北興路 (無站房),4
4090,水上,23.43389,120.39961,60841嘉義縣水上鄉下寮村鴿溪寮 49 號,4
6060,海端,23.10257,121.17695,95664臺東縣關山鎮德高里西莊 49 號,4
4060,民雄,23.55502,120.43136,62142嘉義縣民雄鄉東榮村和平路 2 號,3
7390,暖暖,25.10224,121.74048,205基隆市暖暖區暖暖里暖暖街 51 號,5
2170,通霄,24.49141,120.67843,35741苗栗縣通霄鎮通西里中正路 109 號,3
5100,佳冬,22.41416,120.54782,931屏東縣佳冬鄉六根村復興路21號,4
0970,汐科,25.06241,121.64669,22184新北市汐止區大同里大同路二段 182 號,4
4370,美術館,22.65298,120.28163,80460高雄市鼓山區翠華路246號,4
1250,竹南,24.68663,120.88041,35041苗栗縣竹南鎮竹南里中山路 166 號,1
7230,頭城,24.85903,121.82251,26146宜蘭縣頭城鎮城北里纘祥路 59 號,3
2150,白沙屯,24.56481,120.70824,35742苗栗縣通霄鎮白西里白西 131 號,3
6200,林榮新光,23.80167,121.46166,97542花蓮縣鳳林鎮兆豐路800號,4
3432,濁水,23.83467,120.70467,55141南投縣名間鄉濁水村車站路 15 號,4
5000,屏東,22.66961,120.48627,90078屏東縣屏東市擇仁里公勇路 62 號,1
1210,新竹,24.80169,120.97156,30060新竹市 東區榮光里中華路二段 445 號,1
5190,大武,22.36537,120.90091,96541臺東縣大武鄉大鳥村和平部落 33 號,3
1160,湖口,24.90292,121.04412,30342新竹縣湖口鄉仁勢村中山路二段 121 號,3
1207,富貴,24.71553,121.16729,312新竹縣橫山鄉豐田村中山街一段 (無站房),2
7331,大華,25.04993,121.79751,22643新北市平溪區南山里六分 12 之 1 號,5
2140,龍港,24.61169,120.75812,35668苗栗縣後龍鎮龍京里公司寮 85 號,5
7150,冬山,24.63627,121.79212,26946宜蘭縣冬山鄉冬山村中正路 1 號,2
3260,頭家厝,24.19572,120.70398,427臺中市潭子區頭張東路43巷8號,4
3170,南勢,24.52234,120.79157,36063苗栗縣苗栗市新英里南勢 39 號,5
3160,苗栗,24.57002,120.82264,36043苗栗縣苗栗市上苗里為公路 1 號,1
3320,大慶,24.11891,120.64791,40242臺中市南區樹德里7鄰大慶街2段130號	,4
0990,松山,25.04936,121.57807,11088臺北市信義區永吉里松山路 11 號,1
6160,光復,23.66633,121.42125,97645花蓮縣光復鄉大安村中正路一段 2 之 1 號,3
7120,蘇澳,24.59521,121.85144,27048宜蘭縣蘇澳鎮蘇南里太平路 1 號,2
2210,臺中港,24.30441,120.60231,43642臺中市清水區頂湳里甲南路 2 號,4
1010,萬華,25.03352,121.49991,10855臺北市萬華區富福里康定路 382 號,1
5130,加祿,22.33085,120.62445,94145屏東縣枋山鄉加祿村會社 53 號,3
1120,楊梅,24.91391,121.14634,32643桃園市楊梅區楊梅里大成路 256 號,1
1050,南樹林,24.98034,121.40891,23846新北市樹林區東山里中山路二段 230 號,4
6050,關山,23.04564,121.16441,95662臺東縣關山鎮里壠里博愛路 2 號,3
4320,橋頭,22.76081,120.31017,82548高雄市橋頭區橋頭里站前街 14 號,3
4120,新營,23.30672,120.32304,73045臺南市新營區中營里中山路 1 號,1
2160,新埔,24.54018,120.69518,35742苗栗縣通霄鎮新埔里新埔 57 號,4
7010,北埔,24.03251,121.60189,97147花蓮縣新城鄉北埔村自強街 113 號,3
1192,新莊,24.78819,121.02182,30073新竹市 東區新莊里關東路 310 號,4
6070,池上,23.12628,121.21945,95862臺東縣池上鄉福文村鐵花路 30 號,3
4210,大橋,23.01951,120.22449,71049臺南市永康區西橋里中華路 835 號,4
4271,長榮大學,22.90735,120.27274,71150臺南市歸仁區大潭里長大路15 號,4
2180,苑裡,24.44344,120.65146,35841苗栗縣苑裡鎮苑北里中山路 165 號,3
7240,外澳,24.88371,121.84575,26144宜蘭縣頭城鎮外澳里濱海路二段 217 號,5
0920,八堵,25.10843,121.72898,20541基隆市暖暖區八南里八堵路 142 號,2
1020,板橋,25.01469,121.46352,220新北市板橋區新民里站前路,3
5999,潮州基地,22.52231,120.52642,92054屏東縣潮州鎮光春里光復路 616 號,4
5050,潮州,22.55007,120.53662,92045屏東縣潮州鎮新榮里信義路 111 號,1
4070,嘉北,23.49985,120.44852,60079嘉義市 東區後湖里保建街 110 號,4
1040,樹林,24.99121,121.42481,23845新北市樹林區樹北里鎮前街 112 號,1
3140,造橋,24.64206,120.86719,36144苗栗縣造橋鄉造橋村平仁路 54 號,5
4450,後庄,22.64013,120.39132,83143高雄市大寮區後庄里民慶街 9 號,4
7280,石城,24.97842,121.94524,26145宜蘭縣頭城鎮石城里濱海路七段 230 號,5
3436,車埕,23.83263,120.86572,55345南投縣水里鄉車埕村民權巷 2 號,5
6230,平和,23.88275,121.52036,97445花蓮縣壽豐鄉平和村平和路 1 號,5
2190,日南,24.37805,120.65412,43771臺中市大甲區孟春里中山路二段 140 巷 8 號,4
4460,九曲堂,22.65658,120.42072,84041高雄市大樹區久堂里久堂路鐵路巷 15 號,3
3370,花壇,24.02501,120.53738,50341彰化縣花壇鄉花壇村中正路 370 號,4
3390,員林,23.95933,120.56995,51041彰化縣員林市和平里民權街 55 號,1
4440,鳳山,22.63131,120.35746,83064高雄市鳳山區曹公里曹公路 137 號,2
2230,沙鹿,24.23702,120.55752,43353臺中市沙鹿區沙鹿里中正街 94 號,2
1170,新豐,24.86961,120.99654,30442新竹縣新豐鄉山崎村新興路 202 號,3
4400,高雄,22.63801,120.30313,80750高雄市三民區港西里建國二路 318 號,0
1130,富岡,24.93462,121.08313,32649桃園市楊梅區富岡里成功路 37 號,3
4340,新左營,22.68721,120.30721,81354高雄市左營區尾北里站前北路 1 號,1
4290,大湖,22.87821,120.25384,82144高雄市路竹區甲南里天祐路 24 號,3
3431,源泉,23.79846,120.64208,530彰化縣二水鄉合興村英義路 (無站房),5
4160,拔林,23.17287,120.32117,72044臺南市官田區拔林里拔子林 83 之 1 號,5
3230,豐原,24.25413,120.72291,42056臺中市豐原區豐原里中正路 1 號,1
5140,內獅,22.30615,120.64322,94150屏東縣枋山鄉加祿村南和 43 號,5
6180,鳳林,23.74625,121.44708,97545花蓮縣鳳林鎮鳳智里中山路 43 號,3
4140,林鳳營,23.24259,120.32107,73444臺南市六甲區中社里林鳳營 16 號,4
7250,龜山,24.90481,121.86886,26144宜蘭縣頭城鎮更新里濱海路三段 261 號,4
1193,竹中,24.78125,121.03117,31061新竹縣竹東鎮頭重里竹中路 145 號,4
4390,三塊厝,22.63901,120.29381,80748高雄市三民區德北里6鄰康平街1號,4
