grid,StationUID,StationID,StationName,StationAddress,BikesCapacity,lat,lng
364,TPE0210,0210,樂群二敬業四路口,樂群二路180號前廣場,60,25.079766,121.558135
443,TPE0226,0226,向陽南港路口,向陽路49號旁人行道(向陽南港路口),32,25.054365,121.594228
366,TPE0378,0378,陽光街321巷口,陽光街321巷 / 陽光街口(南側),42,25.073193,121.578691
557,TPE0045,0045,捷運公館站(2號出口),羅斯福路四段/舟山路(東北側)(鄰近公館夜市),30,25.01476,121.534538
443,TPE0279,0279,南港車站(興華路),市民大道八段/興華路口西北側人行道(鄰近南港高鐵站),48,25.053432,121.606331
400,TPE0035,0035,捷運行天宮站(3號出口),捷運行天宮站3號出口站外,30,25.059978,121.533302
515,TPE0057,0057,新生和平路口,新生南路二段/和平東路二段(東北側),46,25.026217,121.53519
477,TPE0063,0063,仁愛醫院,大安路一段/仁愛路四段,36,25.037569,121.545632
437,TPE0105,0105,峨嵋停車場,昆明街/西寧南路50巷(東南側)(鄰近西門町/台北市電影主題公園/西門紅樓),42,25.044412,121.505409
368,TPE0303,0303,安泰街83巷,安泰街83巷3號對面,34,25.076691,121.617085
442,TPE0343,0343,忠孝東路六段185巷口,忠孝東路六段187號(東南側),30,25.04904,121.58755
362,TPE0109,0109,林安泰古厝,濱江街5號對面(鄰近林安泰古厝/花博公園新生園區),36,25.071606,121.530805
512,TPE0317,0317,雙園國中,西園路二段320巷 / 興義街(西北側),30,25.026823,121.491675
476,TPE0345,0345,中正運動中心,信義路一段1號(西側)(鄰近臺北市青少年發展處/中正親子館),52,25.03806,121.51943
403,TPE0196,0196,新湖國小,民權東路六段/成功路二段320巷31弄(東南側)(鄰近防災科學教育館),24,25.068744,121.589233
475,TPE0382,0382,聯合醫院和平院區,中華路二段33號(南側),42,25.03516,121.50639
284,TPE0207,0207,福安國中,延平北路七段250號前人行道(福安國中),30,25.103242,121.487477
440,TPE0033,0033,中崙高中,八德路四段91巷(中崙高中)旁(鄰近京華城/中保寶貝城(BabyBoss City)),46,25.04878,121.56087
398,TPE0220,0220,大稻埕公園,安西街1巷15號對面人行道(大稻埕公園),36,25.059162,121.510512
361,TPE0108,0108,臺北孔廟,哈密街59巷/哈密街(東北側)(鄰近台北孔廟/保安宮),32,25.073306,121.515843
480,TPE0040,0040,玉成公園,玉成街247號前,34,25.04287,121.5864
402,TPE0096,0096,三民公園,撫遠街/富錦街(東南側),30,25.061567,121.566558
329,TPE0189,0189,金瑞公園(金龍路),金龍路213巷1弄7號前,38,25.087987,121.58781
475,TPE0107,0107,捷運小南門站(1號出口),博愛路/愛國西路交叉口(西北側),54,25.036402,121.509422
287,TPE0368,0368,臺灣戲曲中心,文林路751號(南側)(鄰近臺灣戲曲中心),44,25.10208,121.51979
475,TPE0249,0249,中華桂林路口,中華路一段206號前方廣場(鄰近國軍歷史文物館),32,25.037706,121.506624
444,TPE0041,0041,中研公園,研究院路二段12巷/研究院路二段12巷58弄(西南側),30,25.047425,121.613706
475,TPE0169,0169,植物園,和平西路二段100號前(鄰近台北植物園/國立歷史博物館/131 Fun心玩親子館),44,25.030015,121.509813
399,TPE0079,0079,捷運民權西路站(3號出口),民權西路70巷37號對面,50,25.061285,121.520205
439,TPE0053,0053,八德市場,建國南路一段/市民大道交叉口(北側) (鄰近國立台北科技大學),26,25.044781,121.536609
515,TPE0252,0252,大安運動中心,辛亥路三段55號前方人行道(大安運動中心)(鄰近國立臺北教育大學),34,25.020544,121.545608
475,TPE0327,0327,重慶南海路口,重慶南路二段45號前方(郵政博物館前)(鄰近郵政博物館/國立台灣藝術教育館),24,25.03158,121.51464
248,TPE0149,0149,北投運動中心,石牌路一段39巷100號前,62,25.116665,121.509621
213,TPE0118,0118,大業大同街口,大業路/大同街口,36,25.136929,121.499152
361,TPE0339,0339,重慶國中,敦煌路68號(北側),34,25.07581,121.51816
437,TPE0183,0183,圓環站,南京西路/重慶北路一段(西南側)(鄰近寧夏夜市),32,25.05379,121.514179
398,TPE0404,0404,民族延平路口,民族西路 310 號前方,30,25.068653,121.510569
365,TPE0157,0157,麗山國小,內湖路一段411巷/內湖路一段411巷19弄(東北側),42,25.082703,121.571467
441,TPE0235,0235,市民東興路口,市民大道五段193號前方人行道(鄰近台北機廠),30,25.04846,121.565928
514,TPE0362,0362,和平金山路口,和平東路一段 / 金山南路二段口(西南側)(鄰近臺灣師範大學),30,25.02672,121.52533
517,TPE0010,0010,台北市災害應變中心,台北市信義區莊敬路391巷11弄2號,54,25.0286611111,121.566116667
438,TPE0058,0058,捷運善導寺站(1號出口),天津街/忠孝東路一段(東北側)(鄰近台北國際藝術村/蝴蝶宮昆蟲博物館/台北希望廣場),48,25.045267,121.5222
399,TPE0162,0162,捷運中山國小站(4號出口),民權東路一段/新生北路三段(北側)(新生高架橋下),70,25.062924,121.52772
287,TPE0213,0213,蘭雅國小,磺溪街80號~82號對面人行道(蘭雅國小東側),30,25.107782,121.523107
399,TPE0290,0290,新生公園,民族東路/吉林路口(西北側)(鄰近花博公園新生園區),26,25.068387,121.530188
365,TPE0122,0122,捷運港墘站(2號出口),內湖路一段/港墘路(東南側),50,25.079666,121.57584
404,TPE0356,0356,臺北市網球中心,民權東路六段/民權東路六段210巷口(西南側),32,25.0674,121.59749
438,TPE0328,0328,一江公園,一江街 / 松江路132巷口(西北側)(鄰近四平陽光商圈),36,25.05316,121.53146
514,TPE0289,0289,牯嶺公園,廈門街113巷/牯嶺街口西側,44,25.023377,121.518835
482,TPE0043,0043,凌雲市場,研究院路三段68巷/凌雲街(東北側),30,25.035639,121.614154
514,TPE0168,0168,河堤國小,金門街12巷23弄1號旁,44,25.02288,121.522855
479,TPE0282,0282,富台公園,松信路209號前人行道,30,25.041935,121.571999
399,TPE0323,0323,新興公園,錦州街13巷 / 中山北路二段137巷口(東南側)(鄰近雙城街夜市),26,25.061568,121.524392
364,TPE0329,0329,樂群二明水路口,樂群二路 / 明水路口(東側),34,25.07983,121.55236
326,TPE0184,0184,劍潭社區,通北街143號前,42,25.084759,121.537892
514,TPE0132,0132,羅斯福新生南路口,羅斯福路四段/新生南路三段交叉口(鄰近公館夜市),88,25.01603085,121.5331757
476,TPE0288,0288,濟南紹興路口,濟南路一段/紹興南街口東南側(鄰近蝴蝶宮昆蟲博物館/國立台北商業技術學院),62,25.041928,121.524591
245,TPE0242,0242,關渡宮,大度路三段301巷223-5號西北側停車場(鄰近關渡宮),40,25.117472,121.463161
648,TPE0385,0385,和興路26巷口,和興路44巷 / 和興路26巷口,40,24.9856,121.54531
515,TPE0031,0031,辛亥新生路口,辛亥路/新生南路(高架橋下),30,25.022413,121.53456
476,TPE0311,0311,捷運忠孝新生站(2號出口),忠孝東路二段123號對面(捷運忠孝新生站2號出口)(鄰近光華數位新天地(光華商場)),30,25.042392,121.532229
400,TPE0051,0051,建國農安街口,建國北路/農安街口(中油旁邊空地)(鄰近榮星公園(原榮星花園)),44,25.065031,121.536775
214,TPE0223,0223,清江國小,三合街一段/公館路西南側人行道(清江國小),40,25.1274,121.507267
441,TPE0392,0392,南京東興路口,南京東路五段 / 東興路口(北側),30,25.051489,121.565347
249,TPE0361,0361,振興醫院,振興街/明德路口(西北側)(鄰近國立臺北護理健康大學),32,25.1177,121.5222
601,TPE0388,0388,景華街128巷口,景華街126號前方,24,24.995563,121.547092
323,TPE0188,0188,社子國小,延平北路六段/社中街(社子國小對面跨提便道橋下),56,25.090293,121.50189
476,TPE0056,0056,仁愛林森路口,林森南路/仁愛路一段路口(東北側)(鄰近臺北市青少年發展處/中正親子館),42,25.038954,121.522334
328,TPE0227,0227,麗山高中,環山路二段131號對面人行道(麗山高中),40,25.084244,121.57668
515,TPE0020,0020,捷運科技大樓站,科技大樓站對面(復興南路2段西側)(鄰近資訊科學展示中心),58,25.025896,121.543293
399,TPE0322,0322,永盛公園(民生東路一段23巷),民生東路一段23巷 / 民生東路一段27巷口(北側),30,25.058835,121.52504
478,TPE0300,0300,信義基隆路口,信義路四段401號(前方)(鄰近台北國際會議中心),28,25.033209,121.558731
515,TPE0036,0036,臺大資訊大樓,辛亥路二段(臺大外語學院外),72,25.02101,121.54153
514,TPE0062,0062,南昌公園,和平西路一段/南昌路,34,25.026827,121.520258
475,TPE0064,0064,國家圖書館,中山南路/貴陽街口(西南側)(鄰近台北賓館),50,25.037773,121.517029
249,TPE0234,0234,永欣綠地,行義路1號對面停車場,38,25.124162,121.526071
363,TPE0190,0190,捷運大直站(3號出口),北安路458巷41弄/北安路536巷(捷運大直站3號出口前人行道),40,25.079278,121.546683
439,TPE0271,0271,伊通長安路口,伊通街/長安東路二段(交叉口西南側路側)(鄰近袖珍博物館/樹火紀念紙博物館),28,25.048334,121.534693
517,TPE0019,0019,象山公園,松仁路153巷17號對面(鄰近象山步道),30,25.02863,121.56981
324,TPE0346,0346,陽明高中,中正路510號(西南側),36,25.09157,121.51669
602,TPE0237,0237,文山第二行政中心,興隆路二段130巷30號對面人行道,38,25.001149,121.551418
439,TPE0175,0175,捷運南京復興站(5號出口),南京東路三段/南京東路三段256巷(東南側),52,25.051618,121.544847
400,TPE0376,0376,民生建國路口,民生東路三段 / 建國北路二段口,36,25.057778,121.536915
328,TPE0286,0286,德明財經科技大學,環山路一段56號對面(德明財經科技大學),44,25.086372,121.565713
438,TPE0115,0115,臺北轉運站,中山北路一段/市民大道一段(西北側)(鄰近台北當代藝術館/台北轉運站(京站時尚廣場)/國父史蹟紀念館(逸仙公園)/台北國際藝術村),68,25.048222,121.520526
438,TPE0313,0313,光華商場,市民大道三段/新生北路一段路口西南側人行道(光華商場)(鄰近光華數位新天地(光華商場)/三創生活園區),64,25.04515,121.532738
248,TPE0136,0136,國立臺北護理健康大學,石牌路二段100號(北側),30,25.117457,121.51668
648,TPE0369,0369,世新大學,木柵路一段17巷1號(西側),34,24.98862,121.54361
362,TPE0251,0251,華齡公園,劍潭路80對面公園(華齡公園),36,25.083023,121.520692
441,TPE0337,0337,彩虹橋,潭美街27號西側(行善公園東南角)(鄰近饒河街夜市/彩虹橋),30,25.05301,121.57592
480,TPE0241,0241,林口公園,林口街72號對面公園(林口公園),38,25.038943,121.579146
324,TPE0243,0243,社子公園,永平街20巷37弄/永平街20巷11弄(社子公園南側),30,25.090202,121.506219
368,TPE0127,0127,東湖國中,康樂街/康樂街125巷(東南側),40,25.073277,121.619521
440,TPE0018,0018,臺北市藝文推廣處,北寧路34號 對側(鄰近台北田徑場),40,25.049408,121.55261
404,TPE0201,0201,東陽公園,重陽路125巷26號至36-2號對面人行道,44,25.057164,121.597924
513,TPE0068,0068,國興青年路口,國興路/青年路(西南側)(鄰近萬華親子館),36,25.025865,121.506536
398,TPE0140,0140,捷運大橋頭站(2號出口),民權西路/重慶北路三段(東北側)(鄰近延三夜市(大橋頭夜市)),46,25.063404,121.512909
476,TPE0037,0037,捷運東門站(4號出口),信義路/麗水街口(鄰近永康街),46,25.0337,121.528988
441,TPE0197,0197,饒河夜市(八德路側),八德路/松信路(西南側),34,25.049845,121.571885
399,TPE0034,0034,捷運行天宮站(1號出口),捷運行天宮1號出口後方(松江路側),32,25.058369,121.532934
479,TPE0150,0150,松德公園,松德路168巷20號前,38,25.036568,121.57343
440,TPE0314,0314,敦化長春路口,敦化北路 / 敦化北路120巷口(西南側)(鄰近臺北小巨蛋),34,25.053614,121.54872
476,TPE0304,0304,金華公園,金華街251號對面(金華公園)(鄰近永康街),32,25.029902,121.531235
211,TPE0202,0202,捷運關渡站,大度路三段270巷/立功街55巷(西南側人行道),60,25.124646,121.467336
400,TPE0360,0360,民權建國路口,民權東路三段/建國北路三段口(東北側)(鄰近建國假日花市),44,25.06252,121.53754
479,TPE0008,0008,世貿三館,市府路/松壽路(東南側) (鄰近台北101/台北世界貿易中心/台北探索館),60,25.0352138889,121.563688889
324,TPE0224,0224,社正公園,社中街43號對面停車場(社正公園),40,25.088243,121.510535
478,TPE0113,0113,仁愛逸仙路口,仁愛路四段/逸仙路(西北側)(鄰近國父紀念館/台北探索館),38,25.037724,121.561178
402,TPE0217,0217,臺北花市,新湖三路28號前人行道(鄰近台北花市),40,25.062645,121.574267
474,TPE0208,0208,龍山國小,和平西路三段280號對面人行道(龍山國小)(鄰近艋舺夜市(萬華夜市)),46,25.035555,121.495342
440,TPE0333,0333,復盛公園,八德路四段106巷6弄2號(東側)(鄰近京華城/中保寶貝城(BabyBoss City)/台北機廠),28,25.047428,121.561182
442,TPE0292,0292,合心廣場,玉成街80號(對面),40,25.046361,121.582848
438,TPE0281,0281,松江公園,松江路/松江路84巷(西北側路側)(鄰近樹火紀念紙博物館),32,25.050245,121.532725
514,TPE0353,0353,紀州庵,水源路 / 同安街口 (東側),30,25.02088,121.52049
399,TPE0319,0319,民族林森路口,民族東路 / 林森北路口(西北側)(鄰近花博公園美術園區),38,25.068507,121.525322
438,TPE0194,0194,市民林森路口,市民大道二段/林森北路(東北側)(鄰近台北國際藝術村/台北希望廣場),50,25.047958,121.524388
604,TPE0143,0143,捷運動物園站(2號出口),新光路二段28號前(鄰近台北市立動物園(木柵動物園)),72,24.997659,121.578752
398,TPE0336,0336,承德路三段8巷口,承德路三段12號(前方),22,25.06382,121.51815
442,TPE0022,0022,松山車站,松山車站西出口外自行車格內(鄰近饒河街夜市/五分埔),44,25.048824,121.57845
516,TPE0334,0334,敦化南路二段103巷口,敦化南路二段97-101號(西側),24,25.028973,121.549024
516,TPE0364,0364,嘉興公園,樂業街101巷 / 樂業街口(北側側),38,25.02109,121.55219
439,TPE0384,0384,松基公園,長春路339巷 / 復興北路189巷口,30,25.05491,121.5448
442,TPE0267,0267,八德中坡路口,八德路四段869號前方人行道(鄰近饒河街夜市),38,25.05062,121.580194
405,TPE0156,0156,東湖國小,東湖路/東湖路119巷(西北側),38,25.06853,121.61538
250,TPE0123,0123,天母運動公園,忠誠路二段/忠誠路二段207巷(東南側),44,25.116325,121.534136
403,TPE0260,0260,民權瑞光路口,民權東路六段50號前人行道,36,25.068616,121.583991
475,TPE0186,0186,臺北市立大學,愛國西路/公園路(西北側)(鄰近台北市立教育大學),82,25.035414,121.514218
211,TPE0283,0283,中央北路四段540巷口,中央北路四段529號對面,32,25.127959,121.4677
361,TPE0324,0324,市立圖書館葫蘆堵分館,延平北路5段136巷4號對面,24,25.08221,121.5108
477,TPE0083,0083,捷運大安森林公園站,信義路三段31巷/信義路三段(南側)(鄰近大安森林公園),74,25.033344,121.534236
474,TPE0219,0219,大理高中,環河南路二段300號對面人行道(大理高中),38,25.031147,121.49074
402,TPE0077,0077,民生活動中心,民生東路五段/三民路口(西北側)(鄰近松山親子館),32,25.059147,121.56297
477,TPE0363,0363,復興南路一段340巷口,復興南路一段322號(東南側),32,25.03617,121.5435
479,TPE0005,0005,興雅國中,松仁路/松仁路95巷(東南側)(鄰近信義商圈/台北信義威秀影城),60,25.0365638889,121.5686639
480,TPE0389,0389,福德國小,福德街251巷2號(對面/東側),30,25.038324,121.586245
442,TPE0042,0042,捷運後山埤站(1號出口),中坡北路/忠孝東路五段(西北側),38,25.04431,121.58174
478,TPE0070,0070,捷運台北101/世貿站,莊敬路/信義路五段(東南側)(鄰近台北世界貿易中心(世貿)/台北國際會議中心/信義公民會館(四四南村)/信義親子館),52,25.032752,121.561645
480,TPE0379,0379,春光公園,忠孝東路五段721號(對側),38,25.042619,121.580762
325,TPE0116,0116,福林公園,志成街/中正路(南側)(鄰近志成公園/福林公園),44,25.096122,121.530215
479,TPE0395,0395,安強公園,虎林街212巷58號(西南側),28,25.036844,121.575413
249,TPE0232,0232,中山天母路口,天母西路3-55號前人行道,44,25.118843,121.529738
516,TPE0276,0276,三興公園,吳興街118巷35弄28號前方(三興公園),38,25.028679,121.55932
477,TPE0344,0344,捷運忠孝復興站(5號出口),復興南路一段133號(西南側)(鄰近東區地下街),42,25.04264,121.54401
480,TPE0013,0013,福德公園,大道路/福德街路口北西側,58,25.03809,121.58367
479,TPE0357,0357,松友公園,信義路六段76巷2弄16號(南側),26,25.03423,121.57636
365,TPE0155,0155,瑞光港墘路口,瑞光路/港墘路(西南側),30,25.076193,121.57505
478,TPE0085,0085,信義敦化路口,信義路四段/敦化南路一段(東北側),46,25.033362,121.54911
437,TPE0277,0277,中山堂,延平南路/武昌街一段東南角人行道(延平武昌街口)(鄰近中山堂/西門町),32,25.044091,121.51025
477,TPE0250,0250,忠孝東路三段217巷口,忠孝東路三段221號前方人行道,38,25.04184,121.539873
479,TPE0088,0088,捷運象山站,信義路五段/信義路五段91巷(西北側),62,25.032922,121.57087
325,TPE0154,0154,中正基河路口,中正路420號前(鄰近台北市立天文科學教育館),38,25.093396,121.519867
515,TPE0295,0295,敦親公園,和平東路二段96巷8之1號(前方)(鄰近資訊科學展示中心),26,25.023473,121.541083
187,TPE0137,0137,國防大學,中央北路二段/豐年路二段交叉口,46,25.137976,121.493066
286,TPE0342,0342,文林建民路口,文林北路224-238號(東南側),30,25.10779,121.51468
479,TPE0003,0003,台北市政府,台北市政府東門(松智路) (鄰近信義商圈/台北探索館),40,25.0377972222,121.565169444
474,TPE0084,0084,復華花園新城,西藏路115號/西藏路(東南側),38,25.029705,121.502899
248,TPE0365,0365,陽明大學,東華街二段136號(南側),50,25.11912,121.51223
475,TPE0321,0321,莒光大埔街口,莒光路/大埔街口東北側(莒光大埔街口)(鄰近南機場夜市),32,25.031334,121.505085
437,TPE0067,0067,捷運臺大醫院(4號出口),公園路/襄陽路(西南側)(鄰近二二八和平紀念公園/國立臺灣博物館/台北賓館),48,25.042973,121.516428
516,TPE0400,0400,和平敦化路口,和平東路三段 / 敦化南路二段口(東側),34,25.02444,121.549076
442,TPE0338,0338,成德國中,東新街108巷10之1號(西側),32,25.04573,121.58794
601,TPE0391,0391,景仁公園,景仁街 / 羅斯福路六段142巷口(北側),30,24.9966,121.540295
250,TPE0204,0204,臺北市立大學(天母校區),士東路276號至280號對面人行道,42,25.113625,121.53742
479,TPE0138,0138,捷運永春站(2號出口),忠孝東路五段420號旁(東側巷道上),30,25.040558,121.575372
401,TPE0021,0021,民生敦化路口,敦化民生路口公車站旁,66,25.057985,121.548982
476,TPE0195,0195,信義杭州路口(中華電信總公司),信義路一段/杭州南路一段(西北側)(鄰近國立中正紀念堂),50,25.035851,121.523987
649,TPE0151,0151,考試院,試院路(雙號)/木柵路一段(東北側)(鄰近文山親子館),34,24.987507,121.549827
437,TPE0092,0092,開封西寧路口,開封街二段/西寧南路(東北側)(鄰近西門町),42,25.046618,121.507169
402,TPE0380,0380,塔悠疏散門,塔悠路 / 撫遠街389巷口(南側),30,25.064713,121.567899
213,TPE0367,0367,豐年公園,大業路539號(東側),30,25.13597,121.497019
249,TPE0133,0133,蘭興公園,中山北路六段/士東路(西北側),40,25.111839,121.525888
361,TPE0073,0073,酒泉延平路口,延平北路四段/酒泉街(西北側),32,25.072228,121.510195
287,TPE0270,0270,雨農國小,忠義街6號對面人行道(雨農國小)(鄰近芝山岩/芝山巖惠濟宮/芝山文化生態綠園),34,25.105429,121.529217
557,TPE0066,0066,師範大學公館校區,師大公館校區校門口(汀州路側),42,25.007528,121.537188
439,TPE0052,0052,建國長春路口,建國北路/長春路口(北側),30,25.054761,121.536925
602,TPE0171,0171,文山運動中心,興隆路三段/興隆路三段192巷8弄,38,24.996842,121.559651
440,TPE0174,0174,捷運小巨蛋站(5號出口),南京東路四段/健康路(東北側)(鄰近台北田徑場),48,25.051702,121.553057
398,TPE0352,0352,民權迪化街口,迪化街一段351號(東北側)(鄰近延三夜市(大橋頭夜市)),46,25.06318,121.50944
514,TPE0038,0038,臺灣師範大學(圖書館),和平東路/師大路口(北側)(鄰近臺灣師範大學),32,25.026603,121.52944
482,TPE0193,0193,舊莊區民活動中心,舊莊街一段91巷/舊莊街一段91巷12弄(舊莊區民活動中心前)(鄰近胡適公園),36,25.041277,121.61935
405,TPE0039,0039,南港世貿公園,三重路/經貿二路88巷(東北側),26,25.058,121.61422
362,TPE0397,0397,劍潭海外青年活動中心,通河街 / 通河街2巷(南側)(鄰近圓山大飯店/劍潭公園)(鄰近芝山岩/芝山巖惠濟宮/芝山文化生態綠園),36,25.079603,121.5237
556,TPE0293,0293,自來水園區,中正區思源街16號對面人行道(鄰近自來水博物館/自來水園區),40,25.013284,121.530037
441,TPE0359,0359,健安新城,三民路41號(東側),34,25.05601,121.56358
514,TPE0306,0306,捷運古亭站(6號出口),羅斯福路二段 / 羅斯福路二段15巷口(西側),52,25.027781,121.52198
444,TPE0046,0046,南港國小,惠民街/興東街(南側停車場),58,25.056504,121.611389
248,TPE0135,0135,捷運石牌站(2號出口),東華街一段/裕民二路(西側),54,25.114513,121.515677
187,TPE0264,0264,秀山區民活動中心,秀山路50號北側道路路側,28,25.145936,121.493009
475,TPE0347,0347,博愛寶慶路口,博愛路 / 寶慶路口(西北側)(鄰近總統府/中山堂),26,25.04134,121.51135
289,TPE0246,0246,國立故宮博物院,至善路二段155號對面停車場(鄰近至德園),40,25.098743,121.548086
438,TPE0173,0173,捷運松江南京站(7號出口),松江路/南京東路二段(東北側)(鄰近四平陽光商圈),56,25.052181,121.533211
402,TPE0170,0170,新東公園,民生東路五段/塔悠路(西南側),50,25.059245,121.568883
513,TPE0089,0089,和平重慶路口,重慶南路三段/和平西路一段(東北側),44,25.027323,121.516385
366,TPE0129,0129,捷運文德站(2號出口),文德路220巷/文德路(西南側),50,25.078424,121.58456
516,TPE0012,0012,臺北醫學大學,台北醫學大學(吳興街220巷59弄)(鄰近台北醫學大學),48,25.026679,121.561747
515,TPE0030,0030,基隆長興路口,基隆路/長興街(東南側),74,25.017054,121.544352
443,TPE0026,0026,捷運昆陽站(1號出口),捷運昆陽站1號出口外停車場旁,42,25.050142,121.592375
361,TPE0349,0349,重慶酒泉街口,重慶北路三段272號(東側)(鄰近保安宮),28,25.07183,121.51364
