公司統一編號,公司名稱,分公司統一編號,分公司名稱,分公司地址,分公司狀態,lat,lng,市鎮鄉村里,area1,area2,area3
22555003,統一超商股份有限公司,1846195,台北市第一七０分公司,臺北市士林區文林路一六九號,1,25.0895302,121.5268423,台灣台北市士林區仁勇里,台北市,士林區,仁勇里
22555003,統一超商股份有限公司,16080140,台北巿第三四二分公司,臺北市松山區健康路224號,1,25.0538382,121.5610997,台灣台北市松山區東光里,台北市,松山區,東光里
22555003,統一超商股份有限公司,16080155,台北縣第２５５分公司,新北市三峽區永館里９鄰民生街１０２號,3,24.9355849,121.3738369,台灣新北市三峽區永舘里,新北市,三峽區,永舘里
22555003,統一超商股份有限公司,16080161,台北縣第２５６分公司,新北市三峽區鳶山里十二鄰中山路１８６號,1,24.936901,121.363915,台灣新北市三峽區鳶山里,新北市,三峽區,鳶山里
22555003,統一超商股份有限公司,16080177,新竹市第２６分公司,新竹市民富里７鄰北大路３４２號,1,24.8058911,120.9617037,台灣新竹市北區民富里,新竹市,北區,民富里
22555003,統一超商股份有限公司,16080182,新竹市第２７分公司,新竹巿新民里北大路２８６號,3,24.8071671,120.963422,台灣新竹市北區新民里,新竹市,北區,新民里
22555003,統一超商股份有限公司,16080198,新竹巿第二十八分公司,新竹巿金華里９鄰田美三街五十號,3,24.8151258,120.9768166,台灣新竹市東區文華里,新竹市,東區,文華里
22555003,統一超商股份有限公司,16080253,高雄巿第１５２分公司,高雄市小港區鳳源里鳳林路181號,1,22.527242,120.344122,台灣高雄市小港區鳳源里,高雄市,小港區,鳳源里
22555003,統一超商股份有限公司,16080269,高雄巿第１５１分公司,高雄市前鎮區草衙里后安路１４６號,1,22.573923,120.32294,台灣高雄市前鎮區草衙里,高雄市,前鎮區,草衙里
22555003,統一超商股份有限公司,16080275,桃園縣第４５分公司,桃園市蘆竹區南山路三段306號,1,25.085279,121.286504,台灣桃園市蘆竹區山腳里,桃園市,蘆竹區,山腳里
22555003,統一超商股份有限公司,16080280,高雄巿第１５３分公司,高雄市三民區九如一路４４６號,3,22.6389931,120.3298279,台灣高雄市三民區寶安里,高雄市,三民區,寶安里
22555003,統一超商股份有限公司,16080296,高雄巿第３５分公司,高雄市左營區新下里華夏路２５６號,1,22.670436,120.297013,台灣高雄市左營區新下里,高雄市,左營區,新下里
22555003,統一超商股份有限公司,16080303,台南市第七十分公司,臺南市新化區協興里中山路624號,1,23.0367929,120.2995195,台灣台南市新化區協興里,台南市,新化區,協興里
22555003,統一超商股份有限公司,16080319,宜蘭縣第6分公司,宜蘭縣羅東鎮南昌街53巷6-3號,1,24.6717369,121.7738241,台灣宜蘭縣羅東鎮南昌里,宜蘭縣,羅東鎮,南昌里
22555003,統一超商股份有限公司,16080325,台南市第九十分公司,臺南市新營區民治東路1號,1,23.3109727,120.3226228,台灣台南市新營區大宏里,台南市,新營區,大宏里
22555003,統一超商股份有限公司,16080330,雲林縣第１９分公司,雲林縣北港鎮華勝里公園路二十二號,3,23.5759236,120.302446,台灣雲林縣北港鎮新街里,雲林縣,北港鎮,新街里
22555003,統一超商股份有限公司,16080346,苗栗縣第１２分公司,苗栗縣苗栗市嘉盛里十鄰為公路７４１號,3,24.5775583,120.8332801,台灣苗栗縣苗栗市嘉盛里,苗栗縣,苗栗市,嘉盛里
22555003,統一超商股份有限公司,16080351,苗栗縣第１１分公司,苗栗縣頭份市忠孝里十二鄰信東路１５８號,1,24.6902507,120.90904,台灣苗栗縣頭份市自強里,苗栗縣,頭份市,自強里
22555003,統一超商股份有限公司,16080423,台中巿第一一五分公司,臺中市西屯區西墩里黎明路3段348號,1,24.182115,120.639003,台灣台中市西屯區西墩里,台中市,西屯區,西墩里
22555003,統一超商股份有限公司,16080438,屏東縣第２３分公司,屏東縣麟洛鄉中山路166號,1,22.6508959,120.5268173,台灣屏東縣麟洛鄉麟蹄村,屏東縣,麟洛鄉,麟蹄村
22555003,統一超商股份有限公司,16080444,屏東縣第２４分公司,屏東縣屏東市中山路１號,3,22.6697082,120.4863418,台灣屏東縣屏東市大同里,屏東縣,屏東市,大同里
22555003,統一超商股份有限公司,16080459,高雄巿第１５４分公司,高雄市三民區安吉里民族一路九十八號,3,22.6442746,120.3159823,台灣高雄市三民區安吉里,高雄市,三民區,安吉里
22555003,統一超商股份有限公司,16081133,台北縣第二五七分公司,新北市三重區光復路一段82號,1,25.0503582,121.4718871,台灣新北市三重區中興里,新北市,三重區,中興里
22555003,統一超商股份有限公司,16081324,台北縣第２５８分公司,新北市板橋區中山路二段172號,3,25.0172143,121.4771512,台灣新北市板橋區東丘里,新北市,板橋區,東丘里
22555003,統一超商股份有限公司,16081339,新竹巿第２９分公司,新竹市光復路二段１６３號,3,24.7991719,120.992408,台灣新竹市東區光明里,新竹市,東區,光明里
22555003,統一超商股份有限公司,16081730,台北縣第２６０分公司,新北市新店區寶慶街66號,1,24.9868931,121.5417992,台灣新北市新店區信義里,新北市,新店區,信義里
22555003,統一超商股份有限公司,16081746,台北縣第２５９分公司,新北市新店區北新路２５６號,3,24.978116,121.5428892,台灣新北市新店區寶興里,新北市,新店區,寶興里
22555003,統一超商股份有限公司,16081751,桃園縣第９２分公司,桃園市桃園區力行路156號,1,25.0014908,121.3015258,台灣桃園市桃園區長德里,桃園市,桃園區,長德里
22555003,統一超商股份有限公司,16081767,台南巿第１００分公司,臺南市東區路東里大同路二段九十五–３號,1,22.9786426,120.2134439,台灣台南市東區路東里,台南市,東區,路東里
22555003,統一超商股份有限公司,16082040,台南市第九十九分公司,臺南市安南區城中里安中路５９９號,1,23.0622863,120.1297281,台灣台南市安南區城中里,台南市,安南區,城中里
22555003,統一超商股份有限公司,16082127,桃園縣第９３分公司,桃園市八德區茄苳里２鄰中華路３１６號,3,24.9811682,121.2754482,台灣桃園市八德區茄明里,桃園市,八德區,茄明里
22555003,統一超商股份有限公司,16082132,桃園縣第９４分公司,桃園市中壢區慈惠三街１５３號,3,24.96479,121.2256859,台灣桃園市中壢區金華里,桃園市,中壢區,金華里
22555003,統一超商股份有限公司,16082148,台北巿第二二四分公司,臺北市中山區民權東路3段71號,1,25.0625757,121.5435127,台灣台北市中山區下埤里,台北市,中山區,下埤里
22555003,統一超商股份有限公司,16082153,台中巿第１１６分公司,臺中市東區十甲路１３２號,3,24.1445265,120.7013032,台灣台中市東區十甲里,台中市,東區,十甲里
22555003,統一超商股份有限公司,16082169,彰化縣第三分公司,彰化縣二水鄉員集路4段6號,1,23.8117761,120.6161255,台灣彰化縣二水鄉光化村,彰化縣,二水鄉,光化村
22555003,統一超商股份有限公司,16082175,台北巿第２３３分公司,臺北市南港區東新街80巷1號,1,25.0463022,121.5870695,台灣台北市南港區成福里,台北市,南港區,成福里
22555003,統一超商股份有限公司,16082180,高雄巿第１５５分公司,高雄市前金區新生里七賢二路２５４號,3,22.6322272,120.2924855,台灣高雄市前金區新生里,高雄市,前金區,新生里
22555003,統一超商股份有限公司,16082196,高雄市第三三四分公司,高雄市鳳山區武漢里武慶二路52號,1,22.6110013,120.3330344,台灣高雄市鳳山區武漢里,高雄市,鳳山區,武漢里
22555003,統一超商股份有限公司,16082647,台北縣第２６１分公司,新北市板橋區松江街１１８號,3,25.0303195,121.469198,台灣新北市板橋區江翠里,新北市,板橋區,江翠里
22555003,統一超商股份有限公司,16082652,台北縣第２６２分公司,新北市中和區景平路５１７號,3,24.9987841,121.4992064,台灣新北市中和區連城里,新北市,中和區,連城里
22555003,統一超商股份有限公司,16082674,台北縣第１０３分公司,新北市貢寮區延平街63號,3,25.0558936,121.9244972,台灣新北市貢寮區真理里,新北市,貢寮區,真理里
22555003,統一超商股份有限公司,16082787,台北巿第３４３分公司,臺北市中山區民生東路二段157號,1,25.0581224,121.5358553,台灣台北市中山區松江里,台北市,中山區,松江里
22555003,統一超商股份有限公司,16082793,屏東縣第２５分公司,屏東縣內埔鄉南寧路19號,1,22.617291,120.565357,台灣屏東縣內埔鄉東寧村,屏東縣,內埔鄉,東寧村
22555003,統一超商股份有限公司,16083110,嘉義縣第８分公司,嘉義縣朴子市竹圍里五鄰南通路三段七六七號,3,23.4596954,120.2427275,台灣嘉義縣朴子市竹圍里,嘉義縣,朴子市,竹圍里
22555003,統一超商股份有限公司,16083391,嘉義巿第２９分公司,嘉義市西區福全里三十四鄰八德路七十三號,1,23.4871793,120.4304155,台灣嘉義市西區保福里,嘉義市,西區,保福里
22555003,統一超商股份有限公司,16083408,台中市第一０三分公司,臺中市霧峰區坑口里中正路563號,1,24.0466132,120.6923329,台灣台中市霧峰區坑口里,台中市,霧峰區,坑口里
22555003,統一超商股份有限公司,16083414,台中縣第７６分公司,臺中市太平區樹孝路１０９號,3,24.1525158,120.7173951,台灣台中市太平區新城里,台中市,太平區,新城里
22555003,統一超商股份有限公司,16083603,台北縣第２６３分公司,新北市板橋區國慶路151號,1,24.996175,121.461471,台灣新北市板橋區重慶里,新北市,板橋區,重慶里
22555003,統一超商股份有限公司,16083619,台北縣第２６４分公司,新北市樹林區三福街39號,1,25.0166249,121.4084399,台灣新北市樹林區三福里,新北市,樹林區,三福里
22555003,統一超商股份有限公司,16083625,桃園縣第９５分公司,桃園市桃園區西湖里三民路三段１９０號,3,24.9926881,121.3058026,台灣桃園市桃園區西湖里,桃園市,桃園區,西湖里
22555003,統一超商股份有限公司,16083694,台北縣第２６６分公司,新北市三重區中正北路１８９號,3,25.0696361,121.4773711,台灣新北市三重區永發里,新北市,三重區,永發里
22555003,統一超商股份有限公司,16083701,台北縣第二六七分公司,新北市樹林區樹林市三俊街172號,1,25.0154425,121.4175783,台灣新北市樹林區三多里,新北市,樹林區,三多里
22555003,統一超商股份有限公司,16083717,新北市第二六八分公司,新北市樹林區光華街2號,1,25.0037436,121.4136046,台灣新北市樹林區光興里,新北市,樹林區,光興里
22555003,統一超商股份有限公司,16083723,台北巿第２３７分公司,臺北市信義區吳興街257號,1,25.027249,121.5637452,台灣台北市信義區三張里,台北市,信義區,三張里
22555003,統一超商股份有限公司,16083738,台北巿第２１３分公司,臺北市中山區伊通街30號,1,25.0508746,121.5346609,台灣台北市中山區朱園里,台北市,中山區,朱園里
22555003,統一超商股份有限公司,16083744,台北縣第２６５分公司,新北市淡水區賢孝里６鄰淡金路四段５３０號,3,25.226607,121.452015,台灣新北市淡水區賢孝里,新北市,淡水區,賢孝里
22555003,統一超商股份有限公司,16083759,基隆巿第１０分公司,基隆市安樂區基金一路１６８–二十一號,3,25.1403881,121.7093301,台灣基隆市安樂區武崙里,基隆市,安樂區,武崙里
22555003,統一超商股份有限公司,16083765,台北縣第２６９分公司,新北市新店區安和路一段１號,3,24.9638343,121.5165599,台灣新北市新店區下城里,新北市,新店區,下城里
22555003,統一超商股份有限公司,16083771,台中巿第一一七分公司,臺中市東區自由路三段２２６號,1,24.1425908,120.6926184,台灣台中市東區干城里,台中市,東區,干城里
22555003,統一超商股份有限公司,16083786,台中巿第一一八分公司,臺中市南區復興路三段138號,1,24.1301974,120.6731428,台灣台中市南區新榮里,台中市,南區,新榮里
22555003,統一超商股份有限公司,16083792,台中縣第七十七分公司,臺中市潭子區新興路一段３５４號,3,24.1977883,120.7102105,台灣台中市潭子區福仁里,台中市,潭子區,福仁里
22555003,統一超商股份有限公司,16084011,高雄市第四四八分公司,高雄市旗山區瑞吉里延平一路446號,1,22.8917085,120.4832438,台灣高雄市旗山區瑞吉里,高雄市,旗山區,瑞吉里
22555003,統一超商股份有限公司,16084238,台南縣第五十二分公司,臺南市仁德區二行村二仁路1段151號,1,22.9203233,120.2250521,台灣台南市仁德區二行里,台南市,仁德區,二行里
22555003,統一超商股份有限公司,16084244,台北縣第２７０分公司,新北市新莊區化成路２８３號,3,25.054769,121.465802,台灣新北市新莊區頭前里,新北市,新莊區,頭前里
22555003,統一超商股份有限公司,16084259,高雄巿第十一分公司,高雄市三民區寶玉里大豐二路348號,1,22.6465659,120.3345024,台灣高雄市三民區寶玉里,高雄市,三民區,寶玉里
22555003,統一超商股份有限公司,16084265,高雄縣第５２分公司,高雄市鳳山區五甲一路１６２號,3,22.6196295,120.3558149,台灣高雄市鳳山區興仁里,高雄市,鳳山區,興仁里
22555003,統一超商股份有限公司,16084271,高雄市第三三五分公司,高雄市鳳山區鎮南里五甲二路744號,1,22.5938264,120.3287323,台灣高雄市鳳山區鎮南里,高雄市,鳳山區,鎮南里
22555003,統一超商股份有限公司,16084547,台北縣第２７１分公司,新北市中和區中和路257號,1,24.999834,121.5050871,台灣新北市中和區枋寮里,新北市,中和區,枋寮里
22555003,統一超商股份有限公司,16084552,桃園縣第８８分公司,桃園市中壢區自強里十五鄰環中東路８號,1,24.967237,121.260198,台灣桃園市中壢區自治里,桃園市,中壢區,自治里
22555003,統一超商股份有限公司,16084568,桃園縣第９６分公司,桃園市平鎮區義民里廣泰路七十七號,3,24.9463193,121.2051765,台灣桃園市平鎮區義民里,桃園市,平鎮區,義民里
22555003,統一超商股份有限公司,16084574,台南市第6分公司,臺南市南區夏林路1-16號,1,22.9863,120.195069,台灣台南市南區廣州里,台南市,南區,廣州里
22555003,統一超商股份有限公司,16084687,台南巿第４７分公司,臺南市南區金華路一段27號,1,22.9616727,120.1890915,台灣台南市南區南華里,台南市,南區,南華里
22555003,統一超商股份有限公司,16084693,高雄市第四四三分公司,高雄市阿蓮區中正路４０７號,1,22.8805737,120.3321361,台灣高雄市阿蓮區南蓮里,高雄市,阿蓮區,南蓮里
22555003,統一超商股份有限公司,16085004,台北巿第３４４分公司,臺北市士林區天玉里８鄰天母西路５巷６號,3,25.1191098,121.5288971,台灣台北市士林區天玉里,台北市,士林區,天玉里
22555003,統一超商股份有限公司,16085010,新竹巿第３０分公司,新竹市文雅里十八鄰竹光路１２３號,1,24.8128161,120.9591993,台灣新竹市北區文雅里,新竹市,北區,文雅里
22555003,統一超商股份有限公司,16085026,新北市第二七二分公司,新北市中和區積穗里新生街48號,1,25.0031337,121.483205,台灣新北市中和區安穗里,新北市,中和區,安穗里
22555003,統一超商股份有限公司,16085095,台南市第１０１分公司,臺南市南區大忠里中華南路一段１３８號,3,22.971109,120.2119763,台灣台南市南區大忠里,台南市,南區,大忠里
22555003,統一超商股份有限公司,16085102,高雄巿第１２１分公司,高雄市小港區港明里平和路156號,1,22.567277,120.332135,台灣高雄市小港區港明里,高雄市,小港區,港明里
22555003,統一超商股份有限公司,16085237,台北市第３３１分公司,臺北市中山區林森北路262號,1,25.0546678,121.5253106,台灣台北市中山區康樂里,台北市,中山區,康樂里
22555003,統一超商股份有限公司,16085243,台北市第３４５分公司,臺北市中山區中山北路二段七十四號,3,25.0571989,121.522495,台灣台北市中山區民安里,台北市,中山區,民安里
22555003,統一超商股份有限公司,16085258,台北市第３４６分公司,臺北市萬華區環河南路二段200號,1,25.0340846,121.4930782,台灣台北市萬華區華江里,台北市,萬華區,華江里
22555003,統一超商股份有限公司,16085378,台北縣第２７３分公司,新北市林口區中山路１６４號,3,25.0789496,121.3902586,台灣新北市林口區菁湖里,新北市,林口區,菁湖里
22555003,統一超商股份有限公司,16085383,桃園縣第９７分公司,桃園市龍潭區烏樹林里中豐路３１７號,1,24.8784829,121.2115212,台灣桃園市龍潭區百年里,桃園市,龍潭區,百年里
22555003,統一超商股份有限公司,16085399,桃園縣第９８分公司,桃園市平鎮區平東路２４１號,3,24.915496,121.248649,台灣桃園市平鎮區華安里,桃園市,平鎮區,華安里
22555003,統一超商股份有限公司,16085932,南投縣第１４分公司,南投縣南投市南崗三路十號,3,23.9269371,120.669106,台灣南投縣南投市新興里,南投縣,南投市,新興里
22555003,統一超商股份有限公司,16086165,屏東縣第１５分公司,屏東縣東港鎮延平路１０７號,1,22.4676735,120.4486697,台灣屏東縣東港鎮頂中里,屏東縣,東港鎮,頂中里
22555003,統一超商股份有限公司,16086284,雲林縣第２０分公司,雲林縣北港鎮新街里華勝路４１６號,3,23.5838104,120.2994301,台灣雲林縣北港鎮新街里,雲林縣,北港鎮,新街里
22555003,統一超商股份有限公司,16086290,嘉義縣第９分公司,嘉義縣朴子市開元里開元路１５４號,3,23.4671778,120.2444336,台灣嘉義縣朴子市開元里,嘉義縣,朴子市,開元里
22555003,統一超商股份有限公司,16086307,嘉義縣第１０分公司,嘉義縣新港鄉宮前村十九鄰中山路八十五–５號,3,23.5499238,120.3475505,台灣嘉義縣新港鄉菜公村,嘉義縣,新港鄉,菜公村
22555003,統一超商股份有限公司,16086313,台南縣第５３分公司,臺南市仁德區三十二鄰中山路６６４號,3,22.9727818,120.2480151,台灣台南市仁德區仁德里,台南市,仁德區,仁德里
22555003,統一超商股份有限公司,16086762,台中巿第十七分公司,臺中市南屯區向上南路一段３２５號,1,24.1448786,120.6476674,台灣台中市南屯區文心里,台中市,南屯區,文心里
22555003,統一超商股份有限公司,16086778,彰化縣第十二分公司,彰化縣員林市大同路1段238號,1,23.960899,120.5802474,台灣彰化縣員林市三和里,彰化縣,員林市,三和里
22555003,統一超商股份有限公司,16086783,台南巿第１０２分公司,臺南市中西區府前路一段１４４號,1,22.9890955,120.2074329,台灣台南市中西區永華里,台南市,中西區,永華里
22555003,統一超商股份有限公司,16086799,台南縣第５４分公司,臺南市永康區中華里小東路６２５號,3,22.9986371,120.237928,台灣台南市永康區中華里,台南市,永康區,中華里
22555003,統一超商股份有限公司,16086910,台北縣第８０分公司,新北市泰山區明志路二段２１６號,3,25.0488763,121.427275,台灣新北市泰山區義學里,新北市,泰山區,義學里
22555003,統一超商股份有限公司,16086926,台北巿第３４７分公司,臺北市中山區民權西路66號,1,25.0626036,121.5200647,台灣台北市中山區集英里,台北市,中山區,集英里
22555003,統一超商股份有限公司,16086931,台北巿第３４８分公司,臺北市北投區立德路１２５號,3,25.1284955,121.4720103,台灣台北市北投區一德里,台北市,北投區,一德里
22555003,統一超商股份有限公司,16086947,台北縣第二七四分公司,新北市泰山區同興里６鄰明志路一段４２１號,3,25.0569118,121.430912,台灣新北市泰山區全興里,新北市,泰山區,全興里
22555003,統一超商股份有限公司,16087241,台北巿第三四九分公司,臺北市士林區福順里重慶北路4段149號,1,25.0832277,121.5118104,台灣台北市士林區福順里,台北市,士林區,福順里
22555003,統一超商股份有限公司,16087256,桃園縣第９９分公司,桃園市中壢區普義路175號,1,24.9608463,121.231422,台灣桃園市中壢區普義里,桃園市,中壢區,普義里
22555003,統一超商股份有限公司,16087262,新竹巿第３１分公司,新竹市光明里十四鄰大學路五十八號,1,24.7893881,121.0006879,台灣新竹市東區光明里,新竹市,東區,光明里
22555003,統一超商股份有限公司,16087278,高雄巿第１５７分公司,高雄市前鎮區永豐路十四號,1,22.605301,120.333434,台灣高雄市前鎮區瑞隆里,高雄市,前鎮區,瑞隆里
22555003,統一超商股份有限公司,16087811,台中巿第１１９分公司,臺中市西屯區工業區一路五十四–１號,3,24.179593,120.614538,台灣台中市西屯區福恩里,台中市,西屯區,福恩里
22555003,統一超商股份有限公司,16087827,台中縣第七十八分公司,臺中市烏日區中山路一段３７４號,3,24.1081552,120.6381916,台灣台中市烏日區九德里,台中市,烏日區,九德里
22555003,統一超商股份有限公司,16087832,高雄巿第１５６分公司,高雄市意誠里三多四路九十三號,1,22.6125773,120.3008419,台灣高雄市苓雅區意誠里,高雄市,苓雅區,意誠里
22555003,統一超商股份有限公司,16088157,屏東縣第２６分公司,屏東縣內埔鄉老埤村壽比路７４２號,3,22.6403752,120.5956009,台灣屏東縣內埔鄉老埤村,屏東縣,內埔鄉,老埤村
22555003,統一超商股份有限公司,16088163,彰化縣第二十七分公司,彰化縣花壇鄉中山路二段1號,1,24.025708,120.539009,台灣彰化縣花壇鄉花壇村,彰化縣,花壇鄉,花壇村
22555003,統一超商股份有限公司,16088179,台中巿第四十七分公司,臺中市西屯區大隆路五十六號,1,24.1563713,120.6531319,台灣台中市西屯區何南里,台中市,西屯區,何南里
22555003,統一超商股份有限公司,16088184,台中縣第七十九分公司,臺中市大里區成功路４９１號,3,24.0901591,120.7030285,台灣台中市大里區瑞城里,台中市,大里區,瑞城里
22555003,統一超商股份有限公司,16088190,彰化縣第二十三分公司,彰化縣田中鎮福安路１４４號,1,23.8615234,120.5891133,台灣彰化縣田中鎮北路里,彰化縣,田中鎮,北路里
22555003,統一超商股份有限公司,16088488,台北縣第２７５分公司,新北市中和區興南路二段90號,1,24.9844684,121.5054095,台灣新北市中和區壽南里,新北市,中和區,壽南里
22555003,統一超商股份有限公司,16088494,新竹巿第３２分公司,新竹市北區福林里９鄰東大路二段２６１號,3,24.81695,120.9642002,台灣新竹市北區福林里,新竹市,北區,福林里
22555003,統一超商股份有限公司,16088500,高雄市第三八九分公司,高雄市大社區中山路２６１號,1,22.731944,120.349125,台灣高雄市大社區大社里,高雄市,大社區,大社里
22555003,統一超商股份有限公司,16088760,台北巿第３５０分公司,臺北市大安區和平東路二段118巷33號,1,25.023535,121.5429266,台灣台北市大安區龍淵里,台北市,大安區,龍淵里
22555003,統一超商股份有限公司,16088776,台北縣第２７６分公司,新北市板橋區文化路一段２８７號,3,25.018788,121.4648239,台灣新北市板橋區公舘里,新北市,板橋區,公舘里
22555003,統一超商股份有限公司,16088781,高雄縣第５７分公司,高雄市旗山區延平一路七十八號,3,22.8982922,120.4820367,台灣高雄市旗山區永和里,高雄市,旗山區,永和里
22555003,統一超商股份有限公司,16089022,台中縣第８１分公司,臺中市大肚區沙田路三段８８２號,3,24.1693292,120.5424571,台灣台中市大肚區山陽里,台中市,大肚區,山陽里
22555003,統一超商股份有限公司,16089037,南投縣第１５分公司,南投縣鹿谷鄉鹿谷村仁義路１４８號,3,23.7460911,120.7524,台灣南投縣鹿谷鄉鹿谷村,南投縣,鹿谷鄉,鹿谷村
22555003,統一超商股份有限公司,16089043,高雄巿第１５９分公司,高雄市三民區港東里中山一路３３６號,3,22.6374944,120.3027184,台灣高雄市三民區港東里,高雄市,三民區,港東里
22555003,統一超商股份有限公司,16089058,高雄市第四五九分公司,高雄市橋頭區白樹路五十三號,1,22.7636476,120.3076036,台灣高雄市橋頭區橋頭里,高雄市,橋頭區,橋頭里
22555003,統一超商股份有限公司,16089178,桃園縣第１０１分公司,桃園市中壢區龍岡路三段１９２號,3,24.9354194,121.2340135,台灣桃園市中壢區振興里,桃園市,中壢區,振興里
22555003,統一超商股份有限公司,16089183,桃園縣第１００分公司,桃園市中壢區東興里新興路１６２號,1,24.9530002,121.2263577,台灣桃園市中壢區東興里,桃園市,中壢區,東興里
22555003,統一超商股份有限公司,16089199,台北巿第３５１分公司,臺北市北投區明德路99號,1,25.109518,121.5193952,台灣台北市北投區裕民里,台北市,北投區,裕民里
22555003,統一超商股份有限公司,16089732,台北巿第３５２分公司,臺北市中山區復興北路164號,1,25.0535134,121.5437149,台灣台北市中山區復華里,台北市,中山區,復華里
22555003,統一超商股份有限公司,16089971,屏東縣第二十九分公司,屏東縣恆春鎮墾丁里墾丁路六十號,3,21.946045,120.796357,台灣屏東縣恆春鎮墾丁里,屏東縣,恆春鎮,墾丁里
22555003,統一超商股份有限公司,16090175,台中縣第八十二分公司,臺中市龍井區忠和村中央路三段五十一號,1,24.2157482,120.5262932,台灣台中市龍井區忠和里,台中市,龍井區,忠和里
22555003,統一超商股份有限公司,16090180,台中縣第八十三分公司,臺中市大肚區福山村沙田路一段４２６–７號,3,24.123169,120.5654955,台灣台中市大肚區福山里,台中市,大肚區,福山里
22555003,統一超商股份有限公司,16090196,台中縣第八十四分公司,臺中市清水區西社里海濱路１６８之１號,3,24.272289,120.5669489,台灣台中市清水區橋頭里,台中市,清水區,橋頭里
22555003,統一超商股份有限公司,16090203,台中縣第八十五分公司,臺中市神岡區中山路７３６號,1,24.2482292,120.6803676,台灣台中市神岡區社口里,台中市,神岡區,社口里
22555003,統一超商股份有限公司,16090267,台北巿第３５３分公司,臺北市松山區南京東路三段３４２號,3,25.0514132,121.5480413,台灣台北市松山區中正里,台北市,松山區,中正里
22555003,統一超商股份有限公司,16090273,彰化縣第３０分公司,彰化縣和美鎮犁盛里彰新路二段５４５號,3,24.1046359,120.5333393,台灣彰化縣和美鎮犁盛里,彰化縣,和美鎮,犁盛里
22555003,統一超商股份有限公司,16090463,台中縣第八０分公司,臺中市大里區大明路２３８號,1,24.1153655,120.6837599,台灣台中市大里區大明里,台中市,大里區,大明里
22555003,統一超商股份有限公司,16090479,屏東縣第２８分公司,屏東縣屏東市永安里建國路九十九–１號,3,22.664789,120.482689,台灣屏東縣屏東市永安里,屏東縣,屏東市,永安里
22555003,統一超商股份有限公司,16090484,屏東縣第２７分公司,屏東縣屏東市潭墘里大同北路１號,1,22.6788598,120.4748841,台灣屏東縣屏東市潭墘里,屏東縣,屏東市,潭墘里
22555003,統一超商股份有限公司,16090490,高雄巿第１５８分公司,高雄市三民區莊敬路２８９號,1,22.6496688,120.3183874,台灣高雄市三民區灣中里,高雄市,三民區,灣中里
22555003,統一超商股份有限公司,16090652,台北縣第２７７分公司,臺北縣蘆洲鄉中原里十六鄰中正路１８５巷六十號,3,25.0845937,121.4668028,台灣新北市蘆洲區中原里,新北市,蘆洲區,中原里
22555003,統一超商股份有限公司,16090668,嘉義縣第１１分公司,嘉義縣民雄鄉民權路42-2號,1,23.558111,120.431273,台灣嘉義縣民雄鄉寮頂村,嘉義縣,民雄鄉,寮頂村
22555003,統一超商股份有限公司,16090674,雲林縣第二十一分公司,雲林縣元長鄉中山路32號,1,23.6496719,120.3137057,台灣雲林縣元長鄉長南村,雲林縣,元長鄉,長南村
22555003,統一超商股份有限公司,16090689,桃園縣第１０２分公司,桃園市桃園區莊敬里經國路242號,1,25.0206724,121.3041053,台灣桃園市桃園區自強里,桃園市,桃園區,自強里
22555003,統一超商股份有限公司,16090718,台中巿第１２０分公司,臺中市西屯區臺中港路三段１９６號,3,24.1855122,120.6161854,台灣台中市西屯區福林里,台中市,西屯區,福林里
22555003,統一超商股份有限公司,16090724,彰化縣第三十一分公司,彰化縣彰化市南興里天祥路359號,1,24.0615365,120.5332524,台灣彰化縣彰化市南興里,彰化縣,彰化市,南興里
22555003,統一超商股份有限公司,16090739,彰化縣第三十二分公司,彰化縣彰化市平和里金馬路三段７８４號,3,24.0760081,120.5306568,台灣彰化縣彰化市平和里,彰化縣,彰化市,平和里
22555003,統一超商股份有限公司,16090745,彰化縣第３３分公司,彰化縣彰化市國聖里中山路三段５１２號,3,24.089977,120.566727,台灣彰化縣彰化市國聖里,彰化縣,彰化市,國聖里
22555003,統一超商股份有限公司,16090750,彰化縣第三十四分公司,彰化縣伸港鄉新港村中興路一段３５５號,1,24.1474316,120.4889395,台灣彰化縣伸港鄉新港村,彰化縣,伸港鄉,新港村
22555003,統一超商股份有限公司,16091441,台北縣第２７８分公司,新北市中和區忠孝街103號,1,24.9863744,121.5119265,台灣新北市中和區東南里,新北市,中和區,東南里
22555003,統一超商股份有限公司,16091456,高雄巿第１６０分公司,高雄市前鎮區竹內里賢明路３號,1,22.609027,120.324578,台灣高雄市前鎮區竹內里,高雄市,前鎮區,竹內里
22555003,統一超商股份有限公司,16091462,高雄巿第一六一分公司,高雄市楠梓區裕昌里後昌路１２８５號,3,22.7158682,120.2883307,台灣高雄市楠梓區裕昌里,高雄市,楠梓區,裕昌里
22555003,統一超商股份有限公司,16091478,高雄市第三三六分公司,高雄市鳳山區中崙四路２號,3,22.5996362,120.3526893,台灣高雄市鳳山區中民里,高雄市,鳳山區,中民里
22555003,統一超商股份有限公司,16091630,台北縣第二八０分公司,新北市汐止區汐萬路2段62巷1１號,1,25.0822955,121.6498738,台灣新北市汐止區拱北里,新北市,汐止區,拱北里
22555003,統一超商股份有限公司,16091646,桃園縣第１０４分公司,桃園市桃園區大興西路二段1號,1,25.0120518,121.3001552,台灣桃園市桃園區中寧里,桃園市,桃園區,中寧里
