NAME,ADDRESS,CAR_NUM,MOTOR_NUM,lat,lng
竹北市縣治停車場,竹北市縣華段142號,758.0,0.0,24.8346871,120.9933678
湖口鄉中興立體停車場,湖口鄉興湖段58-74等17筆號,147.0,0.0,24.8990046,121.03957820000001
竹東仁愛路公有停車場(廣停二),新竹縣竹東鎮仁愛路/學前路口(竹東鎮仁愛段1252號,163.0,0.0,24.7348375,121.0905953
華興街立體停車場,竹北市華興段129號,135.0,0.0,24.839478500000002,121.00199440000002
中正東路停車場,竹北市竹仁段1024號,45.0,0.0,24.837015100000002,121.0121895
停六文化停車場,竹北市翰林段1347號,103.0,0.0,24.8346871,120.9933678
東元停車場,竹北市縣福段224號,68.0,0.0,24.826879199999997,121.0129037
臺灣高速鐵路股份有限公司新竹站停車場,竹北市世興段3號,799.0,917.0,24.8117275,121.038693
CAR IN竹榮站停車場,竹東鎮資源段120號,66.0,190.0,24.7628426,121.0891473
廣四廣場停車場,竹北市新國段366號,68.0,0.0,24.8435013,120.9988834
停四勝利停車場,竹北市大學段524號,48.0,0.0,24.8346871,120.9933678
停五成功停車場,竹北市公園段748號,37.0,0.0,24.8346871,120.9933678
停六自強停車場,竹北市公園段470-1號,174.0,0.0,24.8397212,121.008766
停七光明停車場,竹北市翰林段606號,309.0,0.0,24.8346871,120.9933678
竹東鎮三重社區活動中心前公有停車場(中興路),竹東鎮四重段826號,36.0,0.0,24.774922,121.04497679999999
縣華段停車場,竹北市縣華段140號,109.0,0.0,24.8276188,121.00898459999999
承恩建設股份有限公司,竹北市大學段521號,843.0,0.0,24.8346871,120.9933678
好庭車文興停車場,竹北市隘興段538號,119.0,34.0,24.8346871,120.9933678
好庭車縣政二停車場,竹北市縣福段115號,145.0,0.0,24.8053098,121.0361385
公二暨停五公有停車場,竹北市翰林段1476號,475.0,0.0,24.8346871,120.9933678
竹北市停15路外停車場,新竹縣竹北市縣華段561號,326.0,0.0,24.8346871,120.9933678
竹北市停十三仁德停車場,竹北市竹仁段1045及1046號,47.0,0.0,24.837015100000002,121.0121895
竹北高鐵停6路外停車場,竹北市永興段510號,150.0,0.0,24.8287095,121.0169462
新竹芎林鄉停1路外停車場,芎林鄉廣福段204(部分)號,28.0,0.0,24.775422199999998,121.079627
重光75停車場,竹東鎮重光段0075-0000號,9.0,0.0,24.736230199999998,121.0913634
和平街停車場,新埔鎮福德段15號,43.0,0.0,24.849606100000003,121.09083290000001
新社停車場,竹北市社北段437號,53.0,0.0,24.8346871,120.9933678
Times竹北市光明六路停車場,竹北市公園段473號,99.0,0.0,24.8346871,120.9933678
官德男停車場,竹東鎮重光段0076-0002號,78.0,0.0,24.736230199999998,121.0913634
新竹縣湖口工業區鳳凰村仁樂路停車場,湖口鄉建興段鳳凰小段0529號,223.0,0.0,24.8814458,121.04497679999999
龍天宮停車場,橫山鄉九讚頭382號,11.0,0.0,24.717257,121.14168899999999
Times竹北市三民路停車場,竹北市豆子埔段1027號,19.0,0.0,24.836395,121.017655
新瓦屋客家文化保存區附設停車場,竹北市永興段722號,27.0,0.0,24.8287095,121.0169462
停八嘉德停車場,竹北市台科段3部分號,90.0,0.0,24.8256342,121.00471200000001
斗星停車場,竹北市府前段1212號,78.0,0.0,24.8287095,121.0169462
仁發香榭停車場,竹北市莊敬段744號,58.0,0.0,24.8346871,120.9933678
臻觀社區停車場,竹北市隘興段628-2號,54.0,0.0,24.8346871,120.9933678
竹北天后宮停車場,竹北市竹仁段898號,46.0,0.0,24.837015100000002,121.0121895
Times竹北市文壽街停車場,竹北市翰林段1440號,14.0,0.0,24.8100405,121.0230537
Times竹北市仁義路停車場,竹北市豆子埔595號,18.0,0.0,24.836395,121.017655
Times竹北市文采街停車場,竹北市翰林段1009號,38.0,0.0,24.8346871,120.9933678
Times竹北市文信路停車場,竹北市翰林段1032號,28.0,0.0,24.8346871,120.9933678
 停十六斗崙停車場,竹北市台科段203號,116.0,0.0,24.8256342,121.00471200000001
富宇君天下室內地下停車場,竹北市永興段453號,57.0,0.0,24.8287095,121.0169462
竹北三民停車場,竹北市竹義段429號,36.0,0.0,24.838006,121.00651699999999
中興停車場,湖口鄉中興段中興小段518號,72.0,0.0,24.8666921,121.02840659999998
五都停車場高鐵新竹一站,竹北市世興段33號,127.0,0.0,24.8117275,121.038693
竹北博愛街平面停車場,竹北市站前段154號,48.0,0.0,24.808192000000002,121.0402254
新竹縣游泳館停車場,公園段1164號,63.0,0.0,24.8209348,121.02057079999999
三千湖口停車塔,湖口鄉建興段建興小段205號,80.0,0.0,24.8814458,121.04497679999999
Times竹北市文信建國停車場,竹北市豆子埔982號,20.0,0.0,24.836395,121.017655
竹北暐順經貿大樓地下停車場,竹北世興段46號,556.0,500.0,24.8117275,121.038693
竹北停九停車場,竹北市自強段168號,67.0,0.0,24.8074604,121.03882309999999
伯公下停車場,非都市土地(橫山鄉內灣段610號,68.0,0.0,24.705759399999998,121.17819750000001
關西第一停車場,關西鎮明德段457號,128.0,0.0,24.8044851,121.1481284
停二泰和停車場,竹北市東華段1031號,64.0,0.0,24.850054,121.00464199999999
 廣停一機車停車場,竹北市站後段19號,0.0,373.0,24.8346871,120.9933678
