NAME,ADDRESS,CAR_NUM,MOTOR_NUM,lat,lng
財稅大樓,中正三路25號,126.0,0.0,22.630674,120.309858
忠孝,忠孝一路331號,568.0,0.0,22.633395,120.306056
民權輕鋼架,民權一路221號,256.0,203.0,22.623527,120.311551
錦田機車,中正三路、錦田路口,0.0,124.0,22.631477,120.310186
忠孝一路,中正三路與忠孝一路口旁,40.0,7.0,22.63091176,120.3061048
自強,文武一街65號,305.0,0.0,22.631162,120.29344
新田,新田路268號旁,26.0,43.0,22.620321,120.297696
成功機車,成功一路、前金二街,0.0,60.0,22.6271,120.292778
六合夜市,六合二路與瑞源路口旁,35.0,0.0,22.63133644,120.29721095
林投機車,生興一巷、中正四路,0.0,139.0,22.628138,120.293646
自強三路,自強三路、光明街口,49.0,86.0,22.620724,120.297242
文化中心,五福一路67號,830.0,0.0,22.627123,120.318888
凱旋,凱旋二路130號,554.0,0.0,22.6251221,120.3240374
四維,苓雅一路226號,836.0,921.0,22.621429,120.311083
武廟,輔仁路123號,121.0,180.0,22.62884786,120.33257745
允文,允文街、永明街,13.0,16.0,22.618606,120.294856
金馬,三多一路、輔仁路口,178.0,28.0,22.62371843,120.33371068
福裕,福德三路、三多一路口,114.0,0.0,22.622703,120.327201
苓中,苓雅一路、文橫二路口,69.0,47.0,22.61904478,120.30508984
英明,英明路、英明路163巷口,96.0,32.0,22.61735373,120.32438045
輔仁,輔仁路、明德路,27.0,46.0,22.625397,120.332024
福德,建國一路與福德二路口,35.0,55.0,22.63287687,120.3280764
林德官A區,廣州一街、廣東一街3巷,30.0,24.0,22.618869,120.319217
林德官B區,廣州一街、廣東一街4巷,47.0,0.0,22.61935855,120.3196955
林德官C區,廣州一街、三多二路,40.0,0.0,22.619615,120.320318
林德官G區,廣州一街、三多二路,34.0,0.0,22.61966,120.320489
林德官H區,廣州一街、三多二路,9.0,0.0,22.620157,120.320339
林德官D區,廣東一街3巷、廣東一街(西南角),12.0,0.0,22.61944381,120.32038276
林德官E區,和平一路11巷、廣東一街(東南角),7.0,0.0,22.619519,120.32064011
林德官F區,和平一路39巷、廣東一街,21.0,0.0,22.62002519,120.32043038
建軍,三多一路、建軍路口,46.0,36.0,22.62615669,120.34222575
同慶,凱旋路、同慶路,111.0,94.0,22.62792413,120.32292807
鹽埕,大仁路10號,836.0,0.0,22.6249708,120.2863785
公園,公園路、大義街口,346.0,251.0,22.61966,120.285361
美術館,美術館路82號,333.0,0.0,22.655661399999996,120.285431
美術館東二路,美術東二路、美術館路,156.0,80.0,22.655157,120.287338
聯合醫院,美術館路、美術東四路,178.0,184.0,22.65491324,120.2904443
河川,河川街、綠川街口,22.0,11.0,22.635222,120.283772
濱海,濱海二路、臨海二路,26.0,36.0,22.62397514,120.2698125
廣三,鼓山一路,9.0,0.0,22.62061284,120.27442129
厚泰,九如四路、厚安街口,61.0,0.0,22.645825,120.279546
美術館,馬卡道路、美術館路,99.0,0.0,22.655096,120.283488
臨海二路,臨海二路、捷興街口,12.0,30.0,22.62133561,120.2744667
哨船,哨船街85號、哨船街80-3號,21.0,9.0,22.62357496,120.26921551
前峰,內惟路與銘傳路口旁,65.0,0.0,22.66670309,120.28233763
龍德,龍德新路與新德路口,39.0,0.0,22.654401999999997,120.304694
南鼓山,臨海二 路、捷興二街,28.0,0.0,22.62162407,120.27463084
裕興,中華一路29巷20弄、近中華一路,6.0,0.0,22.667319,120.290198
華泰,華泰路與華泰路211巷路口,32.0,0.0,22.66956155,120.29302385
中洲,中洲二路、中洲二路204號旁,23.0,0.0,22.582749,120.291044
中興市場,廣澤街、商港街,18.0,0.0,22.573949,120.296518
旗津海岸,旗津海水浴場旁,92.0,0.0,22.608677,120.26927
旗津老街,發祥街與旗津三路口,105.0,0.0,22.610511,120.268098
盛興,林森三路145號,382.0,0.0,22.613564999999998,120.308551
民權,泰山街1號,479.0,0.0,22.6082988,120.3158595
民權二路,民權二路、衡山街,47.0,0.0,22.609261,120.313094
正勤(中山),中山三路與正勤路口旁,63.0,123.0,22.60387013,120.30831948
正勤(中華),正勤路、中華五路,58.0,0.0,22.60342845,120.30700708
獅甲,復興三路近中華五路,46.0,17.0,22.606232000000002,120.303883
德昌,德昌路、同安路,43.0,16.0,22.583756,120.317067
后安,后安路、天倫街,73.0,0.0,22.573622,120.321956
向榮,向榮街、崇安街,17.0,0.0,22.571564000000002,120.331
瑞泰,瑞泰街近瑞福路,26.0,0.0,22.607057,120.335052
瑞北,瑞北路、瑞恩街,27.0,0.0,22.608906,120.329566
君毅,正勤路旁(靠近君毅正勤社區之正勤路出入口),47.0,0.0,22.60214704,120.30381689
管仲,管仲路、光華三路,229.0,51.0,22.604613,120.313771
光華,光華路、ㄧ心一路,212.0,0.0,22.606806,120.316827
瑞福,瑞福路、瑞安街口,31.0,37.0,22.607753,120.33541
瑞安,瑞福路、瑞安街口,24.0,0.0,22.60781884,120.33512935
瑞隆,瑞泰街近瑞福路口,21.0,18.0,22.606998,120.33532
鎮興,凱旋四路、鎮興路口,64.0,0.0,22.592822,120.311334
時代大道,中華五路與時代大道口,48.0,0.0,22.596405999999998,120.308948
捷運前鎮高中站(R5)機車,鎮中路、翠亨北路口,0.0,167.0,22.587416,120.322356
鎮賢,鎮賢街52巷旁,23.0,20.0,22.589858,120.309262
興化,興化街、新生路口,39.0,0.0,22.583048,120.310491
瑞豐,瑞福路瑞豐國小對面,14.0,16.0,22.606554,120.33581
鎮榮街,鎮榮街、鎮華街,32.0,0.0,22.588912,120.30977
鎮榮街第二,鎮榮街、鎮華街,28.0,0.0,22.58873356,120.30970238
前鎮貨櫃車,翠亨南路與金福路口旁台糖高雄大型車輛停車場內,0.0,0.0,22.57643227,120.32556599
英德街,和平二路與英德街口旁,85.0,25.0,22.61386217,120.32234733
沱江,管仲路與沱江街口,78.0,0.0,22.60667281,120.3119926
凱旋三路,凱旋三路與賢明路,24.0,0.0,22.608439999999998,120.325154
凱旋三路機車,賢明路與育樂路8巷,0.0,22.0,22.608924,120.324799
新光,成功路高雄展覽館旁,443.0,578.0,22.607547,120.299849
瑞昌,瑞隆路190巷4弄、瑞福路口,11.0,0.0,22.606381,120.335735
明義,草衙二路與中平路口,32.0,0.0,22.576667,120.324232
臥龍,九如一路與臥龍路口旁,28.0,0.0,22.63833683,120.32991897
鼎泰,裕誠路、鼎瑞街,62.0,0.0,22.66385845,120.31513917
明仁,明仁路與明吉路口旁,110.0,0.0,22.662663000000002,120.313188
陽明,陽明路與義華路口旁,48.0,0.0,22.64293258,120.34219726
正興,正興路與正興路163巷口旁,139.0,46.0,22.64656119,120.31968906
金獅湖,鼎金一巷,37.0,45.0,22.665892000000003,120.328285
金山,金山路、金山路360巷,8.0,25.0,22.661921,120.31869
中博高架橋下(後站),博愛一路、近九如二路口,77.0,188.0,22.641662,120.302985
中博高架橋下(前站),中山一路、近河北二路口,22.0,69.0,22.6376086,120.3026262
三鳳中街,建國三路、中華二路口(三民國小旁),67.0,0.0,22.636848999999998,120.292176
澄東,文安南街與褒揚東街口旁,127.0,0.0,22.64029084,120.34638186
三鳳中街機車,三民派出所旁,0.0,154.0,22.636960000000002,120.292357
寶華,陽明路16巷內,91.0,46.0,22.63744661,120.34202277
三民二號公園,同協路、安東街口,51.0,31.0,22.64842192,120.29563411
本和,鼎勇街與大園街口旁,75.0,0.0,22.65744835,120.32524239
本和第二,鼎勇街與鼎文街口旁,78.0,0.0,22.65758696,120.32439481
皓東,正忠路、皓東路17巷口,89.0,0.0,22.648507000000002,120.331212
金鼎,金山路、金山路18巷,36.0,0.0,222.66333999999998,120.326025
民族一路,民族一路、九如二路(民族陸橋),110.0,12.0,22.639833,120.31379
歡樂17,軍校路與後昌路837巷口旁,36.0,22.0,22.71027069,120.2929517
立民,立民路、立仁路,32.0,0.0,22.742243,120.336768
常德,常順路、常德街32巷,30.0,0.0,22.731953,120.336679
常順,常順路32巷、當興街115巷,78.0,0.0,22.732167,120.337002
青埔,青埔街50巷,39.0,16.0,22.729682999999998,120.323657
清豐,土庫二路與清豐三路口,44.0,92.0,22.7375875,120.3272898
楠梓運動場,東寧路、楠裕街口,143.0,0.0,22.732346,120.331818
樂群,樂群路、加宏路,34.0,0.0,22.71847,120.296781
德中,德中路73巷─大學33街,24.0,0.0,22.721873000000002,120.277465
三山,三山街、福興街,99.0,0.0,22.715993,120.282675
惠民,惠民路、壽豐路間,63.0,68.0,22.723360999999997,120.294092
廣昌,右昌忠義9巷、廣昌街113巷,57.0,68.0,22.70588038,120.28543427
大昌,右昌街79巷、右昌街79巷132弄交叉口,13.0,0.0,22.707539,120.288766
加昌,加昌路、軍校路880巷31弄,96.0,0.0,22.712932000000002,120.292831
智昌,智昌街、勇昌街,83.0,0.0,22.720845999999998,120.2877
後昌,後昌路862-1號旁,13.0,10.0,22.7124235,120.2945235
後昌路北側,左楠路至後昌路546巷,0.0,58.0,22.70791578,120.30122189
青埔溝,楠梓新路至建楠路,190.0,209.0,22.728818,120.32667
小港,小港路175號,219.0,0.0,22.564404,120.338011
松崗,松崗路、松崗路18巷,18.0,0.0,22.574795,120.374217
中光,中光街、中光街22巷,25.0,0.0,22.571586,120.355798
店北,店北路、店鳳街,21.0,0.0,22.562744,120.351518
二苓,二苓路176巷,12.0,24.0,22.566126,120.349662
高坪23路,高坪23路、高坪32街,27.0,0.0,22.561164,120.388886
高坪7路,高坪7路、高坪22路,62.0,0.0,22.556462,120.381135
鳳興,鳳盛街38號對面,17.0,0.0,22.524321,120.348137
龍鳳,龍鳳街、朝福街,30.0,0.0,22.513435,120.357175
鳳陽,鳳陽街18巷、及6巷中間,20.0,0.0,22.562484,120.370225
平和,平和路、平和南路,46.0,0.0,22.562514,120.335809
華山,華山路、華仁街口,31.0,0.0,22.568078,120.366209
海功,海功路57號,501.0,0.0,22.6935281,120.297248
福山,重信路35號,459.0,0.0,22.6835269,120.3165362
富民,富民路與太原街口旁,40.0,0.0,22.667631,120.305613
龍華,大順一路與龍德新路口旁,75.0,0.0,22.65595677,120.31095386
華夏,華夏路、曾子路,36.0,0.0,22.680966,120.305962
文水,文水路、華夏路,93.0,0.0,22.681092,120.306211
辛亥,裕誠路、辛亥路,43.0,0.0,22.664795,120.310052
孟子,博愛三路、孟子路,38.0,0.0,22.67582873,120.30684931
曾子,自由三路與曾子路口旁,37.0,0.0,22.67659894,120.31276924
環潭,環潭路332之1號旁,32.0,0.0,22.686159,120.299988
海光,勝利路、新莊仔路口,73.0,71.0,22.67869,120.292626
新莊一路,新莊一路底,60.0,0.0,22.674207,120.295569
舊左營國中,新庄子路、勝利路,142.0,0.0,22.677951,120.293234
東門,翠華路601巷與城峰路口旁,42.0,0.0,22.67427895,120.29011221
高雄新左營站前,站前路與站前南路口,248.0,500.0,22.68693839,120.30520547
榮光,榮光街、榮總路,26.0,28.0,22.684962,120.321603
