NAME,ADDRESS,CAR_NUM,MOTOR_NUM,lat,lng
(停34)自由路 (第一期)立體停車場,自由路、公園路(台中市自由路2段92號),368.0,0.0,24.142637,120.684819
大誠立體停車場 (柳川舊河道),成功路、大誠街口(台中市吉祥街20號),272.0,0.0,24.14469,120.6793
(停103)興中停車場,大誠街、中正路口,141.0,0.0,24.14418,120.67886
(機51)州廳前廣場停車場,民權路、市府路 ,58.0,0.0,24.138949,120.678725
(停73)大益停車場,向上路 、大忠街,78.0,0.0,24.1462251,120.654294
(停75)美村停車場,美村路、 存中街,101.0,0.0,24.14143,120.661511
(停76)土庫停車場,忠明南路、 存中街、 華美街,93.0,0.0,24.141407,120.657516
(停78)吉龍停車場,美村路、 南屯路,61.0,0.0,24.132423,120.661801
(廣八)光明停車場,林森路、自由路,18.0,0.0,24.133028,120.675107
(廣十)柳川停車場,中華路一之120號地下2、3樓、四維街,98.0,0.0,24.1409,120.671709
(停55)平和停車場,中華路、 柳川西路 ,8.0,0.0,24.14095,120.67264
(細停51)民龍停車場,民權路、 博館二街,25.0,11.0,24.15257,120.67026
(細停158)林森停車場 ,貴和街、府後街,72.0,44.0,24.13458,120.67357
(細停157)貴和停車場,貴和街、 大全街,17.0,0.0,24.136316,120.670667
(停145 )廣民停車場,四維街、大明街,11.0,25.0,24.139042,120.673485
(公43)府後街地下停車場,府後街與康樂街口(台中市府後街1之8號),386.0,188.0,24.13624,120.67508
(停62)藍興停車場,大全街、大新街,39.0,0.0,24.13366,120.668776
(公78)萬壽棒球場附屬地下停車場,(台中市向上路1段577號平面及地下一樓)大墩路、向上路,100.0,0.0,24.14585,120.65002
(細公59)忠明公園地下停車場,中美街、美村路1段52巷口,72.0,0.0,24.15382,120.66008
臺中市政府交通局大樓附屬平面停車場,民權路101號前,26.0,0.0,24.139612,120.67772
草悟道地下停車場,英才路524號,225.0,168.0,24.14957,120.66511
(細停178)自立停車場,自立街、自立街25巷,29.0,0.0,24.139362,120.671758
(停164)干城立體停車場,自由路三段、自由路二街(台中市自由路3段50號),473.0,0.0,24.142834,120.687894
(停165)南京立體停車場,南京路、自由路三街(台中市南京路72號),774.0,0.0,24.14019,120.69079
(停16)十甲停車場 ,二聖街、東英八街,40.0,0.0,24.141625,120.704071
(停17)東英停車場,東英八街、一心街,109.0,0.0,24.141628,120.702006
(停37)忠孝停車場 ,忠孝路、信義街218巷,42.0,0.0,24.133197,120.690339
(停147)東峰停車場,台中路、七中路、 喬城路,22.0,9.0,24.122137,120.685018
精武廣場停車場,雙十路、 精武路,5.0,0.0,24.145734,120.686692
(停18)一心停車場 ,樂業路、 一心街,58.0,0.0,24.139186,120.702083
(停19)信心停車場,東英一街、一心街,195.0,0.0,24.134547,120.702305
旱溪停車場(停15),旱溪街、台74線,134.0,0.0,24.14085,120.70938
三賢停車場(停14),十甲路、東英十一街,123.0,0.0,24.14402,120.71121
(公兒30)立德停車場,立德街、信義街,150.0,0.0,24.133574,120.687482
舊建國市場臨時停車場,建國路、八德街,149.0,800.0,24.13871,120.68711
(公68)崇倫公園附設停車場,南屯路上  (近忠明南路),47.0,0.0,24.133525,120.658301
(停77)南平停車場,南平路、美村路,75.0,0.0,24.123907,120.66603
(停60)德義停車場 ,忠孝路、有恆街(有恆街147號),30.0,0.0,24.128101,120.677204
(停80)樹德停車場 ,德富路120巷與德吉街口,72.0,0.0,24.11853,120.65408
(公47)健康公園地下停車場,忠明南路、 美村南路口,31.0,0.0,24.119265,120.667221
(公47)健康公園附設停車場,五權南路、美村南路口,60.0,0.0,24.12098,120.66984
城隍停車場(細停59),國光路、建成路口,18.0,0.0,24.12734,120.67945
復興停車場,國光路、復興路口,9.0,0.0,24.131947,120.676331
(細停2)大慶停車場,文心南路、建國北路口,131.0,247.0,24.16872,120.6494
建國北停車場,文心南路、建國北路口,0.0,759.0,24.121482,120.651749
國資圖旁臨時停車場,復興園路、新榮街、復興路三段,89.0,141.0,24.128928,120.67144
(停71)漢口立體停車場,漢口路、寧夏路口(台中市寧夏路80號),372.0,241.0,24.165684,120.66256
(停72)東興立體停車場,東興路口、大墩19街口(台中市東興路3段332號),361.0,0.0,24.156426,120.654404
(停69)河南停車場,河南路、重慶路口,19.0,0.0,24.16983,120.66217
(停70)忠義停車場,重慶路、甘肅路口,17.0,34.0,24.16787,120.65736
(停84)櫻花停車場,櫻花路、 西屯路208巷,24.0,0.0,24.17008,120.65203
(停95)弘孝停車場,弘孝路229號邊、河南路二段301巷,37.0,0.0,24.17108,120.64896
(停87)逢甲停車場,西屯路、上石北二巷,90.0,0.0,24.171503,120.64651200000002
(停89)何厝停車場,四川路、 四川路120巷、何厝市場旁,29.0,0.0,24.162633,120.653459
(停91)大墩停車場 ,大容東街與大容東一街口,52.0,0.0,24.156228,120.647804
(停107)同心停車場,福科路、黎明路3段220巷,26.0,0.0,24.17893,120.63787
(停119)福安停車場,福科路、福順路458巷,37.0,0.0,24.18587,120.616
國豐停車場 ,玉門路、西平南巷邊、國安二路,68.0,29.0,24.192308,120.613157
(停88)上安停車場 ,上安路103號邊,14.0,0.0,24.171182,120.639883
(停68)大福停車場 ,長安路二段、中清路65巷101弄(水湳市場旁),17.0,16.0,24.177069,120.666944
(停1)惠新停車場 ,臺灣大道、惠來路,198.0,561.0,24.16451,120.6423
(停2)惠安停車場 ,惠來路、                            市政北七路 ,92.0,0.0,24.163786,120.642135
(排水道用地)潮洋臨時停車場,逢甲路、  福星路口,0.0,540.0,24.178692,120.644949
(廣兼停3)惠順停車場,市政北六路、河南路三段,158.0,79.0,24.164683,120.63918
(廣兼停4)朝富停車場,市政北六路、河南路三段,175.0,524.0,24.16524,120.63833
(普濟溪臨時加蓋)福恩停車場,工業區一路2巷、工業區一路,56.0,0.0,24.182531,120.61473
(住2)大鵬臨時停車場,中清西二街、中清西二街92巷口,16.0,0.0,24.17573,120.665643
(文小56)文修停車場,漢翔路、烈美街,135.0,0.0,24.18532,120.64271
（停127）太原停車場,太原路一段、忠義街口,22.0,0.0,24.16137,120.65928
(細停5)惠來立體停車場,市政北一路、惠來路,430.0,161.0,24.15989,120.63946
(機1)臺灣大道市政大樓附屬地下停車場,台中港路、文心路、惠中路,493.0,800.0,24.16196,120.64522
(機1)臺灣大道市政大樓附屬平面停車場,台中港路、文心路、惠中路,256.0,114.0,24.16155,120.64849
市政公園停車場,文心路、惠中路,899.0,400.0,24.15938,120.64716
(交7)秋紅谷停車場,台灣大道、河南路,114.0,1045.0,24.16699,120.64017
(住2)銀聯三村停車場 ,何安二巷、甘州六街,172.0,97.0,24.166093,120.657627
廣兼停130停車場,馬龍潭路、龍富路5段,93.0,172.0,24.160084,120.630101
（細廣兼停7）停車場,聖王街、黎明路,13.0,0.0,24.15891,120.63344
(廣兼停98)朝馬停車場,上安路上、上安北街對面(近黎明路三段),123.0,0.0,24.17288,120.63596
(廣兼停120)協和停車場,安和二街、安和西街、福玄路,73.0,0.0,24.177557,120.621605
(廣兼停120-1)福順停車場,福順路、福裕路,88.0,0.0,24.17986,120.62724
(細停)麗澤國小校門左側,西屯區國安二路242巷199號,24.0,0.0,24.19544,120.61331
(停121)世貿中心停車場,中工二路、天保街,287.0,0.0,24.176074,120.616147
(細停11)台中榮民總醫院第二立體停車場,東大路(臺中榮總第二醫療大樓左側),550.0,0.0,24.18573,120.6039
(細停12)台中榮民總醫院第一立體停車場,台灣大道四段、東大路一段,445.0,0.0,24.18334,120.60283
(公園用地)台中都會公園停車場,臺中市西屯區西平南巷30-3號,572.0,550.0,24.208097,120.598418
福星立體停車場,臺中市西屯區逢隆里福星路575號,69.0,73.0,24.175634,120.645999
星享道公有停車場,臺中市西屯區福星北路18號,393.0,75.0,24.182911,120.645099
西屯區社會住宅預定地臨時停車場,惠中路、青海路,65.0,0.0,24.167278,120.64779
細停2停車場,西屯路二段、西屯路二段208巷,43.0,0.0,24.16872,120.6494
下石碑停車場,順平路、中平路,156.0,0.0,24.17661,120.6629
(停54)台中公園地下停車場,公園路、三民路口(台中市公園路8之1號),440.0,76.0,24.14544,120.68295
(停48)中德停車場 ,太原四街、太原八街,29.0,0.0,24.165834,120.669419
(停40)山西停車場,北平路、 山西路,26.0,0.0,24.171491,120.676164
(停67)武昌停車場,陜西路與陜西五街口,21.0,0.0,24.169438,120.668202
(細停163)中賓停車場,五義街、五順街,178.0,0.0,24.154978,120.683363
(停134)永興停車場,太原路、永興街,50.0,31.0,24.16506,120.68203
(細停166)金華停車場,"興進路邊（近雙十路）
(育仁國小附近)",45.0,0.0,24.155703,120.691614
(停12)建成停車場,東光五街、東光路 (肉品市場邊),58.0,37.0,24.15515,120.699116
(停28)新興停車場,精武路、一中街,191.0,0.0,24.146427,120.684883
(停162)福音停車場,中華夜市旁,185.0,90.0,24.146771,120.681274
(停63)中華停車場,中華夜市旁,222.0,222.0,24.147285,120.677994
(停161)大湖停車場,精武路、中華路、公園路(中華夜市旁),61.0,67.0,24.14833,120.67948
光大停車場,北區中央市場旁(近五權路與篤行路口),51.0,0.0,24.14857,120.67573
(停169)金龍停車場,三民路、崇德路,32.0,0.0,24.155232,120.686156
(細停164)東欣停車場,柳川西路四段與太平路口 (東興市場旁),63.0,0.0,24.15253,120.6762043
(細停167)東欣停車場,太平路 (東興市場旁),0.0,33.0,24.15305,120.677978
(廣停)停車場,博館二街、博館東街九巷,0.0,34.0,24.154723,120.66583500000002
(細停180)健行停車場,梅亭街、華中街,158.0,0.0,24.160565,120.672412
