縣市代碼,縣市名稱,學校代碼,學校名稱,班級數7年級,班級數8年級,班級數9年級,學生數7年級男,學生數7年級女,學生數8年級男,學生數8年級女,學生數9年級男,學生數9年級女,上學年男畢業生,上學年女畢業生,男專任教師,女專任教師,男職員,女職員,lat,lng,stu_sum,stu_sum_lastyear,staff_sum
30,臺北市,411303,私立華興中學附設國中部,7,7,7,208,101,189,116,168,118,188,108,0,0,0,0,25.1050855,121.5385223,900,296,0
30,臺北市,413301,市立陽明高中,6,6,6,77,90,99,89,99,72,102,78,0,0,0,0,25.0922121,121.5172424,526,180,0
30,臺北市,413302,市立百齡高中,12,11,12,135,125,159,142,133,141,160,147,0,0,0,0,25.0870549,121.5229998,835,307,0
30,臺北市,413501,市立士林國中,9,10,11,108,89,118,99,129,111,110,116,25,58,2,15,25.0944084,121.5226286,654,226,100
30,臺北市,413502,市立蘭雅國中,15,15,16,168,180,188,174,202,189,218,179,29,97,3,15,25.110605,121.530897,1101,397,144
30,臺北市,413504,市立至善國中,3,3,3,29,13,22,15,32,18,37,15,12,18,1,8,24.1747541,120.6407391,129,52,39
30,臺北市,413505,市立格致國中,2,2,2,12,19,15,12,17,13,9,9,11,13,5,6,25.1308499,121.546354,88,18,35
30,臺北市,413506,市立福安國中,3,3,4,22,24,32,13,31,31,29,29,16,18,5,6,25.1032614,121.4878824,153,58,45
30,臺北市,413508,市立天母國中,18,18,19,230,225,250,208,237,227,261,220,40,106,5,16,25.1180479,121.5381925,1377,481,167
30,臺北市,421301,私立薇閣高中附設國中部,13,13,13,309,276,328,257,311,274,302,236,0,0,0,0,25.1395247,121.5039712,1755,538,0
30,臺北市,421302,私立幼華高中附設國中部,3,0,0,41,53,0,0,0,0,0,0,0,0,0,0,25.1334354,121.4968537,94,0,0
30,臺北市,421303,私立奎山實驗高中附設國中部,2,2,2,28,26,31,32,19,24,35,31,0,0,0,0,25.112998,121.5223028,160,66,0
30,臺北市,423501,市立北投國中,12,13,14,102,98,128,114,157,155,166,122,32,73,3,16,25.134874,121.504529,754,288,124
30,臺北市,423502,市立新民國中,4,4,5,45,35,52,24,53,34,58,26,18,22,1,10,25.1382345,121.5063989,243,84,51
30,臺北市,423503,市立明德國中,11,12,13,156,161,153,119,167,140,147,145,22,83,5,14,25.1081039,121.51852,896,292,124
30,臺北市,423504,市立桃源國中,5,4,5,44,57,68,52,69,58,67,44,15,28,4,9,25.1347115,121.477338,348,111,56
30,臺北市,423505,市立石牌國中,28,28,28,423,386,409,396,428,369,403,394,53,157,7,17,25.1149914,121.5141752,2411,797,234
30,臺北市,423506,市立關渡國中,3,3,3,46,33,42,44,56,33,50,46,13,18,2,9,25.1198994,121.4671378,254,96,42
50,高雄市,513501,市立鹽埕國中,6,6,6,78,82,66,77,72,81,74,73,12,40,3,6,22.62268,120.288063,456,147,61
50,高雄市,521301,私立明誠高中附設國中部,4,3,4,82,71,62,51,79,61,77,55,0,0,0,0,22.666246,120.292014,406,132,0
50,高雄市,521303,私立大榮高中附設國中部,2,2,1,17,16,22,12,14,6,10,6,0,0,0,0,22.6535429,120.2801989,87,16,0
50,高雄市,523301,市立鼓山高中附設國中部,5,5,5,56,63,70,63,59,60,72,61,0,0,0,0,22.6520055,120.2747089,371,133,0
50,高雄市,523502,市立壽山國中,4,4,4,42,35,35,46,34,51,61,39,14,23,2,6,22.6331988,120.2784858,243,100,45
50,高雄市,523503,市立明華國中,18,18,18,320,267,290,297,297,272,324,280,34,94,3,11,22.6619921,120.3011808,1743,604,142
50,高雄市,523504,市立七賢國中,16,15,15,253,233,233,191,223,190,216,159,31,80,0,9,22.6582398,120.2893006,1323,375,120
50,高雄市,533501,市立左營國中,21,21,22,291,313,301,287,315,299,299,309,44,115,3,13,22.6789832,120.3065701,1806,608,175
50,高雄市,533502,市立大義國中,6,6,5,58,59,64,48,51,63,60,71,14,38,2,7,22.6744924,120.2926403,343,131,61
50,高雄市,533503,市立立德國中,4,4,4,32,34,48,42,49,40,44,51,10,25,2,6,22.6902706,120.2911296,245,95,43
50,高雄市,533504,市立龍華國中,21,22,21,303,273,326,300,326,307,342,317,35,121,5,12,22.6582679,120.3090667,1835,659,173
50,高雄市,533505,市立福山國中,23,24,22,347,324,347,333,379,338,297,289,43,122,3,14,22.6810596,120.3147648,2068,586,182
50,高雄市,533506,市立文府國中,8,8,8,107,113,115,100,100,109,111,121,22,36,1,8,22.6916224,120.316639,644,232,67
50,高雄市,540301,國立中山大學附屬國光高中,6,6,6,95,81,89,89,84,90,89,86,0,0,0,0,22.7082782,120.3050243,528,175,0
50,高雄市,543501,市立楠梓國中,19,19,18,276,262,305,257,263,258,295,248,40,98,4,9,22.7352521,120.3273655,1621,543,151
50,高雄市,543502,市立右昌國中,12,12,14,153,160,183,139,220,169,185,176,40,59,0,12,22.713857,120.2866439,1024,361,111
50,高雄市,543503,市立後勁國中,5,7,8,65,56,74,77,81,76,84,64,8,47,4,5,22.7224362,120.3160079,429,148,64
50,高雄市,543504,市立國昌國中,19,19,17,296,251,295,289,253,246,239,286,37,97,2,12,22.7190654,120.2855881,1630,525,148
50,高雄市,543505,市立翠屏國中(小),4,4,4,36,41,41,36,52,45,51,40,13,22,3,6,22.7287207,120.2993544,251,91,44
50,高雄市,551301,私立立志高中附設國中部,6,5,5,114,85,108,67,83,72,106,59,0,0,0,0,22.6533576,120.3264762,529,165,0
50,高雄市,553501,市立鼎金國中,9,8,9,90,114,102,93,117,118,114,117,18,54,1,8,22.6557272,120.3206134,634,231,81
50,高雄市,553502,市立三民國中,11,14,15,130,142,164,179,196,204,190,185,30,75,4,8,22.6465942,120.3071577,1015,375,117
50,高雄市,553503,市立民族國中,9,9,9,96,90,111,87,105,86,118,84,19,63,4,5,25.0111994,121.5388404,575,202,91
50,高雄市,553504,市立陽明國中,31,30,32,496,450,431,436,538,442,451,423,54,163,4,13,22.6430211,120.3403786,2793,874,234
50,高雄市,553505,市立正興國中,17,19,19,263,213,271,231,291,252,282,221,39,101,2,12,22.6440037,120.3202613,1521,503,154
50,高雄市,563301,市立新興高中附設國中部,7,7,8,92,90,76,103,89,103,97,105,0,0,0,0,22.6243825,120.3041272,553,202,0
50,高雄市,573501,市立前金國中,7,7,7,73,49,87,52,92,59,99,88,23,40,4,4,22.6295108,120.2907275,412,187,71
50,高雄市,580301,國立高師附中附設國中部,4,4,4,53,64,60,58,59,55,65,53,0,0,0,0,22.6260694,120.3222549,349,118,0
50,高雄市,581301,私立復華高中附設國中部,5,4,4,125,75,103,56,91,68,89,60,0,0,0,0,22.621182,120.313424,518,149,0
50,高雄市,581302,私立道明中學附設國中部,12,10,10,231,208,202,175,190,185,210,206,0,0,0,0,22.6338273,120.3228343,1191,416,0
50,高雄市,583301,市立中正高中附設國中部,7,8,8,106,76,100,112,103,97,114,107,0,0,0,0,22.6264157,120.3387528,594,221,0
50,高雄市,583501,市立苓雅國中,7,7,7,86,95,81,103,80,90,99,108,13,42,4,5,22.618865,120.3062227,535,207,64
50,高雄市,583502,市立五福國中,28,28,28,401,402,415,371,426,417,420,371,41,159,1,17,22.6290226,120.3170276,2432,791,218
50,高雄市,583503,市立大仁國中,6,5,6,58,39,64,34,66,51,70,42,15,37,2,8,22.6328466,120.3295691,312,112,62
50,高雄市,583505,市立英明國中,7,8,8,88,67,105,86,107,74,102,104,15,48,3,9,22.6152283,120.3245424,527,206,75
50,高雄市,593302,市立瑞祥高中附設國中部,16,16,17,232,207,222,223,245,234,215,221,0,0,0,0,22.6016779,120.3248846,1363,436,0
50,高雄市,593501,市立獅甲國中,4,6,6,48,45,48,63,69,64,72,54,18,31,2,6,22.6051402,120.3082764,337,126,57
50,高雄市,593502,市立前鎮國中,7,7,8,100,87,94,93,94,95,115,112,17,45,1,8,22.5826842,120.3209996,563,227,71
50,高雄市,593503,市立瑞豐國中,5,4,5,54,54,57,51,60,61,52,56,11,31,2,6,22.6111245,120.3313247,337,108,50
50,高雄市,593504,市立光華國中,12,11,11,174,162,153,133,136,155,131,144,19,77,3,8,22.611216,120.3224586,913,275,107
50,高雄市,593505,市立興仁國中,2,3,3,26,13,29,19,33,19,38,25,9,19,0,7,22.5861529,120.313349,139,63,35
50,高雄市,603501,市立旗津國中,4,4,5,61,45,65,48,65,57,61,69,15,26,1,7,22.5892428,120.2867117,341,130,49
50,高雄市,610405,國立高雄餐旅大學附屬餐旅高中附設國中部,3,3,3,40,50,28,62,30,58,30,54,0,0,0,0,22.566209,120.371733,268,84,0
50,高雄市,613501,市立小港國中,12,12,14,186,156,180,154,197,173,207,191,28,72,4,6,22.5662551,120.3384083,1046,398,110
50,高雄市,613502,市立鳳林國中,4,4,4,25,36,36,38,29,43,35,43,12,22,1,7,23.7444815,121.4489814,207,78,42
50,高雄市,613503,市立中山國中,17,19,19,260,239,300,266,283,261,281,280,45,95,6,9,25.0606103,121.5455307,1609,561,155
50,高雄市,613504,市立明義國中,12,12,11,171,154,156,143,154,140,144,132,26,64,3,8,22.5818301,120.3689451,918,276,101
71,金門縣,714501,縣立金城國中,11,10,11,159,118,135,147,148,152,149,147,42,47,7,7,24.4314362,118.3129128,859,296,103
71,金門縣,714502,縣立金湖國中,7,6,5,83,65,80,71,66,70,70,81,24,32,7,5,24.4368176,118.4222112,435,151,68
71,金門縣,714503,縣立金寧國中(小),3,3,3,45,28,32,34,34,29,37,22,13,16,2,8,24.457112,118.327566,202,59,39
71,金門縣,714504,縣立金沙國中,4,4,4,43,40,46,31,43,41,50,51,14,23,2,4,24.4900719,118.4151699,244,101,43
71,金門縣,714505,縣立烈嶼國中,2,2,2,22,22,11,15,13,23,18,11,12,10,2,5,24.4302929,118.2420983,106,29,29
72,連江縣,724501,縣立介壽國中(小),2,2,2,13,14,25,16,14,25,18,8,7,9,4,3,26.1605191,119.9500716,107,26,23
72,連江縣,724502,縣立中正國中(小),1,1,1,7,17,9,6,7,4,5,5,8,5,3,3,22.6720999,120.5086289,50,10,19
72,連江縣,724504,縣立敬恆國中(小),1,1,1,4,3,2,5,2,0,4,0,3,7,3,2,25.9706323,119.9336772,16,4,15
72,連江縣,724505,縣立東引國中(小),1,1,1,7,5,7,3,2,1,6,3,6,4,1,4,26.3680983,120.4885787,25,9,15
