縣市代碼,縣市名稱,學校代碼,學校名稱,專任教師數男,專任教師數女,兼任教師數男,兼任教師數女,職員數男,職員數女,班級數,學生數男,學生數女,上學年畢業生數男,上學年畢業生數女,lat,lng,stu_sum,stu_sum_lastyear,staff_sum
2,宜蘭縣,020302,國立宜蘭高中,62,46,2,3,7,13,44,1393,171,467,63,24.751424,121.7417203,1564,530,133
2,宜蘭縣,020308,國立羅東高中,37,61,0,0,7,11,42,685,730,207,293,24.6807286,121.761905,1415,500,116
2,宜蘭縣,021301,私立慧燈高中,50,48,0,0,14,14,20,522,281,183,116,24.777028,121.7155386,803,299,126
2,宜蘭縣,021310,私立中道高中,22,13,0,0,7,6,8,182,84,99,64,24.7597787,121.7937987,266,163,48
2,宜蘭縣,024322,縣立南澳高中,27,25,0,0,2,7,9,116,64,18,24,24.465902,121.801868,180,42,61
2,宜蘭縣,024325,縣立慈心華德福實中,13,17,0,0,5,9,3,40,58,11,17,24.6268113,121.795708,98,28,44
3,桃園市,030305,國立中央大學附屬中壢高中,64,81,20,32,4,19,60,1200,1090,407,360,24.962072,121.211168,2290,767,220
3,桃園市,031301,私立漢英高中,6,1,11,3,9,8,6,57,29,29,21,24.8481652,121.2453306,86,50,38
3,桃園市,031309,桃園市育達高中,69,112,10,30,11,16,146,2213,2931,853,1221,24.95191,121.209124,5144,2074,248
3,桃園市,031310,私立六和高中,46,81,0,0,8,15,30,671,443,278,161,24.9453453,121.1858942,1114,439,150
3,桃園市,031311,桃園市復旦高中,53,96,0,0,6,17,36,903,768,286,248,24.948372,121.203082,1671,534,172
3,桃園市,031312,桃園市治平高中,93,101,62,29,8,31,137,2969,2279,1095,966,24.9158677,121.1886835,5248,2061,324
3,桃園市,031313,桃園市振聲高中,66,101,16,10,4,23,72,1285,1932,456,622,24.9905152,121.3022615,3217,1078,220
3,桃園市,031317,私立光啟高中,22,33,3,3,3,9,32,854,237,492,161,25.0201005,121.4031147,1091,653,73
3,桃園市,031318,桃園市啟英高中,88,127,51,5,7,20,153,3378,2918,1178,1093,24.9750491,121.2357616,6296,2271,298
3,桃園市,031319,桃園市清華高中,18,5,5,5,6,8,25,328,109,180,45,24.9816339,121.1083826,437,225,47
3,桃園市,031320,桃園市新興高中,103,155,6,5,5,22,127,3417,2359,1308,988,24.975174,121.271855,5776,2296,296
3,桃園市,031323,私立至善高中,11,13,0,0,3,9,26,312,153,109,70,24.867158,121.284486,465,179,36
3,桃園市,031324,桃園市大興高中,47,39,0,0,4,6,52,1284,518,493,153,25.061988,121.192613,1802,646,96
3,桃園市,031326,私立大華高中,19,33,2,2,7,13,6,128,133,47,38,24.882732,121.1744393,261,85,76
3,桃園市,033302,市立龍潭高中,53,67,7,8,10,18,45,905,480,266,147,24.8612862,121.2129579,1385,413,163
3,桃園市,033304,市立桃園高中,65,99,1,5,5,21,66,1228,1228,390,426,24.9994003,121.3273196,2456,816,196
3,桃園市,033306,市立武陵高中,60,80,18,49,6,19,63,1347,1043,452,346,24.987672,121.2857263,2390,798,232
3,桃園市,033316,市立楊梅高中,56,67,5,1,6,18,49,989,662,244,199,24.921386,121.148215,1651,443,153
3,桃園市,033325,市立陽明高中,54,96,0,3,6,21,60,1105,1156,333,401,25.0922121,121.5172424,2261,734,180
3,桃園市,033327,市立內壢高中,46,79,0,1,6,17,57,1076,1087,335,372,24.9779218,121.2558058,2163,707,149
3,桃園市,034306,市立南崁高中,27,73,0,0,3,15,42,680,782,232,269,25.0524424,121.2970629,1462,501,118
3,桃園市,034312,市立大溪高中,36,48,1,3,3,12,33,602,515,154,204,24.868745,121.2858825,1117,358,103
3,桃園市,034314,市立壽山高中,65,78,0,0,4,17,54,803,1135,213,355,24.9945839,121.3412207,1938,568,164
3,桃園市,034319,市立平鎮高中,46,78,0,0,6,17,48,892,821,270,286,24.939725,121.21896,1713,556,147
3,桃園市,034332,市立觀音高中,50,88,0,0,7,11,27,478,385,143,118,25.0147432,121.1327739,863,261,156
3,桃園市,034335,市立新屋高級中等學校,44,84,0,0,5,10,21,296,187,0,0,24.970544,121.1017254,483,0,143
3,桃園市,034347,市立永豐高中,59,132,0,0,2,18,40,699,648,192,201,24.9749506,121.2701309,1347,393,211
3,桃園市,034399,市立大園國際高中,52,64,0,0,3,13,45,644,969,156,328,25.0211,121.2210422,1613,484,132
4,新竹縣,040302,國立竹東高中,38,71,9,4,8,13,48,836,792,254,266,24.732995,121.088225,1628,520,143
4,新竹縣,040304,國立關西高中,24,47,3,1,11,9,27,448,452,161,154,24.788416,121.1855991,900,315,95
4,新竹縣,040308,國立竹北高中,46,92,11,19,6,22,57,1115,835,344,310,24.8369051,121.0041358,1950,654,196
4,新竹縣,041303,私立義民高中,40,63,16,17,2,15,42,1029,944,329,342,24.8391368,121.0040633,1973,671,153
4,新竹縣,041305,私立忠信高中,22,26,6,8,0,2,20,353,235,250,205,24.881078,121.001876,588,455,64
4,新竹縣,041306,私立東泰高中,32,35,3,3,7,15,58,978,566,313,218,24.7115674,121.0983352,1544,531,95
4,新竹縣,041307,私立仰德高中,26,36,8,6,3,13,41,734,579,268,203,24.8815898,121.0051968,1313,471,92
4,新竹縣,044311,縣立六家高級中學,25,60,0,0,0,7,21,412,409,95,157,24.8210147,121.0318342,821,252,92
4,新竹縣,044320,縣立湖口高中,43,113,1,1,7,12,18,311,304,99,100,24.8906561,121.0529741,615,199,177
5,苗栗縣,050303,國立苗栗高中,35,61,1,5,7,13,42,707,741,162,299,24.5594466,120.816554,1448,461,122
5,苗栗縣,050310,國立竹南高中,33,71,4,7,6,19,42,796,753,247,261,24.684093,120.874663,1549,508,140
5,苗栗縣,050314,國立卓蘭高中,41,65,0,0,7,18,33,336,585,104,221,24.312708,120.831961,921,325,131
5,苗栗縣,050315,國立苑裡高中,37,50,2,5,5,13,36,516,685,178,226,24.4479426,120.6560924,1201,404,112
5,苗栗縣,051302,私立君毅高中,42,60,3,3,11,9,43,886,631,340,275,24.7010062,120.8830877,1517,615,128
5,苗栗縣,051305,私立大成高中,12,10,3,9,8,5,30,202,294,60,68,24.6824956,120.9384643,496,128,47
5,苗栗縣,051306,私立建臺高中,41,55,3,7,6,10,26,588,454,232,249,24.5602456,120.8149379,1042,481,122
5,苗栗縣,051307,私立全人實驗高中,6,3,0,0,0,2,3,24,9,7,1,24.3058986,120.8622756,33,8,11
5,苗栗縣,054308,縣立三義高中,23,45,0,0,2,7,12,183,205,39,83,24.4090224,120.7655713,388,122,77
5,苗栗縣,054309,縣立苑裡高中,42,90,0,0,10,9,21,266,315,90,111,24.438008,120.663488,581,201,151
5,苗栗縣,054317,縣立興華高中,36,65,0,0,5,11,18,264,262,82,100,24.6858788,120.9363403,526,182,117
5,苗栗縣,054333,縣立大同高中,16,39,0,0,2,6,13,189,209,62,64,22.678426,120.477654,398,126,63
6,臺中市,060322,國立興大附中,53,47,5,3,3,17,42,854,758,298,254,24.1099288,120.682895,1612,552,128
6,臺中市,060323,國立中科實驗高級中學,28,32,0,0,2,10,15,201,188,71,53,24.2303236,120.6260535,389,124,72
6,臺中市,061306,私立明台高中,45,78,7,10,9,18,58,822,1284,452,630,24.0614589,120.7031172,2106,1082,167
6,臺中市,061309,私立致用高中,45,62,12,5,5,19,68,1508,920,693,487,24.3407676,120.6304738,2428,1180,148
6,臺中市,061310,私立大明高中,54,66,19,8,9,22,49,987,852,600,567,24.116227,120.685708,1839,1167,178
6,臺中市,061311,私立嘉陽高中,20,19,0,0,4,10,47,932,644,450,229,24.2651602,120.5831409,1576,679,53
6,臺中市,061313,私立明道高中,146,199,5,3,10,43,93,2177,2236,747,762,24.1068736,120.6361535,4413,1509,406
6,臺中市,061314,私立僑泰高中,108,130,2,15,12,27,128,2856,2571,1015,999,24.1117897,120.6669624,5427,2014,294
6,臺中市,061315,私立華盛頓高中,38,65,10,1,2,16,24,540,489,184,169,24.1581869,120.74518,1029,353,132
6,臺中市,061316,私立青年高中,59,83,44,52,5,21,79,1624,936,465,373,24.086958,120.693459,2560,838,264
6,臺中市,061317,私立弘文高中,62,73,6,3,14,20,35,782,687,258,247,24.2261308,120.704606,1469,505,178
6,臺中市,061318,私立立人高中,45,80,7,7,5,23,48,1050,1171,346,385,24.1057001,120.691521,2221,731,167
6,臺中市,061319,私立玉山高中,8,12,0,5,2,4,21,241,141,101,94,24.2499848,120.8438855,382,195,31
6,臺中市,061321,私立慈明高中,39,58,0,0,7,27,52,939,929,475,477,24.1052061,120.7272563,1868,952,131
6,臺中市,061322,華德福大地實驗學校,4,10,5,7,2,1,3,19,10,1,0,24.1020885,120.6276741,29,1,29
6,臺中市,063303,市立大甲高中,49,68,0,0,10,16,42,654,772,223,279,24.3419225,120.6217338,1426,502,143
6,臺中市,063305,市立清水高中,42,58,0,0,3,17,42,660,844,230,286,24.2652825,120.5740941,1504,516,120
6,臺中市,063312,市立豐原高中,46,61,4,1,6,16,45,723,882,233,320,24.2558681,120.7414285,1605,553,134
6,臺中市,064308,市立后綜高中,57,103,0,0,9,15,30,421,524,152,198,24.3064604,120.7231399,945,350,184
6,臺中市,064324,市立大里高中,39,71,0,0,8,12,22,374,385,112,144,24.0951235,120.6789632,759,256,130
6,臺中市,064328,市立新社高中,45,84,0,0,3,15,27,441,429,133,174,24.2386141,120.806864,870,307,147
6,臺中市,064336,市立長億高中,45,80,0,0,2,14,24,421,384,119,147,24.1138805,120.7210106,805,266,141
6,臺中市,064342,市立中港高中,52,86,0,0,4,15,21,351,385,126,119,24.2442409,120.5419946,736,245,157
6,臺中市,064350,市立龍津高中,38,69,0,0,6,4,18,196,274,0,0,24.204669,120.521466,470,0,117
7,彰化縣,070301,國立彰化女中,38,61,8,14,4,17,45,0,1734,0,594,24.081169,120.543736,1734,594,142
7,彰化縣,070304,國立員林高中,56,62,0,0,9,15,51,802,1161,233,426,23.9622852,120.5637442,1963,659,142
7,彰化縣,070307,國立彰化高中,75,70,14,9,9,18,63,2322,81,786,23,24.0722391,120.5511591,2403,809,195
7,彰化縣,070316,國立鹿港高中,49,56,5,6,9,15,47,831,742,221,227,24.06098,120.4236821,1573,448,140
7,彰化縣,070319,國立溪湖高中,46,62,0,0,9,15,45,696,967,244,315,23.9690638,120.4866598,1663,559,132
7,彰化縣,071311,私立精誠高中,66,74,2,4,5,14,30,794,612,256,213,24.0731321,120.5272945,1406,469,165
7,彰化縣,071317,私立文興高中,34,54,5,6,3,17,20,381,464,178,243,23.867111,120.5868495,845,421,119
7,彰化縣,071318,財團法人正德高中,21,21,3,8,4,14,24,385,441,150,261,24.0587655,120.5184684,826,411,71
7,彰化縣,074308,縣立彰化藝術高中,42,83,0,0,8,10,28,366,434,133,140,24.078871,120.554266,800,273,143
7,彰化縣,074313,縣立二林高中,52,80,0,0,6,7,15,215,197,83,78,23.8901258,120.359044,412,161,145
7,彰化縣,074323,縣立和美高中,54,92,1,2,3,12,21,292,378,93,134,24.1132428,120.49367,670,227,164
7,彰化縣,074328,縣立田中高中,47,70,0,0,6,10,14,198,173,70,76,23.8555119,120.5887042,371,146,133
7,彰化縣,074339,縣立成功高中,51,66,0,0,2,11,16,206,192,58,75,23.9515136,120.4718336,398,133,130
8,南投縣,080302,國立南投高中,61,56,3,0,14,14,45,777,638,261,238,23.91009,120.6803516,1415,499,148
8,南投縣,080305,國立中興高中,45,54,6,5,3,17,41,638,665,244,203,23.9505197,120.6951144,1303,447,130
8,南投縣,080307,國立竹山高中,41,68,0,0,14,14,42,617,549,165,212,23.7618343,120.6812718,1166,377,137
8,南投縣,080308,國立暨大附中,39,60,3,2,4,14,40,537,662,116,206,23.9717773,120.9460392,1199,322,122
8,南投縣,081311,私立五育高中,9,16,5,5,6,11,15,186,248,113,116,23.8929479,120.6719347,434,229,52
8,南投縣,081312,私立三育高中,8,4,2,2,3,6,3,41,31,18,20,23.9084174,120.9350563,72,38,25
8,南投縣,081313,私立弘明實驗高中,9,12,9,5,9,14,3,50,49,21,15,23.8576862,120.6972649,99,36,58
8,南投縣,081314,私立普台高中,27,31,0,0,9,12,15,288,223,98,71,23.9942691,120.93693,511,169,79
8,南投縣,084309,縣立旭光高中,60,101,0,0,7,9,21,313,358,99,121,23.9795219,120.6945993,671,220,177
9,雲林縣,090305,國立斗六高中,58,54,0,0,9,15,48,739,857,239,321,23.7133968,120.5454533,1596,560,136
9,雲林縣,090306,國立北港高中,31,49,0,0,3,14,32,376,447,119,213,23.577404,120.3044383,823,332,97
9,雲林縣,090315,國立虎尾高中,39,49,0,0,4,16,42,681,766,252,252,23.7098209,120.4420491,1447,504,108
9,雲林縣,091307,私立永年高中,20,22,4,3,4,11,10,219,120,152,79,23.6797617,120.3998417,339,231,64
9,雲林縣,091308,私立正心高中,64,66,1,6,12,12,27,618,551,202,185,23.7150432,120.5282857,1169,387,161
9,雲林縣,091311,私立文生高中,15,14,0,0,4,5,8,140,101,67,42,23.6326997,120.2265183,241,109,38
9,雲林縣,091312,私立巨人高中,6,11,0,0,2,3,15,172,407,45,148,23.5754753,120.289419,579,193,22
9,雲林縣,091316,私立揚子高中,25,34,0,0,3,7,18,397,269,163,120,23.6966464,120.4231492,666,283,69
9,雲林縣,091318,財團法人義峰高中,19,19,7,11,5,9,31,531,386,250,168,23.7596526,120.5934384,917,418,70
9,雲林縣,091319,福智高中,7,39,0,0,4,4,10,132,180,61,60,23.635984,120.523744,312,121,54
9,雲林縣,091320,雲林縣維多利亞實驗高中,14,15,0,0,2,7,6,68,52,11,16,23.679668,120.5525074,120,27,38
9,雲林縣,094301,縣立斗南高中,41,70,0,0,3,11,18,278,271,112,84,23.6818742,120.4758371,549,196,125
9,雲林縣,094307,縣立麥寮高中,51,64,0,0,5,14,15,265,189,109,75,23.7577527,120.2511462,454,184,134
9,雲林縣,094308,縣立古坑華德福實驗高級中學,16,9,3,3,1,0,3,15,14,3,5,23.6306774,120.6154051,29,8,32
9,雲林縣,094326,縣立蔦松藝術高中,17,29,0,0,4,6,6,53,58,0,0,23.5217265,120.2299138,111,0,56
10,嘉義縣,100301,國立東石高中,59,41,2,0,13,12,38,847,384,273,113,23.4646737,120.2516334,1231,386,127
10,嘉義縣,100302,國立新港藝術高中,19,23,3,1,3,10,16,138,198,79,96,23.559895,120.349388,336,175,59
10,嘉義縣,101303,私立同濟高中,12,7,0,0,3,3,8,130,106,49,41,23.604358,120.473369,236,90,25
10,嘉義縣,101304,私立協同高中,52,53,2,2,14,13,24,504,501,169,148,23.5323168,120.4367532,1005,317,136
10,嘉義縣,104319,縣立竹崎高中,47,61,0,0,2,0,18,232,232,64,59,23.5211813,120.5530783,464,123,110
10,嘉義縣,104326,縣立永慶高中,37,33,3,1,2,6,14,175,217,46,65,23.46505,120.294687,392,111,82
11,臺南市,110302,國立新豐高中,38,48,0,0,5,15,37,550,559,162,218,22.9718627,120.295809,1109,380,106
11,臺南市,110308,國立臺南大學附中,47,70,2,7,12,14,48,716,869,251,316,23.0232218,120.2522672,1585,567,152
11,臺南市,110311,國立北門高中,29,41,5,4,7,10,30,488,509,153,172,23.1671481,120.1772896,997,325,96
11,臺南市,110312,國立新營高中,33,55,2,3,6,13,33,392,641,145,205,23.3083164,120.3120353,1033,350,112
11,臺南市,110314,國立後壁高中,32,50,6,3,9,14,30,341,302,144,138,23.3558294,120.3587437,643,282,114
11,臺南市,110315,國立善化高中,32,44,0,0,9,9,30,486,393,166,167,23.129921,120.300794,879,333,94
11,臺南市,110317,國立新化高中,37,48,4,5,4,14,36,507,732,158,271,23.039008,120.3104284,1239,429,112
11,臺南市,110328,國立南科國際實驗高中,34,56,0,5,6,16,15,207,170,75,50,23.1060327,120.2922443,377,125,117
11,臺南市,111313,私立南光高中,32,41,0,0,5,6,23,535,465,181,165,23.2981915,120.3148321,1000,346,84
11,臺南市,111318,私立鳳和高中,6,1,0,0,1,1,2,32,32,45,40,23.2796354,120.326017,64,85,9
11,臺南市,111320,私立港明高中,69,43,7,4,2,11,38,975,647,400,259,23.1189915,120.1952371,1622,659,136
11,臺南市,111321,臺南市興國高中,41,51,0,0,2,13,22,477,388,265,186,23.3128662,120.3223801,865,451,107
11,臺南市,111322,私立明達高中,18,8,3,3,2,6,8,161,139,64,62,23.3105731,120.2746819,300,126,40
11,臺南市,111326,私立新榮高中,11,12,0,0,7,5,19,161,77,101,42,23.2693288,120.3159048,238,143,35
11,臺南市,114306,市立大灣高中,46,116,10,13,7,8,18,401,312,128,114,23.00666,120.2729047,713,242,200
11,臺南市,114307,市立永仁高中,31,76,0,0,5,10,12,194,225,63,72,23.0036078,120.2402968,419,135,122
12,高雄市,120303,國立鳳山高中,52,78,3,5,3,19,54,1149,842,381,303,22.6297556,120.3456278,1991,684,160
12,高雄市,120304,國立岡山高中,42,63,0,0,4,15,45,730,756,229,279,22.7974429,120.2904307,1486,508,124
12,高雄市,120311,國立旗美高中,19,48,0,0,7,11,27,307,410,101,163,22.8839816,120.4944552,717,264,85
12,高雄市,120319,國立鳳新高中,56,85,17,55,6,16,57,1033,1001,339,339,22.6137876,120.3424696,2034,678,235
12,高雄市,121306,財團法人新光高中,5,4,4,7,3,6,17,183,139,40,35,22.6350568,120.3902593,322,75,29
12,高雄市,121307,財團法人普門中學,19,27,14,7,7,6,15,200,133,83,50,22.716617,120.446001,333,133,80
12,高雄市,121318,私立正義高中,10,23,6,6,0,7,10,178,147,93,68,22.6025542,120.3397998,325,161,52
12,高雄市,121320,私立義大國際高中,16,20,12,26,5,6,6,119,113,48,28,22.7283207,120.4055547,232,76,85
12,高雄市,124302,市立文山高中,38,88,0,1,5,12,24,360,395,112,136,22.6484436,120.3535462,755,248,144
12,高雄市,124311,市立林園高中,65,109,0,0,6,13,18,281,294,81,103,22.5137204,120.3945114,575,184,193
12,高雄市,124313,市立仁武高中,53,65,0,0,4,11,21,289,243,72,83,22.7022904,120.3554411,532,155,133
12,高雄市,124322,市立路竹高中,52,95,7,13,4,13,21,307,248,95,113,22.8552779,120.2523546,555,208,184
12,高雄市,124333,市立六龜高中,19,27,0,0,3,4,6,60,48,15,11,22.993343,120.635442,108,26,53
12,高雄市,124340,市立福誠高中,46,101,8,9,6,12,21,351,346,106,131,22.5903176,120.3232778,697,237,182
13,屏東縣,130302,國立屏東女中,37,75,0,0,8,14,48,9,1607,8,556,22.6745474,120.4937461,1616,564,134
13,屏東縣,130305,國立屏東高中,63,65,0,0,9,18,57,1822,56,603,17,22.6865723,120.4876483,1878,620,155
13,屏東縣,130306,國立潮州高中,39,59,0,0,8,13,42,619,822,198,272,22.5495485,120.5452894,1441,470,119
13,屏東縣,130322,國立屏北高中,28,37,0,0,5,10,30,273,503,100,204,22.759382,120.543578,776,304,80
13,屏東縣,131307,財團法人屏榮高中,51,56,7,19,7,8,59,1089,1064,502,521,22.6735412,120.5030639,2153,1023,148
13,屏東縣,131308,私立陸興高中,12,10,9,5,1,7,8,177,102,100,65,22.674615,120.5005095,279,165,44
13,屏東縣,131311,私立美和高中,34,25,0,0,4,9,19,373,232,177,104,22.6006765,120.5600266,605,281,72
13,屏東縣,134304,縣立大同高中,42,84,0,0,1,10,22,222,470,71,157,22.678426,120.477654,692,228,137
13,屏東縣,134321,縣立枋寮高中,40,58,0,0,4,9,13,161,161,53,54,22.3706155,120.5903571,322,107,111
13,屏東縣,134324,縣立東港高中,82,101,0,0,5,7,21,348,326,98,116,22.4648761,120.4553517,674,214,195
13,屏東縣,134334,縣立來義高中,26,30,0,0,2,6,12,98,81,21,18,22.52572,120.6296972,179,39,64
14,臺東縣,140301,國立臺東大學附屬體育高中,21,22,0,0,10,11,9,128,72,52,13,22.7644294,121.075238,200,65,64
14,臺東縣,140302,國立臺東女中,23,44,0,0,3,13,27,11,836,1,314,22.760901,121.15348,847,315,83
14,臺東縣,140303,國立臺東高中,40,41,0,0,5,13,31,876,32,287,8,22.7477668,121.1465661,908,295,99
14,臺東縣,141301,臺東縣均一高中,17,13,0,0,4,13,5,64,58,13,13,22.7703313,121.1261014,122,26,47
14,臺東縣,141307,私立育仁高中,9,13,0,0,0,7,9,61,82,22,42,22.77419,121.092785,143,64,29
14,臺東縣,144322,縣立蘭嶼高中,10,18,0,0,5,5,3,42,16,9,4,22.0498373,121.5118562,58,13,38
15,花蓮縣,150302,國立花蓮女中,38,44,6,6,3,14,33,8,1035,0,363,23.9793987,121.6152496,1043,363,111
15,花蓮縣,150303,國立花蓮高中,41,49,8,20,5,14,37,1153,20,335,15,23.9867344,121.6258141,1173,350,137
15,花蓮縣,150309,國立玉里高中,32,49,0,0,10,11,33,291,233,63,67,23.345486,121.318262,524,130,102
15,花蓮縣,151306,私立海星高中,23,37,9,22,4,9,21,340,470,121,194,24.0073437,121.613781,810,315,104
15,花蓮縣,151307,私立四維高中,37,40,8,6,9,10,33,776,645,344,261,24.0003499,121.5914759,1421,605,110
15,花蓮縣,151312,財團法人慈濟大學附中,40,42,6,6,8,9,15,259,281,89,89,23.999868,121.5741826,540,178,111
15,花蓮縣,154301,花蓮縣立體育高中,11,6,0,0,5,7,6,90,35,26,6,24.0031924,121.5837156,125,32,29
15,花蓮縣,154399,縣立南平中學,2,5,0,0,1,7,2,0,2,0,3,23.7833851,121.4575662,2,3,15
16,澎湖縣,160302,國立馬公高中,49,57,4,17,8,15,48,565,689,216,247,23.5710333,119.5806143,1254,463,150
17,基隆市,170301,國立基隆女中,46,70,1,1,4,20,45,0,1109,0,456,25.1286152,121.7591702,1109,456,142
17,基隆市,170302,國立基隆高中,37,54,12,45,6,17,33,445,134,216,27,25.1075761,121.7328491,579,243,171
17,基隆市,171306,私立二信高中,78,100,9,5,15,23,54,1152,859,503,328,25.143902,121.771516,2011,831,230
17,基隆市,171308,輔大聖心高中,21,22,0,0,2,8,17,297,113,145,65,25.1353145,121.7338675,410,210,53
17,基隆市,173304,市立中山高中,26,58,1,6,6,10,12,135,115,46,43,22.728652,120.2927492,250,89,107
17,基隆市,173306,市立安樂高中,29,57,4,5,1,12,12,210,174,80,54,25.1351392,121.7299807,384,134,108
17,基隆市,173307,市立暖暖高中,17,45,0,0,4,7,12,192,115,91,38,25.1081244,121.737743,307,129,73
17,基隆市,173314,市立八斗高中,26,45,0,0,2,8,12,85,58,42,23,25.140237,121.7882919,143,65,81
18,新竹市,180301,國立科學工業園區實驗高中,41,72,0,0,6,30,22,379,305,141,92,24.777184,121.016432,684,233,149
18,新竹市,180302,國立新竹女中,36,97,3,6,1,23,54,17,1989,6,687,24.8047857,120.9755859,2006,693,166
18,新竹市,180309,國立新竹高中,62,73,32,58,5,20,56,2059,72,695,20,24.795089,120.9804127,2131,715,250
18,新竹市,181305,私立光復高中,82,107,22,24,9,24,111,2431,1940,774,745,24.798387,120.994056,4371,1519,268
18,新竹市,181306,私立曙光女中,24,78,0,0,0,11,24,8,1083,0,372,24.811149,120.9728262,1091,372,113
18,新竹市,181307,私立磐石高中,49,57,5,7,10,12,42,1271,627,406,204,24.8108193,120.9570734,1898,610,140
18,新竹市,181308,私立世界高中,10,24,10,7,3,10,29,313,334,103,169,24.7807043,121.0198068,647,272,64
18,新竹市,183306,市立成德高中,27,76,0,0,5,15,27,562,356,168,109,24.7909191,120.953335,918,277,123
18,新竹市,183307,市立香山高中,33,91,0,0,5,12,26,464,442,158,127,24.785165,120.930349,906,285,141
18,新竹市,183313,市立建功高中,22,100,0,0,1,15,24,512,466,159,165,24.7978951,121.0023113,978,324,138
19,臺中市,191301,私立東大附中,27,48,4,7,4,5,18,392,404,111,145,24.182282,120.6055347,796,256,95
19,臺中市,191302,私立葳格高中,27,48,0,0,6,34,28,429,471,261,225,24.1785854,120.711852,900,486,115
19,臺中市,191305,私立新民高中,112,141,0,0,13,23,132,2900,2922,718,975,24.1586929,120.685906,5822,1693,289
19,臺中市,191308,私立宜寧高中,23,49,15,13,5,13,40,942,684,431,378,24.1938884,120.606577,1626,809,118
19,臺中市,191309,私立明德高中,41,121,13,8,9,20,78,903,1980,344,837,24.120318,120.683671,2883,1181,212
19,臺中市,191311,私立衛道高中,81,81,1,1,12,22,24,718,362,265,95,24.1830032,120.6750442,1080,360,198
19,臺中市,191313,私立曉明女中,34,68,1,11,2,15,18,0,840,0,275,24.168102,120.673388,840,275,131
19,臺中市,191314,私立嶺東高中,65,83,8,13,12,23,78,1753,1360,644,562,24.138096,120.610281,3113,1206,204
19,臺中市,191315,私立磊川華德福實驗教育學校,11,16,0,0,3,7,3,20,21,4,11,24.1804983,120.713242,41,15,37
19,臺中市,193301,市立臺中女中,50,76,5,15,5,18,54,0,2046,0,712,24.136043,120.677765,2046,712,169
19,臺中市,193302,市立臺中一中,99,79,0,0,10,20,75,2791,84,923,29,24.1498345,120.6863244,2875,952,208
19,臺中市,193303,市立忠明高中,36,86,0,0,5,13,27,319,662,123,212,24.1589341,120.6636692,981,335,140
19,臺中市,193313,市立西苑高中,71,128,0,0,5,20,27,484,537,170,186,24.186534,120.64181,1021,356,224
19,臺中市,193315,市立東山高中,72,151,0,0,9,17,30,510,583,154,229,24.1663557,120.712095,1093,383,249
19,臺中市,193316,市立惠文高中,64,103,0,0,5,17,33,674,608,210,211,24.1516147,120.6397871,1282,421,189
19,臺中市,194303,市立臺中二中,72,90,0,0,7,24,69,1688,855,573,272,24.1529906,120.6749422,2543,845,193
19,臺中市,194315,市立文華高中,51,85,5,20,5,24,60,761,1453,256,497,24.1702094,120.6599389,2214,753,190
20,嘉義市,200302,國立嘉義女中,43,62,4,15,6,16,48,0,1666,0,579,23.473657,120.450995,1666,579,146
20,嘉義市,200303,國立嘉義高中,67,85,28,42,7,22,66,2059,146,725,60,23.47709,120.4648722,2205,785,251
20,嘉義市,201304,私立興華高中,34,55,0,0,8,12,33,686,582,347,320,23.4895018,120.4647954,1268,667,109
20,嘉義市,201309,私立仁義高中,5,3,1,4,2,3,9,89,29,39,21,23.4594591,120.4865167,118,60,18
20,嘉義市,201310,私立嘉華高中,22,25,7,2,4,6,15,248,209,134,77,23.4835895,120.4767061,457,211,66
20,嘉義市,201312,私立輔仁高中,41,36,0,0,6,13,19,426,317,190,126,23.460557,120.456993,743,316,96
20,嘉義市,201313,私立宏仁女中,7,16,5,4,3,7,5,4,164,0,129,23.506283,120.445669,168,129,42
