FactoryName,Addr,lat,lng,MiddleIndustry,DetailIndustry,Material,ProductName
剛毅機械有限公司仁德廠,臺南市仁德區中洲里中洲１之９１、１之９２號,22.9014378,120.26653300000001,非金屬礦物製品業,未分類其他非金屬礦物製品製造業,水泥、玻璃粒料、二分石、廢玻璃、不銹鋼管材、水,建築材料、工業用研磨材料
立首有限公司,高雄市阿蓮區中路里中路１２０號,22.89519,120.28411100000001,金屬製品業,螺絲、螺帽及鉚釘製造業,,鋼鐵螺絲、螺帽
章晟企業有限公司二廠,高雄市阿蓮區中路里中路１４８之１２號,22.89519,120.28411100000001,金屬製品業,螺絲、螺帽及鉚釘製造業,,螺絲、螺帽
振億企業社,高雄市阿蓮區中路里中路２８０號,22.89519,120.28411100000001,金屬製品業,未分類其他金屬製品製造業,,其他金屬製品
阿蓮隆盛螺絲有限公司,高雄市阿蓮區中路里中路１４８之４７號,22.89519,120.28411100000001,金屬製品業,螺絲、螺帽及鉚釘製造業,,螺絲加工、螺絲螺帽製造
重勇股份有限公司,高雄市阿蓮區中路里中路１２１號,22.8936081,120.293549,其他製造業,其他未分類製造業,,塑膠髮夾、髮飾
立首有限公司一廠,高雄市阿蓮區中路里中路４３之１０、４３之１１、４３之１２號,22.8937035,120.2948,金屬製品業,螺絲、螺帽及鉚釘製造業,,鋼鐵螺絲、螺帽
永大特殊鋼股份有限公司,高雄市阿蓮區中路里中路２之２２號,22.893253299999998,120.295006,基本金屬業,鋼鐵冶鍊業,,特殊鋼、熱處理加工、研磨加工
成益工廠,高雄市阿蓮區中路里中路１３７之３號,22.8969612,120.28901699999999,金屬製品業,未分類其他金屬製品製造業,,水管接頭
賀立安有限公司,高雄市阿蓮區中路里中路１５１之４６號,22.8969612,120.28901699999999,塑膠製品業,塑膠外殼及配件製造業,,塑膠製品
捷越鍛造工業股份有限公司中路廠,高雄市阿蓮區中路里中路１５１之５６號,22.8969612,120.28901699999999,金屬製品業,未分類其他金屬製品製造業,,其他金屬製品
