FactoryName,Addr,lat,lng,MiddleIndustry,DetailIndustry,Material,ProductName
啟圓工業股份有限公司新豐廠,新竹縣新豐鄉坡頭村坡子頭１８９之２號、１８９－３號、埔和村埔頂２４３－１號,24.932909,120.98703799999998,化學製品業,未分類其他化學製品製造業,,硬脂酸鋇（鈣．鋅）硬脂酸鎂
岳志企業有限公司,桃園市新屋區蚵間里蚵殼港５１之４號,24.937920000000002,120.992668,汽車及零件業,汽車零件製造業,,保險絲、繼電器
全民土石方加工處理廠,新竹縣新豐鄉埔和村１９鄰埔頂２３７之５號,24.933321,120.989479,非金屬礦物製品業,未分類其他非金屬礦物製品製造業,,非金屬礦物製品
精浩科技股份有限公司,新竹縣新豐鄉埔和村１０鄰埔頂２６１之２號,24.9323635,120.99060800000001,機械設備業,其他通用機械設備製造業,,橡膠接頭模．射出成型模具設計．橡膠部品製造
廣達昌環保股份有限公司,新竹縣新豐鄉埔和村１９鄰埔頂２３７－３號,24.9382362,120.99465900000001,塑膠製品業,其他塑膠製品製造業,,塑膠製品
帝王酒業股份有限公司,新竹縣新豐鄉埔和村１０鄰埔頂２６１號１樓,24.9325,120.990959,飲料業,其他酒精飲料製造業,,飲料
川龍科技股份有限公司,新竹縣新豐鄉後湖村２鄰後湖子３３之２號,24.9391041,121.0014,金屬製品業,未分類其他金屬製品製造業,,工業電腦機殼、機箱／機櫃（伺服器用、網路用）以及各式零組件
陽寶股份有限公司,新竹縣新豐鄉後湖村後湖子２５號,24.9343567,121.00226599999999,基本金屬業,鋼鐵鑄造業,,不銹鋼閥鑄件、機械另件、五金另件
亞樂米企業有限公司,新竹縣新豐鄉後湖村後湖子２１號,24.9336987,121.001534,機械設備業,農用及林用機械設備製造業,鋼鐵、塑膠,畜牧、穀物倉儲
亞樂米企業有限公司二廠,新竹縣新豐鄉後湖村後湖子１６之１號,24.933374399999998,121.001221,金屬製品業,金屬建築組件製造業,鋼鐵、塑膠,畜牧、穀物倉儲
勤美酒業股份有限公司,新竹縣新豐鄉後湖村後湖子１１８之２、３號,24.9334545,120.99801599999999,飲料業,其他酒精飲料製造業,,其他蒸餾酒
宜家鋼構有限公司,新竹縣新豐鄉後湖村後湖子４５之５號,24.9416122,121.00698100000001,金屬製品業,其他金屬加工處理業,,鋼料加工．油漆工程．鋼構工程
立鎣塑膠有限公司第一廠,新竹縣新豐鄉後湖村後湖子７３之２號,24.939329999999998,121.013405,塑膠製品業,其他塑膠製品製造業,,塑膠粒
銓成精密有限公司,新竹縣新豐鄉後湖村後湖子１９６之７號１樓,24.9360065,121.022705,金屬製品業,未分類其他金屬製品製造業,,其他金屬製品
沛鴻生技股份有限公司,新竹縣新豐鄉福興村３鄰圓山子４３之１號１樓,24.9415951,121.0352,化學材料業,塑膠原料製造業,,環氧樹脂銷售及施工
陽寶股份有限公司,新竹縣新豐鄉後湖村後湖子路２５號,24.9335,121.026756,基本金屬業,鋼鐵鑄造業,,不銹鋼閥鑄件、機械另件、五金另件
鋅春企業有限公司,新竹縣新豐鄉福興村圓山子７１之２號,24.93757,121.04261799999999,金屬製品業,未分類其他金屬製品製造業,,鋅鋁鋼製品
台灣頂好繃帶工業有限公司,新竹縣湖口鄉和興村嘉興路二段３２２巷７１號,24.933576600000002,121.04453999999998,紡織業,其他紡織品製造業,,繃帶織帶
永乾食品有限公司,桃園市新屋區望間里十五間４６之３號,24.94089,121.060852,食品及飼品業,烘焙炊蒸食品製造業,,糕點、客家米食
新復興微波通訊股份有限公司新屋廠,桃園市新屋區望間里十五間４５號,24.94067,121.062454,電子零組件業,印刷電路板製造業,鐵氟龍、陶瓷、ＦＲ－４銅箔基板材,高頻微波通訊基板、一般資訊用板
長益鐵工廠股份有限公司楊梅廠,桃園市新屋區望間里十五間１５－６號,24.9409561,121.06751299999999,金屬製品業,金屬彈簧及線製品製造業,,彈簧
海金實業有限公司,新竹縣新豐鄉坡頭村１鄰１０之２號,24.929615,120.97146599999999,機械設備業,電子及半導體生產用機械設備製造業,,自動化塗佈設備
瀧之香酒業股份有限公司,新竹縣新豐鄉坡頭村坡子頭１０號,24.922472,120.97831699999999,飲料業,其他酒精飲料製造業,,米酒
元盛企業有限公司新豐廠,新竹縣新豐鄉埔和村埔頂３７５號,24.923172,120.98860900000001,金屬製品業,金屬表面處理業,鐵材、銑鐵、焦炭,瓦斯爐及鑄鐵盤加工
高森工業股份有限公司新豐廠,新竹縣新豐鄉埔和村埔頂１２９號,24.923576399999998,120.989571,機械設備業,未分類其他專用機械設備製造業,,掃紙桿、滾筒輸送機
沛鑫包裝科技股份有限公司新竹分公司,新竹縣新豐鄉埔和村１８鄰埔頂４６５－１號,24.9213,120.98375700000001,機械設備業,未分類其他專用機械設備製造業,,塑膠標籤、包裝機臺
建益工業社,新竹縣新豐鄉埔和村埔頂５００號,24.91939,120.984489,紡織業,其他紡織品製造業,,紗
良成製麵店,新竹縣新豐鄉埔和村２鄰埔頂８１號,24.9190083,120.985344,食品及飼品業,麵條及粉條類食品製造業,,麵條、水餃皮
隆門股份有限公司新豐廠,新竹縣新豐鄉新豐村１鄰新和路１９８號,24.9178333,120.9847,金屬製品業,未分類其他金屬製品製造業,,閥類
秉宗有限公司新豐廠,新竹縣新豐鄉新豐村１鄰紅毛２３－２６號,24.91762,120.98634299999999,化學製品業,未分類其他化學製品製造業,,未分類其他化學原材料
全富奈米材料股份有限公司,新竹縣新豐鄉埔和村１０鄰埔頂２７７號,24.9311428,120.99261499999999,非金屬礦物製品業,其他陶瓷製品製造業,,陶瓷製品
錦美企業社,新竹縣新豐鄉新豐村紅毛２３之２２號,24.917579999999997,120.986443,金屬製品業,金屬刀具及手工具製造業,,五金零件
合興佳鋼品有限公司,新竹縣新豐鄉新豐村紅毛２３之３號,24.917579999999997,120.986443,金屬製品業,其他金屬加工處理業,,Ｈ型鋼、鍍鋅管、金屬壁板、烤漆鋼板、鍍鋅鋼帶、ＰＣ耐力板不鏽鋼板、不鏽鋼管、鍍鋁鋅烤漆鋼捲、方管、黑鐵管、螺絲點焊網、烤漆壓花鋼捲、鋁窗、不鏽鋼角鐵、復合式防火鋼板琉璃瓦烤漆ＰＵ鋼板、雙層烤漆ＰＵ鋼板、烤漆１２２門片
新冀機械有限公司,新竹縣新豐鄉新豐村紅毛２３之７號１樓,24.917579999999997,120.986443,橡膠製品業,工業用橡膠製品製造業,,橡膠油壓成型機
精永立工業股份有限公司二廠,新竹縣新豐鄉新豐村１鄰紅毛２３之１８號,24.917579999999997,120.986443,汽車及零件業,汽車零件製造業,,汽車零件、金屬手工具及模具
福源國際有限公司,新竹縣新豐鄉新豐村１鄰紅毛２３之１９號,24.917579999999997,120.986443,塑膠製品業,其他塑膠製品製造業,塑膠料,塑膠汽車保險桿
久菘科技股份有限公司新豐廠,新竹縣新豐鄉新豐村１鄰紅毛２３之２號１、３樓,24.917579999999997,120.986443,電腦電子及光學品業,其他通訊傳播設備製造業,,室外天線、ＧＰ天線、定向天線、平板天線
安暘有限公司,新竹縣新豐鄉新豐村１鄰紅毛２３之９號,24.917579999999997,120.986443,家具業,金屬家具製造業,,其他金屬傢俱及裝設品製造
弘技實業股份有限公司,新竹縣新豐鄉新豐村１鄰紅毛２３之１０號,24.917579999999997,120.986443,紡織業,紡織製成品製造業,,床單、窗簾
台灣迪肯特股份有限公司新豐廠,新竹縣新豐鄉新豐村１鄰紅毛２３之１２號,24.917579999999997,120.986443,機械設備業,其他通用機械設備製造業,,其他專用機械設備
羽翔生技有限公司,新竹縣新豐鄉新豐村１鄰紅毛２３之１５號,24.917579999999997,120.986443,化學製品業,清潔用品及化粧品製造業,椰子油，增稠劑,清潔用品
統方實業有限公司,新竹縣新豐鄉新豐村紅毛２３之１３號１樓,24.917579999999997,120.986443,飲料業,非酒精飲料製造業,,非酒精飲料
鑫合興浪板企業有限公司,新竹縣新豐鄉新豐村紅毛２３之２０號,24.917579999999997,120.986443,金屬製品業,金屬結構製造業,,Ｈ型鋼、槽鐵、圓鐵、塑膠外圍、鐵板、鋼軌、冷軋鍍鋅鋼捲、角鐵、扁鐵、烤漆鋼板（捲）、烤漆鋼板、鍍鋅鋼帶（板、捲）鍍鋅板、鍍鋅鋼管、點焊網、ＰＵ發泡原料、彩色鋼板、不鏽鋼板捲、不鏽鋼板、鋼管、鍍鋅花板、ＰＵ裝潢板、鍍鋅網、雙層烤漆鋼板、３５０裝潢板發泡、裝潢板不鏽鋼雙層、琉璃瓦白鐵雙層、琉璃瓦雙層、菱形網、止水條
正昊精密有限公司,新竹縣新豐鄉新豐村紅毛２３之２１號,24.917579999999997,120.986443,金屬製品業,金屬刀具及手工具製造業,,五金零件
大富酒業股份有限公司,新竹縣新豐鄉埔和村埔頂１５６號１樓,24.92401,120.998848,飲料業,其他酒精飲料製造業,,米酒
揚欣生物科技股份有限公司,新竹縣新豐鄉埔和村埔頂１７９號１樓,24.9296875,120.99771899999999,食品及飼品業,烘焙炊蒸食品製造業,生乳．奶粉．砂糖,布丁．優格．優酪乳
揚格食品股份有限公司,新竹縣新豐鄉埔和村埔頂１７９號１樓,24.9296875,120.99771899999999,食品及飼品業,烘焙炊蒸食品製造業,,布丁、優格、優酪乳
誠毅股份有限公司新豐工廠,新竹縣新豐鄉後湖村６鄰後湖子１２０之１號,24.9311352,121.006348,金屬製品業,未分類其他金屬製品製造業,,家庭用五金（螺絲、鐵釘）包裝代工
駿翰塑膠企業有限公司,新竹縣新豐鄉青埔村青埔子路１５２之１號,24.9249382,121.01741799999999,塑膠製品業,其他塑膠製品製造業,塑膠料,塑膠製品
正大香農產行青埔廠,新竹縣新豐鄉青埔村青埔子９２之６號,24.9201889,121.00985700000001,食品及飼品業,未分類其他食品製造業,,豆腐乳
翊生科技股份有限公司新竹二廠,新竹縣新豐鄉後湖村６鄰後湖子１１６－１８號,24.932436,121.00790400000001,金屬製品業,未分類其他金屬製品製造業,鋁錠,鋁擠加工
翊生科技股份有限公司新竹一廠,新竹縣新豐鄉後湖村６鄰後湖子１１６－１９號,24.9325428,121.00797299999999,金屬製品業,未分類其他金屬製品製造業,鋁錠,鋁擠加工
長川機械鐵工廠,新竹縣新豐鄉後湖村１３鄰十一股５７之１號,24.9269733,121.030952,機械設備業,未分類其他專用機械設備製造業,,造紙機械
協力新工業有限公司,新竹縣湖口鄉和興村德興路９３２巷１３９號１樓,24.9263954,121.042152,機械設備業,其他通用機械設備製造業,,自動化機械設備
玖鼎材料股份有限公司,新竹縣湖口鄉德盛村德興路９３２巷１３８號,24.925943399999998,121.041748,金屬製品業,未分類其他金屬製品製造業,,真空腔體翻修
鼎新行,新竹縣湖口鄉和興村７鄰和豐路６５巷６７號,24.92664,121.04647800000001,非金屬礦物製品業,未分類其他非金屬礦物製品製造業,,土、石
汲鋒企業有限公司,新竹縣湖口鄉和興村７鄰和豐路３１６號,24.9294815,121.04248,化學製品業,清潔用品及化粧品製造業,,化妝品
陶一企業有限公司湖口廠,新竹縣湖口鄉和興村中山路三段８２２號,24.9242516,121.059891,紙漿、紙及紙製品業,未分類其他紙製品製造業,,水針不織布，面膜，其他紙張
