FactoryName,Addr,lat,lng,MiddleIndustry,DetailIndustry,Material,ProductName
成興能源有限公司,苗栗縣苑裡鎮房裡里１０鄰１１９之５號,24.4357319,120.630623,木竹製品製造業,其他木竹製品製造業,,木質顆粒燃料
旭威企業社,苗栗縣苑裡鎮山柑里６鄰６５之６５號,24.435586899999997,120.630829,木竹製品製造業,合板及組合木材製造業,,加工合板
大欣石材股份有限公司,臺中市大甲區福德里順帆路１２３號,24.430038500000002,120.62561799999999,非金屬礦物製品業,石材製品製造業,,大理石地磚
和勇科技有限公司二廠,臺中市大甲區福德里順帆路１２２之３號,24.430038500000002,120.62561799999999,金屬製品業,金屬刀具及手工具製造業,,其他金屬製品
高鐵工業股份有限公司,臺中市大甲區福德里順帆路１５２號,24.4288616,120.62746399999999,汽車及零件業,汽車零件製造業,,汽車及其零件、機車及其零件
普聯國際股份有限公司大甲廠,臺中市大甲區西岐里順帆路１２７號,24.4279652,120.626076,機械設備業,化工機械設備製造業,,壓料機，碎料機，真空吸料機，真空吸塵器
聯輯企業有限公司,苗栗縣苑裡鎮房裡里南房７２之６號,24.4324112,120.64153300000001,金屬製品業,螺絲、螺帽及鉚釘製造業,,螺絲、金屬零件
百歐仕科研股份有限公司苑裡廠,苗栗縣苑裡鎮房裡里９鄰南房９６之６號,24.43618,120.63723,食品及飼品業,未分類其他食品製造業,,其他未分類食品製造
霖谷金屬製品有限公司,苗栗縣苑裡鎮房裡里南房９７之１號１樓,24.436815300000003,120.637375,金屬製品業,螺絲、螺帽及鉚釘製造業,,螺絲、鞋釘
士承股份有限公司,苗栗縣苑裡鎮房裡里１鄰南房７號,24.4334164,120.64711000000001,其他運輸工具零件業,自行車零件製造業,,自行車零件製造
垂坤食品有限公司苑裡廠,苗栗縣苑裡鎮房裡里１鄰南房３之２號１、２、３樓,24.433670000000003,120.64733100000001,食品及飼品業,肉類其他加工及保藏業,,肉類處理及其製品
斌倫開發實業有限公司,苗栗縣苑裡鎮房裡里１鄰南房１之７號,24.433670000000003,120.64733100000001,其他製造業,體育用品製造業,,高爾夫球袋及腳架
泰興工業社,苗栗縣苑裡鎮房裡里１鄰南房１之９號,24.433670000000003,120.64733100000001,非金屬礦物製品業,未分類其他非金屬礦物製品製造業,,砂土
