FactoryName,Addr,lat,lng,MiddleIndustry,DetailIndustry,Material,ProductName
東成飼料股份有限公司,臺南市學甲區新達里瓦寮２２之３號,23.2293148,120.21210500000001,食品及飼品業,動物飼品製造業,,配合飼料
匹士克股份有限公司,臺南市學甲區新榮里華宗路７１之２號,23.2212582,120.183517,機械設備業,流體傳動設備製造業,,空油壓機械零組件
雅騰電機股份有限公司,臺南市學甲區新榮里華宗路７１號Ｂ棟,23.2212582,120.183517,電子零組件業,未分類其他電子零組件製造業,,電磁線圈
寶榮開發企業股份有限公司工廠,臺南市學甲區新榮里中華路一段８９號,23.2222157,120.185654,其他製造業,其他未分類製造業,,寵物食品（貓．狗飼料）
大德股份有限公司,臺南市學甲區新榮里華宗路１２０號,23.223087300000003,120.18400600000001,食品及飼品業,動物飼品製造業,,養魚飼料，澱粉加工
大慈紡織有限公司,臺南市學甲區華宗路１２０之１號,23.223087300000003,120.18400600000001,紡織業,染整業,,撚紗加工
利威紙業社,臺南市學甲區新榮里華宗路１１８之１號,23.223010000000002,120.184486,紙漿、紙及紙製品業,瓦楞紙板及紙容器製造業,,其他紙容器
志宏實業有限公司,臺南市學甲區新榮里華宗路１２６之２號,23.2228374,120.185791,紡織業,人造纖維紡紗業,,撚紗、絨紗
志弘實業有限公司,臺南市學甲區新榮里華宗路１２６之３號,23.2228374,120.185791,紡織業,人造纖維紡紗業,,撚紗、絨紗
立興盛纖維有限公司工廠,臺南市學甲區新榮里華宗路１２６號,23.2228374,120.185791,紡織業,棉毛紡紗業,,棉混紡紗
信立化學工業股份有限公司,臺南市學甲區新榮里華宗路１２１號,23.2245884,120.18171699999999,塑膠製品業,塑膠皮、板及管材製造業,,塑膠皮、ＰＵ合成皮
勤業實業股份有限公司,臺南市學甲區新榮里華宗路１２１號Ｂ棟,23.2245884,120.18171699999999,塑膠製品業,其他塑膠製品製造業,,塑膠料
冠紘興業股份有限公司,臺南市學甲區新榮里華宗路１３５之１號,23.224439999999998,120.18328899999999,紡織業,人造纖維紡紗業,,花式撚紗
冠盛興業股份有限公司,臺南市學甲區新榮里華宗路１３５號,23.224439999999998,120.18328899999999,紡織業,人造纖維紡紗業,,花式撚紗
隆豐製冰冷凍廠,臺南市學甲區新榮里華宗路１３７及１３７之２號,23.2248859,120.18321999999999,其他製造業,其他未分類製造業,,冰塊（非食品用）
金朝預拌混凝土股份有限公司學甲廠,臺南市學甲區豐和里美豐１２５之２４號,23.2169533,120.19728899999998,非金屬礦物製品業,預拌混凝土製造業,,預拌混凝土
雙鎰企業有限公司學甲廠,臺南市學甲區豐和里美豐１２５之２７號,23.2169533,120.19728899999998,金屬製品業,金屬表面處理業,,烤漆鋼板
連輝玻璃有限公司學甲廠,臺南市學甲區豐和里美豐１２２之２５號,23.2168179,120.19828000000001,非金屬礦物製品業,平板玻璃及其製品製造業,,玻璃及其製品
依洛嘉國際實業有限公司,臺南市學甲區豐和里美豐６７之４６號１樓,23.21671,120.200829,化學製品業,清潔用品及化粧品製造業,,化粧品（面膜）
禾倉企業有限公司學甲廠,臺南市學甲區豐和里美豐４９之１２號,23.2191849,120.20121,食品及飼品業,未分類其他食品製造業,,決明子、大麥
滿庭芳實業有限公司工廠,臺南市學甲區豐和里美豐４９之１３號,23.2191849,120.20121,紡織業,紡織製成品製造業,,寢具用品製造
秉廉企業社,臺南市學甲區豐和里美和１之４０號,23.224805800000002,120.197906,汽車及零件業,汽車零件製造業,,汽車剎車來令
泰榮化粧品有限公司,臺南市學甲區大灣里大灣１６９之１號,23.2084732,120.18476899999999,化學製品業,清潔用品及化粧品製造業,,化妝品
