id,grid,name,type,lat,lng
7093913360,255,土地公黑輪,restaurant,22.5956830,120.2798960
4389270506,232,小蘇蘇素人早午餐,restaurant,22.6276976,120.3030381
4809791807,233,阿哈複合式餐館,restaurant,22.6235510,120.3198229
3671201040,154,林家美濃粄條,restaurant,22.7263830,120.3039670
7094154890,325,小毛鐵板麵包,restaurant,22.5107011,120.3926079
5168591060,281,正忠排骨飯,restaurant,22.5664273,120.3527465
7094154930,330,早安美芝城,restaurant,22.4973535,120.3841147
1310366844,175,故都餃子大王,restaurant,22.6873327,120.3223742
4593060983,208,八方雲集,restaurant,22.6465496,120.3342732
7093913362,267,美鈞美食坊,restaurant,22.5862360,120.2889170
5432513196,195,一朝鱻海鮮塔火鍋,restaurant,22.6646995,120.3084459
5245899511,222,肉麻燒肉飯,restaurant,22.6455019,120.3506890
3963590065,195,擱一碗滷肉飯,restaurant,22.6674973,120.3077098
3921285236,195,品香牛肉麵,restaurant,22.6670402,120.3074270
7093913356,255,134小吃,restaurant,22.5992540,120.2796080
5237616243,194,廣招英彰化肉圓,restaurant,22.6613090,120.2963072
2925723958,245,Starbucks,cafe,22.6147027,120.3063341
2377798864,153,千葉火鍋,restaurant,22.7239935,120.2933202
4099757116,202,老爹小館,restaurant,22.6466028,120.2536511
6158084286,186,早安美芝城,restaurant,22.6839058,120.3343470
5715337221,232,泰炒捌食,restaurant,22.6264506,120.3080691
3514163434,185,丹丹漢堡,fast_food,22.6828164,120.3181817
2400247350,153,金礦咖啡,cafe,22.7215039,120.2912167
5275485634,153,晨間廚房,restaurant,22.7163922,120.2977344
6128687859,245,Ramen,restaurant,22.6147640,120.3019800
3896641549,195,素之園,restaurant,22.6665338,120.3073794
4581107690,232,公寓咖啡,cafe,22.6205540,120.3009458
2415456887,206,天天新鐵板燒,restaurant,22.6566391,120.3034066
5924193712,207,美素園早午餐-正興店,restaurant,22.6464425,120.3200692
2139723549,173,左營老牌豆漿,restaurant,22.6933415,120.2991140
5165558522,259,顏家涼品,restaurant,22.6019135,120.3386448
4019320068,222,佳味羊肉店,restaurant,22.6381500,120.3560653
5044370098,232,興趣咖啡,cafe,22.6308008,120.3074612
2138856049,184,迦南牛肉麵,restaurant,22.6760566,120.3048718
5514136845,117,吉祥客飯,restaurant,22.7602923,120.3096683
5419366582,154,五四牛肉麵,restaurant,22.7264689,120.3049948
5314472929,142,哇牛漢堡食研所,fast_food,22.7269518,120.3070632
2950139513,183,老上海臭臭鍋,restaurant,22.6847307,120.2896650
4745953126,245,凡妮莎花園,cafe,22.6161881,120.3056352
6342556085,207,伍好黑輪 燒烤,restaurant,22.6528089,120.3283127
5323865318,163,必勝客-高雄楠梓店,fast_food,22.7082100,120.2990147
4293931489,248,岩葉拉麵,restaurant,22.6159102,120.3492594
4007042166,130,（李）鍋燒專賣店,restaurant,22.7532374,120.3078812
4934966430,218,野村日式炭火燒肉,restaurant,22.6329484,120.2942741
7094154977,331,古早肉圓,restaurant,22.5043675,120.3950259
4579466592,11,𡘙師傅,restaurant,22.8623703,120.2616408
4934992205,218,醇麒日式海鮮燒烤,restaurant,22.6334638,120.2940512
3477935920,233,Starbucks 廣林門市,cafe,22.6260306,120.3162868
7095333965,243,美味便當,restaurant,22.6090656,120.2717399
7094154973,331,張記餡餅,restaurant,22.5100359,120.3945576
3266993074,195,舒果新米蘭蔬食,restaurant,22.6707276,120.3031993
2450444939,229,鼓波洋樓,restaurant,22.6208530,120.2701641
4703897402,208,海窩窩,restaurant,22.6456727,120.3348345
3006982020,219,上海生煎湯包,restaurant,22.6433595,120.3078703
1069245278,195,金礦咖啡,cafe,22.6658671,120.3052894
4533436691,130,晨間廚房,restaurant,22.7523547,120.3084775
5684209396,218,味津排骨大王,restaurant,22.6354384,120.2892975
7094115950,316,米老鼠,restaurant,22.5366129,120.4016964
5692254237,245,惠鑽小吃部,restaurant,22.6068727,120.3057639
