id,grid,name,type,lat,lng
2926150624,271,口福牛肉麵,restaurant,22.9927015,120.2265325
4790143627,270,福吉雅 手工焦糖布丁,restaurant,22.9836009,120.2041233
5951157152,301,包子饅頭,restaurant,22.9665008,120.1923260
3287419809,251,八串心燒烤,restaurant,22.9973756,120.1971166
4010763396,271,KFC,fast_food,22.9824150,120.2280077
6533220176,76,早安美芝城,restaurant,23.1299106,120.2984959
4692565692,40,炸物,restaurant,23.1629952,120.1766703
3747338815,76,府城永和豆漿大王,restaurant,23.1303378,120.2940488
1497630119,21,宏恩素食,restaurant,23.1842279,120.2424694
2833054738,270,Mr.拉麵,restaurant,22.9916104,120.2178577
5658034258,268,Share,restaurant,22.9927319,120.1872304
3414389550,268,新榕江沙茶爐,restaurant,22.9818719,120.1872884
4570560596,269,piano piano 慢慢咖啡,cafe,22.9913185,120.1984543
5611057548,251,十一廚房,restaurant,22.9986645,120.1965733
4539790590,194,辣媽臭臭鍋,restaurant,23.0377971,120.2411713
4821622490,287,榮寓冰室,cafe,22.9747619,120.2188850
3657265384,269,定食8,restaurant,22.9923226,120.1891067
3285370706,249,太祖魷魚羹羊肉羹,restaurant,23.0001073,120.1623273
2826077876,271,香菇菇,restaurant,22.9901072,120.2273680
2926150620,271,上海好味道小籠湯包,restaurant,22.9913802,120.2262217
5433482526,272,欣欣龍現炒餐廳,restaurant,22.9896104,120.2432474
4249918393,270,gomix,restaurant,22.9849964,120.2058303
4570581699,251,笋玉屋脆皮肉圓,restaurant,22.9977190,120.2005629
5285872817,214,鼎旺餐飲,restaurant,23.0223617,120.2242478
3289223675,269,集品蝦仁飯,restaurant,22.9900671,120.1950257
5269361960,232,花園96清粥小菜,restaurant,23.0120127,120.2008276
3531887737,90,甘家院子,restaurant,23.1276396,120.2941076
2236704402,270,順風號,cafe,22.9901004,120.2076568
6533334161,76,葉師傅燒烤便當,restaurant,23.1298095,120.2994642
5468373321,285,修仁海產粥,restaurant,22.9770118,120.1917647
4742477022,40,85,cafe,23.1585982,120.1787835
4584744894,216,紅螞蟻碳烤,restaurant,23.0214150,120.2612800
2896622040,40,順福牛肉湯,restaurant,23.1613722,120.1784094
7216191712,350,深緣及水,restaurant,22.9253317,120.2951512
3062393442,268,阿國鵝肉,restaurant,22.9829616,120.1890512
2833030575,270,布老虎,restaurant,22.9901198,120.2126511
3290531443,251,69咖啡小鋪,cafe,22.9973954,120.1968060
6395595891,214,十號咖哩家,restaurant,23.0218141,120.2242640
2932252166,251,阿霞飯店,restaurant,22.9940662,120.2035885
