id,grid,name,type,lat,lng
6796800408,140,排骨世家,restaurant,24.8065742,120.9628656
2782645532,141,鴨香飯,restaurant,24.8041139,120.9645737
3508155429,114,粄條味香飲食店,restaurant,24.8278638,121.0747044
5765857625,129,伺,restaurant,24.8215301,121.0274048
1582331572,178,摩斯漢堡,fast_food,24.7745295,121.0455233
4821878721,158,克棧美食,restaurant,24.7961827,120.9802017
3846348866,125,林娘炸醬麵,restaurant,24.8110723,120.9652952
6997789274,159,大廚自助餐,restaurant,24.7959161,120.998228
6246614004,91,cama,cafe,24.8406179,121.0115984
5761674666,129,Coffee Arts,cafe,24.8229087,121.0284002
7246498120,69,牧人茅舍,restaurant,24.8609376,120.9625396
4108979096,141,品廚,restaurant,24.8017749,120.9637791
5751637356,129,Pho V,restaurant,24.8191747,121.0260341
4243991214,141,Masburger,fast_food,24.8042771,120.9716666
6463329285,146,Subway,fast_food,24.8082177,121.0399711
3514132501,123,智盈咖啡館,cafe,24.8170033,120.9397138
2727292932,159,溫心素食,restaurant,24.7937495,121.0017516
4424590593,110,十一街麵食館,restaurant,24.8314325,121.010521
4297324140,159,蘇格貓底,cafe,24.7939607,120.9929914
2779144394,177,NOLA,restaurant,24.7777802,121.0251516
4260157100,141,814麗香冰店,restaurant,24.8061491,120.9675159
2078267796,125,簡單東西,restaurant,24.8181846,120.9720953
2916975596,141,Louisa Coffee,cafe,24.8027798,120.9716595
2679761930,176,品味家常菜,restaurant,24.7775031,121.0208321
4243991202,141,Dickies,fast_food,24.8036831,120.9700949
4746478917,176,BRAVO,restaurant,24.7779121,121.0195389
5756575762,129,Ramen Iroha,fast_food,24.816167,121.0255944
2833887237,109,大方廣,restaurant,24.8340861,121.0071819
3608516897,122,新聖地庭園海鮮,restaurant,24.8196549,120.9297499
7227744034,145,Casa di Romeo,restaurant,24.8092597,121.0329679
6278451085,114,可福自助餐,fast_food,24.827803,121.0700077
3774868164,157,喔麥早餐,restaurant,24.7956767,120.9712615
4396259726,110,全家福客家菜館,restaurant,24.828181,121.0080623
5142877522,159,艾瑞絲,cafe,24.7934812,121.0017165
2779218274,177,港仔找茶,cafe,24.7768817,121.0242447
2794308938,176,甘泉魚麵,restaurant,24.778233,121.0202998
