id,grid,name,type,lat,lng
7211425507,480,圓滿川湘菜海鮮,restaurant,25.0385313,121.5850622
4384740026,360,麥當勞,fast_food,25.0724837,121.4960273
3514374814,479,漢堡大師,fast_food,25.0377947,121.5746495
3550647397,439,春梅子餐廳,restaurant,25.0517081,121.5357573
3656268829,514,金華麵店,restaurant,25.0292578,121.5235073
3760220091,365,頂呱呱,fast_food,25.0754775,121.5766644
2406793659,478,Spaggo - Pasta House,restaurant,25.0309917,121.5603710
5680820504,443,摩斯漢堡,restaurant,25.0528250,121.6060677
4928425283,438,Joe Alley brunch,cafe,25.0556795,121.5324419
6373399411,249,肯德基,fast_food,25.1156676,121.5282813
3379237109,479,瓦城大心,restaurant,25.0354358,121.5670365
3438534393,734,姊妹小吃店,restaurant,24.9568132,121.5384255
5110348737,440,田季發爺,restaurant,25.0483623,121.5612358
5551876723,557,Bebe sweet,restaurant,25.0131447,121.5351452
3707814897,762,紫苑潮州砂鍋粥,restaurant,24.9449477,121.3769695
7138715806,213,岡山眷村涼麵,restaurant,25.1356885,121.5030158
3835327765,649,邱記涼麵,restaurant,24.9842757,121.5597773
1844866487,248,仙客來,restaurant,25.1188847,121.5128936
6140337455,514,賊十三,restaurant,25.0197411,121.5313303
4496468491,548,同心園小館,restaurant,25.0040129,121.4135617
4386830987,191,地瓜湯米粉湯,restaurant,25.1502765,121.5483802
7175334765,405,詹詹自囍,restaurant,25.0696191,121.6182268
7080016490,515,春花微笑,restaurant,25.0251719,121.5345282
4462659061,324,地中海餐廳,restaurant,25.0947133,121.5151033
3275559061,442,磚窯古早味懷舊餐廳,restaurant,25.0528760,121.5836940
5219053323,249,露特西亞Lutetia,cafe,25.1142214,121.5274824
2918997923,475,牛店,restaurant,25.0425721,121.5048228
4786107211,479,Cozzi Café,cafe,25.0404212,121.5670714
3752360125,139,Buona Pasta,restaurant,25.1742427,121.4518384
1720014709,327,摩斯漢堡,fast_food,25.0837116,121.5555709
4173012793,439,印度風情(即將開幕),restaurant,25.0528700,121.5455044
3341995475,640,龍鳳美而美,restaurant,24.9829716,121.4229751
5372146607,555,深坑臭豆腐,restaurant,25.0074696,121.5091801
3654087652,438,HEY CAFE,cafe,25.0485918,121.5223631
2912371601,138,士林豪大大雞排,fast_food,25.1697200,121.4398915
2168323069,439,金好家客家菜,restaurant,25.0517112,121.5396200
6140337459,515,光一,cafe,25.0192173,121.5335780
3262991961,437,小潘牛肉麵,restaurant,25.0494588,121.5088071
4986591813,368,2018搞食堂,restaurant,25.0730451,121.6072450
5505377672,601,大力小吃,restaurant,25.0004113,121.5398018
4524863624,439,赤神日式豬排,restaurant,25.0496410,121.5437102
3670390140,478,門司燒きカレー,restaurant,25.0429122,121.5557960
3854086751,321,鴨對寶燒臘,restaurant,25.0882705,121.4665070
4483165494,325,星巴客,cafe,25.0884109,121.5264918
4070047187,601,聰明油飯,restaurant,24.9907527,121.5415178
6189317567,360,長疆羊肉爐,restaurant,25.0742308,121.4912089
3835345479,650,如意小吃,restaurant,24.9838907,121.5683743
3722754930,515,爭鮮迴轉壽司,restaurant,25.0266037,121.5436786
7194706771,366,鷹堡52,restaurant,25.0823517,121.5810120
6357749096,602,頂鼎麻油雞,restaurant,24.9988636,121.5572847
6926448485,402,金龍食堂,restaurant,25.0580332,121.5642825
3034547265,439,三花日式料理,restaurant,25.0534413,121.5372404
5564549022,444,山東餃子館,restaurant,25.0528367,121.6172495
7175334756,211,金牛座牛排屋,restaurant,25.1283014,121.4676262
7095347143,439,泉。精緻鍋物,restaurant,25.0447400,121.5478916
7211425499,336,新風味生猛活海鮮,restaurant,25.0850880,121.6945233
7004130373,437,石尚恐龍主題餐廳,restaurant,25.0435808,121.5141837
4217382153,478,凪,restaurant,25.0382710,121.5498348
7365964054,397,店小二,restaurant,25.0653914,121.4989643
2558221482,472,笑咪咪三明治,restaurant,25.0307100,121.4721036
5678641621,476,珍珠水果特調,cafe,25.0325615,121.5300982
7130802011,401,胖張水煎包,restaurant,25.0574107,121.5531022
4226190589,406,原牧炙燒牛排/鍋燒麵,restaurant,25.0686307,121.6329170
4547470789,324,貝思提,cafe,25.0889219,121.5095831
6090439071,325,阿姨鹽水雞,restaurant,25.0879893,121.5236120
5621089407,640,大嘴巴,restaurant,24.9826157,121.4234064
1973476978,476,摩斯漢堡,fast_food,25.0423539,121.5318734
2563901890,648,小蒙牛,restaurant,24.9831326,121.5369253
5981891184,601,風箏人咖啡,cafe,25.0002723,121.5460852
3463539663,598,三媽臭臭鍋,restaurant,24.9950711,121.5017529
3663951136,511,阿華肉羹,restaurant,25.0184701,121.4805499
3860789100,593,台南鍋燒意麵,restaurant,24.9913317,121.4234956
4360380423,515,三隻貓頭鷹,restaurant,25.0232294,121.5427324
3837459793,640,福德食堂,restaurant,24.9786124,121.4196430
4062838189,138,醃大王情人果,fast_food,25.1688026,121.4434323
5109347771,514,永茂自助餐,restaurant,25.0248502,121.5317804
3912889158,363,金榜書局,restaurant,25.0830021,121.5472772
7271135356,139,歐奇娜娃早午餐,restaurant,25.1688576,121.4467561
7004248048,327,大戶屋日本料理,restaurant,25.0836913,121.5577938
5273028686,555,四海遊龍,restaurant,25.0132527,121.5121418
6881370463,438,圓安廚,restaurant,25.0490618,121.5262481
6903271899,433,豐滿早午餐,restaurant,25.0523822,121.4495793
6054976959,325,卡帕卡巴,restaurant,25.0885270,121.5236749
5172407622,249,Mr. Brown,cafe,25.1183280,121.5261918
6024211759,648,瑞麟美而美,restaurant,24.9859805,121.5418659
4820634508,561,東南科技大學學生第二餐廳,restaurant,25.0040083,121.6039929
1412407357,552,錢都日式涮涮鍋,restaurant,25.0023588,121.4625108
7194693214,399,肉舖廚房,restaurant,25.0690192,121.5220918
5564549036,444,蚵仔煎,restaurant,25.0550319,121.6130973
2632689003,478,BOX 巴克斯,restaurant,25.0418541,121.5554750
4742234725,439,卓莉手工釀啤酒泰食餐廳,restaurant,25.0540352,121.5456103
3893604038,437,CoCo壱番屋-漢口店,restaurant,25.0452612,121.5139841
2563901903,648,50 嵐,restaurant,24.9826793,121.5353151
4384259023,514,瑪丘墨式餅舖,restaurant,25.0244486,121.5269652
3889229972,399,海霸王,restaurant,25.0686396,121.5232519
2776694529,556,星巴克,cafe,25.0078678,121.5207413
6205139410,478,mamak檔 星馬料理,restaurant,25.0423829,121.5528880
7211425624,374,金饌麵線,restaurant,25.0826812,121.6991644
5938833876,514,傳盛小食香菇肉粥,restaurant,25.0223904,121.5284926
3786348254,514,七里亭,restaurant,25.0172722,121.5325635
3826206858,479,cama café現烘咖啡,cafe,25.0384438,121.5678748
5813113753,475,北義極品,cafe,25.0334859,121.5068149
7211439843,440,老先覺麻辣窯燒鍋,restaurant,25.0479258,121.5580565
7211425808,403,Ryan帶早餐,restaurant,25.0681692,121.5859348
7211419070,374,鳳蓮素食自助餐廳,restaurant,25.0817510,121.6980722
7211425609,374,恰恰飯麵館,restaurant,25.0816252,121.6963735
4967959671,762,荻屋,restaurant,24.9440789,121.3783412
5189741821,249,cafe in,cafe,25.1198502,121.5265513
4325693914,438,東利,restaurant,25.0434996,121.5312111
2391800642,362,混蛋老闆果汁店,fast_food,25.0800758,121.5203116
4102202592,762,五花馬水餃館 三峽大學門市,restaurant,24.9424099,121.3758145
5187744629,287,餃當家,restaurant,25.1086211,121.5312659
3908055730,438,老爸咖啡,cafe,25.0448808,121.5238305
6190826763,437,南南一村台灣牛肉麵,restaurant,25.0445737,121.5158853
2061784663,734,小飯廳,restaurant,24.9591040,121.5382241
4838087673,437,肯德基,fast_food,25.0466793,121.5176845
4031296843,439,怡客咖啡,cafe,25.0529490,121.5468861
6141858785,325,歡樂便所主題餐廳,restaurant,25.0896697,121.5270946
3959167646,762,丐幫滷味 北大分舵,restaurant,24.9473007,121.3744079
4144034489,324,coffee stand,cafe,25.0912209,121.5175145
5875366065,475,永興自助餐,restaurant,25.0415822,121.5058091
2392237984,400,黎阿姨好粥道,restaurant,25.0605432,121.5349678
2853438742,439,寶妍定食屋,restaurant,25.0500554,121.5422478
6066275856,471,すき家,fast_food,25.0363891,121.4530689
3510224822,400,Joco Latte,cafe,25.0574603,121.5425861
5211483221,249,神戶牛排,restaurant,25.1121478,121.5284779
5110348657,515,餘記麵館,restaurant,25.0262591,121.5477547
7211425515,404,越南粉捲,restaurant,25.0646998,121.5931136
4524318933,601,大橋頭魯肉飯,restaurant,24.9904608,121.5423419
7271149973,139,Arirang 阿里郎韓式料理,restaurant,25.1686874,121.4462886
3700536513,478,越豐麵館,restaurant,25.0313361,121.5600033
3510607468,401,Wash Coffee,cafe,25.0599173,121.5480562
7211419056,442,劉記豆漿店,restaurant,25.0458942,121.5857371
7194706718,444,想漆肉圓伯之真味肉圓,restaurant,25.0534111,121.6160606
3278448292,639,美美早餐店,restaurant,24.9801050,121.4152544
7365923884,397,阜囍廣東粥,restaurant,25.0665843,121.4985722
5205493121,287,Domino`s,fast_food,25.1098247,121.5255888
5564542412,444,ㄔˇ 留香湯包專賣店,restaurant,25.0560831,121.6116503
4254654858,515,池先生咖哩屋,restaurant,25.0218686,121.5427660
3104849438,650,彩虹咖啡,cafe,24.9882634,121.5652157
4200642683,601,山東餃子館,restaurant,24.9976871,121.5445488
5178056922,248,第二家鹽酥雞,restaurant,25.1110756,121.5161944
3172604827,599,鬍鬚張魯肉飯,restaurant,24.9945752,121.5051195
7153752251,439,小吃攤,restaurant,25.0440967,121.5358174
3473061794,552,西堤牛排,restaurant,25.0076855,121.4599783
3430332191,554,頂呱呱,fast_food,25.0026165,121.4973681
1837963116,366,藍色馬克,restaurant,25.0766172,121.5788707
4018210619,478,韓國館,restaurant,25.0346365,121.5597867
6182991556,433,肯德基,fast_food,25.0489845,121.4472360
3711235223,287,北投志明牛肉拉麵,restaurant,25.1044498,121.5218196
7175344627,366,蔬福緣健康飲食概念館,restaurant,25.0758159,121.5845698
3210313412,515,芝鄉涼麵,restaurant,25.0253520,121.5449967
4156554947,507,Starbucks,cafe,25.0265665,121.4175708
5733249172,443,大戸屋,restaurant,25.0524110,121.6047082
3463196824,598,馥達山東燒雞,restaurant,24.9950464,121.5021710
3514477402,185,光州神仙炉,restaurant,25.1379460,121.4604022
7037347318,437,祥星記,restaurant,25.0516930,121.5131666
4834803844,557,牛肉麵紅油炒手,restaurant,25.0138752,121.5337698
5198011427,249,OD Flower and Food,cafe,25.1192482,121.5287292
7213811088,479,MAiSEN 邁泉,restaurant,25.0367590,121.5668777
