area2,mean_price
竹北市,67638.96301428266
竹東鎮,43557.92048929664
芎林鄉,50862.735537190085
湖口鄉,47155.090098126675
新豐鄉,49840.135869565216
新埔鎮,49286.91135734072
寶山鄉,47490.12
關西鎮,39427.08411214953
橫山鄉,38335.83018867925
北埔鄉,40703.688888888886
尖石鄉,0.0
峨眉鄉,22254.25
五峰鄉,0.0
新竹市,65048.30816290858
