code3,Month,InvoiceCount,SalesAmount,StoreCount,InvoiceCount_AVG,SalesAmount_AVG,StoreCount_AVG
A1000204001,6|10|2|5|9|12|3|7|11|4|1|8,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000204002,12|7|8|5|11|2|9|10|3|4|6|1,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000204003,,,,,0.0,0.0,0.0
A1000204004,4|12|2|7|11|10|1|6|3|9|5|8,-99|76891|-99|109779|78608|81799|-99|94138|-99|88257|96175|106571,-99|27105148|-99|34502804|26915270|29332642|-99|30469619|-99|31024301|31279043|35434431,-99|5|-99|6|6|6|-99|5|-99|6|5|6,91527.25,30757907.25,5.625
A1000204007,3|7|12|2|11|6|10|1|4|8|9|5,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000204006,2|6|7|8|9|3|4|5|10|11|12|1,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000204005,12|11|10|9,-99|-99|-99|-99,-99|-99|-99|-99,-99|-99|-99|-99,0.0,0.0,0.0
A1000204008,,,,,0.0,0.0,0.0
A1000204009,4|8|3|12|6|10|1|5|2|9|11|7,100053|133728|90819|98102|117170|98584|81788|119994|82883|111202|95747|137372,16546191|20357719|15201812|15152519|16396206|14553734|15457373|17346790|16371716|16578353|14503784|19762220,10|10|9|10|10|10|9|10|9|10|10|10,105620.16666666667,16519034.75,9.75
A1000204011,,,,,0.0,0.0,0.0
A1000204010,7|11|12|5|3|1|4|9|8|2|10|6,45744|32503|34298|39166|35907|31426|37439|37267|45231|32480|34273|38591,5425902|4099089|4458591|4889469|4497380|4280310|4882440|4454055|5203243|4938912|4251269|4798877,6|5|5|5|5|5|5|5|6|5|5|5,37027.083333333336,4681628.083333333,5.166666666666667
A1000205001,,,,,0.0,0.0,0.0
A1000205006,,,,,0.0,0.0,0.0
A1000205003,3|8|12|4|11|1|6|7|2|5|10|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000204012,4|12|7|2|6|11|3|1|5|9|8|10,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000204013,,,,,0.0,0.0,0.0
A1000204014,,,,,0.0,0.0,0.0
A1000205002,7|12|11|1|6|5|10|2|3|4|9|8,233659|226084|202377|197839|212811|207826|206590|195757|199389|208095|203895|236800,120306034|139386580|108703946|105940139|101560189|100736916|115155540|122675883|89336126|104848141|102611417|131552508,26|27|27|24|26|26|26|25|25|26|26|26,210926.83333333334,111901118.25,25.833333333333332
A1000205011,1|4|9|3|8|12|10|2|6|5|11|7,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000205008,7|12|5|8|11|2|3|4|1|6|9|10,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000205005,8|3|12|1|6|10|7|11|2|5|4|9,50650|33323|56197|31419|44225|49200|49600|48806|31564|36421|36398|48398,13343788|10010995|16072335|11212673|11119764|13577698|12995270|13704314|12921450|10161858|11854466|11320019,8|6|8|5|7|8|7|8|5|7|6|8,43016.75,12357885.833333334,6.916666666666667
A1000205004,,,,,0.0,0.0,0.0
A1000205007,9|8|12|3|2|7|11|1|4|10|6|5,273521|327253|334137|239515|221352|320363|292004|217922|297911|291853|282218|282668,69844414|84526923|95073086|51548660|53486220|79520768|75786681|45318635|73508893|74638418|63568724|64971555,32|30|32|31|29|30|32|29|30|32|29|30,281726.4166666667,69316081.41666667,30.5
A1000205009,3|5|12|9|10|7|4|8|1|6|11|2,62179|66256|66024|64558|62613|71919|64081|72701|58901|65677|62690|59780,13807870|16029613|14376567|14491806|13709188|16956051|14957303|15881402|15734187|14930436|14381973|15307436,7|7|7|7|7|7|7|7|7|7|7|7,64781.583333333336,15046986.0,7.0
A1000205012,7|12|11|8|10|9,-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000205010,3|6|11|12|1|4|9|2|5|10|8|7,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000205013,,,,,0.0,0.0,0.0
A1000205014,8|7|12|6|11|10|9,-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000206001,12|4|6|8|11|2|5|7|10|1|9|3,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000206002,2|12|4|9|1|10|3|7|11|6|8|5,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207008,,,,,0.0,0.0,0.0
A1000205015,1|11|12|4|5|8|3|6|10|2|7|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000205016,11|12|4|8|6|10|2|5|9|3|1|7,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207008,,,,,0.0,0.0,0.0
A1000201002,5|12|6|11|7|4|3|2|9|10|1|8,51206|55412|52083|44018|58858|55470|46228|46831|48118|47965|-99|59001,23187235|23760568|23243807|18688455|24862855|24333958|20549570|23035612|20539148|20609832|-99|25620020,6|6|6|6|6|6|6|6|6|6|-99|6,51380.90909090909,22584641.818181816,6.0
A1000201003,9|2|5|10|6|4|8|3|12|1|7|11,46789|43355|49118|45205|48607|45707|50786|45664|45220|45975|51660|45070,119474745|95475969|127957995|131907319|126040324|120199255|95560069|143569788|165802681|186686030|142532519|155250409,10|9|9|10|10|10|10|9|11|9|10|11,46929.666666666664,134204758.58333333,9.833333333333334
A1000201001,12|3|11|4|5|8|7|1|6|2|10|9,120764|118399|119505|122388|128405|134748|135112|111508|125123|109433|120490|124716,61698149|49265549|65564842|55972930|60235745|65806959|62863674|53006722|61024348|56237601|60308776|59898066,7|7|7|7|7|7|7|7|7|7|7|7,122549.25,59323613.416666664,7.0
A1000206003,12,-99,-99,-99,0.0,0.0,0.0
A1000206004,1|11|12|6|5|3|9|8|4|10|2|7,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201002,5|9|12|2|6|7|11|1|10|3|4|8,51206|48118|55412|46831|52083|58858|44018|-99|47965|46228|55470|59001,23187235|20539148|23760568|23035612|23243807|24862855|18688455|-99|20609832|20549570|24333958|25620020,6|6|6|6|6|6|6|-99|6|6|6|6,51380.90909090909,22584641.818181816,6.0
A1000207002,1|6|7|3|11|2|4|5|8|12|9|10,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201005,9|1|4|8|12|7|11|6|10|3|2|5,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207003,,,,,0.0,0.0,0.0
A1000201011,5|7|11|3|1|10|6|12|8|2|4|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000206005,,,,,0.0,0.0,0.0
A1000201006,8|12|3|7|11|2|6|5|10|1|4|9,41604|38697|-99|37040|40372|-99|-99|-99|40263|-99|-99|40005,5723003|5647581|-99|4992213|6565118|-99|-99|-99|5597184|-99|-99|5247802,5|6|-99|5|6|-99|-99|-99|6|-99|-99|6,39663.5,5628816.833333333,5.666666666666667
A1000206007,,,,,0.0,0.0,0.0
A1000201007,8|12|3|9|7|4|11|2|5|6|10|1,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201014,1|4|8|12|3|7|11|6|10|9|2|5,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201008,4|7|12|2|11|10|1|5|8|6|3|9,252193|274034|253881|232420|254485|259983|245525|268478|269647|255939|269006|253699,657785304|887576170|706969146|640184418|800890947|968572137|652092229|687271408|948679890|709984890|609380709|1002813329,16|18|19|16|19|19|16|16|18|18|16|18,257440.83333333334,772683381.4166666,17.416666666666668
A1000201009,4|9|12|1|3|8|2|5|7|11|10|6,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000206010,8|12|3|7|9|2|6|11|5|10|1|4,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201010,12|2|5|6|3|7|10|11|8|1|4|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201015,1|5|6|9|7|2|4|10|12|8|3|11,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201013,4|8|1|12|11|3|7|6|10|2|5|9,217896|266284|230907|254102|214283|201573|254227|235394|219546|248530|228228|236200,99874886|150284260|130058627|174730588|132438570|90808223|114722528|105745018|119376838|154140046|104580625|115008272,25|25|24|31|31|25|25|25|29|24|25|26,233930.83333333334,124314040.08333333,26.25
A1000201016,,,,,0.0,0.0,0.0
A1000201012,8|1|5|6|12|10|11|2|4|7|3|9,212768|177780|198817|195519|189943|182051|175222|189045|192420|210138|184188|191993,57933167|51748159|56420044|51930277|53955533|50682710|49721002|62654745|51799843|54746276|50658312|55634445,27|27|27|26|25|27|26|28|26|27|26|27,191657.0,53990376.083333336,26.583333333333332
A1000201019,4|9|12|3|11|2|7|1|5|10|6|8,240939|238298|212205|233243|228387|215839|263587|221607|251117|229384|242713|266444,40025079|42679738|43202953|39162551|42261082|41649063|47008754|40170747|43314976|41932504|40511529|48296501,17|18|19|17|19|17|17|17|17|18|17|18,236980.25,42517956.416666664,17.583333333333332
A1000201018,7|2|11|1|5|3|6|10|4|12|8|9,370232|171527|283080|358289|374011|408206|263615|376273|310859|305585|316670|262902,230803230|105699352|201163026|240921926|270687976|303263542|192879623|235706209|214197683|197557557|204210837|179283015,5|5|5|5|5|5|5|5|5|5|5|5,316770.75,214697831.33333334,5.0
A1000201017,3|9|12|11|2|7|6|10|4|1|5|8,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207006,1|4|8|12|6|10|3|7|11|2|5|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201023,1|8|12|2|11|3|6|7|10|5|9|4,121155|131326|122007|110031|122170|127865|126010|136678|122931|136593|127489|123825,42704726|39573107|40540874|32137436|41002576|39173904|33704633|42942672|38179829|45953580|44662287|33381084,11|12|14|10|14|10|12|12|13|12|13|10,125673.33333333333,39496392.333333336,11.916666666666666
A1000201020,1|4|8|12|7|11|10|5|3|6|2|9,-99|57113|99929|97338|89121|93861|93122|84316|-99|80178|-99|95193,-99|14055456|24672696|25026246|22885381|22445831|22648606|21369088|-99|20780423|-99|27251654,-99|5|7|7|5|6|7|5|-99|5|-99|6,87796.77777777778,22348375.666666668,5.888888888888889
A1000201021,12|7|2|9|1|5|4|8|3|6|10|11,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201022,,,,,0.0,0.0,0.0
A1000201024,3|1|9|12|8|11|7|6|2|5|10|4,-99|-99|24750|23766|29227|23136|29219|-99|-99|-99|23756|-99,-99|-99|7453670|7927547|9076485|7039167|7956275|-99|-99|-99|7665227|-99,-99|-99|5|5|5|5|5|-99|-99|-99|5|-99,25642.333333333332,7853061.833333333,5.0
A1000201025,8|12|7|11|3|2|10|5|6|1|4|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207005,2|5|10|4|12|7|3|11|6|1|8|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201026,1|12|11|8|4|9|2|5|10|3|7|6,99020|105850|107644|113019|112084|113171|87453|122888|113030|111250|116322|114084,22060246|23854542|23365405|22151631|25481830|24042382|23881133|29142475|24572412|22716881|21285594|21736142,13|14|14|13|13|14|13|13|14|13|13|13,109651.25,23690889.416666668,13.333333333333334
A1000206006,8|4|12|1|3|7|11|10|6|9|2|5,117221|104499|109731|94258|105318|118471|112395|113300|107092|118100|91628|112018,33272135|29592165|30448362|29339786|29619062|33253324|30803141|31986466|31799049|33014323|28141000|31417033,6|5|6|5|5|5|6|6|5|6|5|5,108669.25,31057153.833333332,5.416666666666667
A1000201032,2|5|8|1|12|3|7|11|6|10|4|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207005,2|4|1|3|8|12|11|7|6|10|5|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201028,3|8|10|9|2|11|1|7|4|5|6|12,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201029,3|8|12|4|6|11|7|10|2|1|5|9,41259|46033|40151|41699|44124|39516|48431|40785|34645|38881|45344|42251,11403068|14362429|12643732|13641839|11868793|12043936|13768067|11535678|13288032|14234830|13057398|12054001,6|5|5|6|5|5|5|5|5|7|5|5,41926.583333333336,12825150.25,5.333333333333333
A1000206009,,,,,0.0,0.0,0.0
A1000201027,,,,,0.0,0.0,0.0
A1000201030,1|4|2|8|12|7|11|5|10|3|9|6,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201031,,,,,0.0,0.0,0.0
A1000207007,3|8|12|7|11|4|9|2|6|10|1|5,-99|117911|102720|-99|105608|-99|111344|-99|-99|105754|-99|-99,-99|41288767|36421831|-99|36294638|-99|40255409|-99|-99|38498087|-99|-99,-99|5|5|-99|5|-99|5|-99|-99|5|-99|-99,108667.4,38551746.4,5.0
A1000201033,5|8|12|4|7|11|1|6|10|2|3|9,106106|101910|97151|96357|102175|94131|90883|102558|98582|79356|95955|103253,20169009|22539846|21576240|19221721|20372655|18862263|19688501|19370847|19285982|19789519|19221820|21233235,8|8|8|8|8|8|8|8|8|8|8|8,97368.08333333333,20110969.833333332,8.0
A1000201037,9|12|4|10|6|5|11|8|1|3|7|2,89819|94232|90302|90319|88077|93676|92317|93881|83152|89176|95156|79887,59581004|60373558|49386530|59001835|52482448|52543843|56689223|59241757|49926649|47717479|55712705|46952820,6|7|5|7|5|5|7|6|5|5|6|5,89999.5,54134154.25,5.75
A1000207010,4|8|12|1|7|11|3|6|10|2|5|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201035,4|8|3|12|7|11|1|5|9|6|10|2,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207009,,,,,0.0,0.0,0.0
A1000201034,6|9|8|5|11|2|3|10|12|1|4|7,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201036,7|2|5|9|12|4|8|6|11|1|10|3,-99|-99|-99|-99|45498|-99|-99|-99|45420|-99|40651|-99,-99|-99|-99|-99|8841336|-99|-99|-99|11471922|-99|10301946|-99,-99|-99|-99|-99|5|-99|-99|-99|5|-99|5|-99,43856.333333333336,10205068.0,5.0
A1000206010,4|9|1|3|12|7|11|8|2|6|10|5,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207011,8|3|12|4|6|11|2|5|10|7|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000207012,1|8|12|7|6|11|2|4|10|5|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000201038,,,,,0.0,0.0,0.0
A1000207013,,,,,0.0,0.0,0.0
A1000202001,,,,,0.0,0.0,0.0
A1000202003,,,,,0.0,0.0,0.0
A1000208001,,,,,0.0,0.0,0.0
A1000202002,,,,,0.0,0.0,0.0
A1000208003,4|8|3|7|12|11|2|6|10|5|9|1,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202004,4|12|3|8|6|10|1|7|11|2|5|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202005,,,,,0.0,0.0,0.0
A1000202006,2|8|12|3|1|7|10|5|11|6|4|9,57153|75475|61084|63579|58233|75444|61886|71270|59839|66605|66147|64324,18591757|24154491|23375000|19122339|19920986|21807114|20472936|20965305|19786637|20112163|18973189|19821604,7|9|10|7|7|9|9|9|10|9|7|9,65086.583333333336,20591960.083333332,8.5
A1000208002,,,,,0.0,0.0,0.0
A1000202011,4|1|8|12|7|11|10|3|6|2|5|9,17666|-99|26054|28226|23311|27823|27786|-99|19587|-99|17880|27776,9343856|-99|12451209|20297782|9764700|20390688|17713586|-99|9663463|-99|6586261|13480436,5|-99|6|7|6|7|6|-99|6|-99|6|6,24012.11111111111,13299109.0,6.111111111111111
A1000202007,5|9|12|11|6|2|7|10|4|1|3|8,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202009,1|4|10|3|9|8|11|2|6|7|5|12,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202008,,,,,0.0,0.0,0.0
A1000202010,4|12|6|11|7|1|2|5|9|8|3|10,93437|84635|97383|85237|106882|82165|83264|103759|97891|107382|88310|89450,31687721|30253360|28911237|27317592|32036827|29278145|33778029|35724387|32128077|33567441|27603864|28767035,17|17|17|18|17|17|17|17|18|18|17|18,93316.25,30921142.916666668,17.333333333333332
A1000202016,,,,,0.0,0.0,0.0
A1000202023,2|5|9|12|1|11|4|3|8|6|10|7,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202013,3|12|7|11|6|8|5|9|10|1|2|4,269587|301311|321132|279510|282341|321683|291450|294489|279816|215327|235098|285825,115503002|136837180|122235497|124265508|113387395|129948583|143439985|181004542|121711369|112057958|128899595|125042866,36|44|38|42|37|38|36|42|42|36|36|36,281464.0833333333,129527790.0,38.583333333333336
A1000202017,5|10|4|8|12|1|9|6|2|7|11|3,169656|168898|163593|186833|170236|150914|162485|166315|147594|184552|162340|155728,35087572|34244134|30002471|34175248|35398018|28694068|32150979|28993309|30373161|30622606|33069674|28629296,24|27|24|25|29|23|26|24|24|24|29|25,165762.0,31786711.333333332,25.333333333333332
A1000202012,1|8|12|3|7|6|11|2|5|10|4|9,55025|68714|60059|61365|70922|65161|60649|52325|68139|59977|61883|64148,7562747|9313521|8130542|8044836|9512110|8576353|7638216|8375794|8444100|8169226|8742187|7542718,5|5|5|5|5|5|5|5|5|5|5|5,62363.916666666664,8337695.833333333,5.0
A1000202014,11|12|5|9|2|6|4|10|1|3|8|7,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202015,1|5|12|7|3|8|2|4|9|6|10|11,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202018,8|4|12|3|7|11|6|10|1|2|5|9,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202020,2|5|8|12|3|6|4|7|10|1|9|11,163684|169041|206867|162859|159102|172847|170307|204309|162519|142096|176682|156949,32867934|28796955|37438254|31415425|27487582|27582940|29697653|35407658|32099245|25470065|35456404|28756969,20|20|22|23|20|21|20|22|23|20|23|23,170605.16666666666,31039757.0,21.416666666666668
A1000202021,4|12|7|11|3|8|5|9|2|1|6|10,95103|86166|111343|86377|90377|108563|102300|96225|79213|76976|85682|88297,9833426|9915758|11330810|9400870|9707649|10839536|10399572|9803443|9851696|9017715|9139373|9560655,7|8|7|8|7|7|7|7|7|7|7|8,92218.5,9900041.916666666,7.25
A1000202019,,,,,0.0,0.0,0.0
A1000202022,2|12|7|11|6|3|4|8|1|5|9|10,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
A1000202024,3|4|8|12|5|10|7|11|1|2|6|9,226618|216735|253243|177514|231239|220952|253639|207471|220006|197966|229557|226189,90023748|76097102|86688789|91137420|81351192|78541534|116422438|74360675|74869048|66780549|92286980|84894697,14|13|13|12|13|13|13|13|14|14|13|13,221760.75,84454514.33333333,13.166666666666666
A1000202029,2|7|12|5|10|11|6|1|9|4|3|8,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99|-99,0.0,0.0,0.0
