area2,mean_price
桃園區,67795.29643747251
中壢區,61738.55251888188
觀音區,45091.51971557854
龍潭區,44302.57460437076
大溪區,49544.85064935065
楊梅區,50011.844405594406
大園區,68032.30897887323
蘆竹區,60672.768554434966
八德區,55001.042914536156
平鎮區,51437.9567683881
龜山區,65839.72279586973
新屋區,43711.08185053381
復興區,27143.333333333332
