縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數
臺北市,松山區,中崙里,1460,1936882,1327
臺北市,松山區,自強里,3154,4362703,1383
臺北市,松山區,鵬程里,1872,2366765,1264
臺北市,松山區,東榮里,2903,5317004,1832
臺北市,松山區,介壽里,1567,2587268,1651
臺北市,松山區,東勢里,1627,2466380,1516
臺北市,松山區,東光里,2635,3508182,1331
臺北市,松山區,中正里,3525,6189744,1756
臺北市,松山區,復盛里,2307,2689255,1166
臺北市,松山區,復勢里,2333,2924411,1253
臺北市,松山區,美仁里,1263,1855106,1469
臺北市,松山區,吉仁里,1417,1948137,1375
臺北市,松山區,精忠里,1565,3178879,2031
臺北市,松山區,東昌里,932,7141757,7663
臺北市,松山區,福成里,945,1879621,1989
臺北市,松山區,中華里,2307,5999938,2601
臺北市,松山區,吉祥里,3196,4052904,1268
臺北市,松山區,新東里,1751,1995205,1139
臺北市,松山區,三民里,2524,3532903,1400
臺北市,松山區,復建里,1617,2091936,1294
臺北市,松山區,敦化里,2537,4086735,1611
臺北市,松山區,安平里,2905,2893401,996
臺北市,松山區,富錦里,1870,2682674,1435
臺北市,松山區,莊敬里,1726,1755509,1017
臺北市,松山區,新益里,1672,1792536,1072
臺北市,松山區,富泰里,1675,2113931,1262
臺北市,松山區,龍田里,3602,5637273,1565
臺北市,松山區,慈祐里,2418,2358436,975
臺北市,松山區,復源里,1082,1508800,1394
臺北市,松山區,民福里,2333,2552193,1094
臺北市,松山區,松基里,1408,2704953,1921
臺北市,松山區,新聚里,2961,3381590,1142
臺北市,松山區,民有里,3456,6007351,1738
臺北市,松山區,其他,217,223846,1032
臺北市,松山區,合計,70762,107724209,1522
臺北市,大安區,建安里,1954,3258127,1667
臺北市,大安區,通安里,1959,2357644,1203
臺北市,大安區,民輝里,2621,6380283,2434
臺北市,大安區,德安里,2067,3831498,1854
臺北市,大安區,敦安里,2381,4847871,2036
臺北市,大安區,光明里,1254,3641005,2904
臺北市,大安區,永康里,1350,2218199,1643
臺北市,大安區,福住里,2294,4120473,1796
臺北市,大安區,仁愛里,2155,5824490,2703
臺北市,大安區,義村里,2201,3473872,1578
臺北市,大安區,臥龍里,715,1076975,1506
臺北市,大安區,通化里,2111,2419239,1146
臺北市,大安區,龍生里,2390,3881036,1624
臺北市,大安區,新龍里,2413,3415671,1416
臺北市,大安區,住安里,1807,2676588,1481
臺北市,大安區,錦泰里,1338,2094963,1566
臺北市,大安區,建倫里,2388,5686981,2381
臺北市,大安區,錦華里,2037,3485400,1711
臺北市,大安區,光武里,2755,4243570,1540
臺北市,大安區,仁慈里,1985,3843470,1936
臺北市,大安區,黎孝里,2762,2975219,1077
臺北市,大安區,民炤里,3087,6933312,2246
臺北市,大安區,昌隆里,1264,1988242,1573
臺北市,大安區,黎和里,1717,1941253,1131
臺北市,大安區,龍雲里,1830,4298391,2349
臺北市,大安區,芳和里,1973,2307743,1170
臺北市,大安區,龍安里,2330,4937770,2119
臺北市,大安區,義安里,2094,4935855,2357
臺北市,大安區,虎嘯里,1491,2330026,1563
臺北市,大安區,龍淵里,3191,4828529,1513
臺北市,大安區,龍坡里,2112,3508295,1661
臺北市,大安區,龍門里,1601,3094735,1933
臺北市,大安區,敦煌里,2327,3998198,1718
臺北市,大安區,群賢里,2267,3401774,1501
臺北市,大安區,車層里,2448,4280790,1749
臺北市,大安區,光信里,2814,4377007,1555
臺北市,大安區,和安里,2435,8975589,3686
臺北市,大安區,正聲里,1845,3346782,1814
臺北市,大安區,誠安里,1552,1917152,1235
臺北市,大安區,華聲里,1581,2759988,1746
臺北市,大安區,臨江里,1350,1332853,987
臺北市,大安區,龍陣里,1324,2172346,1641
臺北市,大安區,龍圖里,2610,4157602,1593
臺北市,大安區,古莊里,2650,3713659,1401
臺北市,大安區,錦安里,2142,4213005,1967
臺北市,大安區,大學里,3135,4686614,1495
臺北市,大安區,古風里,1561,2406087,1541
臺北市,大安區,全安里,1716,3010489,1754
臺北市,大安區,黎元里,1807,1606907,889
臺北市,大安區,法治里,1704,2241238,1315
臺北市,大安區,龍泉里,1785,2576979,1444
臺北市,大安區,群英里,2637,3265450,1238
臺北市,大安區,學府里,718,887566,1236
臺北市,大安區,其他,225,191517,851
臺北市,大安區,合計,108260,186376316,1722
臺北市,中正區,南門里,931,1898370,2039
臺北市,中正區,龍興里,1234,1406350,1140
臺北市,中正區,愛國里,1081,1356587,1255
臺北市,中正區,龍光里,1199,1693431,1412
臺北市,中正區,河堤里,1757,2146054,1221
臺北市,中正區,龍福里,2056,3121594,1518
臺北市,中正區,螢雪里,1544,1540056,997
臺北市,中正區,永昌里,1572,1365534,869
臺北市,中正區,文盛里,851,1140415,1340
臺北市,中正區,忠勤里,1795,1318410,734
臺北市,中正區,永功里,2054,2208157,1075
臺北市,中正區,螢圃里,2003,2158978,1078
臺北市,中正區,幸市里,1817,4118664,2267
臺北市,中正區,文祥里,2771,4514003,1629
臺北市,中正區,黎明里,1162,1836284,1580
臺北市,中正區,建國里,539,777181,1442
臺北市,中正區,光復里,1322,2037304,1541
臺北市,中正區,東門里,1448,13400066,9254
臺北市,中正區,板溪里,1248,1504351,1205
臺北市,中正區,文北里,2128,5189487,2439
臺北市,中正區,梅花里,1280,2028599,1585
臺北市,中正區,廈安里,1382,1636495,1184
臺北市,中正區,網溪里,2209,2657204,1203
臺北市,中正區,林興里,1585,2081843,1313
臺北市,中正區,幸福里,1720,2566481,1492
臺北市,中正區,水源里,1073,1183622,1103
臺北市,中正區,富水里,837,1077236,1287
臺北市,中正區,頂東里,2355,2765640,1174
臺北市,中正區,新營里,3056,5123548,1677
臺北市,中正區,南福里,3592,5814371,1619
臺北市,中正區,三愛里,3107,5683686,1829
臺北市,中正區,其他,63,150134,2383
臺北市,中正區,合計,52771,87500137,1658
臺北市,萬華區,柳鄉里,1471,1133903,771
臺北市,萬華區,雙園里,1450,1392891,961
臺北市,萬華區,糖廍里,1728,1547835,896
臺北市,萬華區,西門里,1276,1304773,1023
臺北市,萬華區,仁德里,1782,1984466,1114
臺北市,萬華區,新起里,2264,2458576,1086
臺北市,萬華區,日善里,1128,943907,837
臺北市,萬華區,菜園里,1937,1801654,930
臺北市,萬華區,頂碩里,2325,2065767,889
臺北市,萬華區,福音里,1281,2044841,1596
臺北市,萬華區,華中里,1860,1601532,861
臺北市,萬華區,青山里,1560,1355208,869
臺北市,萬華區,新和里,2815,2623630,932
臺北市,萬華區,新安里,1716,1372036,800
臺北市,萬華區,富民里,1464,1222805,835
臺北市,萬華區,富福里,1568,1611790,1028
臺北市,萬華區,綠堤里,1034,736870,713
臺北市,萬華區,忠貞里,1322,1074320,813
臺北市,萬華區,日祥里,1630,1505315,924
臺北市,萬華區,忠德里,1286,1091346,849
臺北市,萬華區,孝德里,1012,794218,785
臺北市,萬華區,保德里,1094,1256536,1149
臺北市,萬華區,全德里,1404,1432917,1021
臺北市,萬華區,興德里,1237,1031410,834
臺北市,萬華區,壽德里,1583,1492448,943
臺北市,萬華區,凌霄里,1072,844633,788
臺北市,萬華區,和平里,1939,1494634,771
臺北市,萬華區,騰雲里,1045,978696,937
臺北市,萬華區,榮德里,1009,792902,786
臺北市,萬華區,福星里,1618,1667410,1031
臺北市,萬華區,和德里,1744,1400154,803
臺北市,萬華區,萬壽里,1085,1065365,982
臺北市,萬華區,銘德里,1466,1271083,867
臺北市,萬華區,華江里,2567,2086303,813
臺北市,萬華區,錦德里,1630,1310653,804
臺北市,萬華區,新忠里,1032,937576,909
臺北市,萬華區,其他,91,42814,470
臺北市,萬華區,合計,55525,50773218,914
臺北市,大同區,建泰里,1351,1517151,1123
臺北市,大同區,建明里,1227,1391464,1134
臺北市,大同區,雙連里,3071,2990880,974
臺北市,大同區,建功里,1512,1523968,1008
臺北市,大同區,景星里,753,633510,841
臺北市,大同區,星明里,2054,2373768,1156
臺北市,大同區,朝陽里,1565,1848201,1181
臺北市,大同區,大有里,1712,1717273,1003
臺北市,大同區,斯文里,1692,1597449,944
臺北市,大同區,揚雅里,1137,1089829,959
臺北市,大同區,國順里,812,618374,762
臺北市,大同區,國慶里,1575,1732039,1100
臺北市,大同區,隆和里,958,936570,978
臺北市,大同區,南芳里,1305,1249664,958
臺北市,大同區,鄰江里,2047,1726921,844
臺北市,大同區,玉泉里,1071,1179997,1102
臺北市,大同區,光能里,1692,1691975,1000
臺北市,大同區,重慶里,2194,2407240,1097
臺北市,大同區,至聖里,2774,2694574,971
臺北市,大同區,老師里,1848,1658391,897
臺北市,大同區,蓬萊里,1731,1970050,1138
臺北市,大同區,民權里,2161,2566153,1187
臺北市,大同區,文昌里,2,1489,745
臺北市,大同區,延平里,1341,1282036,956
臺北市,大同區,永樂里,1918,2562596,1336
臺北市,大同區,保安里,1377,1495097,1086
臺北市,大同區,其他,9,2660,296
臺北市,大同區,合計,40889,42459320,1038
臺北市,中山區,聚盛里,1395,1364112,978
臺北市,中山區,大佳里,292,255197,874
臺北市,中山區,恆安里,1760,3045065,1730
臺北市,中山區,集英里,2377,3363581,1415
臺北市,中山區,正守里,1244,1498624,1205
臺北市,中山區,正義里,1830,1991382,1088
臺北市,中山區,新生里,1660,1606773,968
臺北市,中山區,松江里,2431,4075229,1676
臺北市,中山區,江山里,2902,3564135,1228
臺北市,中山區,中山里,2437,2485331,1020
臺北市,中山區,成功里,2565,7429466,2896
臺北市,中山區,下埤里,2862,3279911,1146
臺北市,中山區,中原里,1891,2367742,1252
臺北市,中山區,新庄里,1677,1503319,896
臺北市,中山區,江寧里,2655,3494973,1316
臺北市,中山區,復華里,1760,2683227,1525
臺北市,中山區,興亞里,2156,3008508,1395
臺北市,中山區,朱園里,1891,4234584,2239
臺北市,中山區,中央里,1340,1894221,1414
臺北市,中山區,新福里,1809,2133125,1179
臺北市,中山區,中庄里,1825,1847016,1012
臺北市,中山區,康樂里,984,1113290,1131
臺北市,中山區,行政里,2077,2039146,982
臺北市,中山區,聚葉里,1422,1653402,1163
臺北市,中山區,正得里,1475,2137721,1449
臺北市,中山區,中吉里,2080,3355566,1613
臺北市,中山區,新喜里,1834,1938200,1057
臺北市,中山區,埤頭里,1264,1322484,1046
臺北市,中山區,大直里,3381,4143583,1226
臺北市,中山區,劍潭里,1208,1311295,1086
臺北市,中山區,力行里,2415,4895450,2027
臺北市,中山區,朱崙里,1055,1373994,1302
臺北市,中山區,晴光里,1941,2485739,1281
臺北市,中山區,永安里,3547,7316440,2063
臺北市,中山區,圓山里,1474,1623723,1102
臺北市,中山區,民安里,1683,2106819,1252
臺北市,中山區,行孝里,1388,1250892,901
臺北市,中山區,龍洲里,1887,2188545,1160
臺北市,中山區,行仁里,2767,2581244,933
臺北市,中山區,朱馥里,2131,2366657,1111
臺北市,中山區,金泰里,2780,5809146,2090
臺北市,中山區,北安里,966,1202634,1245
臺北市,中山區,其他,23,21047,915
臺北市,中山區,合計,80541,111362537,1383
臺北市,文山區,景美里,1826,2220053,1216
臺北市,文山區,景行里,2379,2749103,1156
臺北市,文山區,景仁里,1639,1906714,1163
臺北市,文山區,萬有里,1980,2474285,1250
臺北市,文山區,景慶里,2171,2258383,1040
臺北市,文山區,萬隆里,2597,2997718,1154
臺北市,文山區,萬祥里,1573,1629966,1036
臺北市,文山區,萬年里,1910,2576005,1349
臺北市,文山區,萬盛里,1693,1900749,1123
臺北市,文山區,萬和里,1093,1321958,1209
臺北市,文山區,興福里,1913,2073157,1084
臺北市,文山區,興得里,2049,2085292,1018
臺北市,文山區,興豐里,1736,2173926,1252
臺北市,文山區,興旺里,2942,3041841,1034
臺北市,文山區,興光里,1165,1427595,1225
臺北市,文山區,興安里,2320,3015131,1300
臺北市,文山區,興昌里,2419,3417868,1413
臺北市,文山區,興泰里,1405,1594694,1135
臺北市,文山區,興業里,1918,2155524,1124
臺北市,文山區,景東里,2386,2677701,1122
臺北市,文山區,景華里,1954,2223564,1138
臺北市,文山區,興家里,2637,2600872,986
臺北市,文山區,萬芳里,2776,3072550,1107
臺北市,文山區,木柵里,3036,4447284,1465
臺北市,文山區,博嘉里,1938,2611688,1348
臺北市,文山區,樟腳里,1936,2572554,1329
臺北市,文山區,老泉里,222,163522,737
臺北市,文山區,木新里,3023,3135052,1037
臺北市,文山區,指南里,1213,1500161,1237
臺北市,文山區,華興里,2993,4250609,1420
臺北市,文山區,順興里,2540,2649151,1043
臺北市,文山區,萬興里,2841,4066817,1431
臺北市,文山區,明興里,2451,2627981,1072
臺北市,文山區,明義里,1004,1042717,1039
臺北市,文山區,試院里,2406,3059614,1272
臺北市,文山區,樟新里,1978,2543087,1286
臺北市,文山區,樟林里,2929,3154037,1077
臺北市,文山區,忠順里,1476,1874017,1270
臺北市,文山區,萬美里,2472,3383973,1369
臺北市,文山區,興邦里,1688,1901864,1127
臺北市,文山區,樟樹里,1609,1655280,1029
臺北市,文山區,政大里,2503,4453395,1779
臺北市,文山區,樟文里,2068,2143966,1037
臺北市,文山區,其他,88,45986,523
臺北市,文山區,合計,88895,106877402,1202
臺北市,南港區,南港里,2029,1987727,980
臺北市,南港區,三重里,2666,4686167,1758
臺北市,南港區,新富里,1393,1250563,898
臺北市,南港區,中研里,3379,3626068,1073
臺北市,南港區,鴻福里,1642,1728572,1053
臺北市,南港區,東新里,2476,2401794,970
臺北市,南港區,西新里,1686,1518125,900
臺北市,南港區,新光里,1300,1538628,1184
臺北市,南港區,百福里,1806,1617653,896
臺北市,南港區,玉成里,1636,1599185,977
臺北市,南港區,成福里,2683,2668283,995
臺北市,南港區,中南里,1197,951813,795
臺北市,南港區,舊莊里,2904,2459161,847
臺北市,南港區,九如里,2035,1911095,939
臺北市,南港區,東明里,1708,2173407,1272
臺北市,南港區,合成里,2379,2977282,1251
臺北市,南港區,聯成里,1763,1635886,928
臺北市,南港區,萬福里,1602,1894035,1182
臺北市,南港區,仁福里,1828,1842118,1008
臺北市,南港區,重陽里,1920,3245192,1690
臺北市,南港區,其他,41,28752,701
臺北市,南港區,合計,40073,43741506,1092
臺北市,內湖區,紫陽里,2979,3640912,1222
臺北市,內湖區,紫星里,2833,3043644,1074
臺北市,內湖區,湖興里,2767,3109605,1124
臺北市,內湖區,大湖里,2097,3078465,1468
臺北市,內湖區,紫雲里,1940,2059058,1061
臺北市,內湖區,瑞陽里,2733,3207649,1174
臺北市,內湖區,清白里,3256,5257569,1615
臺北市,內湖區,港墘里,2224,2612209,1175
臺北市,內湖區,西湖里,2621,2642661,1008
臺北市,內湖區,石潭里,1502,2119509,1411
臺北市,內湖區,葫洲里,2563,3737254,1458
臺北市,內湖區,五分里,3445,3341025,970
臺北市,內湖區,內湖里,2238,2501765,1118
臺北市,內湖區,週美里,2890,4474753,1548
臺北市,內湖區,內溝里,1662,1627326,979
臺北市,內湖區,碧山里,2351,2717797,1156
臺北市,內湖區,瑞光里,1654,1716424,1038
臺北市,內湖區,金龍里,1855,1738799,937
臺北市,內湖區,行善里,2311,2228847,964
臺北市,內湖區,湖濱里,2978,4332130,1455
臺北市,內湖區,東湖里,2686,2503873,932
臺北市,內湖區,樂康里,2944,2754945,936
臺北市,內湖區,西安里,2535,2831252,1117
臺北市,內湖區,西康里,3491,4872333,1396
臺北市,內湖區,港富里,3206,3742562,1167
臺北市,內湖區,港華里,3205,4078780,1273
臺北市,內湖區,港都里,1986,2369827,1193
臺北市,內湖區,金瑞里,2318,2392261,1032
臺北市,內湖區,湖元里,2122,2542982,1198
臺北市,內湖區,安湖里,2718,3096335,1139
臺北市,內湖區,秀湖里,2449,3777221,1542
臺北市,內湖區,安泰里,1874,1669441,891
臺北市,內湖區,金湖里,3509,7970862,2272
臺北市,內湖區,康寧里,3064,3746400,1223
臺北市,內湖區,明湖里,1849,1943130,1051
臺北市,內湖區,蘆洲里,383,285233,745
臺北市,內湖區,麗山里,2055,2517937,1225
臺北市,內湖區,寶湖里,3302,6757828,2047
臺北市,內湖區,南湖里,1959,3294958,1682
臺北市,內湖區,其他,285,188023,660
臺北市,內湖區,合計,96839,122523585,1265
臺北市,士林區,仁勇里,1268,1516718,1196
臺北市,士林區,福林里,1034,1736545,1679
臺北市,士林區,福志里,2888,3745416,1297
臺北市,士林區,福德里,1540,1727323,1122
臺北市,士林區,福佳里,2697,3287335,1219
臺北市,士林區,舊佳里,2284,2622194,1148
臺北市,士林區,富光里,1731,1340976,775
臺北市,士林區,後港里,2831,2998781,1059
臺北市,士林區,前港里,1551,1705857,1100
臺北市,士林區,福中里,2304,2373326,1030
臺北市,士林區,葫蘆里,2411,2106106,874
臺北市,士林區,福順里,1645,1437536,874
臺北市,士林區,葫東里,1310,1150871,879
臺北市,士林區,社新里,2711,2222034,820
臺北市,士林區,社子里,1992,1798679,903
臺北市,士林區,永倫里,2323,1895964,816
臺北市,士林區,翠山里,1005,1324763,1318
臺北市,士林區,福安里,1222,911987,746
臺北市,士林區,富洲里,1604,1199167,748
臺北市,士林區,承德里,2084,2422800,1163
臺北市,士林區,蘭雅里,3196,4217566,1320
臺北市,士林區,德行里,1602,1869499,1167
臺北市,士林區,忠誠里,2101,3368814,1603
臺北市,士林區,三玉里,2207,3326140,1507
臺北市,士林區,芝山里,2778,5083882,1830
臺北市,士林區,岩山里,1189,1669614,1404
臺北市,士林區,義信里,1073,1253369,1168
臺北市,士林區,永福里,413,1641292,3974
臺北市,士林區,新安里,661,2527408,3824
臺北市,士林區,公館里,390,672721,1725
臺北市,士林區,陽明里,985,1849841,1878
臺北市,士林區,菁山里,428,913415,2134
臺北市,士林區,平等里,392,507182,1294
臺北市,士林區,溪山里,365,296756,813
臺北市,士林區,百齡里,2392,2108027,881
臺北市,士林區,天玉里,3157,5088974,1612
臺北市,士林區,天福里,2240,2735051,1221
臺北市,士林區,天祿里,1903,2401927,1262
臺北市,士林區,天壽里,1896,4896501,2583
臺北市,士林區,東山里,1774,2875793,1621
臺北市,士林區,福華里,1889,1609175,852
臺北市,士林區,聖山里,1851,2494552,1348
臺北市,士林區,天和里,2796,4376800,1565
臺北市,士林區,明勝里,1776,1699869,957
臺北市,士林區,社園里,2203,1777797,807
臺北市,士林區,蘭興里,2363,3259591,1379
臺北市,士林區,天母里,2483,5379356,2166
臺北市,士林區,名山里,2637,3340558,1267
臺北市,士林區,德華里,1969,2152786,1093
臺北市,士林區,天山里,2542,3320535,1306
臺北市,士林區,臨溪里,1119,2563923,2291
臺北市,士林區,其他,160,93103,582
臺北市,士林區,合計,93365,120896195,1295
臺北市,北投區,湖山里,506,671148,1326
臺北市,北投區,永欣里,3025,6005790,1985
臺北市,北投區,泉源里,677,634040,937
臺北市,北投區,一德里,2417,2508107,1038
臺北市,北投區,關渡里,3721,3760644,1011
臺北市,北投區,桃源里,2068,1955729,946
臺北市,北投區,文化里,1434,1577258,1100
臺北市,北投區,永和里,3184,4830109,1517
臺北市,北投區,立農里,3046,3067684,1007
臺北市,北投區,清江里,2747,2572989,937
臺北市,北投區,八仙里,1897,2003010,1056
臺北市,北投區,洲美里,633,517324,817
臺北市,北投區,中和里,1698,1918376,1130
臺北市,北投區,開明里,2213,2619598,1184
臺北市,北投區,長安里,2076,2014208,970
臺北市,北投區,大同里,2024,2322102,1147
臺北市,北投區,福興里,2363,2579369,1092
臺北市,北投區,石牌里,1889,1903880,1008
臺北市,北投區,奇岩里,3476,4444282,1279
臺北市,北投區,稻香里,1711,1569419,917
臺北市,北投區,中央里,2924,3134503,1072
臺北市,北投區,溫泉里,2294,2288555,998
臺北市,北投區,立賢里,1818,1857001,1021
臺北市,北投區,中心里,2246,2504953,1115
臺北市,北投區,智仁里,1969,1785832,907
臺北市,北投區,吉利里,2289,2511492,1097
臺北市,北投區,尊賢里,1579,1524226,965
臺北市,北投區,東華里,1516,1634633,1078
臺北市,北投區,吉慶里,1762,1904407,1081
臺北市,北投區,中庸里,1397,1213541,869
臺北市,北投區,秀山里,999,858510,859
臺北市,北投區,建民里,1488,1808142,1215
臺北市,北投區,榮光里,2316,2410778,1041
臺北市,北投區,裕民里,2802,3622504,1293
臺北市,北投區,振華里,2700,3126754,1158
臺北市,北投區,榮華里,2747,4436574,1615
臺北市,北投區,豐年里,1424,1235372,868
臺北市,北投區,林泉里,1015,1234168,1216
臺北市,北投區,永明里,1627,1933337,1188
臺北市,北投區,文林里,1495,1771701,1185
臺北市,北投區,大屯里,347,504770,1455
臺北市,北投區,湖田里,262,278696,1064
臺北市,北投區,其他,38,15435,406
臺北市,北投區,合計,81859,93070946,1137
臺北市,信義區,松友里,2319,2421197,1044
臺北市,信義區,六藝里,1204,1169904,972
臺北市,信義區,中興里,1319,1657096,1256
臺北市,信義區,永吉里,1012,1070389,1058
臺北市,信義區,敦厚里,1976,2284323,1156
臺北市,信義區,大道里,2192,2331847,1064
臺北市,信義區,安康里,3843,11500143,2992
臺北市,信義區,嘉興里,1153,1136019,985
臺北市,信義區,五全里,1799,1897714,1055
臺北市,信義區,新仁里,1256,1700159,1354
臺北市,信義區,正和里,1659,2327364,1403
臺北市,信義區,惠安里,2217,2228804,1005
臺北市,信義區,三犁里,1930,4323510,2240
臺北市,信義區,六合里,2484,3985257,1604
臺北市,信義區,泰和里,2622,2687972,1025
臺北市,信義區,西村里,1656,1867733,1128
臺北市,信義區,興隆里,991,4435275,4476
臺北市,信義區,景新里,1851,4305153,2326
臺北市,信義區,景聯里,1692,1880425,1111
臺北市,信義區,景勤里,1332,1326913,996
臺北市,信義區,黎順里,1489,1692932,1137
臺北市,信義區,黎平里,2578,2751211,1067
臺北市,信義區,黎忠里,1634,1624458,994
臺北市,信義區,松隆里,698,579244,830
臺北市,信義區,中坡里,1574,1596188,1014
臺北市,信義區,永春里,1636,1575970,963
臺北市,信義區,富台里,1549,1899328,1226
臺北市,信義區,長春里,1342,1198520,893
臺北市,信義區,五常里,1288,1351170,1049
臺北市,信義區,四維里,1902,2096024,1102
臺北市,信義區,雅祥里,1749,2002440,1145
臺北市,信義區,興雅里,2121,2363791,1114
臺北市,信義區,廣居里,2819,3605071,1279
臺北市,信義區,中行里,2619,2441180,932
臺北市,信義區,四育里,1916,1885472,984
臺北市,信義區,國業里,2590,3151006,1217
臺北市,信義區,松光里,1782,1881382,1056
臺北市,信義區,大仁里,1317,1180626,896
臺北市,信義區,雙和里,2480,2689331,1084
臺北市,信義區,黎安里,460,387176,842
臺北市,信義區,三張里,3134,4246748,1355
臺北市,信義區,其他,263,395143,1502
臺北市,信義區,合計,75447,99131607,1314
臺北市,其他,其他,316,524875,1661
臺北市,其他,合計,316,524875,1661
高雄市,鹽埕區,藍橋里,368,289719,787
高雄市,鹽埕區,慈愛里,86,85756,997
高雄市,鹽埕區,博愛里,161,107370,667
高雄市,鹽埕區,陸橋里,321,233765,728
高雄市,鹽埕區,壽星里,339,284865,840
高雄市,鹽埕區,中山里,371,322475,869
高雄市,鹽埕區,瀨南里,159,234923,1478
高雄市,鹽埕區,新樂里,306,273914,895
高雄市,鹽埕區,教仁里,660,524107,794
高雄市,鹽埕區,中原里,197,189061,960
高雄市,鹽埕區,府北里,402,275354,685
高雄市,鹽埕區,育仁里,236,186926,792
高雄市,鹽埕區,光明里,386,346249,897
高雄市,鹽埕區,江西里,317,301281,950
高雄市,鹽埕區,港都里,272,202248,744
高雄市,鹽埕區,新化里,152,102203,672
高雄市,鹽埕區,江南里,183,173252,947
高雄市,鹽埕區,河濱里,597,543075,910
高雄市,鹽埕區,南端里,299,278554,932
高雄市,鹽埕區,沙地里,196,279711,1427
高雄市,鹽埕區,新豐里,235,205512,875
高雄市,鹽埕區,其他,1,1,1
高雄市,鹽埕區,合計,6244,5440319,871
高雄市,鼓山區,前峰里,1370,1094578,799
高雄市,鼓山區,光榮里,1061,779879,735
高雄市,鼓山區,民族里,355,264600,745
高雄市,鼓山區,自強里,216,167881,777
高雄市,鼓山區,建國里,784,669829,854
高雄市,鼓山區,內惟里,279,208006,746
高雄市,鼓山區,忠正里,1061,849629,801
高雄市,鼓山區,龍井里,339,243079,717
高雄市,鼓山區,平和里,1158,894549,772
高雄市,鼓山區,龍子里,5635,6913227,1227
高雄市,鼓山區,鼓岩里,274,162984,595
高雄市,鼓山區,樹德里,342,262741,768
高雄市,鼓山區,寶樹里,300,203192,677
高雄市,鼓山區,綠川里,344,253025,736
高雄市,鼓山區,河邊里,405,280504,693
高雄市,鼓山區,興宗里,336,234019,696
高雄市,鼓山區,光化里,273,172456,632
高雄市,鼓山區,山下里,390,303114,777
高雄市,鼓山區,登山里,156,126642,812
高雄市,鼓山區,峰南里,205,126770,618
高雄市,鼓山區,維生里,396,347843,878
高雄市,鼓山區,延平里,245,201096,821
高雄市,鼓山區,新民里,239,166689,697
高雄市,鼓山區,惠安里,327,316360,967
高雄市,鼓山區,壽山里,316,209955,664
高雄市,鼓山區,哨船頭,274,207258,756
高雄市,鼓山區,桃源里,169,153078,906
高雄市,鼓山區,正德里,605,456787,755
高雄市,鼓山區,厚生里,953,702556,737
高雄市,鼓山區,明誠里,5816,5874563,1010
高雄市,鼓山區,民強里,796,549161,690
高雄市,鼓山區,裕豐里,902,899064,997
高雄市,鼓山區,華豐里,1345,1283905,955
高雄市,鼓山區,雄峰里,570,389273,683
高雄市,鼓山區,鼓峰里,509,309448,608
高雄市,鼓山區,麗興里,268,244588,913
高雄市,鼓山區,龍水里,8186,12047470,1472
高雄市,鼓山區,裕興里,1038,825395,795
高雄市,鼓山區,其他,2,292,146
高雄市,鼓山區,合計,38239,39395485,1030
高雄市,左營區,自立里,0,0,0
高雄市,左營區,崇實里,1324,1300296,982
高雄市,左營區,合群里,761,647429,851
高雄市,左營區,自治里,0,0,0
高雄市,左營區,頂西里,258,184503,715
高雄市,左營區,頂北里,149,99435,667
高雄市,左營區,中北里,139,110848,797
高雄市,左營區,中南里,134,96258,718
高雄市,左營區,自助里,119,97780,822
高雄市,左營區,自勉里,0,0,0
高雄市,左營區,尾西里,299,201945,675
高雄市,左營區,尾北里,925,753864,815
高雄市,左營區,󿾴南里,168,110446,657
高雄市,左營區,廟東里,173,112503,650
高雄市,左營區,廟北里,212,118485,559
高雄市,左營區,尾南里,164,103582,632
高雄市,左營區,󿾴北里,89,75954,853
高雄市,左營區,埤東里,257,239063,930
高雄市,左營區,埤北里,289,196213,679
高雄市,左營區,新上里,8961,10077704,1125
高雄市,左營區,新中里,1521,1401360,921
高雄市,左營區,新下里,4485,4722737,1053
高雄市,左營區,聖后里,201,142592,709
高雄市,左營區,聖西里,81,73747,910
高雄市,左營區,聖南里,126,95640,759
高雄市,左營區,埤西里,271,219975,812
高雄市,左營區,路東里,207,167657,810
高雄市,左營區,城南里,136,97255,715
高雄市,左營區,進學里,390,280146,718
高雄市,左營區,屏山里,350,260495,744
高雄市,左營區,果惠里,348,232033,667
高雄市,左營區,果貿里,799,610872,765
高雄市,左營區,海勝里,1483,1019857,688
高雄市,左營區,莒光里,519,344740,664
高雄市,左營區,永清里,304,316495,1041
高雄市,左營區,果峰里,376,227214,604
高雄市,左營區,光輝里,814,653848,803
高雄市,左營區,菜公里,9672,10255060,1060
高雄市,左營區,祥和里,58,40391,696
高雄市,左營區,新光里,4594,4752562,1035
高雄市,左營區,明建里,330,306954,930
高雄市,左營區,福山里,11585,11803919,1019
高雄市,左營區,其他,9,5134,570
高雄市,左營區,合計,53080,52556987,990
高雄市,楠梓區,東寧里,1409,1321225,938
高雄市,楠梓區,享平里,998,800563,802
高雄市,楠梓區,五常里,1838,1376243,749
高雄市,楠梓區,惠民里,1312,1036253,790
高雄市,楠梓區,中陽里,850,653698,769
高雄市,楠梓區,清豐里,7162,6615065,924
高雄市,楠梓區,稔田里,440,360841,820
高雄市,楠梓區,玉屏里,661,518746,785
高雄市,楠梓區,錦屏里,970,766594,790
高雄市,楠梓區,金田里,982,779985,794
高雄市,楠梓區,廣昌里,860,605204,704
