縣市,鄉鎮市區,村里,納稅單位,綜合所得總額,平均數
臺南市,南區,松安里,390,258149,662
臺南市,南區,永寧里,361,213492,591
臺南市,南區,南華里,647,396993,614
臺南市,南區,其他,1,497,497
臺南市,南區,合計,30877,23666408,766
臺南市,北區,振興里,538,489435,910
臺南市,北區,新勝里,507,358268,707
臺南市,北區,開元里,673,463332,688
臺南市,北區,大道里,583,422753,725
臺南市,北區,大山里,84,48251,574
臺南市,北區,和順里,2559,2836282,1108
臺南市,北區,興北里,387,291569,753
臺南市,北區,興南里,514,469841,914
臺南市,北區,六甲里,656,513753,783
臺南市,北區,安民里,312,240544,771
臺南市,北區,成功里,1540,1832954,1190
臺南市,北區,文元里,2160,2486956,1151
臺南市,北區,大港里,1645,1310996,797
臺南市,北區,大仁里,234,154824,662
臺南市,北區,國姓里,404,317638,786
臺南市,北區,實踐里,601,466218,776
臺南市,北區,延平里,407,268927,661
臺南市,北區,光武里,379,290990,768
臺南市,北區,勝安里,306,280398,916
臺南市,北區,東興里,648,784929,1211
臺南市,北區,力行里,782,715588,915
臺南市,北區,裕民里,389,338268,870
臺南市,北區,仁愛里,657,787490,1199
臺南市,北區,正覺里,859,685198,798
臺南市,北區,正風里,369,260792,707
臺南市,北區,小康里,612,436689,714
臺南市,北區,華興里,698,665572,954
臺南市,北區,大豐里,1280,1148345,897
臺南市,北區,重興里,745,888120,1192
臺南市,北區,國興里,543,524989,967
臺南市,北區,長榮里,716,558392,780
臺南市,北區,中樓里,501,448505,895
臺南市,北區,公園里,564,585160,1038
臺南市,北區,玉皇里,426,372653,875
臺南市,北區,長德里,345,259567,752
臺南市,北區,三德里,306,225199,736
臺南市,北區,五福里,292,202186,692
臺南市,北區,元寶里,1382,1360500,984
臺南市,北區,永祥里,809,537446,664
臺南市,北區,成德里,4467,5897050,1320
臺南市,北區,文成里,1149,1191414,1037
臺南市,北區,大和里,1167,912404,782
臺南市,北區,賢北里,1256,1232519,981
臺南市,北區,其他,22,10983,499
臺南市,北區,合計,35473,34573887,975
臺南市,安南區,󻕯南里,1280,908520,710
臺南市,安南區,東和里,978,1223661,1251
臺南市,安南區,州北里,1388,1107089,798
臺南市,安南區,州南里,1358,964472,710
臺南市,安南區,安順里,1498,1271937,849
臺南市,安南區,新順里,2077,1747785,841
臺南市,安南區,安東里,796,589568,741
臺南市,安南區,安西里,1117,971254,870
臺南市,安南區,安慶里,1906,1455652,764
臺南市,安南區,頂安里,1431,1242606,868
臺南市,安南區,原佃里,589,521505,885
臺南市,安南區,總頭里,431,350968,814
臺南市,安南區,長安里,1271,859112,676
臺南市,安南區,公親里,278,184393,663
臺南市,安南區,海東里,1609,1289954,802
臺南市,安南區,海西里,640,476740,745
臺南市,安南區,海南里,519,323359,623
臺南市,安南區,溪心里,2026,1636242,808
臺南市,安南區,淵東里,1297,1006821,776
臺南市,安南區,淵中里,867,620227,715
臺南市,安南區,淵西里,768,501203,653
臺南市,安南區,佃東里,872,578955,664
臺南市,安南區,佃西里,450,305394,679
臺南市,安南區,公󻕯里,204,128400,629
臺南市,安南區,南興里,414,258731,625
臺南市,安南區,學東里,473,298398,631
臺南市,安南區,城東里,306,181852,594
臺南市,安南區,城西里,287,184366,642
臺南市,安南區,城南里,609,400355,657
臺南市,安南區,城北里,310,194203,626
臺南市,安南區,城中里,236,158167,670
臺南市,安南區,砂崙里,264,172275,653
臺南市,安南區,青草里,238,135787,571
臺南市,安南區,四草里,345,252527,732
臺南市,安南區,𥂁田里,429,389467,908
臺南市,安南區,顯宮里,356,244983,688
臺南市,安南區,鹿耳里,194,117000,603
臺南市,安南區,安和里,614,429670,700
臺南市,安南區,溪北里,859,660619,769
臺南市,安南區,溪頂里,1329,1004639,756
臺南市,安南區,溪墘里,878,615414,701
臺南市,安南區,海佃里,1182,818902,693
臺南市,安南區,幸福里,994,652770,657
臺南市,安南區,梅花里,1171,907281,775
臺南市,安南區,鳳凰里,1270,914479,720
臺南市,安南區,理想里,1366,1045603,765
臺南市,安南區,溪東里,1097,890134,811
臺南市,安南區,布袋里,458,334622,731
臺南市,安南區,國安里,685,540156,789
臺南市,安南區,安富里,1437,1068343,743
臺南市,安南區,大安里,951,594108,625
臺南市,安南區,其他,2,2218,1109
臺南市,安南區,合計,44404,33732884,760
臺南市,安平區,西門里,276,174733,633
臺南市,安平區,金城里,537,537650,1001
臺南市,安平區,石門里,532,364170,685
臺南市,安平區,漁光里,68,40598,597
臺南市,安平區,建平里,1640,1757504,1072
臺南市,安平區,怡平里,1366,1449526,1061
臺南市,安平區,華平里,1519,1267620,835
臺南市,安平區,平通里,2107,1990821,945
臺南市,安平區,文平里,1744,1815942,1041
臺南市,安平區,國平里,2203,2221225,1008
臺南市,安平區,育平里,2312,2165892,937
臺南市,安平區,億載里,923,964536,1045
臺南市,安平區,海頭里,344,222180,646
臺南市,安平區,港仔里,265,190717,720
臺南市,安平區,平安里,1042,910699,874
臺南市,安平區,其他,4,1194,298
臺南市,安平區,合計,16882,16075009,952
臺南市,中西區,銀同里,321,252690,787
臺南市,中西區,福安里,320,677466,2117
臺南市,中西區,赤崁里,456,722864,1585
臺南市,中西區,法華里,933,1016520,1090
臺南市,中西區,郡王里,529,895204,1692
臺南市,中西區,開山里,551,489654,889
臺南市,中西區,五妃里,607,603687,995
臺南市,中西區,大南里,441,543737,1233
臺南市,中西區,小西里,214,167101,781
臺南市,中西區,仙草里,772,659571,854
臺南市,中西區,公正里,544,568501,1045
臺南市,中西區,進學里,406,465832,1147
臺南市,中西區,建國里,350,406802,1162
臺南市,中西區,青年里,440,448351,1019
臺南市,中西區,永福里,429,745043,1737
臺南市,中西區,永華里,411,342702,834
臺南市,中西區,天后里,400,1315666,3289
臺南市,中西區,三民里,417,350766,841
臺南市,中西區,萬昌里,498,407944,819
臺南市,中西區,普濟里,251,283195,1128
臺南市,中西區,水仙里,323,263895,817
臺南市,中西區,藥王里,1084,995484,918
臺南市,中西區,安海里,487,570609,1172
臺南市,中西區,中正里,328,245584,749
臺南市,中西區,民主里,257,188576,734
臺南市,中西區,大涼里,920,876298,952
臺南市,中西區,元安里,360,296414,823
臺南市,中西區,協進里,310,294562,950
臺南市,中西區,協和里,556,405427,729
臺南市,中西區,民生里,379,282192,745
臺南市,中西區,文賢里,372,251635,676
臺南市,中西區,光賢里,1163,1140039,980
臺南市,中西區,西賢里,1686,1839776,1091
臺南市,中西區,西湖里,1877,2226706,1186
臺南市,中西區,三合里,472,413267,876
臺南市,中西區,民權里,426,396556,931
臺南市,中西區,保安里,283,232931,823
臺南市,中西區,郡西里,255,188232,738
臺南市,中西區,其他,16,5812,363
臺南市,中西區,合計,20844,22477293,1078
臺南市,新營區,忠政里,1772,1637209,924
臺南市,新營區,民權里,869,809800,932
臺南市,新營區,三仙里,949,781040,823
臺南市,新營區,民生里,1040,845181,813
臺南市,新營區,民榮里,1392,1091248,784
臺南市,新營區,好平里,207,155059,749
臺南市,新營區,延平里,332,209260,630
臺南市,新營區,南興里,745,566935,761
臺南市,新營區,永生里,317,266760,842
臺南市,新營區,中營里,430,415304,966
臺南市,新營區,興業里,533,510540,958
臺南市,新營區,興安里,126,110620,878
臺南市,新營區,王公里,1478,1450882,982
臺南市,新營區,大宏里,1088,1009385,928
臺南市,新營區,護鎮里,400,306009,765
臺南市,新營區,埤寮里,526,414370,788
臺南市,新營區,土庫里,394,313321,795
臺南市,新營區,太南里,361,245708,681
臺南市,新營區,太北里,468,334219,714
臺南市,新營區,南紙里,1188,888934,748
臺南市,新營區,嘉芳里,567,388009,684
臺南市,新營區,舊󿾴里,62,40911,660
臺南市,新營區,角帶里,102,65513,642
臺南市,新營區,鐵線里,173,113799,658
臺南市,新營區,五興里,190,129881,684
臺南市,新營區,姑爺里,100,70813,708
臺南市,新營區,新北里,1701,1534459,902
臺南市,新營區,新南里,1739,1686850,970
臺南市,新營區,新東里,2381,2513714,1056
臺南市,新營區,其他,5,1893,379
臺南市,新營區,合計,21635,18907628,874
臺南市,鹽水區,水秀里,402,269253,670
臺南市,鹽水區,福得里,163,135586,832
臺南市,鹽水區,三生里,96,69682,726
臺南市,鹽水區,武廟里,147,108619,739
臺南市,鹽水區,中境里,161,123476,767
臺南市,鹽水區,水正里,230,183878,799
臺南市,鹽水區,水仙里,93,62585,673
臺南市,鹽水區,橋南里,1046,734567,702
臺南市,鹽水區,岸內里,1054,785933,746
臺南市,鹽水區,義稠里,213,142898,671
臺南市,鹽水區,汫水里,188,134501,715
臺南市,鹽水區,下中里,161,109868,682
臺南市,鹽水區,歡雅里,378,251359,665
臺南市,鹽水區,大莊里,98,61936,632
臺南市,鹽水區,孫厝里,97,65124,671
臺南市,鹽水區,桐寮里,63,49692,789
臺南市,鹽水區,後宅里,124,78237,631
臺南市,鹽水區,舊營里,203,152945,753
臺南市,鹽水區,竹埔里,163,112281,689
臺南市,鹽水區,下林里,62,35825,578
臺南市,鹽水區,飯店里,74,48423,654
臺南市,鹽水區,大豐里,47,43250,920
臺南市,鹽水區,河南里,101,64682,640
臺南市,鹽水區,南港里,197,115337,585
臺南市,鹽水區,田寮里,53,42525,802
臺南市,鹽水區,其他,3,811,270
臺南市,鹽水區,合計,5617,3983271,709
臺南市,白河區,白河里,388,290820,750
臺南市,白河區,永安里,804,611703,761
臺南市,白河區,庄內里,375,258270,689
臺南市,白河區,外角里,317,199649,630
臺南市,白河區,秀祐里,216,137423,636
臺南市,白河區,大竹里,276,181869,659
臺南市,白河區,玉豐里,261,166736,639
臺南市,白河區,詔安里,153,106833,698
臺南市,白河區,蓮潭里,161,115267,716
臺南市,白河區,廣安里,141,100150,710
臺南市,白河區,內角里,142,108045,761
臺南市,白河區,草店里,168,112722,671
臺南市,白河區,甘宅里,98,58507,597
臺南市,白河區,竹門里,175,123056,703
臺南市,白河區,崎內里,134,87920,656
臺南市,白河區,汴頭里,94,53060,564
臺南市,白河區,昇安里,279,192452,690
臺南市,白河區,河東里,268,193800,723
臺南市,白河區,虎山里,89,67478,758
臺南市,白河區,大林里,103,65655,637
臺南市,白河區,崁頭里,59,33670,571
臺南市,白河區,六溪里,80,55220,690
臺南市,白河區,關嶺里,167,126725,759
臺南市,白河區,仙草里,156,85406,547
臺南市,白河區,其他,2,895,448
臺南市,白河區,合計,5106,3533332,692
臺南市,柳營區,士林里,536,446890,834
臺南市,柳營區,光福里,528,383314,726
臺南市,柳營區,中埕里,269,210130,781
臺南市,柳營區,東昇里,789,613610,778
臺南市,柳營區,八翁里,340,259816,764
臺南市,柳營區,人和里,194,131466,678
臺南市,柳營區,太康里,380,316166,832
臺南市,柳營區,重溪里,424,297537,702
臺南市,柳營區,篤農里,331,253095,765
臺南市,柳營區,大農里,132,84324,639
臺南市,柳營區,神農里,330,229216,695
臺南市,柳營區,果毅里,290,197129,680
臺南市,柳營區,旭山里,291,187052,643
臺南市,柳營區,其他,0,0,0
臺南市,柳營區,合計,4834,3609745,747
臺南市,後壁區,後壁里,472,358717,760
臺南市,後壁區,嘉苳里,294,208177,708
臺南市,後壁區,侯伯里,316,243362,770
臺南市,後壁區,土溝里,267,192564,721
臺南市,後壁區,嘉田里,249,167148,671
臺南市,後壁區,嘉民里,238,163354,686
臺南市,後壁區,頂安里,341,270369,793
臺南市,後壁區,長安里,325,232279,715
臺南市,後壁區,福安里,308,230866,750
臺南市,後壁區,烏樹里,152,99532,655
臺南市,後壁區,墨林里,163,123891,760
臺南市,後壁區,菁寮里,91,69022,758
臺南市,後壁區,後󿾴里,92,70664,768
臺南市,後壁區,崁頂里,109,83833,769
臺南市,後壁區,菁豐里,170,133780,787
臺南市,後壁區,新嘉里,180,129070,717
臺南市,後壁區,頂長里,106,77252,729
臺南市,後壁區,平安里,226,166990,739
臺南市,後壁區,仕安里,95,61134,644
臺南市,後壁區,新東里,397,268550,676
臺南市,後壁區,竹新里,302,215278,713
臺南市,後壁區,其他,5,4537,907
臺南市,後壁區,合計,4898,3570367,729
臺南市,東山區,東山里,300,199932,666
臺南市,東山區,東中里,578,443872,768
臺南市,東山區,東正里,292,208845,715
臺南市,東山區,三榮里,166,108620,654
臺南市,東山區,大客里,183,125473,686
臺南市,東山區,科里里,216,149996,694
臺南市,東山區,東河里,186,105375,567
臺南市,東山區,聖賢里,429,311519,726
臺南市,東山區,南溪里,77,55732,724
臺南市,東山區,水雲里,57,37732,662
臺南市,東山區,林安里,61,33865,555
臺南市,東山區,東原里,362,233636,645
臺南市,東山區,嶺南里,92,49928,543
臺南市,東山區,南勢里,163,103906,637
臺南市,東山區,青山里,153,94843,620
臺南市,東山區,高原里,132,82302,623
臺南市,東山區,其他,0,0,0
臺南市,東山區,合計,3447,2345577,680
臺南市,麻豆區,榖興里,218,184625,847
臺南市,麻豆區,保安里,178,136602,767
臺南市,麻豆區,東角里,918,797808,869
臺南市,麻豆區,晉江里,809,654735,809
臺南市,麻豆區,巷口里,541,464548,859
臺南市,麻豆區,中興里,637,511315,803
臺南市,麻豆區,興農里,468,378691,809
臺南市,麻豆區,新建里,368,301894,820
臺南市,麻豆區,油車里,1150,958510,833
臺南市,麻豆區,北勢里,245,172175,703
臺南市,麻豆區,大埕里,885,705808,798
臺南市,麻豆區,總榮里,186,142730,767
臺南市,麻豆區,龍泉里,205,146959,717
臺南市,麻豆區,寮󿾴里,453,319746,706
臺南市,麻豆區,南勢里,714,610701,855
臺南市,麻豆區,安東里,157,126703,807
臺南市,麻豆區,安業里,166,127804,770
臺南市,麻豆區,安西里,182,109328,601
臺南市,麻豆區,謝安里,229,170083,743
臺南市,麻豆區,中民里,191,147796,774
臺南市,麻豆區,安正里,233,149608,642
臺南市,麻豆區,磚井里,303,208785,689
臺南市,麻豆區,小埤里,271,187639,692
臺南市,麻豆區,埤頭里,346,244978,708
臺南市,麻豆區,大山里,161,119018,739
臺南市,麻豆區,海埔里,249,178700,718
臺南市,麻豆區,莊禮里,97,66519,686
臺南市,麻豆區,港尾里,343,309570,903
臺南市,麻豆區,麻口里,300,188198,627
臺南市,麻豆區,其他,4,2753,688
臺南市,麻豆區,合計,11207,8824331,787
臺南市,下營區,仁里里,769,576686,750
臺南市,下營區,宅內里,254,175980,693
臺南市,下營區,後街里,424,300727,709
臺南市,下營區,新興里,654,466457,713
臺南市,下營區,下營里,223,171982,771
臺南市,下營區,營前里,556,431546,776
臺南市,下營區,大屯里,188,118368,630
臺南市,下營區,大埤里,149,104837,704
臺南市,下營區,開化里,476,345922,727
臺南市,下營區,茅港里,315,240697,764
臺南市,下營區,中營里,273,196817,721
臺南市,下營區,西連里,197,141599,719
臺南市,下營區,賀建里,294,202810,690
臺南市,下營區,甲中里,221,166308,753
臺南市,下營區,紅厝里,252,192351,763
臺南市,下營區,其他,4,1885,471
臺南市,下營區,合計,5249,3834971,731
臺南市,六甲區,六甲里,828,647311,782
臺南市,六甲區,甲東里,731,530164,725
臺南市,六甲區,甲南里,406,307942,758
臺南市,六甲區,龍湖里,277,198634,717
臺南市,六甲區,七甲里,257,188349,733
臺南市,六甲區,二甲里,973,713641,733
臺南市,六甲區,水林里,601,427268,711
臺南市,六甲區,中社里,426,310263,728
臺南市,六甲區,龜港里,321,223360,696
臺南市,六甲區,菁埔里,141,90279,640
臺南市,六甲區,王爺里,149,102228,686
臺南市,六甲區,大丘里,80,50943,637
臺南市,六甲區,其他,1,408,408
臺南市,六甲區,合計,5191,3790790,730
臺南市,官田區,官田里,577,442836,767
臺南市,官田區,湖山里,240,190123,792
臺南市,官田區,隆田里,587,457295,779
臺南市,官田區,二鎮里,992,716500,722
臺南市,官田區,東庄里,325,231934,714
臺南市,官田區,西庄里,147,100406,683
臺南市,官田區,拔林里,133,86909,653
臺南市,官田區,渡頭里,561,408706,729
臺南市,官田區,社子里,189,112915,597
臺南市,官田區,大崎里,71,56081,790
臺南市,官田區,嘉南里,67,59288,885
臺南市,官田區,隆本里,1035,758128,732
臺南市,官田區,南󿾴里,305,193887,636
臺南市,官田區,其他,7,3320,474
臺南市,官田區,合計,5236,3818328,729
臺南市,大內區,石湖里,226,148347,656
臺南市,大內區,石林里,135,85797,636
臺南市,大內區,石城里,377,239856,636
臺南市,大內區,內江里,232,146932,633
臺南市,大內區,大內里,193,138787,719
臺南市,大內區,內郭里,137,75423,551
臺南市,大內區,頭社里,177,110130,622
臺南市,大內區,二溪里,167,118883,712
臺南市,大內區,曲溪里,120,66241,552
臺南市,大內區,環湖里,98,64668,660
臺南市,大內區,其他,0,0,0
臺南市,大內區,合計,1862,1195064,642
臺南市,佳里區,鎮山里,1711,1229555,719
臺南市,佳里區,東寧里,549,453904,827
臺南市,佳里區,六安里,1325,1162472,877
臺南市,佳里區,安西里,3832,3128486,816
臺南市,佳里區,建南里,2649,2190650,827
臺南市,佳里區,佳化里,612,439760,719
臺南市,佳里區,禮化里,246,187037,760
臺南市,佳里區,興化里,312,220761,708
臺南市,佳里區,營頂里,157,121836,776
臺南市,佳里區,溪洲里,88,59609,677
臺南市,佳里區,頂󿾴里,227,150693,664
臺南市,佳里區,海澄里,379,255958,675
臺南市,佳里區,漳洲里,149,88720,595
臺南市,佳里區,子龍里,325,222571,685
臺南市,佳里區,三協里,248,182607,736
臺南市,佳里區,民安里,381,266032,698
臺南市,佳里區,龍安里,272,175562,645
臺南市,佳里區,蚶寮里,153,91466,598
臺南市,佳里區,通興里,196,114172,583
臺南市,佳里區,嘉福里,190,127888,673
臺南市,佳里區,忠仁里,792,582887,736
臺南市,佳里區,其他,3,1658,553
臺南市,佳里區,合計,14796,11454285,774
臺南市,西港區,西港里,948,688095,726
臺南市,西港區,南海里,645,433208,672
臺南市,西港區,港東里,421,257591,612
臺南市,西港區,檨林里,329,205754,625
臺南市,西港區,後營里,353,221626,628
臺南市,西港區,營西里,296,219110,740
臺南市,西港區,金砂里,170,111893,658
臺南市,西港區,劉厝里,288,180478,627
臺南市,西港區,竹林里,252,156293,620
臺南市,西港區,永樂里,194,127290,656
臺南市,西港區,新復里,225,152710,679
臺南市,西港區,慶安里,1337,1011831,757
臺南市,西港區,其他,2,265,132
臺南市,西港區,合計,5460,3766141,690
臺南市,七股區,後港里,87,50954,586
臺南市,七股區,大潭里,123,70660,574
臺南市,七股區,頂山里,134,78443,585
臺南市,七股區,西寮里,52,32823,631
臺南市,七股區,城內里,79,61115,774
臺南市,七股區,篤加里,147,102862,700
臺南市,七股區,中寮里,104,72896,701
臺南市,七股區,𥂁埕里,47,30773,655
臺南市,七股區,七股里,188,123215,655
臺南市,七股區,溪南里,68,59293,872
臺南市,七股區,玉成里,173,117387,679
臺南市,七股區,大埕里,398,258131,649
臺南市,七股區,大寮里,193,116151,602
臺南市,七股區,看坪里,131,84349,644
臺南市,七股區,樹林里,249,155833,626
臺南市,七股區,竹港里,131,81698,624
臺南市,七股區,竹橋里,120,81885,682
臺南市,七股區,義合里,271,178622,659
臺南市,七股區,槺榔里,138,85879,622
臺南市,七股區,永吉里,173,107357,621
臺南市,七股區,三股里,223,136308,611
臺南市,七股區,十份里,201,126435,629
臺南市,七股區,龍山里,272,160492,590
臺南市,七股區,其他,2,366,183
臺南市,七股區,合計,3704,2373928,641
臺南市,將軍區,長榮里,262,170296,650
臺南市,將軍區,西華里,392,259137,661
臺南市,將軍區,西和里,191,131655,689
臺南市,將軍區,忠興里,406,267696,659
臺南市,將軍區,嘉昌里,155,93855,606
臺南市,將軍區,保源里,215,133829,622
臺南市,將軍區,苓和里,227,148480,654
臺南市,將軍區,仁和里,118,85734,727
臺南市,將軍區,北埔里,88,57391,652
臺南市,將軍區,將富里,125,91392,731
臺南市,將軍區,將貴里,96,69494,724
臺南市,將軍區,三吉里,81,44452,549
臺南市,將軍區,玉山里,120,71832,599
臺南市,將軍區,廣山里,92,62312,677
臺南市,將軍區,長沙里,224,131824,589
臺南市,將軍區,平沙里,181,106374,588
臺南市,將軍區,鯤鯓里,326,198547,609
臺南市,將軍區,鯤溟里,131,75400,576
臺南市,將軍區,其他,3,1352,451
臺南市,將軍區,合計,3433,2201053,641
臺南市,北門區,北門里,169,102140,604
臺南市,北門區,永隆里,85,56359,663
臺南市,北門區,永華里,53,38676,730
臺南市,北門區,玉港里,143,92678,648
臺南市,北門區,東壁里,157,97847,623
臺南市,北門區,鯤江里,145,101292,699
臺南市,北門區,保吉里,295,190263,645
臺南市,北門區,雙春里,72,44968,625
臺南市,北門區,錦湖里,131,93461,713
臺南市,北門區,慈安里,133,94120,708
臺南市,北門區,三光里,213,127990,601
臺南市,北門區,中樞里,139,91179,656
臺南市,北門區,仁里里,120,74122,618
臺南市,北門區,其他,1,150,150
臺南市,北門區,合計,1856,1205247,649
臺南市,學甲區,仁得里,1137,811918,714
臺南市,學甲區,新榮里,624,453344,727
臺南市,學甲區,光華里,309,189763,614
臺南市,學甲區,宅港里,173,112217,649
臺南市,學甲區,明宜里,530,380814,719
臺南市,學甲區,慈福里,516,386174,748
臺南市,學甲區,新達里,552,407106,738
臺南市,學甲區,大灣里,257,191640,746
臺南市,學甲區,中洲里,346,250323,723
臺南市,學甲區,平和里,216,128596,595
臺南市,學甲區,豐和里,288,180374,626
臺南市,學甲區,三慶里,277,178509,644
臺南市,學甲區,秀昌里,659,474330,720
臺南市,學甲區,其他,0,0,0
臺南市,學甲區,合計,5884,4145107,704
臺南市,新化區,武安里,586,433979,741
臺南市,新化區,東榮里,1112,865816,779
臺南市,新化區,護國里,554,417672,754
臺南市,新化區,太平里,1306,980475,751
臺南市,新化區,中央里,112,68614,613
臺南市,新化區,觀音里,137,103308,754
臺南市,新化區,竹林里,116,75501,651
臺南市,新化區,清水里,256,170111,664
臺南市,新化區,協興里,981,679183,692
臺南市,新化區,唪口里,608,448236,737
臺南市,新化區,北勢里,427,297756,697
臺南市,新化區,豐榮里,899,709042,789
臺南市,新化區,全興里,845,740836,877
臺南市,新化區,崙頂里,493,357728,726
臺南市,新化區,知義里,494,331120,670
臺南市,新化區,山腳里,363,262223,722
臺南市,新化區,大坑里,73,37805,518
臺南市,新化區,𦰡拔里,510,354804,696
臺南市,新化區,羊林里,189,120929,640
臺南市,新化區,礁坑里,152,100398,661
臺南市,新化區,其他,1,474,474
臺南市,新化區,合計,10214,7556010,740
臺南市,善化區,東關里,398,492417,1237
臺南市,善化區,文昌里,848,743247,876
臺南市,善化區,南關里,508,424247,835
臺南市,善化區,西關里,208,183916,884
臺南市,善化區,北關里,149,133247,894
臺南市,善化區,文正里,494,490325,993
臺南市,善化區,坐駕里,1393,1489685,1069
臺南市,善化區,胡家里,294,217937,741
臺南市,善化區,胡厝里,451,352220,781
臺南市,善化區,什乃里,356,276037,775
臺南市,善化區,溪美里,553,638123,1154
臺南市,善化區,六分里,178,154040,865
臺南市,善化區,田寮里,454,338742,746
臺南市,善化區,六德里,278,203648,733
臺南市,善化區,東昌里,247,180814,732
臺南市,善化區,東隆里,246,182044,740
臺南市,善化區,牛庄里,517,481769,932
臺南市,善化區,嘉南里,252,185548,736
臺南市,善化區,嘉北里,464,369107,795
臺南市,善化區,小新里,2410,3040785,1262
臺南市,善化區,光文里,1873,1977252,1056
臺南市,善化區,其他,2,428,214
臺南市,善化區,合計,12573,12555579,999
臺南市,新市區,新市里,876,686037,783
臺南市,新市區,新和里,2207,1867964,846
臺南市,新市區,社內里,711,574486,808
臺南市,新市區,大洲里,164,110670,675
臺南市,新市區,豐華里,255,188695,740
臺南市,新市區,三舍里,504,612663,1216
臺南市,新市區,大營里,1094,921003,842
臺南市,新市區,大社里,1399,1116445,798
臺南市,新市區,潭頂里,511,373253,730
臺南市,新市區,港墘里,1138,786618,691
臺南市,新市區,永就里,945,783286,829
臺南市,新市區,其他,0,0,0
臺南市,新市區,合計,9804,8021119,818
臺南市,安定區,蘇林里,581,418686,721
臺南市,安定區,蘇厝里,549,432234,787
臺南市,安定區,安定里,394,291183,739
臺南市,安定區,保西里,188,150916,803
臺南市,安定區,安加里,352,286378,814
臺南市,安定區,港尾里,389,295478,760
臺南市,安定區,中榮里,542,494569,912
臺南市,安定區,港口里,799,596292,746
臺南市,安定區,港南里,675,479752,711
臺南市,安定區,六嘉里,400,252770,632
臺南市,安定區,新吉里,680,503078,740
臺南市,安定區,海寮里,643,441301,686
臺南市,安定區,南安里,172,126760,737
臺南市,安定區,中沙里,175,197230,1127
臺南市,安定區,大同里,164,101092,616
臺南市,安定區,管寮里,228,150947,662
臺南市,安定區,其他,1,14,14
臺南市,安定區,合計,6932,5218681,753
臺南市,山上區,山上里,269,174686,649
臺南市,山上區,南洲里,419,289186,690
臺南市,山上區,明和里,448,327785,732
臺南市,山上區,新莊里,281,179954,640
臺南市,山上區,玉峰里,99,62843,635
臺南市,山上區,豐德里,77,48597,631
臺南市,山上區,平陽里,85,51860,610
臺南市,山上區,其他,0,0,0
臺南市,山上區,合計,1678,1134911,676
臺南市,玉井區,玉井里,197,143035,726
臺南市,玉井區,玉田里,962,705873,734
臺南市,玉井區,中正里,221,163730,741
臺南市,玉井區,竹圍里,288,180078,625
臺南市,玉井區,沙田里,88,67390,766
臺南市,玉井區,三埔里,81,60358,745
臺南市,玉井區,三和里,127,91611,721
臺南市,玉井區,望明里,259,158465,612
臺南市,玉井區,層林里,100,67622,676
臺南市,玉井區,豐里里,167,106187,636
臺南市,玉井區,其他,1,303,303
臺南市,玉井區,合計,2491,1744652,700
臺南市,楠西區,楠西里,326,215775,662
臺南市,楠西區,灣丘里,168,109417,651
臺南市,楠西區,密枝里,93,66633,716
臺南市,楠西區,照興里,134,73221,546
臺南市,楠西區,鹿田里,174,117921,678
臺南市,楠西區,龜丹里,96,69532,724
臺南市,楠西區,東勢里,418,267556,640
臺南市,楠西區,其他,0,0,0
臺南市,楠西區,合計,1409,920054,653
臺南市,南化區,南化里,281,195799,697
臺南市,南化區,小崙里,118,75724,642
臺南市,南化區,中坑里,79,53678,679
臺南市,南化區,北平里,87,53151,611
臺南市,南化區,東和里,98,68655,701
臺南市,南化區,西埔里,154,92294,599
臺南市,南化區,北寮里,194,137797,710
臺南市,南化區,玉山里,164,111971,683
臺南市,南化區,關山里,168,110795,659
臺南市,南化區,其他,0,0,0
臺南市,南化區,合計,1343,899864,670
臺南市,左鎮區,光和里,54,41952,777
臺南市,左鎮區,榮和里,118,76387,647
臺南市,左鎮區,左鎮里,89,51036,573
臺南市,左鎮區,中正里,149,110694,743
臺南市,左鎮區,睦光里,75,52332,698
臺南市,左鎮區,內庄里,72,48523,674
臺南市,左鎮區,岡林里,60,32265,538
臺南市,左鎮區,草山里,28,16587,592
臺南市,左鎮區,二寮里,25,13446,538
臺南市,左鎮區,澄山里,52,33564,645
臺南市,左鎮區,其他,0,0,0
臺南市,左鎮區,合計,722,476786,660
臺南市,仁德區,太子里,1560,1147288,735
臺南市,仁德區,土庫里,742,544057,733
臺南市,仁德區,一甲里,897,830098,925
臺南市,仁德區,仁德里,2347,2082617,887
臺南市,仁德區,新田里,1022,744978,729
臺南市,仁德區,後壁里,2792,2120029,759
臺南市,仁德區,上崙里,1581,1181779,747
臺南市,仁德區,田厝里,387,258643,668
臺南市,仁德區,三甲里,204,162254,795
臺南市,仁德區,保安里,858,645769,753
臺南市,仁德區,二行里,585,476509,815
臺南市,仁德區,大甲里,584,397489,681
臺南市,仁德區,中洲里,358,266955,746
臺南市,仁德區,中生里,356,259592,729
臺南市,仁德區,仁和里,290,207804,717
臺南市,仁德區,成功里,1317,1036627,787
臺南市,仁德區,仁愛里,412,333515,810
臺南市,仁德區,仁義里,3017,2569758,852
臺南市,仁德區,其他,1,953,953
臺南市,仁德區,合計,19310,15266715,791
臺南市,歸仁區,南保里,1986,1569863,790
臺南市,歸仁區,六甲里,1032,766058,742
臺南市,歸仁區,歸仁里,742,620968,837
臺南市,歸仁區,後市里,1011,884808,875
臺南市,歸仁區,辜厝里,1005,776608,773
