code3	Month	PowerRate	PowerSum	PowerUser	PowerRate_AVG	PowerSum_AVG	PowerUser_AVG
A6500006066	1|2|3|4|5|6	1234926.74|1018783.37|1507758.08|1111856.15|1823545.55|2296289.24	498781|316727|458432|360054|559379|597526	1244|1014|1143|1868|2308|1920	1498859.855	465149.8333	1582.833333
A6500006067	1|2|3|4|5|6	2308194.67|1872990.79|2783930.06|2219179.75|3406308.54|3984397.42	930864|615628|855984|722624|1072349|1072784	3293|2658|1644|1433|3273|1484	2762500.205	878372.1667	2297.5
A6500006068	1|2|3|4|5|6	1793031.78|1530350.73|2241121.07|1845949.67|2570397.49|2943941.94	730614|486615|666639|574947|804849|797686	2807|1227|2619|2272|2793|2330	2154132.113	676891.6667	2341.333333
A6500006075	1|2|3|4|5|6	2855902.96|2181278.06|3090605.06|2519287.82|3535058.1|4202534.06	1047951|680970|909726|771435|1074320|1057908	3056|1316|1504|1305|1604|2518	3064111.01	923718.3333	1883.833333
A6500006090	1|2|3|4|5|6	4933322.69|3715653.94|4880708.15|4224544.73|5746059.57|6826532.46	1622452|1106369|1409097|1223578|1661682|1611763	2222|1815|2074|1785|2213|1863	5054470.257	1439156.833	1995.333333
A6500006078	1|2|3|4|5|6	1055179.66|967499.46|1371226.66|1178292.71|1571450.17|1754855.25	549503|386384|496323|432048|578028|541948	2792|1190|2576|1162|1442|1208	1316417.318	497372.3333	1728.333333
A6500006072	1|2|3|4|5|6	2404170.14|1883450.6|2731269.95|2291965.2|3214502.18|3185745.91	837418|571925|789443|664148|940875|846478	1734|1429|1602|2655|3260|2735	2618517.33	775047.8333	2235.833333
A6500006077	1|2|3|4|5|6	1910035.44|1670108.01|2294140.83|2054084.11|3049166.52|3086742.11	872896|633884|793829|710882|1016468|940542	2103|3216|1962|1718|2102|1766	2344046.17	828083.5	2144.5
A6500006079	1|2|3|4|5|6	1088963.65|1003193.93|1232761.76|986577.4|1627420.48|1790063.75	481856|355635|446116|370184|552330|547119	1211|987|2144|1864|2534|1110	1288163.495	458873.3333	1641.666667
A6500006071	1|2|3|4|5|6	3565012.17|3078071.44|3993665.71|3539417.8|5620935.82|5736236.68	1404428|1059546|1326066|1180937|1751151|1660799	2642|2236|2535|2198|2702|2279	4255556.603	1397154.5	2432
A6500006060	1|2|3|4|5|6	4332384.24|3378157.66|4258810.43|3424175.01|5482699.44|5652249.89	1363093|966499|1247351|1036766|1565715|1494634	3518|1518|1691|1485|1825|1541	4421412.778	1279009.667	1929.666667
A6500006063	1|2|3|4|5|6	1649806.46|1321761.59|1858411.3|1683626.63|3050686.01|2896419.59	702892|510513|628999|564170|924043|827528	1300|1060|1203|1045|1291|1079	2076785.263	693024.1667	1163
A6500006059	1|2|3|4|5|6	1124986.06|972262.5|1375182.85|1391141.21|2429352.11|2286641.17	615636|470796|528625|504361|801983|716267	1478|2266|1376|2242|1475|1256	1596594.317	606278	1682.166667
A6500006056	1|2|3|4|5|6	1381521.13|1100725.47|1590215.25|1478271.71|2647244.92|2402964.83	654230|487584|562650|515060|840978|732142	1497|1240|2602|1222|2794|1251	1766823.885	632107.3333	1767.666667
A6500006055	1|2|3|4|5|6	2386878.29|1848965.69|2698702.38|2465821.29|3967627.76|3674599.32	931719|690154|853525|785519|1201547|1068960	1519|2313|1401|1246|1494|1281	2840432.455	921904	1542.333333
A6500006051	1|2|3|4|5|6	2389002.38|2509556.54|2864870.23|3260167.89|4612987.5|4845569.39	1055891|971267|962305|1056880|1378546|1419224	2028|1650|1882|1630|2010|1683	3413692.322	1140685.5	1813.833333
A6500006048	1|2|3|4|5|6	1227049.77|1159720.58|1524240.34|1609674.43|2580245.0|2499279.52	563698|473161|528286|525472|768062|719333	1193|966|1101|958|1179|994	1766701.607	596335.3333	1065.166667
A6500006038	1|2|3|4|5|6	4657002.33|4143997.62|5583885.59|5508435.62|8622812.22|8041324.58	1720358|1421005|1590722|1555344|2305112|2105094	3734|3071|3447|3033|3703|3133	6092909.66	1782939.167	3353.5
A6500006041	1|2|3|4|5|6	2467025.18|1962555.0|2908540.95|2761448.3|4748731.01|4528999.62	1095853|841133|987510|927450|1442429|1337186	2109|1713|1947|1695|2091|1749	3229550.01	1105260.167	1884
A6500006031	1|2|3|4|5|6	1332774.38|1252277.5|1689454.18|1737704.9|3260392.18|3168436.67	733364|608813|659041|631400|1048086|978998	3266|1423|1623|2632|1730|2720	2073506.635	776617	2232.333333
A6500006004	1|2|3|4|5|6	2420591.81|1995319.35|2352475.5|2082404.35|4046248.14|3743198.74	826357|646241|769483|688685|1185318|1067774	3739|1629|3448|1603|3718|1646	2773372.982	863976.3333	2630.5
A6500006010	1|2|3|4|5|6	4178601.85|3356243.82|4033565.83|3754600.44|6210053.18|5961685.1	1317872|1023811|1228759|1170171|1789670|1668360	2394|1939|2193|1949|2369|1986	4582458.37	1366440.5	2138.333333
A6500006012	1|2|3|4|5|6	1650223.83|1375519.72|1565093.68|1410208.17|2736305.34|2480406.18	640123|494042|581364|514754|881208|777063	3271|1415|1599|1397|1696|2706	1869626.153	648092.3333	2014
A6500006015	1|2|3|4|5|6	2393508.06|2036405.69|2136329.3|2108256.56|3579370.49|3567800.05	835232|671888|736903|717618|1095345|1051465	2806|1248|1428|2247|1523|1264	2636945.025	851408.5	1752.666667
A6500006014	1|2|3|4|5|6	2505605.48|2015262.82|2408676.42|2223996.97|3947199.95|3693848.74	822464|640942|770644|722319|1184321|1068332	1761|1449|1639|1424|1761|1461	2799098.397	868170.3333	1582.5
A6500006024	1|2|3|4|5|6	6145686.99|4855957.41|5779088.65|5414054.24|9065524.82|8562016.7	1725922|1358747|1580214|1539538|2387978|2144638	2118|1722|1982|1726|2100|1784	6637054.802	1789506.167	1905.333333
A6500006011	1|2|3|4|5|6	15486365.44|12280438.36|14442762.72|13576972.66|20460490.08|20127646.16	3956970|3146586|3727325|3591599|4991551|4844855	2066|1707|1958|1714|2059|1728	16062445.9	4043147.667	1872
A6500006013	1|2|3|4|5|6	2554964.15|2065480.01|2682399.82|2435669.0|4691115.93|4447825.2	878267|671809|871247|786274|1326704|1218927	1550|1277|1464|1274|1564|1296	3146242.352	958871.3333	1404.166667
A6500006019	1|2|3|4|5|6	1799435.96|1506802.66|1907303.91|1750443.73|3495955.56|3363165.38	695836|532598|682085|618730|1058982|984297	1653|1340|1531|1321|1635|1360	2303851.2	762088	1473.333333
A6500006022	1|2|3|4|5|6	1848044.15|1652318.23|1931330.3|1879245.04|3333372.93|3415469.0	670083|543410|650516|620849|968184|951815	1433|1154|1320|1157|1420|1192	2343296.608	734142.8333	1279.333333
A6500006028	1|2|3|4|5|6	2006640.85|1783234.18|2082332.76|1864499.75|3560105.02|3673830.68	777034|612922|727458|645411|1070883|1045198	1890|1534|1729|1519|1868|1571	2495107.207	813151	1685.166667
A6500006034	1|2|3|4|5|6	2105409.21|1933381.27|2177659.75|2159644.47|3727276.22|3886633.83	762927|630092|721749|705531|1087590|1081020	1555|1268|1426|1250|1544|1292	2665000.792	831484.8333	1389.166667
A6500006045	1|2|3|4|5|6	2495399.76|2116057.21|2572769.38|2382904.94|4195102.31|4468198.6	863153|665387|814227|755669|1185638|1174700	1325|1096|1222|1088|1323|1116	3038405.367	909795.6667	1195
A6500006050	1|2|3|4|5|6	1206538.08|1159503.16|1446365.34|1202046.52|2189755.48|2481838.73	588896|445936|560787|471608|751480|766072	3252|2636|1572|1383|1694|2692	1614341.218	597463.1667	2204.833333
A6500006054	1|2|3|4|5|6	2367224.62|2021282.05|2548782.76|2228839.05|3757088.98|4019090.65	855149|650411|822318|726284|1116564|1086911	1566|1286|1446|1276|1570|1300	2823718.018	876272.8333	1407.333333
A6500006053	1|2|3|4|5|6	2829011.56|2578291.64|3113613.41|2564374.53|4439737.79|4791433.74	1088472|827694|1015158|848243|1329744|1337470	5122|4166|4728|4117|2658|2217	3386077.112	1074463.5	3834.666667
A6500006029	1|2|3|4|5|6	1755103.91|1566690.51|1789838.46|1635381.52|3117656.44|3215569.41	672631|537302|631132|574319|941212|923482	1414|1147|2379|1157|1393|1165	2180040.042	713346.3333	1442.5
A6500006032	1|2|3|4|5|6	1161619.16|1007567.14|1119522.71|1005605.16|2034790.66|2120494.66	452827|351689|411065|367217|629054|620971	999|1515|1723|1499|1851|939	1408266.582	472137.1667	1421
A6500006037	1|2|3|4|5|6	2387331.41|1991853.76|2361371.64|2038516.19|3844301.51|4031681.93	833799|622533|760656|663039|1120746|1110314	1796|1471|1665|1458|1793|1492	2775842.74	851847.8333	1612.5
A6500006044	1|2|3|4|5|6	2003535.55|1663950.55|2035944.1|1709810.57|3073115.92|3397328.7	708242|526773|656204|565150|904961|916029	2605|1137|2400|2096|1400|1168	2313947.565	712893.1667	1801
A6500006049	1|2|3|4|5|6	1088494.91|975706.88|1195369.71|989384.93|1945603.8|2261362.94	532348|385985|481793|405438|674060|703434	2790|2262|2575|1180|2767|2312	1409320.528	530509.6667	2314.333333
A6500006009	1|2|3|4|5|6	32099643.9|23292236.43|29754920.96|27292575.84|44080560.93|42043624.81	7769656|5608649|7315909|6960763|10472691|9716089	3110|2681|3010|2649|3083|2593	33093927.15	7973959.5	2854.333333
A6500006017	1|2|3|4|5|6	1833176.26|1795513.17|1779475.49|1729671.88|3391474.08|3660817.57	729372|627946|664893|631619|1055230|1077086	3504|1464|3226|2800|1782|1496	2365021.408	797691	2378.666667
A6500006023	1|2|3|4|5|6	1780755.25|1421136.27|1857575.36|1627761.17|3293079.94|3022471.56	666548|494268|648011|566378|990729|883912	1534|1237|1418|1226|1513|1267	2167129.925	708307.6667	1365.833333
A6500006026	1|2|3|4|5|6	2017313.66|1805483.79|1996151.68|1892953.39|3462683.63|3771117.43	717353|582589|668134|628417|1013312|1036395	1545|1263|1445|1258|1543|1284	2490950.597	774366.6667	1389.666667
A6500006036	1|2|3|4|5|6	1306967.7|1160163.31|1406295.26|1190280.89|2288361.43|2649952.16	553844|412594|510053|438523|727748|763274	2331|1891|1159|1880|1260|1063	1667003.458	567672.6667	1597.333333
A6500006046	1|2|3|4|5|6	1132380.48|1009656.99|1257273.57|1099626.52|2150683.81|2360993.13	525152|389385|492770|432997|713410|713196	1349|2075|2361|2054|2538|2120	1501769.083	544485	2082.833333
A6500006025	1|2|3|4|5|6	1339732.07|1168066.7|1492288.54|1300778.83|2556210.76|2706827.76	599429|439727|567687|497164|825111|804406	2558|1118|1257|1104|1341|1139	1760650.777	622254	1419.5
A6500006035	1|2|3|4|5|6	1584757.86|1347504.78|1753850.58|1546805.18|2972935.53|3135656.96	685051|497179|651065|574869|946275|920928	2794|1210|1365|2242|2770|1247	2056918.482	712561.1667	1938
A6500006043	1|2|3|4|5|6	3544522.67|3018587.01|3626692.79|3170456.5|5499210.2|5779686.66	1175706|897247|1095291|962325|1525872|1523855	3197|2608|2965|2577|3159|2655	4106525.972	1196716	2860.166667
A6500006033	1|2|3|4|5|6	2606828.15|2240095.5|2587297.83|2196178.62|4041113.56|4208785.63	899829|693547|823559|704364|1149987|1126836	3028|1325|1587|1376|1732|1437	2980049.882	899687	1747.5
A6500006027	1|2|3|4|5|6	2279971.54|1984685.68|2222671.96|1850350.24|3491171.46|3642432.65	818684|626987|732658|620650|1021837|999453	1706|2652|1574|1362|3245|1426	2578547.255	803378.1667	1994.166667
A6500006018	1|2|3|4|5|6	3361101.21|2879957.52|3324429.15|2842811.3|5429459.17|5609173.02	1126024|866400|1013616|873103|1474827|1455765	2491|3975|4509|2016|4849|2084	3907821.895	1134955.833	3320.666667
A6500006016	1|2|3|4|5|6	1470717.21|1261376.4|1593976.87|1402249.31|2560515.37|2581386.2	490852|376713|471446|414166|672721|648237	1865|1513|926|1497|1849|843	1811703.56	512355.8333	1415.5
A6500004014	1|2|3|4|5|6	1819040.75|1450931.83|1884857.0|1639649.58|3245106.83|3549293.76	643292|490574|649411|561085|951318|1018244	1383|1107|1383|1143|1371|1359	2264813.292	718987.3333	1291
A65000030B9							
A6500004002	1|2|3|4|5|6	1076996.23|886372.34|1172421.5|978410.13|2006667.62|2173629.0	443308|333963|444323|366800|645254|680421	2513|2007|2513|1081|2491|2469	1382416.137	485678.1667	2179
A6500004001	1|2|3|4|5|6	2026835.52|1790231.76|2111901.06|1855230.8|3487865.16|3969548.35	792190|627687|780976|672056|1125738|1232056	2002|3115|2011|3211|1994|1981	2540268.775	871783.8333	2385.666667
A6500004003	1|2|3|4|5|6	971279.06|717602.51|1338970.64|1133370.44|2100833.37|2107917.39	464425|340382|478535|404825|663681|658325	985|783|1838|1518|1822|1806	1394995.568	501695.5	1458.666667
A6500004006	1|2|3|4|5|6	1171886.32|1056537.99|1742179.08|1684150.19|3022522.06|3334360.38	686645|547874|698109|629943|983320|1052888	1907|1542|1905|1587|3639|3600	2001939.337	766463.1667	2363.333333
A6500004011	1|2|3|4|5|6	1903707.19|1603873.85|2555094.44|2377568.27|4249699.68|4762787.46	914218|717074|932573|832385|1318453|1440681	2068|3122|3907|3221|3876|2016	2908788.482	1025897.333	3035
A6500004016	1|2|3|4|5|6	937378.69|722904.05|1315310.4|1151032.93|2405827.0|2528615.77	507085|380185|497464|417160|748372|770907	1417|2188|2740|1169|1398|1389	1510178.14	553528.8333	1716.833333
A6500004020	1|2|3|4|5|6	848112.78|803503.17|1176068.06|1160843.0|2256669.74|2719818.3	469999|389886|464069|428508|708469|824854	2519|2013|2519|1107|1313|1305	1494169.175	547630.8333	1796
A6500004028	1|2|3|4|5|6	1192362.56|1136424.92|1525541.05|1575306.76|2630442.48|3391230.79	549677|470012|550313|543325|807120|1006693	1153|1689|2107|994|2086|1148	1908551.427	654523.3333	1529.5
A6500004029	1|2|3|4|5|6	1783046.09|1409851.88|2044664.84|1729384.09|3489196.99|3628865.43	768585|572536|760860|632964|1102136|1126482	1828|1460|1828|1508|1812|1796	2347501.553	827260.5	1705.333333
A6500004039	1|2|3|4|5|6	882312.52|760185.4|1319721.83|1208463.72|2181923.27|2289565.5	476232|362622|471695|416680|678204|696826	2510|1049|2510|2070|2488|2466	1440362.04	517043.1667	2182.166667
A6500004051	1|2|3|4|5|6	1863742.27|1532466.61|2292182.55|2015509.52|2751358.98|3539470.64	765593|539128|740320|650122|882641|988385	1376|1100|1376|1136|1364|1352	2332455.095	761031.5	1284
A6500004061	1|2|3|4|5|6	1003987.44|945229.85|1516063.11|1378489.89|1882257.16|2806927.29	607287|424082|588869|528382|714541|866823	2742|1163|1447|2262|2718|2694	1588825.79	621664	2171
A6500004069	1|2|3|4|5|6	1870082.02|1429454.76|2095156.44|1855274.17|2634987.04|4103087.16	759181|513018|694562|607540|848582|1074633	2532|1046|2533|2090|2501|2484	2331340.265	749586	2197.666667
A6500004080	1|2|3|4|5|6	1779428.96|1487368.1|2249695.01|1922181.2|2584606.08|3561130.39	783343|541505|745421|642862|859713|1019918	3006|2396|2997|2482|2980|1569	2264068.29	765460.3333	2571.666667
A6500004074	1|2|3|4|5|6	883032.11|809801.11|1295753.61|1161748.2|1598984.94|2331851.51	493092|342731|474490|423893|580409|700339	2516|1050|1306|1098|1299|1297	1346861.913	502492.3333	1427.666667
A6500004054	1|2|3|4|5|6	877927.39|813459.95|1310213.03|1229627.48|1769444.87|2419164.91	510447|359956|491559|448202|630546|731111	1374|1098|1374|1134|1362|1350	1403306.272	528636.8333	1282
A6500004062	1|2|3|4|5|6	940606.3|851921.7|1363676.26|1232722.08|1834603.95|2570525.96	525704|363621|497292|444931|646510|772280	1388|1110|1384|1150|1380|1360	1465676.042	541723	1295.333333
A6500004060	1|2|3|4|5|6	949917.99|818316.83|1277454.89|1180059.29|1649267.42|2246518.14	454340|318707|434790|394779|547203|639901	2059|923|2059|944|2041|2023	1353589.093	464953.3333	1674.833333
A6500004066	1|2|3|4|5|6	999518.17|934665.87|1519565.22|1440591.61|2098109.96|2881837.4	593309|422073|581538|529235|745553|868660	1568|2370|2968|1317|2942|2917	1645714.705	623394.6667	2347
A6500004071	1|2|3|4|5|6	1514902.05|1221715.0|2003385.22|1805147.82|2588974.27|3499722.2	665851|453711|671482|599046|845586|973956	1181|945|1172|980|1168|1143	2105641.093	701605.3333	1098.166667
A6500004076	1|2|3|4|5|6	954110.5|908131.59|1460796.13|1289275.38|1825421.65|2706472.04	537140|366763|537717|474865|660253|797258	1375|1099|1375|1135|1363|1351	1524034.548	562332.6667	1283
A6500004070	1|2|3|4|5|6	1142868.78|1026807.92|1637024.62|1428063.95|2042303.06|2955088.03	555344|382755|562060|488713|677228|813463	2291|1018|1248|1892|2272|1231	1705359.393	579927.1667	1658.666667
A6500004030	1|2|3|4|5|6	1314297.81|1103154.79|1480940.53|1169822.94|2375771.74|2954980.13	495694|359253|494308|396071|696293|814220	2524|2014|2520|2092|2509|2489	1733161.323	542639.8333	2358
A6500004021	1|2|3|4|5|6	1665389.23|1380154.74|1808565.61|1409783.15|2448795.1|2886238.97	558458|405752|546271|432716|710487|811266	2312|967|2308|1000|1198|2259	1933154.467	577491.6667	1674
A6500004023	1|2|3|4|5|6	2499276.09|2162147.83|2702458.14|2159789.6|4072618.99|5014575.21	862704|648846|838010|679711|1163150|1369180	1793|1448|1799|1480|1768|1771	3101810.977	926933.5	1676.5
A6500004033	1|2|3|4|5|6	3054159.62|2498866.71|3272927.19|2656125.47|4730353.68|5814916.75	1024534|754813|1016737|834164|1339516|1562835	2993|1281|1590|1344|2966|1557	3671224.903	1088766.5	1955.166667
A6500004019	1|2|3|4|5|6	2180130.15|1737644.64|2382500.04|1935269.4|3920637.12|4532073.25	850971|618919|859657|702913|1209322|1339178	1938|2931|1955|1623|3646|3609	2781375.767	930160	2617
A6500004007	1|2|3|4|5|6	1086656.3|885267.27|1179355.43|975263.72|2197977.09|2464610.59	427060|320496|435993|360560|653686|708865	1091|1641|1098|904|1089|1080	1464855.067	484443.3333	1150.5
A6500004004	1|2|3|4|5|6	1383482.27|1152740.92|1480450.49|1234999.83|2561072.08|2956031.15	546219|413924|549748|458750|790026|878433	2745|1186|1453|1212|2721|1440	1794796.123	606183.3333	1792.833333
A6500004005	1|2|3|4|5|6	2117280.86|1962863.14|2435563.01|2227944.32|3702354.65|4537950.47	760147|642932|819693|741109|1120489|1313742	1503|1214|1522|1243|1490|1488	2830659.408	899685.3333	1410
A6500004008	1|2|3|4|5|6	2277817.39|1805590.59|2460595.99|1997102.27|3906006.96|4571855.0	838276|616684|850892|693257|1177802|1319513	1994|1590|1980|1644|1968|1942	2836494.7	916070.6667	1853
A6500004012	1|2|3|4|5|6	1256172.43|1033870.81|1384763.37|1140292.39|2335071.57|2648314.91	493778|369575|505381|417119|722490|790689	2512|2006|1308|1090|1311|1296	1633080.913	549838.6667	1587.166667
A6500004009	1|2|3|4|5|6	1708427.31|1464467.5|1857299.5|1574447.66|3051622.38|3718783.12	674666|519081|683020|575702|967746|1117544	2978|1267|2978|1306|2952|2926	2229174.578	756293.1667	2401.166667
A6500004018	1|2|3|4|5|6	1312426.4|1129695.47|1470874.48|1221383.45|2475383.05|3033172.24	521731|390496|524749|435181|753636|872626	2520|1085|1334|2080|2498|1327	1773822.515	583069.8333	1807.333333
A6500004013	1|2|3|4|5|6	1935155.45|1866494.91|2329409.39|2258867.74|3819112.31|4965878.6	716977|589882|767717|718732|1101930|1336827	1510|1393|1754|1442|1727|1723	2862486.4	872010.8333	1591.5
A6500004015	1|2|3|4|5|6	3496135.86|3016927.27|3859806.89|3480641.53|6075316.78|7494815.64	1206848|943658|1227069|1103244|1708830|2015181	2317|1864|2341|1934|2317|2293	4570607.328	1367471.667	2177.666667
A6500004010	1|2|3|4|5|6	2912545.66|2427324.09|2930903.05|2714217.13|4512183.13|5219617.54	916378|732995|907494|828443|1253615|1405429	1904|1489|1894|1538|1845|1843	3452798.433	1007392.333	1752.166667
A6500004017	1|2|3|4|5|6	3728247.23|3122075.66|3937030.88|3658448.97|5538959.47|6690072.15	1182165|954241|1209941|1148472|1619327|1888913	2206|1776|2219|1862|2221|2212	4445805.727	1333843.167	2082.666667
A6500004014	1|2|3|4|5|6	1819040.75|1450931.83|1884857.0|1639649.58|3245106.83|3549293.76	643292|490574|649411|561085|951318|1018244	1383|1107|1383|1143|1371|1359	2264813.292	718987.3333	1291
A6500004022	1|2|3|4|5|6	2808333.25|2289995.76|3045496.83|2730793.82|4960990.34|5639676.41	891676|707139|925308|846172|1344327|1503161	1620|1304|1625|1350|1614|1595	3579214.402	1036297.167	1518
A6500004027	1|2|3|4|5|6	1888566.38|1809368.4|2027819.92|2068606.86|3397567.79|4220832.6	688490|588611|699859|680775|1005755|1200551	1740|1421|3224|2661|1712|1689	2568793.658	810673.5	2074.5
A6500004045	1|2|3|4|5|6	952861.14|780925.62|1353985.66|1220790.46|2119832.28|2259057.26	485595|363866|482084|420067|661658|686645	1092|1643|2057|1697|1091|2021	1447908.737	516652.5	1600.166667
A6500004040	1|2|3|4|5|6	1741925.47|1540532.19|2338788.74|2237233.91|3646620.42|4090259.24	802232|635972|817237|756996|1121355|1221951	1756|1397|1741|1438|1738|1734	2599226.662	892623.8333	1634
A6500004048	1|2|3|4|5|6	806447.39|753014.05|1176078.62|1157284.47|1979450.31|2203901.89	457502|362618|453098|419769|649141|698705	2301|999|1219|1901|1218|1218	1346029.455	506805.5	1476
A6500004036	1|2|3|4|5|6	1800647.16|1681870.97|2206064.42|2259451.75|3485761.93|4289265.02	700072|581728|719851|707356|1011101|1189376	1413|1135|1435|1182|1412|1393	2620510.208	818247.3333	1328.333333
A6500004042	1|2|3|4|5|6	1626268.83|1450167.45|2175851.31|2170512.31|3373086.72|4022118.58	762867|600589|763370|728487|1051749|1187011	1863|1497|1846|1531|1854|1846	2469667.533	849012.1667	1739.5
A6500004049	1|2|3|4|5|6	1372821.55|1170371.68|1810444.77|1719808.9|2889368.24|3234871.89	648308|498555|636136|580168|898370|960414	1385|1127|1389|1162|1387|1372	2032947.838	703658.5	1303.666667
A6500004055	1|2|3|4|5|6	1554179.19|1355576.49|2089587.73|1981133.02|2968336.52|3632188.4	740868|553521|715746|658499|951301|1055609	2996|1308|1607|2465|2965|1586	2263500.225	779257.3333	2154.5
A6500004057	1|2|3|4|5|6	1364114.34|1179313.88|1879969.45|1771792.19|2827705.38|3373681.18	673265|505281|667710|607582|909124|997917	1599|1293|2984|2470|2971|2944	2066096.07	726813.1667	2376.833333
A6500004064	1|2|3|4|5|6	1407810.33|1230752.35|1917467.63|1812266.14|2670803.12|3444377.33	643492|473798|650831|593778|847965|961520	2760|1182|2775|1208|1457|2720	2080579.483	695230.6667	2017
A6500004063	1|2|3|4|5|6	790316.34|737174.24|1254517.51|1149991.33|1693347.5|2258487.19	475835|343511|474095|422765|604873|694272	2287|968|2287|1887|1184|2247	1313972.352	502558.5	1810
A6500004072	1|2|3|4|5|6	898957.1|849589.91|1330557.77|1133824.72|1549257.07|2580646.1	494778|339688|488574|419570|567004|737575	2289|980|2289|1015|1197|1201	1390472.112	507864.8333	1495.166667
A6500004079	1|2|3|4|5|6	2244529.79|1647526.93|2599998.21|2202135.78|3124267.71|4265507.68	778186|510759|764198|660569|914665|1072893	2105|966|2123|1745|1141|2066	2680661.017	783545	1691
A6500004073	1|2|3|4|5|6	886921.41|821230.54|1368190.94|1101997.55|1580165.76|2633989.36	507457|335966|506262|420290|583816|758427	2060|899|1093|1701|1090|2025	1398749.26	518703	1478
A6500004081	1|2|3|4|5|6	2448834.6|1736931.06|3152455.51|2268344.56|3646532.9|5052749.74	969451|588935|985305|764383|1167599|1324949	1662|1310|1660|1451|1768|1620	3050974.728	966770.3333	1578.5
A6500004078	1|2|3|4|5|6	1397873.4|1040256.78|1828440.99|1401660.64|2123654.75|3209036.59	573744|356071|589009|470126|692091|827399	1156|1655|1146|958|1149|1139	1833487.192	584740	1200.5
A6500004077	1|2|3|4|5|6	933445.31|972176.65|1449840.48|1273885.12|1672771.86|2930347.97	511723|364858|515372|460051|601265|808103	1254|1021|1244|1038|2265|2245	1538744.565	543562	1511.166667
A6500004068	1|2|3|4|5|6	902548.69|839069.53|1286570.99|906548.06|1297053.2|2619526.62	478513|309118|462457|352014|477619|722038	1205|1820|1211|997|2266|1172	1308552.848	466959.8333	1445.166667
A6500004075	1|2|3|4|5|6	2289134.51|1779937.66|2904470.71|2321362.44|3309484.72|5260254.09	925966|593602|932127|773347|1085941|1354748	1528|1204|1532|1243|1523|1484	2977440.688	944288.5	1419
A6500004067	1|2|3|4|5|6	2052572.12|1441465.09|2572901.18|1847051.37|2914571.04|4399169.48	766552|465895|782351|597785|908201|1057367	2533|1125|1371|1155|1384|1355	2537955.047	763025.1667	1487.166667
A6500004059	1|2|3|4|5|6	1313033.1|1202281.89|1746981.64|1467596.25|2143385.5|3864246.02	633366|444700|631085|540447|736488|1042448	2761|2195|1475|1226|1470|2699	1956254.067	671422.3333	1971
A6500004026	1|2|3|4|5|6	2245652.45|1710638.05|2781776.2|2070100.17|3614502.5|5337584.79	906520|590823|925750|726658|1139211|1407422	1887|1508|1876|1538|1876|1841	2960042.36	949397.3333	1754.333333
A6500004034	1|2|3|4|5|6	2797853.63|2097366.28|3368492.53|2510064.95|4141796.29|5785700.54	965252|626943|983460|771610|1178523|1424351	1857|1504|1862|1549|1867|1841	3450212.37	991689.8333	1746.666667
A6500004043	1|2|3|4|5|6	2427144.4|1736392.59|2906397.39|1960390.98|3493044.86|5061160.67	873913|545795|882963|640839|1032347|1270276	2759|2206|1500|2284|1462|1460	2930755.148	874355.5	1945.166667
A6500004052	1|2|3|4|5|6	1871639.39|1501436.36|2444351.74|1805218.16|2968572.27|4717308.36	793493|516147|807968|628863|947544|1230250	1740|1390|1738|1444|1720|1707	2551421.047	820710.8333	1623.166667
A6500004046	1|2|3|4|5|6	953755.1|852023.93|1365997.85|969510.54|1642024.33|2668526.08	533902|349603|532623|404237|607918|817005	2985|1257|1570|2462|1571|1542	1408639.638	540881.3333	1897.833333
A6500004024	1|2|3|4|5|6	2398816.64|1962151.62|2727067.43|2272114.45|4105205.39|5158640.67	833582|609972|855286|713530|1132794|1336444	1863|1489|1852|1527|1837|1813	3103999.367	913601.3333	1730.166667
A6500004025	1|2|3|4|5|6	2537235.02|2160990.1|2904963.51|2550991.71|4518914.68|5858177.96	884825|677523|923545|816143|1258758|1528861	1535|1249|1526|1263|1525|1503	3421878.83	1014942.5	1433.5
A6500004038	1|2|3|4|5|6	3638446.05|2694276.52|4205333.36|3450572.43|5892599.49|7650719.63	1189404|808803|1242071|1033586|1610255|1888405	1911|1528|1917|1588|1900|1886	4588657.913	1295420.667	1788.333333
A6500004047	1|2|3|4|5|6	2008418.66|1598082.69|2413190.08|1882144.76|3220108.0|4568503.23	760979|519526|771591|625024|963713|1189886	1519|1212|1514|1249|1514|1486	2615074.57	805119.8333	1415.666667
A6500004032	1|2|3|4|5|6	1501841.36|1290762.06|1683278.9|1389446.69|2691425.17|3268021.24	630884|466912|629092|518852|853304|972790	1441|1145|1427|1186|2727|1409	1970795.903	678639	1555.833333
A6500004035	1|2|3|4|5|6	4179555.93|3248429.12|4523723.86|3821468.16|6269944.24|7663614.6	1248442|914585|1279093|1085519|1629052|1891116	1567|1302|1570|1313|1563|1547	4951122.652	1341301.167	1477
A6500003021	1|2|3|4|5|6	1368583.28|1403316.26|1563590.64|1501273.74|2498091.2|2466566.0	576558|508141|582470|558892|806637|753358	1424|2580|2756|1379|2712|1153	1800236.853	631009.3333	2000.666667
A6500004044	1|2|3|4|5|6	1117303.85|963540.86|1342260.7|1085420.75|2056022.75|2806351.22	471592|338225|476282|389240|637922|792516	2515|1060|2515|1084|2267|2247	1561816.688	517629.5	1948
