code3	Month	PowerRate	PowerSum	PowerUser	PowerRate_AVG	PowerSum_AVG	PowerUser_AVG
A1000902004	1|2|3|4|5|6	647498.68|789259.47|1133658.62|754744.2|1202540.72|1618002.12	408644|374329|491268|341470|511044|554189	1892|1787|1899|2935|3703|3703	1024283.968	446824	2653.166667
A1000902005	1|2|3|4|5|6	1695649.35|1803588.18|1840446.66|1649042.23|2826916.91|3351555.94	691264|658730|689949|598481|938010|1069852	2069|1961|2069|1654|2086|2086	2194533.212	774381	1987.5
A1000902006	1|2|3|4|5|6	1225475.36|1335714.22|1345325.48|1247660.77|2119647.31|2466552.54	496461|481974|501414|448529|694448|778150	1708|3040|1697|2564|3236|1718	1623395.947	566829.3333	2327.166667
A1000902007	1|2|3|4|5|6	1773850.0|1891612.14|2075594.3|1880234.37|3151784.72|3879536.95	706359|672448|754782|666080|1006123|1189436	2072|1965|2073|1659|2091|2091	2442102.08	832538	1991.833333
A1000902008	1|2|3|4|5|6	1068057.93|1132952.91|1394351.59|1161412.94|2048091.31|2361210.28	521823|458930|547543|451935|732784|765538	3910|3696|2044|3123|2072|2073	1527679.493	579758.8333	2819.666667
A1000902009	1|2|3|4|5|6	1238492.81|1177620.11|1744186.57|1184737.72|2169213.56|2693847.41	614707|506334|670237|494718|798844|867228	3934|1978|2064|3332|2214|4209	1701349.697	658678	2955.166667
A1000906009	1|2|3|4|5|6	801446.74|965395.26|1334164.75|1274444.16|1690925.34|1820349.62	461010|408107|552956|534185|660562|614426	1593|1530|1873|1826|1843|1456	1314454.312	538541	1686.833333
A1000906010	1|2|3|4|5|6	1884835.08|2106640.09|2543633.99|2789817.0|3744415.44|3781396.67	685728|673545|847228|921294|1126477|1074932	2054|1983|2451|2382|2400|1878	2808456.378	888200.6667	2191.333333
A1000906011	1|2|3|4|5|6	2107691.81|2175448.41|2873747.48|3022018.04|4247274.77|3958258.98	754986|711426|961317|993503|1247062|1111862	1754|1700|2079|2013|2046|1599	3064073.248	963359.3333	1865.166667
A1000906012	1|2|3|4|5|6	1757645.54|2024085.85|2456664.68|2790598.16|3436453.95|3506175.76	651016|648177|818244|905028|1031347|991334	1978|1888|2348|2271|2300|1797	2661937.323	840857.6667	2097
A1000913008	1|2|3|4|5|6	892270.41|981212.64|1013505.89|1521643.27|1445366.0|2083483.06	508591|452414|405145|588746|501763|652694	3268|1574|2505|1705|2476|2706	1322913.545	518225.5	2372.333333
A1000913009	1|2|3|4|5|6	26950.99|11047.81|19982.35|18024.1|32835.05|21292.19	6300|3477|4061|5577|8497|5169	8|6|8|6|8|8	21688.74833	5513.5	7.333333333
A1000913010	1|2|3|4|5|6	3346051.91|2828381.55|2334546.64|3122672.37|2687172.97|3577915.74	1151425|959671|800099|1146638|928802|1211277	3441|1826|1522|3427|2619|1634	2982790.197	1032985.333	2411.5
A1000913014	1|2|3|4|5|6	5627491.34|4345793.35|4718688.91|5563888.97|5431932.94|6416028.9	1915321|1451914|1495092|1903572|1804330|2041085	5081|2633|2292|5042|2278|4096	5350637.402	1768552.333	3570.333333
A1000913012	1|2|3|4|5|6	1799028.07|1767432.35|2200735.22|3056713.01|2781565.22|3089500.83	897790|816912|891380|1218891|1018355|1046639	7956|3780|6105|7894|6049|3449	2449162.45	981661.1667	5872.166667
A1000902010	1|2|3|4|5|6	2732791.74|2879544.75|3174679.49|2887442.81|4860860.76|5819420.16	953042|919086|1036709|921359|1399737|1613860	2807|2648|2915|2223|2809|2913	3725789.952	1140632.167	2719.166667
A1000902011	1|2|3|4|5|6	1709568.82|1825129.68|1886559.2|1664733.79|2859044.73|3277550.25	771909|729421|767045|650724|1023540|1125998	2407|2389|2521|2015|2543|2543	2203764.412	844772.8333	2403
A1000902012	1|2|3|4|5|6	1553034.18|1659086.43|1793593.21|1545426.33|2668561.05|3227951.62	677777|626267|682854|583956|911259|1044024	2299|2194|2303|1857|2327|2333	2074608.803	754356.1667	2218.833333
A1000906013	1|2|3|4|5|6	1954417.99|2239434.63|2683842.41|3203787.54|3681721.5|3507602.08	727299|739529|927105|1052829|1138549|1028624	1986|1919|2352|2259|2317|1824	2878467.692	935655.8333	2109.5
A1000906014	1|2|3|4|5|6	1173663.27|1273535.51|1556494.55|1677022.86|2257799.9|2026533.66	508886|484967|616019|631106|782051|668128	1848|1758|2172|2100|2160|1668	1660841.625	615192.8333	1951
A1000906015	1|2|3|4|5|6	1465914.97|1267710.41|2323295.26|1993095.83|2602259.37|2246500.36	703362|546193|892267|791865|976351|758212	2073|3757|2404|2348|4567|1869	1983129.367	778041.6667	2836.333333
A1000907001	1|2|3|4|5|6	518269.89|662330.4|831192.1|912682.42|995524.18|1461385.83	301486|299196|370143|395611|397132|548687	2401|1338|1461|2965|1332|1655	896897.47	385375.8333	1858.666667
A1000907002	1|2|3|4|5|6	770686.42|954676.28|1201114.83|1284478.68|1444114.88|2134906.21	446810|433553|539741|575609|588729|812391	1828|1948|2148|2268|1948|2448	1298329.55	566138.8333	2098
A1000913013	1|2|3|4|5|6	1079466.44|1742213.28|1502949.39|2893849.49|1832234.77|2971923.61	594960|734450|610821|1087139|655522|1021771	4195|3848|1763|2213|3221|3490	2003772.83	784110.5	3121.666667
A1000913014	1|2|3|4|5|6	5627491.34|4345793.35|4718688.91|5563888.97|5431932.94|6416028.9	1915321|1451914|1495092|1903572|1804330|2041085	5081|2633|2292|5042|2278|4096	5350637.402	1768552.333	3570.333333
A1000902013	1|2|3|4|5|6	1840282.42|1972607.04|2305540.68|1854425.6|2996935.73|3685187.08	881806|773144|898597|725302|1087562|1221976	5066|2517|4952|4029|5315|2768	2442496.425	931397.8333	4107.833333
A1000902014	1|2|3|4|5|6	854185.22|914733.69|1063203.83|910594.16|1312267.99|1616728.76	405064|373994|429967|361247|490238|563003	3293|3128|1734|1408|3312|3309	1111952.275	437252.1667	2697.333333
A1000902015	1|2|3|4|5|6	1140833.4|1118970.87|1630859.14|1237826.89|1819119.23|2364017.95	634201|486645|636281|493729|697935|757075	3944|1961|3941|3158|3977|3976	1551937.913	617644.3333	3492.833333
A1000903001	1|2|3|4|5|6	1631171.13|1790334.04|2549700.15|2701513.22|3558797.31|3921253.87	850631|814136|1024806|1054194|1273479|1272272	6545|6307|3545|6337|3940|3525	2692128.287	1048253	5033.166667
A1000907003	1|2|3|4|5|6	369666.19|533205.51|720024.45|813731.38|827647.17|1222575.09	283669|278277|341276|376090|361587|484094	2195|1220|1351|2723|1234|1537	747808.2983	354165.5	1710
A1000907004	1|2|3|4|5|6	636455.67|931452.86|1030611.16|1222590.64|1162039.7|1767941.85	377629|415785|449488|515057|472490|657392	1542|1637|3464|1877|3146|2038	1125181.98	481306.8333	2284
A1000907005	1|2|3|4|5|6	1044790.61|1326167.32|1476548.08|1622798.41|1708029.06|2611193.75	483719|509687|577679|627313|618817|880369	1471|1567|1727|1823|1567|1988	1631587.872	616264	1690.5
A1000907006	1|2|3|4|5|6	1007844.71|960622.07|1408552.43|1264647.01|1299083.64|1580936.59	449508|391734|528795|485039|478338|552989	3157|3393|3710|2054|1759|2194	1253614.408	481067.1667	2711.166667
A1000907007	1|2|3|4|5|6	608221.37|746500.16|904378.47|1007355.14|1109626.4|1634262.53	313599|316619|383332|413372|422475|583882	1194|1272|1402|1480|1272|1597	1001724.012	405546.5	1369.5
A1000907008	1|2|3|4|5|6	650825.67|842006.53|1026513.78|1182067.61|1185442.33|1809645.18	372737|372669|449931|501150|478327|663711	1683|1768|3660|2043|1730|4186	1116083.517	473087.5	2511.666667
A1000907009	1|2|3|4|5|6	1449342.55|1431050.74|2391924.07|2111608.71|2175672.44|3004220.37	747102|614108|905666|836259|826066|1035861	2377|2531|2788|2925|2538|3164	2093969.813	827510.3333	2720.5
A1000907010	1|2|3|4|5|6	925131.88|947292.1|1374384.3|1443210.48|1406978.65|1998971.04	420571|385049|501370|524619|496612|642298	1486|3013|3312|1847|1596|3751	1349328.075	495086.5	2500.833333
A1000907011	1|2|3|4|5|6	846030.67|1053573.35|1358869.2|1634537.1|1371981.03|1985064.95	420851|445609|508030|587921|483067|642068	1449|2961|1656|1766|1552|3496	1375009.383	514591	2146.666667
A1000908001	1|2|3|4|5|6	690714.99|929296.1|1276468.73|1094298.34|1356995.33|1540306.66	450510|466259|575213|468977|547736|556462	3675|4155|4626|1821|1919|3607	1148013.358	510859.5	3300.5
A1000908002	1|2|3|4|5|6	894841.86|1083693.26|1575954.77|1256743.22|1573094.44|1910225.07	521412|492075|637506|498606|606302|649263	3322|1982|2192|1694|3350|1731	1382425.437	567527.3333	2378.5
A1000903002	1|2|3|4|5|6	1005448.13|1087660.68|1534035.37|1528825.47|2528906.02|2703322.23	615657|555054|659757|633225|950072|916557	2851|2737|2986|2741|3461|3092	1731366.317	721720.3333	2978
A1000903003	1|2|3|4|5|6	1420745.84|1688716.38|2069414.86|2357352.38|3161021.21|3300068.52	736563|737937|909429|976236|1190063|1130597	3191|3032|3354|3064|7177|3315	2332886.532	946804.1667	3855.5
A1000903004	1|2|3|4|5|6	521302.13|570149.63|782505.2|845756.86|1492796.58|1547607.05	375617|355758|372843|367298|578689|566249	2745|1391|2875|1387|3213|2875	960019.575	436075.6667	2414.333333
A1000908003	1|2|3|4|5|6	766482.8|1019549.18|1376860.66|1089588.37|1438555.18|1647591.94	441885|501601|637596|486268|567562|560547	3680|2148|4630|1858|1940|1881	1223104.688	532576.5	2689.5
A1000908008	1|2|3|4|5|6	745461.9|947723.09|1334715.26|1086886.48|1420590.75|1489455.51	398294|433903|576247|444050|532840|508269	3699|2241|2503|1891|3910|1960	1170805.498	482267.1667	2700.666667
A1000908005	1|2|3|4|5|6	957196.29|1301627.47|1635226.05|1320321.91|1782495.26|2148908.85	487955|526734|643438|505268|628680|689986	3123|3529|3955|3014|1710|1663	1524295.972	580343.5	2832.333333
A1000903005	1|2|3|4|5|6	1717486.31|1357807.29|2505199.84|2148558.45|3383314.07|3038584.19	756087|578535|901662|807741|1157265|955263	4042|2015|2226|3884|2472|2183	2358491.692	859425.5	2803.666667
A1000903006	1|2|3|4|5|6	1333562.21|1610904.05|1991893.81|2240727.22|3077860.57|3424119.32	704668|712659|779753|820755|1060073|1089305	2347|2251|2462|2267|2752|2449	2279844.53	861202.1667	2421.333333
A1000903007	1|2|3|4|5|6	930142.74|1035768.11|1498956.13|1266309.77|1865226.57|2315858.85	580191|451401|608505|539918|753469|781186	2046|3838|2156|1969|2403|2132	1485377.028	619111.6667	2424
A1000903008	1|2|3|4|5|6	1255079.76|1518332.71|1893705.89|2180843.36|3275144.57|3641951.78	659036|659343|696099|751456|1061704|1112846	2132|2042|2223|2054|2487|2220	2294176.345	823414	2193
A1000903009	1|2|3|4|5|6	2438992.09|2278051.22|3506953.41|3155259.21|4817503.16|4294452.16	1157429|1043724|1451839|1279631|1829132|1436043	10568|10129|11071|5163|6279|5623	3415201.875	1366299.667	8138.833333
A1000908006	1|2|3|4|5|6	867295.37|1072327.73|1626172.66|1400061.25|1793825.9|2027823.94	552810|554716|701138|576563|704286|711034	2410|2712|5853|2331|4729|4583	1464584.475	633424.5	3769.666667
A1000908007	1|2|3|4|5|6	787233.57|1173331.56|1683686.4|1326189.54|1706847.67|2004848.57	505483|559483|716870|549385|660036|691744	2130|2378|2649|2141|4322|2198	1447022.885	613833.5	2636.333333
A1000908008	1|2|3|4|5|6	745461.9|947723.09|1334715.26|1086886.48|1420590.75|1489455.51	398294|433903|576247|444050|532840|508269	3699|2241|2503|1891|3910|1960	1170805.498	482267.1667	2700.666667
A1000909001	1|2|3|4|5|6	29042.14|68384.45|103292.12|102513.2|107448.59|107462.21	25370|48645|65255|56497|52095|45789	211|205|227|247|221|193	86357.11833	48941.83333	217.3333333
A1000909002	1|2|3|4|5|6	341130.91|696949.25|955877.3|1044326.11|995454.86|1242736.28	302964|336907|432122|465860|438499|441182	2928|1481|1635|3448|1576|1387	879412.4517	402922.3333	2075.833333
A1000909003	1|2|3|4|5|6	918967.3|893604.54|1449968.88|1461870.44|1701228.31|1817856.91	555119|423386|606732|647894|707785|636372	3582|1847|2037|4180|3743|1756	1373916.063	596214.6667	2857.5
A1000909004	1|2|3|4|5|6	1578540.1|1337486.72|2125206.22|2080193.38|2383210.87|2523323.38	698244|528309|764909|786368|855009|759963	2405|2323|4948|5388|2525|4203	2004660.112	732133.6667	3632
A1000903010	1|2|3|4|5|6	1412173.91|1435205.41|2099491.51|1725735.39|2852243.75|3095689.98	665909|543884|746000|642849|976158|928571	1913|1856|1999|1843|2233|1999	2103423.325	750561.8333	1973.833333
A1000903011	1|2|3|4|5|6	1496689.53|1609438.68|2163991.06|2325047.1|3867220.73|3849511.39	763772|719789|790885|807734|1238382|1193134	2134|2061|2226|2048|2499|2234	2551983.082	918949.3333	2200.333333
A1000903012	1|2|3|4|5|6	1563215.6|1685105.89|2255081.31|2344812.87|3862300.97|3938158.09	943132|891762|943765|937441|1356583|1329890	2953|2841|3093|2841|3457|3093	2608112.455	1067095.5	3046.333333
A1000903013	1|2|3|4|5|6	3397284.78|3691742.58|4508596.56|5123659.32|7874802.38|8532625.8	1253550|1236140|1368084|1512829|2155217|2229687	2398|2322|2489|2311|2792|2515	5521451.903	1625917.833	2471.166667
A1000903014	1|2|3|4|5|6	1760129.81|1809792.54|2647321.33|2135410.1|3658772.76|4101274.14	839770|668891|926512|801348|1254342|1231947	2441|2343|2560|2354|2854|2562	2685450.113	953801.6667	2519
A1000903015	1|2|3|4|5|6	1634722.8|1823227.44|2711817.99|2889624.63|4311806.16|4433676.84	1009775|975085|1155938|1151292|1532050|1494876	3302|3173|3681|3271|4107|3673	2967479.31	1219836	3534.5
A1000909005	1|2|3|4|5|6	869091.71|903812.62|1472673.41|1439208.97|1635760.75|1751312.32	519202|418707|596520|619545|658541|603155	3339|1715|3595|3915|1844|3051	1345309.963	569278.3333	2909.833333
A1000909006	1|2|3|4|5|6	1405845.83|1487813.84|1782743.42|2001232.37|2483894.93|2567343.63	642128|587945|703789|778983|861793|850034	2221|2159|2383|2596|2327|2030	1954812.337	737445.3333	2286
A1000909007	1|2|3|4|5|6	1625509.22|1900840.65|2083068.79|2574063.3|2787796.9|3129349.04	715796|707198|788330|945190|960915|999764	2215|2153|2382|2608|2332|2047	2350104.65	852865.5	2289.5
A1000909008	1|2|3|4|5|6	1021820.45|1173595.78|1840972.01|1821915.97|1930199.62|2185448.64	632002|585817|822567|807492|813215|757224	3064|2952|3279|3561|6184|5386	1662325.412	736386.1667	4071
A1000903016	1|2|3|4|5|6	962620.03|1190183.69|1474595.91|1406385.74|1814139.72|2672282.59	613313|491859|602877|577016|737874|864745	4205|2067|4405|2055|2509|4405	1586701.28	647947.3333	3274.333333
A1000903017	1|2|3|4|5|6	715128.69|816116.0|1200003.81|1178752.63|1671732.14|1917155.41	490351|428665|536149|504424|684044|676855	4022|3871|2173|2002|4699|4207	1249814.78	553414.6667	3495.666667
A1000903018	1|2|3|4|5|6	877296.05|891802.42|1275093.18|1207610.3|1743732.3|1945526.41	471827|399745|507261|482182|667196|652389	1772|1698|3557|3258|4223|1962	1323510.11	530100	2745
A1000903019	1|2|3|4|5|6	2330500.31|2095299.27|3204563.69|2704620.12|4770997.35|4924606.1	1003970|765517|1104046|971320|1574520|1424575	2478|2376|2575|2394|2874|2588	3338431.14	1140658	2547.5
A1000903020	1|2|3|4|5|6	2845011.57|2691128.73|3878514.39|3511260.55|5663161.41|6333074.3	1259246|974530|1343910|1266116|1896566|1845788	3510|3472|3790|3472|4232|3781	4153691.825	1431026	3709.5
A1000909009	1|2|3|4|5|6	1300433.89|1412704.36|1914827.6|2315799.15|2351782.59|2240169.13	554124|536783|688121|810908|788479|735380	3981|3857|4279|2394|2145|1872	1922619.453	685632.5	3088
A1000909010	1|2|3|4|5|6	1131943.53|1212962.28|1777577.81|1785627.02|1879637.44|2052351.64	586637|539714|730303|731292|717954|680306	2692|2626|5634|6138|5485|4790	1640016.62	664367.6667	4560.833333
A1000903022	1|2|3|4|5|6	881650.96|1018963.15|1400880.34|1291237.99|1841415.68|2410894.61	500910|447721|576044|537275|722759|762846	3584|1762|3754|3638|4442|3974	1474173.788	591259.1667	3525.666667
A1000903022	1|2|3|4|5|6	881650.96|1018963.15|1400880.34|1291237.99|1841415.68|2410894.61	500910|447721|576044|537275|722759|762846	3584|1762|3754|3638|4442|3974	1474173.788	591259.1667	3525.666667
A1000903023	1|2|3|4|5|6	1771995.52|1886047.89|2204499.5|2220208.91|3519739.12|3907771.66	905904|778934|917217|898453|1318369|1334044	3022|2909|3165|2915|6899|6391	2585043.767	1025486.833	4216.833333
A1000903024	1|2|3|4|5|6	1920728.86|1996515.79|2378429.91|2400306.92|3661031.01|4204821.06	858474|762048|901412|890962|1240100|1299189	2783|2782|3037|2785|3365|3034	2760305.592	992030.8333	2964.333333
A1000909011	1|2|3|4|5|6	1362771.21|1430247.88|2085637.46|2167413.24|2287105.43|2590203.71	771141|632253|843204|885410|896296|870506	4599|2446|5178|5631|5034|4390	1987229.822	816468.3333	4546.333333
A1000910001	2|3|4|5|6	0.0|0.0|0.0|0.0|0.0	0|0|0|0|0	2|2|2|2|2	0	0	2
A1000910002	1|2|3|4|5|6	439010.22|501185.09|705315.06|595946.07|853830.71|929293.45	256595|229365|305085|259553|355172|344567	1018|995|1142|1010|2231|1967	670763.4333	291722.8333	1393.833333
A1000910003	1|2|3|4|5|6	449255.25|617132.52|934658.63|834108.03|1102575.04|1337676.91	348923|304658|410252|366312|479728|485539	2211|1146|1343|1174|2643|1228	879234.3967	399235.3333	1624.166667
A1000910004	1|2|3|4|5|6	919862.78|1012801.03|1348802.15|1166034.06|1730925.16|1816369.22	458893|415428|544718|469176|651683|638671	1488|1456|1728|1488|1776|1568	1332465.733	529761.5	1584
A1000910005	1|2|3|4|5|6	547600.93|637405.61|1045604.12|845175.22|1225486.6|1333149.15	352017|299383|420976|357948|485224|471758	1195|2202|1384|2238|1419|1264	939070.2717	397884.3333	1617
A1000910006							
A1000901001	1|2|3|4|5|6	1249860.36|1466507.78|1836597.85|1645902.56|1753659.07|2615579.25	568323|586952|732049|644054|636504|883350	3545|2055|2296|1963|1770|4196	1761351.145	675205.3333	2637.5
A1000904001	1|2|3|4|5|6	1060409.65|1182231.71|1276188.2|2083711.22|1982881.84|2617093.8	669928|654339|563957|848765|728506|922858	5155|4982|2048|2637|4267|4726	1700419.403	731392.1667	3969.166667
A1000904002	1|2|3|4|5|6	6888.37|37025.85|7978.96|46742.15|7683.42|58921.18	1999|8219|2659|12423|2321|14879	14|11|12|30|14|25	27539.98833	7083.333333	17.66666667
A1000904003	1|2|3|4|5|6	1645936.1|1832948.38|1757780.77|2240465.4|2383490.73|3707590.09	821104|704861|656747|860157|845365|1118074	2220|2274|1797|2320|1957|2150	2261368.578	834384.6667	2119.666667
A1000904004	1|2|3|4|5|6	2550354.63|2356929.55|2549129.79|2918104.88|3458722.74|4631721.29	988594|794711|812730|983957|1070910|1225855	2603|2509|1991|2576|2151|2417	3077493.813	979459.5	2374.5
A1000904006	1|2|3|4|5|6	2737306.47|2491792.44|2846315.25|3116045.29|3676720.87|4914499.18	1148536|885068|945909|1098985|1193394|1367399	2844|2751|2191|2842|2392|2604	3297113.25	1106548.5	2604
A1000910007	1|2|3|4|5|6	1190351.51|1088076.13|1636352.14|1301458.27|2078864.49|2052503.5	526146|430667|617021|503259|736747|687256	1398|1368|1730|1490|1778|1570	1557934.34	583516	1555.666667
A1000910009	1|2|3|4|5|6	740823.04|847511.35|1056785.34|905423.55|1432771.28|1459211.34	371683|351149|446975|381114|546622|527151	2433|2567|1586|1390|3125|1450	1073754.317	437449	2091.833333
A1000901002	1|2|3|4|5|6	851133.77|1135899.9|1267978.74|1173955.13|1166031.77|1879921.52	408726|442633|515588|465187|447672|653423	1632|3352|3821|1705|2894|1916	1245820.138	488871.5	2553.333333
A1000901003	1|2|3|4|5|6	988318.05|1266762.86|1793794.61|1599222.42|1706120.41|2712672.48	528530|531436|691337|612681|617611|879303	3122|1789|3835|1723|1541|1929	1677815.138	643483	2323.166667
A1000901004	1|2|3|4|5|6	889657.35|1119609.68|1303814.59|1186450.61|1421631.69|2109168.59	442671|468637|559784|495626|541460|757801	1652|1805|2000|1712|1539|3689	1338388.752	544329.8333	2066.166667
A1000904007	1|2|3|4|5|6	1662814.81|1772247.22|1783667.22|2189880.33|2395592.48|3628070.95	805570|668669|644014|817640|817990|1062456	2328|2253|1778|2310|1930|2139	2238712.168	802723.1667	2123
A1000904008	1|2|3|4|5|6	2028923.91|2233387.16|2278486.32|2668227.69|2992721.73|4434493.19	1007934|853263|823250|1008721|1040067|1315037	3185|3079|2431|3184|2653|2924	2772706.667	1008045.333	2909.333333
A1000904009	1|2|3|4|5|6	1338546.85|1404944.36|1542222.08|2044926.44|2376145.58|2892939.2	783571|699582|614432|804288|853718|979867	5143|4983|3926|2661|2236|4733	1933287.418	789243	3947
A1000904010	1|2|3|4|5|6	1497281.18|1673173.37|1705396.34|1872939.5|2111371.99|3247789.29	776241|651075|636034|760723|780705|1004391	2702|2609|2064|2680|2240|2477	2017991.945	768194.8333	2462
A1000910008	1|2|3|4|5|6	589854.08|665501.65|915954.19|773526.98|1125864.16|1116650.69	304124|278373|369353|310933|424950|390072	2216|2170|2578|2218|2650|2338	864558.625	346300.8333	2361.666667
A1000910011	1|2|3|4|5|6	5074.68|4782.46|5767.7|4807.26|6284.68|5502.56	2319|2144|2622|2209|2828|2444	50|54|46|50|74|78	5369.89	2427.666667	58.66666667
A1000911001							
A1000911002	1|2|3|4|5|6	854.11|2724.1|4917.35|4164.06|4221.48|5653.42	1620|2275|3346|2605|2329|2670	32|23|17|32|28|27	3755.753333	2474.166667	26.5
A1000901005	1|2|3|4|5|6	799152.78|1041674.46|1152627.16|1093589.42|1237083.88|1988108.95	325129|368415|418896|395700|407441|617502	791|863|967|823|735|935	1218706.108	422180.5	852.3333333
A1000901006	1|2|3|4|5|6	587178.07|672112.78|833747.08|683694.15|919469.15|1327065.08	298490|295755|368500|303539|358459|495014	2140|2338|2624|2242|1986|1325	837211.0517	353292.8333	2109.166667
A1000901007	1|2|3|4|5|6	1475462.44|2047749.58|2755790.82|2298551.35|2485630.21|4378171.24	916366|890822|1139026|951859|980935|1475760	3026|3323|3721|3156|2901|3714	2573559.273	1059128	3306.833333
A1000904011	1|2|3|4|5|6	2748290.7|3316772.77|2861826.55|4524215.95|4182006.58|6107292.97	1180352|1237531|993589|1531467|1315662|1809973	3001|2880|2307|2974|2514|2749	3956734.253	1344762.333	2737.5
A1000904012	1|2|3|4|5|6	2343145.02|4048399.52|2480356.11|5442943.45|3716810.5|7079230.76	1103046|1495145|923034|1843533|1205752|2165124	4138|4002|3242|4221|3519|3920	4185147.56	1455939	3840.333333
A1000904013	1|2|3|4|5|6	889572.31|821699.16|964886.48|1317113.73|1558441.34|1823863.93	508982|436316|401751|529579|559654|625306	1664|3083|2433|1642|1379|2927	1229262.825	510264.6667	2188
A1000911003	1|2|3|4|5|6	760208.48|1022395.98|1388808.15|1482955.69|1716735.44|1863079.98	515852|539825|639156|629350|701547|689631	2297|4792|2442|4334|4661|4249	1372363.953	619226.8333	3795.833333
A1000911004	1|2|3|4|5|6	1048038.76|1427142.89|1901193.29|1885832.91|2303773.54|2409824.73	663375|726307|879826|809511|922303|884558	6876|7354|3758|6650|3689|6745	1829301.02	814313.3333	5845.333333
A1000911005	1|2|3|4|5|6	904230.61|1110902.86|1620650.34|1486573.56|2104609.25|2089106.98	594744|609161|759664|664626|862250|765797	4752|2622|2633|4568|4949|4722	1552678.933	709373.6667	4041
A1000911006	1|2|3|4|5|6	1016129.23|1204026.36|1538923.47|1347872.4|1921343.37|1965896.2	600680|612334|723769|627426|791518|737783	3235|3456|3451|6129|3371|6047	1499031.838	682251.6667	4281.5
A1000911007	1|2|3|4|5|6	1654074.46|1970362.56|2204584.05|1984112.6|2805985.27|3256994.5	838309|858500|958246|859616|1089060|1136299	3806|4069|4065|3687|3967|3624	2312685.573	956671.6667	3869.666667
A1000911008	1|2|3|4|5|6	1088969.98|1450241.52|1579432.53|1512067.77|2015607.33|2412834.53	592394|653382|711344|656770|795441|845498	3368|3601|7048|3283|6864|6274	1676525.61	709138.1667	5073
A1000911009	1|2|3|4|5|6	1336371.46|1526161.3|1844735.31|1596521.06|2258150.99|2511116.08	684524|694612|809095|708870|884174|871849	6176|6552|3364|5947|6421|2987	1845509.367	775520.6667	5241.166667
A1000901008	1|2|3|4|5|6	1021997.36|1134846.32|1774350.12|1381545.73|1514925.62|2629286.51	556892|476882|678967|552589|585826|834491	1565|1708|2030|1736|2893|1968	1576158.61	614274.5	1983.333333
A1000901009	1|2|3|4|5|6	1552764.81|1941191.4|2507706.45|2161702.57|2387284.38|3814448.65	801675|783129|985033|850419|891146|1281687	2256|2569|2881|2449|2185|2784	2394183.043	932181.5	2520.666667
A1000901010	1|2|3|4|5|6	994130.99|1357249.37|1780029.12|1540465.69|1699972.58|2962326.28	582291|589453|724712|625358|638589|978000	1951|2131|2391|2031|1811|2311	1722362.338	689733.8333	2104.333333
A1000901011	1|2|3|4|5|6	1519174.17|1607363.47|2461922.29|1804895.72|2252694.29|3401725.29	644352|569109|831562|642804|745896|982166	1491|1615|1815|1555|1374|1765	2174629.205	735981.5	1602.5
A1000901012	1|2|3|4|5|6	1545456.59|1919544.74|2721198.06|2516193.0|2885215.86|4718430.74	720008|727825|931435|858335|924386|1351992	1879|2157|2422|1960|1750|2210	2717673.165	918996.8333	2063
A1000904014	1|2|3|4|5|6	1271127.2|1421697.02|1142589.15|1594382.99|1687994.2|2382953.39	620986|581957|483999|654695|633438|815302	5657|2822|2239|5610|4693|4928	1583457.325	631729.5	4324.833333
A1000904015	1|2|3|4|5|6	1031329.38|1112101.42|1031932.58|1497625.11|1511691.29|1933603.7	520046|486604|451009|626176|574357|692401	4661|2312|3560|2360|1997|2208	1353047.247	558432.1667	2849.666667
A1000902015	1|2|3|4|5|6	1140833.4|1118970.87|1630859.14|1237826.89|1819119.23|2364017.95	634201|486645|636281|493729|697935|757075	3944|1961|3941|3158|3977|3976	1551937.913	617644.3333	3492.833333
A1000910008	1|2|3|4|5|6	589854.08|665501.65|915954.19|773526.98|1125864.16|1116650.69	304124|278373|369353|310933|424950|390072	2216|2170|2578|2218|2650|2338	864558.625	346300.8333	2361.666667
A1001004002	1|2|3|4|5|6	880026.19|1545104.86|1509626.97|1569257.5|1378624.11|2146477.81	388432|576712|565779|586597|499542|694601	1337|3262|1738|1669|2713|3217	1504852.907	551943.8333	2322.666667
A1001004003	1|2|3|4|5|6	704780.99|1254696.4|1358101.95|1443738.07|1603231.33|2393758.72	467514|622741|606733|620258|631471|846591	2997|3963|2116|3768|1770|2103	1459717.91	632551.3333	2786.166667
A1001004004	1|2|3|4|5|6	1166042.33|1440703.38|1847134.06|1606237.11|1903621.86|2416652.87	497273|561226|679336|614832|674047|782947	1696|2165|2176|3837|1854|3992	1730065.268	634943.5	2620
A1000908007	1|2|3|4|5|6	787233.57|1173331.56|1683686.4|1326189.54|1706847.67|2004848.57	505483|559483|716870|549385|660036|691744	2130|2378|2649|2141|4322|2198	1447022.885	613833.5	2636.333333
A1001006003	1|2|3|4|5|6	587067.56|907389.29|1096790.69|1251474.74|1405949.21|1333115.28	432590|486780|500898|548476|594092|502526	3682|2191|1928|4091|2247|3631	1096964.462	510893.6667	2961.666667
A1001006003	1|2|3|4|5|6	587067.56|907389.29|1096790.69|1251474.74|1405949.21|1333115.28	432590|486780|500898|548476|594092|502526	3682|2191|1928|4091|2247|3631	1096964.462	510893.6667	2961.666667
