Code3,all_code3,Year,Month,PowerSum,PowerSum_AVG
A64000050C6,A64000050C6|A64000050C6|A64000050C6|A64000050C6|A64000050C6|A64000050C6,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,23340|20299|23289|21487|22756|21821,22165.333333333332
A64000050C7,A64000050C7|A64000050C7|A64000050C7|A64000050C7|A64000050C7|A64000050C7,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21453|18296|20970|19617|20819|19637,20132.0
A64000050C8,A64000050C8|A64000050C8|A64000050C8|A64000050C8|A64000050C8|A64000050C8,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,38440|33126|36499|37332|37579|37615,36765.166666666664
A64000050C9,A64000050C9|A64000050C9|A64000050C9|A64000050C9|A64000050C9|A64000050C9,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,44932|39910|43438|43417|43684|43342,43120.5
A6400008065,A6400008065|A6400008065|A6400008065|A6400008065|A6400008065|A6400008065,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,16074|14930|16395|15986|16252|16061,15949.666666666666
A6400008066,A6400008066|A6400008066|A6400008066|A6400008066|A6400008066|A6400008066,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20249|18150|20238|19959|20149|19691,19739.333333333332
A6400008067,A6400008067|A6400008067|A6400008067|A6400008067|A6400008067|A6400008067,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18644|17433|18825|18101|18337|18369,18284.833333333332
A6400008068,A6400008068|A6400008068|A6400008068|A6400008068|A6400008068|A6400008068,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,40310|35121|40219|39630|42596|40669,39757.5
A6400008069,A6400008069|A6400008069|A6400008069|A6400008069|A6400008069|A6400008069,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25816|22416|25480|24260|25932|24636,24756.666666666668
A6400008061,A6400008061|A6400008061|A6400008061|A6400008061|A6400008061|A6400008061,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22825|19887|22463|21045|22424|21367,21668.5
A6400003064,A6400003064|A6400003064|A6400003064|A6400003064|A6400003064|A6400003064,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21483|20057|21138|21205|21036|20909,20971.333333333332
A6400003065,A6400003065|A6400003065|A6400003065|A6400003065|A6400003065|A6400003065,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20447|18800|20012|20097|20567|20580,20083.833333333332
A6400003066,A6400003066|A6400003066|A6400003066|A6400003066|A6400003066|A6400003066,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,61900|55831|63813|65181|70230|67646,64100.166666666664
A6400003067,A6400003067|A6400003067|A6400003067|A6400003067|A6400003067|A6400003067,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21109|19409|20728|20629|20978|20569,20570.333333333332
A6400003068,A6400003068|A6400003068|A6400003068|A6400003068|A6400003068|A6400003068,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22173|20304|21410|21445|21898|21679,21484.833333333332
A6400003069,A6400003069|A6400003069|A6400003069|A6400003069|A6400003069|A6400003069,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,34889|32184|34282|33522|33335|33531,33623.833333333336
A6400003070,A6400003070|A6400003070|A6400003070|A6400003070|A6400003070|A6400003070,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,56558|52743|56025|55644|56587|55730,55547.833333333336
A6400005051,A6400005051|A6400005051|A6400005051|A6400005051|A6400005051|A6400005051,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25104|23793|25288|25177|25400|25550,25052.0
A6400005052,A6400005052|A6400005052|A6400005052|A6400005052|A6400005052|A6400005052,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20584|19238|20165|19967|20113|20199,20044.333333333332
A6400005053,A6400005053|A6400005053|A6400005053|A6400005053|A6400005053|A6400005053,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15065|13323|14536|13531|14539|13819,14135.5
A6400005054,A6400005054|A6400005054|A6400005054|A6400005054|A6400005054|A6400005054,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21782|18488|21389|19859|21231|19834,20430.5
A6400005055,A6400005055|A6400005055|A6400005055|A6400005055|A6400005055|A6400005055,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26878|23234|26482|24692|27003|25292,25596.833333333332
A6400005060,A6400005060|A6400005060|A6400005060|A6400005060|A6400005060|A6400005060,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21749|20348|21644|21547|21720|22003,21501.833333333332
A6400005057,A6400005057|A6400005057|A6400005057|A6400005057|A6400005057|A6400005057,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2568|2161|2729|2348|2358|1886,2341.6666666666665
A6400005058,A6400005058|A6400005058|A6400005058|A6400005058|A6400005058|A6400005058,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27649|23929|27714|25866|27978|26463,26599.833333333332
A64000050D0,A64000050D0|A64000050D0|A64000050D0|A64000050D0|A64000050D0|A64000050D0,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17293|14898|16831|15481|16888|16097,16248.0
A64000050D1,A64000050D1|A64000050D1|A64000050D1|A64000050D1|A64000050D1|A64000050D1,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17344|14976|16520|16330|16621|16424,16369.166666666666
A64000050D2,A64000050D2|A64000050D2|A64000050D2|A64000050D2|A64000050D2|A64000050D2,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,1351|1246|1852|2048|1470|1191,1526.3333333333333
A64000050D3,A64000050D3|A64000050D3|A64000050D3|A64000050D3|A64000050D3|A64000050D3,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18685|15963|18207|16990|18330|17290,17577.5
A64000050D4,A64000050D4|A64000050D4|A64000050D4|A64000050D4|A64000050D4|A64000050D4,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,16363|14781|16739|16495|16511|16081,16161.666666666666
A64000050D5,A64000050D5|A64000050D5|A64000050D5|A64000050D5|A64000050D5|A64000050D5,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19016|16296|18682|17454|18552|17446,17907.666666666668
A64000050D6,A64000050D6|A64000050D6|A64000050D6|A64000050D6|A64000050D6|A64000050D6,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26182|23160|25505|25471|25219|25147,25114.0
A6400008071,A6400008071|A6400008071|A6400008071|A6400008071|A6400008071|A6400008071,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,1022|731|1184|1457|1906|1507,1301.1666666666667
A6400008072,A6400008072|A6400008072|A6400008072|A6400008072|A6400008072|A6400008072,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,873|595|958|895|818|633,795.3333333333334
A6400008073,A6400008073|A6400008073|A6400008073|A6400008073|A6400008073|A6400008073,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22011|19343|22045|20425|21558|20817,21033.166666666668
A6400008074,A6400008074|A6400008074|A6400008074|A6400008074|A6400008074|A6400008074,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,33070|28572|32248|31277|33624|32304,31849.166666666668
A6400008075,A6400008075|A6400008075|A6400008075|A6400008075|A6400008075|A6400008075,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24043|21127|24050|22973|24187|23309,23281.5
A6400008076,A6400008076|A6400008076|A6400008076|A6400008076|A6400008076|A6400008076,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14665|13258|14681|13966|14589|14225,14230.666666666666
A6400008077,A6400008077|A6400008077|A6400008077|A6400008077|A6400008077|A6400008077,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,67134|61075|67840|66600|73423|69933,67667.5
A6400003071,A6400003071|A6400003071|A6400003071|A6400003071|A6400003071|A6400003071,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,31634|29696|31835|31914|32112|32486,31612.833333333332
A6400003072,A6400003072|A6400003072|A6400003072|A6400003072|A6400003072|A6400003072,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,880|805|866|884|849|763,841.1666666666666
A6400003073,A6400003073|A6400003073|A6400003073|A6400003073|A6400003073|A6400003073,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27593|25743|27779|27972|28423|28306,27636.0
A6400003074,A6400003074|A6400003074|A6400003074|A6400003074|A6400003074|A6400003074,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,30711|28982|30920|31481|31794|31712,30933.333333333332
A6400003075,A6400003075|A6400003075|A6400003075|A6400003075|A6400003075|A6400003075,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17539|16333|17155|17314|17348|17487,17196.0
A6400003076,A6400003076|A6400003076|A6400003076|A6400003076|A6400003076|A6400003076,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26262|24649|26185|26806|27056|27069,26337.833333333332
A6400003077,A6400003077|A6400003077|A6400003077|A6400003077|A6400003077|A6400003077,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,32167|29949|31470|32237|32782|32909,31919.0
A6400003078,A6400003078|A6400003078|A6400003078|A6400003078|A6400003078|A6400003078,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27059|25566|27507|27204|26406|26738,26746.666666666668
A6400003079,A6400003079|A6400003079|A6400003079|A6400003079|A6400003079|A6400003079,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,6269|5350|6673|6410|6571|5852,6187.5
A6400005059,A6400005059|A6400005059|A6400005059|A6400005059|A6400005059|A6400005059,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,16472|14178|16371|15162|16525|15578,15714.333333333334
A6400005060,A6400005060|A6400005060|A6400005060|A6400005060|A6400005060|A6400005060,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21749|20348|21644|21547|21720|22003,21501.833333333332
A6400005097,A6400005097|A6400005097|A6400005097|A6400005097|A6400005097|A6400005097,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27000|23497|27346|25491|26967|25398,25949.833333333332
A6400005098,A6400005098|A6400005098|A6400005098|A6400005098|A6400005098|A6400005098,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,30213|26353|30554|28657|30614|29003,29232.333333333332
A6400005099,A6400005099|A6400005099|A6400005099|A6400005099|A6400005099|A6400005099,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,31490|27412|30896|29907|31579|30163,30241.166666666668
A64000050A0,A64000050A0|A64000050A0|A64000050A0|A64000050A0|A64000050A0|A64000050A0,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,16743|14585|16665|15439|16450|15352,15872.333333333334
A64000050A1,A64000050A1|A64000050A1|A64000050A1|A64000050A1|A64000050A1|A64000050A1,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15760|13709|15500|14444|15537|14612,14927.0
A64000050A2,A64000050A2|A64000050A2|A64000050A2|A64000050A2|A64000050A2|A64000050A2,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17126|14904|17204|16139|17365|16422,16526.666666666668
A64000050D7,A64000050D7|A64000050D7|A64000050D7|A64000050D7|A64000050D7|A64000050D7,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21036|18777|20650|20559|21024|20633,20446.5
A64000050D8,A64000050D8|A64000050D8|A64000050D8|A64000050D8|A64000050D8|A64000050D8,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19474|16749|18571|17008|18227|17173,17867.0
A64000050D9,A64000050D9|A64000050D9|A64000050D9|A64000050D9|A64000050D9|A64000050D9,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22887|19972|21749|20954|20987|20790,21223.166666666668
A64000050E0,A64000050E0|A64000050E0|A64000050E0|A64000050E0|A64000050E0|A64000050E0,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19758|17049|18766|19173|19159|19410,18885.833333333332
A64000050E1,A64000050E1|A64000050E1|A64000050E1|A64000050E1|A64000050E1|A64000050E1,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,761|604|847|747|671|509,689.8333333333334
A6400006001,A6400006001|A6400006001|A6400006001|A6400006001|A6400006001|A6400006001,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24770|23510|24718|24628|24719|24697,24507.0
A6400006002,A6400006002|A6400006002|A6400006002|A6400006002|A6400006002|A6400006002,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2061|1925|2088|2092|2149|2248,2093.8333333333335
A6400008078,A6400008078|A6400008078|A6400008078|A6400008078|A6400008078|A6400008078,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,62703|55221|60839|58888|63982|61534,60527.833333333336
A6400008079,A6400008079|A6400008079|A6400008079|A6400008079|A6400008079|A6400008079,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,7916|6705|8033|5343|2685|2220,5483.666666666667
A6400009001,A6400009001|A6400009001|A6400009001|A6400009001|A6400009001|A6400009001,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21511|18455|21176|19508|20913|19509,20178.666666666668
A6400009002,A6400009002|A6400009002|A6400009002|A6400009002|A6400009002|A6400009002,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,30319|26373|30314|27670|29696|28375,28791.166666666668
A6400009003,A6400009003|A6400009003|A6400009003|A6400009003|A6400009003|A6400009003,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19412|17155|19593|18000|19386|18206,18625.333333333332
A6400009004,A6400009004|A6400009004|A6400009004|A6400009004|A6400009004|A6400009004,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,675|695|927|808|839|691,772.5
A6400009005,A6400009005|A6400009005|A6400009005|A6400009005|A6400009005|A6400009005,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,877|692|1007|985|955|725,873.5
A6400004058,A6400004058|A6400004058|A6400004058|A6400004058|A6400004058|A6400004058,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,43|41|48|47|47|47,45.5
A6400004059,A6400004059|A6400004059|A6400004059|A6400004059|A6400004059|A6400004059,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18477|17112|18070|18207|18280|18637,18130.5
A6400004060,A6400004060|A6400004060|A6400004060|A6400004060|A6400004060|A6400004060,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15795|13721|14970|14763|14703|15040,14832.0
A6400004061,A6400004061|A6400004061|A6400004061|A6400004061|A6400004061|A6400004061,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14842|12373|14156|12987|13905|13526,13631.5
A64000050A3,A64000050A3|A64000050A3|A64000050A3|A64000050A3|A64000050A3|A64000050A3,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15321|13293|15241|14315|15403|14497,14678.333333333334
A64000050A4,A64000050A4|A64000050A4|A64000050A4|A64000050A4|A64000050A4|A64000050A4,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22166|20868|21887|21739|21478|21624,21627.0
A6400005061,A6400005061|A6400005061|A6400005061|A6400005061|A6400005061|A6400005061,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21450|18674|23280|23166|23631|21122,21887.166666666668
A6400005062,A6400005062|A6400005062|A6400005062|A6400005062|A6400005062|A6400005062,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18787|16420|18874|17085|18291|17624,17846.833333333332
A6400005063,A6400005063|A6400005063|A6400005063|A6400005063|A6400005063|A6400005063,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14540|12816|14826|13751|14707|13938,14096.333333333334
A6400005064,A6400005064|A6400005064|A6400005064|A6400005064|A6400005064|A6400005064,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,16230|14438|15824|14766|16219|15491,15494.666666666666
A6400005065,A6400005065|A6400005065|A6400005065|A6400005065|A6400005065|A6400005065,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2238|2100|2548|2360|2535|2407,2364.6666666666665
A6400006003,A6400006003|A6400006003|A6400006003|A6400006003|A6400006003|A6400006003,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17472|16014|16922|17130|19122|19480,17690.0
A6400006004,A6400006004|A6400006004|A6400006004|A6400006004|A6400006004|A6400006004,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,42506|39525|41746|41619|43201|42667,41877.333333333336
A6400006005,A6400006005|A6400006005|A6400006005|A6400006005|A6400006005|A6400006005,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19449|18089|19033|19069|19652|19876,19194.666666666668
A6400006006,A6400006006|A6400006006|A6400006006|A6400006006|A6400006006|A6400006006,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,43151|40076|42842|42255|43099|42920,42390.5
A6400006007,A6400006007|A6400006007|A6400006007|A6400006007|A6400006007|A6400006007,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,34168|31957|32890|32529|34860|34941,33557.5
A6400006008,A6400006008|A6400006008|A6400006008|A6400006008|A6400006008|A6400006008,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,1446|1296|1539|1573|1743|1624,1536.8333333333333
A6400006009,A6400006009|A6400006009|A6400006009|A6400006009|A6400006009|A6400006009,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19245|18008|18759|18632|18617|19043,18717.333333333332
A6400006010,A6400006010|A6400006010|A6400006010|A6400006010|A6400006010|A6400006010,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,37471|35248|37095|37394|38206|37749,37193.833333333336
A6400009006,A6400009006|A6400009006|A6400009006|A6400009006|A6400009006|A6400009006,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20644|18221|20901|19272|20606|19572,19869.333333333332
A6400009007,A6400009007|A6400009007|A6400009007|A6400009007|A6400009007|A6400009007,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,545|558|569|522|463|433,515.0
A6400009008,A6400009008|A6400009008|A6400009008|A6400009008|A6400009008|A6400009008,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21545|18849|21866|20102|21391|20518,20711.833333333332
A6400008007,A6400008007|A6400008007|A6400008007|A6400008007|A6400008007|A6400008007,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20436|18856|20191|19925|19986|20146,19923.333333333332
A6400008008,A6400008008|A6400008008|A6400008008|A6400008008|A6400008008|A6400008008,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15138|14057|15110|15042|15224|15434,15000.833333333334
A6400008009,A6400008009|A6400008009|A6400008009|A6400008009|A6400008009|A6400008009,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15970|14682|15590|15352|15391|15465,15408.333333333334
A6400008010,A6400008010|A6400008010|A6400008010|A6400008010|A6400008010|A6400008010,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17800|16461|17586|17430|17593|17500,17395.0
A6400004062,A6400004062|A6400004062|A6400004062|A6400004062|A6400004062|A6400004062,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,5346|4627|5218|4911|5168|5022,5048.666666666667
A6400004052,A6400004052|A6400004052|A6400004052|A6400004052|A6400004052|A6400004052,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,956894|840499|988754|967393|1009405|985205,958025.0
A6400004060,A6400004060|A6400004060|A6400004060|A6400004060|A6400004060|A6400004060,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15795|13721|14970|14763|14703|15040,14832.0
A6400004065,A6400004065|A6400004065|A6400004065|A6400004065|A6400004065|A6400004065,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2261|1713|578|1232|2712|1913,1734.8333333333333
A6400004066,A6400004066|A6400004066|A6400004066|A6400004066|A6400004066|A6400004066,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,1082|838|1185|1559|1905|909,1246.3333333333333
A6400005066,A6400005066|A6400005066|A6400005066|A6400005066|A6400005066|A6400005066,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19081|16589|18980|17777|18759|17964,18191.666666666668
A6400005067,A6400005067|A6400005067|A6400005067|A6400005067|A6400005067|A6400005067,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14986|13319|14523|13525|14655|13946,14159.0
A6400005068,A6400005068|A6400005068|A6400005068|A6400005068|A6400005068|A6400005068,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21019|19967|20813|20533|20706|20629,20611.166666666668
A6400005069,A6400005069|A6400005069|A6400005069|A6400005069|A6400005069|A6400005069,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14725|13088|14266|13277|14129|13380,13810.833333333334
A6400005070,A6400005070|A6400005070|A6400005070|A6400005070|A6400005070|A6400005070,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,28164|24250|28569|26943|28933|27001,27310.0
A6400005071,A6400005071|A6400005071|A6400005071|A6400005071|A6400005071|A6400005071,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24423|21228|24322|22566|23609|22571,23119.833333333332
A6400005079,A6400005079|A6400005079|A6400005079|A6400005079|A6400005079|A6400005079,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21068|19891|20646|20514|20662|20803,20597.333333333332
A6400005073,A6400005073|A6400005073|A6400005073|A6400005073|A6400005073|A6400005073,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20379|17568|19889|18415|19580|18869,19116.666666666668
A6400009040,A6400009040|A6400009040|A6400009040|A6400009040|A6400009040|A6400009040,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25268|21607|24904|23379|25550|24239,24157.833333333332
A6400009041,A6400009041|A6400009041|A6400009041|A6400009041|A6400009041|A6400009041,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15844|13621|15482|14409|15727|14902,14997.5
A6400009042,A6400009042|A6400009042|A6400009042|A6400009042|A6400009042|A6400009042,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,13185|11521|12947|12030|12981|12231,12482.5
A6400009043,A6400009043|A6400009043|A6400009043|A6400009043|A6400009043|A6400009043,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19828|17316|20077|18984|20069|18794,19178.0
A6400009044,A6400009044|A6400009044|A6400009044|A6400009044|A6400009044|A6400009044,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14951|12932|14741|13771|14829|13961,14197.5
A6400009045,A6400009045|A6400009045|A6400009045|A6400009045|A6400009045|A6400009045,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14445|12564|14258|13210|14041|13265,13630.5
A6400009046,A6400009046|A6400009046|A6400009046|A6400009046|A6400009046|A6400009046,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,6|4|5|5|6|4,5.0
A6400009047,A6400009047|A6400009047|A6400009047|A6400009047|A6400009047|A6400009047,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,12176|10602|12075|11291|12013|11262,11569.833333333334
A6400009048,A6400009048|A6400009048|A6400009048|A6400009048|A6400009048|A6400009048,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19421|16905|18680|17199|18652|17730,18097.833333333332
A6400009049,A6400009049|A6400009049|A6400009049|A6400009049|A6400009049|A6400009049,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22842|17393|13455|12730|14401|13791,15768.666666666666
A6400009050,A6400009050|A6400009050|A6400009050|A6400009050|A6400009050|A6400009050,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,13020|11480|12944|12044|12749|11934,12361.833333333334
A6400009051,A6400009051|A6400009051|A6400009051|A6400009051|A6400009051|A6400009051,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15997|13904|15055|13884|14834|14036,14618.333333333334
A6400009055,A6400009055|A6400009055|A6400009055|A6400009055|A6400009055|A6400009055,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,89575|76172|79900|83790|94137|90477,85675.16666666667
A6400009056,A6400009056|A6400009056|A6400009056|A6400009056|A6400009056|A6400009056,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15238|13302|15255|14108|15054|14051,14501.333333333334
A6400009057,A6400009057|A6400009057|A6400009057|A6400009057|A6400009057|A6400009057,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26207|22718|24757|22828|24316|23001,23971.166666666668
A6400009058,A6400009058|A6400009058|A6400009058|A6400009058|A6400009058|A6400009058,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,693|350|573|549|595|463,537.1666666666666
A6400009059,A6400009059|A6400009059|A6400009059|A6400009059|A6400009059|A6400009059,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17748|15364|17547|16472|17473|16347,16825.166666666668
A6400009060,A6400009060|A6400009060|A6400009060|A6400009060|A6400009060|A6400009060,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,10090|8821|10001|9343|9997|9397,9608.166666666666
A6400009061,A6400009061|A6400009061|A6400009061|A6400009061|A6400009061|A6400009061,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,56663|48283|57283|55190|60892|56323,55772.333333333336
A6400009062,A6400009062|A6400009062|A6400009062|A6400009062|A6400009062|A6400009062,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22763|19865|22305|20746|22870|21495,21674.0
A6400009063,A6400009063|A6400009063|A6400009063|A6400009063|A6400009063|A6400009063,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27719|24147|26884|24916|27801|25895,26227.0
A6400009094,A6400009094|A6400009094|A6400009094|A6400009094|A6400009094|A6400009094,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18233|16132|18147|17031|18314|17359,17536.0
A6400010001,A6400010001|A6400010001|A6400010001|A6400010001|A6400010001|A6400010001,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,16881|14728|16647|15301|16485|15594,15939.333333333334
A6400010002,A6400010002|A6400010002|A6400010002|A6400010002|A6400010002|A6400010002,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17431|15054|17372|16245|17539|16565,16701.0
A6400010003,A6400010003|A6400010003|A6400010003|A6400010003|A6400010003|A6400010003,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15133|13477|15236|13838|14972|14206,14477.0
A6400010004,A6400010004|A6400010004|A6400010004|A6400010004|A6400010004|A6400010004,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26465|23607|28307|27326|28378|27469,26925.333333333332
A6400010005,A6400010005|A6400010005|A6400010005|A6400010005|A6400010005|A6400010005,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18375|16149|18395|17221|18500|17483,17687.166666666668
A6400010006,A6400010006|A6400010006|A6400010006|A6400010006|A6400010006|A6400010006,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,36797|34026|36166|35465|38368|38099,36486.833333333336
A6400010007,A6400010007|A6400010007|A6400010007|A6400010007|A6400010007|A6400010007,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2145|2105|2506|2690|2749|2299,2415.6666666666665
A6400010008,A6400010008|A6400010008|A6400010008|A6400010008|A6400010008|A6400010008,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,32160|28113|32264|30780|32603|30124,31007.333333333332
A6400009064,A6400009064|A6400009064|A6400009064|A6400009064|A6400009064|A6400009064,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22054|19157|21389|19834|22200|20904,20923.0
A6400009065,A6400009065|A6400009065|A6400009065|A6400009065|A6400009065|A6400009065,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20874|18261|19723|18119|19762|18336,19179.166666666668
A6400009066,A6400009066|A6400009066|A6400009066|A6400009066|A6400009066|A6400009066,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27684|23273|26927|25093|27489|26350,26136.0
A6400009067,A6400009067|A6400009067|A6400009067|A6400009067|A6400009067|A6400009067,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,13561|11819|13134|12186|13569|12629,12816.333333333334
