Code3,all_code3,Year,Month,PowerSum,PowerSum_AVG
A1002002053,A1002002053|A1002002053|A1002002053|A1002002053|A1002002053|A1002002053,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,32129|28314|32139|31856|32878|32262,31596.333333333332
A1002002048,A1002002048|A1002002048|A1002002048|A1002002048|A1002002048|A1002002048,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19159|17156|19148|18466|19189|18585,18617.166666666668
A1002001046,A1002001046|A1002001046|A1002001046|A1002001046|A1002001046|A1002001046,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18300|15397|18094|16918|18392|17518,17436.5
A1002001050,A1002001050|A1002001050|A1002001050|A1002001050|A1002001050|A1002001050,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17327|16271|17026|16929|16309|16236,16683.0
A1002002049,A1002002049|A1002002049|A1002002049|A1002002049|A1002002049|A1002002049,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18369|16772|18235|17262|17654|17403,17615.833333333332
A1002001045,A1002001045|A1002001045|A1002001045|A1002001045|A1002001045|A1002001045,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20274|17812|20158|18559|19790|18784,19229.5
A1002001047,A1002001047|A1002001047|A1002001047|A1002001047|A1002001047|A1002001047,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,56|48|57|59|66|75,60.166666666666664
A1002002050,A1002002050|A1002002050|A1002002050|A1002002050|A1002002050|A1002002050,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18805|16562|18679|17510|18532|17521,17934.833333333332
A1002002051,A1002002051|A1002002051|A1002002051|A1002002051|A1002002051|A1002002051,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17091|15054|16661|16309|16251|16326,16282.0
A1002002052,A1002002052|A1002002052|A1002002052|A1002002052|A1002002052|A1002002052,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18202|16117|18260|17397|18263|17364,17600.5
A1002001048,A1002001048|A1002001048|A1002001048|A1002001048|A1002001048|A1002001048,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24283|21842|23507|22578|22772|22402,22897.333333333332
A1002001050,A1002001050|A1002001050|A1002001050|A1002001050|A1002001050|A1002001050,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17327|16271|17026|16929|16309|16236,16683.0
,,,,,0.0
A1002001040,A1002001040|A1002001040|A1002001040|A1002001040|A1002001040|A1002001040,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,79402|65774|79323|77261|81242|76336,76556.33333333333
A1001803016,A1001803016|A1001803016|A1001803016|A1001803016|A1001803016|A1001803016,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2049|1886|1904|2040|2229|2454,2093.6666666666665
A1001802003,A1001802003|A1001802003|A1001802003|A1001802003|A1001802003|A1001802003,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,3029|2500|2491|2644|2973|2717,2725.6666666666665
,,,,,0.0
A1001803022,A1001803022|A1001803022|A1001803022|A1001803022|A1001803022|A1001803022,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21307|19824|20352|20483|20445|21047,20576.333333333332
A1001803021,A1001803021|A1001803021|A1001803021|A1001803021|A1001803021|A1001803021,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22916|21240|22059|22428|22632|22742,22336.166666666668
A1001803024,A1001803024|A1001803024|A1001803024|A1001803024|A1001803024|A1001803024,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,42364|40342|44412|43189|43934|44675,43152.666666666664
A1001803023,A1001803023|A1001803023|A1001803023|A1001803023|A1001803023|A1001803023,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18812|17606|18871|19232|19478|19695,18949.0
A1001803020,A1001803020|A1001803020|A1001803020|A1001803020|A1001803020|A1001803020,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,43270|38574|47924|48732|50744|45751,45832.5
A1001803019,A1001803019|A1001803019|A1001803019|A1001803019|A1001803019|A1001803019,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24279|22808|23778|23971|24169|24935,23990.0
A1001803004,A1001803004|A1001803004|A1001803004|A1001803004|A1001803004|A1001803004,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22421|19415|22678|21197|22447|21437,21599.166666666668
A1001803001,A1001803001|A1001803001|A1001803001|A1001803001|A1001803001|A1001803001,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,31037|27056|30504|27787|30091|30655,29521.666666666668
A1001803003,A1001803003|A1001803003|A1001803003|A1001803003|A1001803003|A1001803003,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17498|15523|17909|16463|17549|16991,16988.833333333332
A1001803017,A1001803017|A1001803017|A1001803017|A1001803017|A1001803017|A1001803017,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,41099|37808|41915|41652|42270|41690,41072.333333333336
A1001803018,A1001803018|A1001803018|A1001803018|A1001803018|A1001803018|A1001803018,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,48700|43419|59689|51953|54908|51306,51662.5
A1001803015,A1001803015|A1001803015|A1001803015|A1001803015|A1001803015|A1001803015,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24455|22795|23710|24707|25647|25748,24510.333333333332
A1001803013,A1001803013|A1001803013|A1001803013|A1001803013|A1001803013|A1001803013,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,41430|37462|42459|41604|42713|41083,41125.166666666664
A1001803005,A1001803005|A1001803005|A1001803005|A1001803005|A1001803005|A1001803005,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24933|22357|25816|24108|25985|25050,24708.166666666668
A1001803009,A1001803009|A1001803009|A1001803009|A1001803009|A1001803009|A1001803009,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,29212|25830|29404|27985|29706|28890,28504.5
A1001803014,A1001803014|A1001803014|A1001803014|A1001803014|A1001803014|A1001803014,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,45086|39258|43665|44400|48463|48535,44901.166666666664
A1001803008,A1001803008|A1001803008|A1001803008|A1001803008|A1001803008|A1001803008,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,43189|36671|42500|40029|42770|41004,41027.166666666664
A1001803002,A1001803002|A1001803002|A1001803002|A1001803002|A1001803002|A1001803002,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22001|18892|22157|20505|21624|20380,20926.5
A1001803007,A1001803007|A1001803007|A1001803007|A1001803007|A1001803007|A1001803007,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,32088|27760|32133|30510|32850|31469,31135.0
A1001803006,A1001803006|A1001803006|A1001803006|A1001803006|A1001803006|A1001803006,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21829|19082|22111|20634|22171|21064,21148.5
A1001803010,A1001803010|A1001803010|A1001803010|A1001803010|A1001803010|A1001803010,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,36258|31752|36312|34158|36042|34918,34906.666666666664
A1001803011,A1001803011|A1001803011|A1001803011|A1001803011|A1001803011|A1001803011,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25840|23876|25730|24883|24479|25305,25018.833333333332
A1001803012,A1001803012|A1001803012|A1001803012|A1001803012|A1001803012|A1001803012,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24104|22422|23801|23815|23703|23715,23593.333333333332
A1001802016,A1001802016|A1001802016|A1001802016|A1001802016|A1001802016|A1001802016,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,28|35|39|43|56|113,52.333333333333336
A1001802007,A1001802007|A1001802007|A1001802007|A1001802007|A1001802007|A1001802007,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,38324|34649|39489|36952|40124|40235,38295.5
A1001802001,A1001802001|A1001802001|A1001802001|A1001802001|A1001802001|A1001802001,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,30119|27139|30264|29454|33697|36018,31115.166666666668
A1001802006,A1001802006|A1001802006|A1001802006|A1001802006|A1001802006|A1001802006,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26936|23928|27357|24878|26605|25179,25813.833333333332
A1001802002,A1001802002|A1001802002|A1001802002|A1001802002|A1001802002|A1001802002,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,33049|28913|32671|30541|32657|33005,31806.0
A1001802005,A1001802005|A1001802005|A1001802005|A1001802005|A1001802005|A1001802005,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,31110|26756|30630|29121|31223|29895,29789.166666666668
A1001802004,A1001802004|A1001802004|A1001802004|A1001802004|A1001802004|A1001802004,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22505|19324|21937|20541|21990|21011,21218.0
A1001802008,A1001802008|A1001802008|A1001802008|A1001802008|A1001802008|A1001802008,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17825|15112|17437|16335|17437|17126,16878.666666666668
A1001802013,A1001802013|A1001802013|A1001802013|A1001802013|A1001802013|A1001802013,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,23742|21340|23245|22568|23617|23859,23061.833333333332
A1001802049,A1001802049|A1001802049|A1001802049|A1001802049|A1001802049|A1001802049,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25519|23054|23835|23301|24279|25076,24177.333333333332
A1001802048,A1001802048|A1001802048|A1001802048|A1001802048|A1001802048|A1001802048,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22673|20891|22457|22039|21880|22642,22097.0
A1001802034,A1001802034|A1001802034|A1001802034|A1001802034|A1001802034|A1001802034,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,14425|13362|13857|13973|14120|14028,13960.833333333334
A1001802040,A1001802040|A1001802040|A1001802040|A1001802040|A1001802040|A1001802040,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,12615|12570|13354|12502|12521|11974,12589.333333333334
A1001802041,A1001802041|A1001802041|A1001802041|A1001802041|A1001802041|A1001802041,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19189|17723|18758|18956|19436|19560,18937.0
A1001802042,A1001802042|A1001802042|A1001802042|A1001802042|A1001802042|A1001802042,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,33866|30109|33988|32128|34155|33440,32947.666666666664
A1001802035,A1001802035|A1001802035|A1001802035|A1001802035|A1001802035|A1001802035,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17743|16047|18443|17171|18034|17504,17490.333333333332
A1001802047,A1001802047|A1001802047|A1001802047|A1001802047|A1001802047|A1001802047,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,35655|32640|34886|34357|34452|34186,34362.666666666664
A1001802046,A1001802046|A1001802046|A1001802046|A1001802046|A1001802046|A1001802046,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20257|18754|19684|20117|20181|20094,19847.833333333332
A1001802045,A1001802045|A1001802045|A1001802045|A1001802045|A1001802045|A1001802045,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,32067|29834|32259|33041|34285|34722,32701.333333333332
A1001802032,A1001802032|A1001802032|A1001802032|A1001802032|A1001802032|A1001802032,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,43235|38797|42955|42163|44927|45261,42889.666666666664
A1001802044,A1001802044|A1001802044|A1001802044|A1001802044|A1001802044|A1001802044,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,28220|24758|28134|25722|27687|26088,26768.166666666668
A1001802043,A1001802043|A1001802043|A1001802043|A1001802043|A1001802043|A1001802043,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,34742|30749|35036|33306|35770|34362,33994.166666666664
A1001802039,A1001802039|A1001802039|A1001802039|A1001802039|A1001802039|A1001802039,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,35844|33355|35505|35336|36214|36753,35501.166666666664
A1001802037,A1001802037|A1001802037|A1001802037|A1001802037|A1001802037|A1001802037,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,42712|38485|42601|41313|43413|43935,42076.5
A1001802036,A1001802036|A1001802036|A1001802036|A1001802036|A1001802036|A1001802036,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,36355|32660|36744|36444|38509|38017,36454.833333333336
A1001802038,A1001802038|A1001802038|A1001802038|A1001802038|A1001802038|A1001802038,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22779|19726|22118|20530|22131|21478,21460.333333333332
A1001802020,A1001802020|A1001802020|A1001802020|A1001802020|A1001802020|A1001802020,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,36424|33541|35955|36466|38148|37713,36374.5
A1001802024,A1001802024|A1001802024|A1001802024|A1001802024|A1001802024|A1001802024,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26212|24715|27234|26983|25758|25592,26082.333333333332
A1001802022,A1001802022|A1001802022|A1001802022|A1001802022|A1001802022|A1001802022,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,41032|38133|41768|41764|41953|42188,41139.666666666664
A1001802019,A1001802019|A1001802019|A1001802019|A1001802019|A1001802019|A1001802019,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19418|18327|18892|18850|19148|19210,18974.166666666668
A1001802018,A1001802018|A1001802018|A1001802018|A1001802018|A1001802018|A1001802018,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22612|21263|22274|22118|22103|22260,22105.0
A1001802011,A1001802011|A1001802011|A1001802011|A1001802011|A1001802011|A1001802011,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18164|16960|17651|17528|17434|17870,17601.166666666668
A1001802010,A1001802010|A1001802010|A1001802010|A1001802010|A1001802010|A1001802010,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21438|19533|21188|20430|20907|20864,20726.666666666668
A1001802015,A1001802015|A1001802015|A1001802015|A1001802015|A1001802015|A1001802015,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,23070|19541|21681|20514|21549|20555,21151.666666666668
A1001802009,A1001802009|A1001802009|A1001802009|A1001802009|A1001802009|A1001802009,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,19508|17161|19488|18246|19369|18757,18754.833333333332
A1001802012,A1001802012|A1001802012|A1001802012|A1001802012|A1001802012|A1001802012,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,28267|24691|27859|26753|27923|27263,27126.0
A1001802014,A1001802014|A1001802014|A1001802014|A1001802014|A1001802014|A1001802014,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24966|23286|25128|24196|24489|24226,24381.833333333332
A1001802017,A1001802017|A1001802017|A1001802017|A1001802017|A1001802017|A1001802017,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,23803|20728|23362|22250|23601|22896,22773.333333333332
A1001802021,A1001802021|A1001802021|A1001802021|A1001802021|A1001802021|A1001802021,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24522|21381|24542|22296|23900|22830,23245.166666666668
A1001802027,A1001802027|A1001802027|A1001802027|A1001802027|A1001802027|A1001802027,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24326|22167|23923|23210|23976|24103,23617.5
A1001802025,A1001802025|A1001802025|A1001802025|A1001802025|A1001802025|A1001802025,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20802|18166|20452|19105|20275|19400,19700.0
A1001802026,A1001802026|A1001802026|A1001802026|A1001802026|A1001802026|A1001802026,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,28592|26454|28996|27397|29210|29824,28412.166666666668
A1001802023,A1001802023|A1001802023|A1001802023|A1001802023|A1001802023|A1001802023,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21487|18994|21430|19931|21264|20565,20611.833333333332
A1001802033,A1001802033|A1001802033|A1001802033|A1001802033|A1001802033|A1001802033,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27069|24136|26800|26226|27585|27243,26509.833333333332
A1001802031,A1001802031|A1001802031|A1001802031|A1001802031|A1001802031|A1001802031,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,29723|26735|29384|28987|30446|30576,29308.5
A1001802030,A1001802030|A1001802030|A1001802030|A1001802030|A1001802030|A1001802030,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21648|19864|20870|20917|21406|21631,21056.0
A1001802028,A1001802028|A1001802028|A1001802028|A1001802028|A1001802028|A1001802028,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24593|22736|24256|23937|24129|24192,23973.833333333332
A1001802029,A1001802029|A1001802029|A1001802029|A1001802029|A1001802029|A1001802029,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,23908|21424|23376|23035|23741|23734,23203.0
A1001801068,A1001801068|A1001801068|A1001801068|A1001801068|A1001801068|A1001801068,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25175|21317|24569|23063|24998|23654,23796.0
A1001801060,A1001801060|A1001801060|A1001801060|A1001801060|A1001801060|A1001801060,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,159568|132925|181133|178503|195831|186331,172381.83333333334
A1001801069,A1001801069|A1001801069|A1001801069|A1001801069|A1001801069|A1001801069,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24905|22652|24904|23991|23744|25439,24272.5
A1001801066,A1001801066|A1001801066|A1001801066|A1001801066|A1001801066|A1001801066,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,54830|51918|55964|54223|55769|56483,54864.5
A1001801059,A1001801059|A1001801059|A1001801059|A1001801059|A1001801059|A1001801059,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22988|20867|21831|22033|22207|23297,22203.833333333332
A1001801048,A1001801048|A1001801048|A1001801048|A1001801048|A1001801048|A1001801048,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,1021|765|1139|1126|1320|1189,1093.3333333333333
A1001801051,A1001801051|A1001801051|A1001801051|A1001801051|A1001801051|A1001801051,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21089|19380|20733|20549|20895|21815,20743.5
A1001801043,A1001801043|A1001801043|A1001801043|A1001801043|A1001801043|A1001801043,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2178|1654|2591|2547|2962|2241,2362.1666666666665
A1001801026,A1001801026|A1001801026|A1001801026|A1001801026|A1001801026|A1001801026,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,758|705|1082|1020|1075|1059,949.8333333333334
A1001801052,A1001801052|A1001801052|A1001801052|A1001801052|A1001801052|A1001801052,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24018|21202|23520|22404|24122|23963,23204.833333333332
A1001801032,A1001801032|A1001801032|A1001801032|A1001801032|A1001801032|A1001801032,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,66716|58027|65023|63111|67238|68708,64803.833333333336
A1001801045,A1001801045|A1001801045|A1001801045|A1001801045|A1001801045|A1001801045,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,72015|63306|73110|69743|76902|73401,71412.83333333333
A1001801063,A1001801063|A1001801063|A1001801063|A1001801063|A1001801063|A1001801063,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,28628|24497|28709|27206|29314|27451,27634.166666666668
A1001801067,A1001801067|A1001801067|A1001801067|A1001801067|A1001801067|A1001801067,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,2651153|2476647|2702296|2644325|2833824|2837884,2691021.5
A1001801047,A1001801047|A1001801047|A1001801047|A1001801047|A1001801047|A1001801047,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,34382|30274|33329|31496|34068|33105,32775.666666666664
A1001801050,A1001801050|A1001801050|A1001801050|A1001801050|A1001801050|A1001801050,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,54285|46704|53563|52087|56195|56203,53172.833333333336
A1001801049,A1001801049|A1001801049|A1001801049|A1001801049|A1001801049|A1001801049,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,36058|30365|33456|33746|34257|34098,33663.333333333336
A1001801053,A1001801053|A1001801053|A1001801053|A1001801053|A1001801053|A1001801053,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,37068|30723|33527|35118|35276|36976,34781.333333333336
A1001801055,A1001801055|A1001801055|A1001801055|A1001801055|A1001801055|A1001801055,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,45839|38571|43198|43539|44584|44542,43378.833333333336
A1001801057,A1001801057|A1001801057|A1001801057|A1001801057|A1001801057|A1001801057,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26087|22163|25862|25147|25895|25510,25110.666666666668
A1001801034,A1001801034|A1001801034|A1001801034|A1001801034|A1001801034|A1001801034,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,40598|34512|39298|39094|41272|42497,39545.166666666664
A1001801065,A1001801065|A1001801065|A1001801065|A1001801065|A1001801065|A1001801065,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,53706|46594|54203|50916|54231|50707,51726.166666666664
A1001801064,A1001801064|A1001801064|A1001801064|A1001801064|A1001801064|A1001801064,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,74713|64607|76089|72178|79249|75600,73739.33333333333
A1001801062,A1001801062|A1001801062|A1001801062|A1001801062|A1001801062|A1001801062,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,49152|43034|49179|48995|51720|49392,48578.666666666664
A1001801058,A1001801058|A1001801058|A1001801058|A1001801058|A1001801058|A1001801058,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21615|18004|19891|19998|20509|20391,20068.0
A1001801054,A1001801054|A1001801054|A1001801054|A1001801054|A1001801054|A1001801054,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25857|21866|24216|23728|24566|23825,24009.666666666668
A1001801056,A1001801056|A1001801056|A1001801056|A1001801056|A1001801056|A1001801056,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20997|18425|20861|19575|21006|19741,20100.833333333332
A1001801061,A1001801061|A1001801061|A1001801061|A1001801061|A1001801061|A1001801061,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21702|18965|21549|20412|23764|24924,21886.0
A1001801038,A1001801038|A1001801038|A1001801038|A1001801038|A1001801038|A1001801038,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,38312|32277|37859|37006|38526|39508,37248.0
A1001801023,A1001801023|A1001801023|A1001801023|A1001801023|A1001801023|A1001801023,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,56092|49594|55818|58008|63416|66278,58201.0
A1001801012,A1001801012|A1001801012|A1001801012|A1001801012|A1001801012|A1001801012,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,15812|13510|14762|15182|15280|16509,15175.833333333334
A1001801001,A1001801001|A1001801001|A1001801001|A1001801001|A1001801001|A1001801001,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,12615|11761|12423|12528|13280|13013,12603.333333333334
A1001801011,A1001801011|A1001801011|A1001801011|A1001801011|A1001801011|A1001801011,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,36367|31719|35532|38610|39710|39810,36958.0
A1001801003,A1001801003|A1001801003|A1001801003|A1001801003|A1001801003|A1001801003,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,20079|18176|20788|20497|20881|19689,20018.333333333332
A1001801002,A1001801002|A1001801002|A1001801002|A1001801002|A1001801002|A1001801002,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,23613|21999|22879|22980|23545|23650,23111.0
A1001801004,A1001801004|A1001801004|A1001801004|A1001801004|A1001801004|A1001801004,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26174|23980|25534|25444|25462|25799,25398.833333333332
A1001801033,A1001801033|A1001801033|A1001801033|A1001801033|A1001801033|A1001801033,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21458|18366|21759|21495|22902|22251,21371.833333333332
A1001801025,A1001801025|A1001801025|A1001801025|A1001801025|A1001801025|A1001801025,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,32806|28304|32400|31823|32915|31599,31641.166666666668
A1001801021,A1001801021|A1001801021|A1001801021|A1001801021|A1001801021|A1001801021,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,27939|24613|28187|28114|29406|28496,27792.5
A1001801028,A1001801028|A1001801028|A1001801028|A1001801028|A1001801028|A1001801028,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25110|22221|25922|25081|26654|25624,25102.0
A1001801022,A1001801022|A1001801022|A1001801022|A1001801022|A1001801022|A1001801022,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22912|20035|22966|21715|22919|21853,22066.666666666668
A1001801060,A1001801060|A1001801060|A1001801060|A1001801060|A1001801060|A1001801060,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,159568|132925|181133|178503|195831|186331,172381.83333333334
A1001801024,A1001801024|A1001801024|A1001801024|A1001801024|A1001801024|A1001801024,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17733|15326|17616|17025|18047|17182,17154.833333333332
A1001801031,A1001801031|A1001801031|A1001801031|A1001801031|A1001801031|A1001801031,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,26843|22757|26831|25469|27355|26070,25887.5
A1001801020,A1001801020|A1001801020|A1001801020|A1001801020|A1001801020|A1001801020,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,28006|24081|28009|26731|27747|26813,26897.833333333332
A1001801013,A1001801013|A1001801013|A1001801013|A1001801013|A1001801013|A1001801013,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,81038|71882|79110|77712|81518|82913,79028.83333333333
A1001801017,A1001801017|A1001801017|A1001801017|A1001801017|A1001801017|A1001801017,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,33078|28114|31345|29987|31924|30800,30874.666666666668
A1001801019,A1001801019|A1001801019|A1001801019|A1001801019|A1001801019|A1001801019,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,25264|22401|25505|24496|24088|23209,24160.5
A1001801040,A1001801040|A1001801040|A1001801040|A1001801040|A1001801040|A1001801040,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22387|19163|21470|21516|23345|22722,21767.166666666668
A1001801036,A1001801036|A1001801036|A1001801036|A1001801036|A1001801036|A1001801036,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,18747|15947|17882|17940|18451|17774,17790.166666666668
A1001801030,A1001801030|A1001801030|A1001801030|A1001801030|A1001801030|A1001801030,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22129|19551|23368|22525|23057|22175,22134.166666666668
A1001801010,A1001801010|A1001801010|A1001801010|A1001801010|A1001801010|A1001801010,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,22264|19956|22993|22794|22202|21942,22025.166666666668
A1001801008,A1001801008|A1001801008|A1001801008|A1001801008|A1001801008|A1001801008,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,17809|16485|18923|18766|19505|19497,18497.5
A1001801007,A1001801007|A1001801007|A1001801007|A1001801007|A1001801007|A1001801007,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,24008|22069|24050|23611|24358|24380,23746.0
A1001801014,A1001801014|A1001801014|A1001801014|A1001801014|A1001801014|A1001801014,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,75840|66520|72941|75516|84512|87912,77206.83333333333
A1001801009,A1001801009|A1001801009|A1001801009|A1001801009|A1001801009|A1001801009,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,21465|18643|21018|20523|21676|20343,20611.333333333332
A1001801015,A1001801015|A1001801015|A1001801015|A1001801015|A1001801015|A1001801015,2019|2019|2019|2019|2019|2019,1|2|3|4|5|6,33309|29268|31885|31215|31839|31038,31425.666666666668
